,JPN,KOR,Virtual_Demand
ABW,0.0,0.0,5.0
AGO,0.0,0.0,89.0
ALB,0.0,1085.0,0.0
AND,0.0,5.0,0.0
ARE,0.0,618.0,0.0
ARG,0.0,0.0,3851.0
ARM,0.0,6.0,0.0
AUT,0.0,35392.0,0.0
AZE,0.0,849.0,0.0
BDI,0.0,266.0,0.0
BEN,0.0,0.0,4.0
BFA,0.0,0.0,754.0
BGD,0.0,3.0,0.0
BGR,0.0,4858.0,0.0
BHR,0.0,4.0,0.0
BIH,0.0,195.0,0.0
BLR,0.0,2569.0,0.0
BMU,0.0,0.0,3.0
BOL,0.0,0.0,1796.0
BRB,0.0,0.0,1.0
BRN,0.0,26.0,0.0
BWA,0.0,0.0,425.0
CHL,0.0,0.0,1100.0
CIV,0.0,0.0,265.0
CMR,0.0,0.0,2.0
COG,0.0,0.0,6.0
COL,0.0,0.0,3587.0
COM,0.0,2.0,0.0
CPV,0.0,0.0,7.0
CRI,0.0,0.0,1049.0
CYP,0.0,1254.0,0.0
DNK,0.0,21009.0,0.0
DOM,0.0,0.0,1607.0
DZA,0.0,707.0,0.0
ECU,0.0,0.0,1143.0
EGY,0.0,5754.0,0.0
EST,0.0,1436.0,0.0
ETH,0.0,714.0,0.0
FJI,10.0,0.0,0.0
GEO,0.0,79.0,0.0
GHA,0.0,0.0,36.0
GIN,0.0,0.0,5.0
GRC,0.0,49750.0,0.0
GRD,0.0,0.0,60.0
GRL,0.0,1.0,0.0
GTM,0.0,0.0,3022.0
GUY,0.0,0.0,1547.0
HND,0.0,0.0,385.0
HRV,0.0,3954.0,0.0
IDN,0.0,42732.0,0.0
IRL,0.0,12101.0,0.0
IRN,0.0,103.0,0.0
ISL,0.0,1008.0,0.0
ISR,0.0,35064.0,0.0
JAM,0.0,0.0,10.0
JOR,0.0,1492.0,0.0
KAZ,0.0,2452.0,0.0
KEN,0.0,9721.0,0.0
KGZ,0.0,4.0,0.0
KHM,0.0,1007.0,0.0
KIR,2.0,0.0,0.0
KWT,0.0,22.0,0.0
LAO,0.0,4877.0,0.0
LBN,0.0,6177.0,0.0
LCA,0.0,0.0,19.0
LKA,0.0,55965.0,0.0
LSO,0.0,0.0,154.0
LTU,0.0,2774.0,0.0
LUX,0.0,1790.0,0.0
LVA,0.0,1697.0,0.0
MAR,0.0,1551.0,0.0
MDA,0.0,355.0,0.0
MDG,0.0,370.0,0.0
MDV,0.0,112.0,0.0
MEX,27355.0,0.0,0.0
MKD,0.0,204.0,0.0
MLI,0.0,0.0,95.0
MLT,0.0,628.0,0.0
MNG,0.0,302.0,0.0
MOZ,0.0,0.0,111.0
MUS,0.0,567.0,0.0
MWI,0.0,1523.0,0.0
MYS,0.0,39.0,0.0
NAM,0.0,0.0,609.0
NER,0.0,0.0,346.0
NGA,0.0,11830.0,20583.0
NIC,0.0,0.0,968.0
NPL,0.0,344.0,0.0
NZL,10616.0,0.0,0.0
OMN,0.0,648.0,0.0
PAK,0.0,24342.0,0.0
PAL,0.0,31.0,0.0
PAN,0.0,0.0,23.0
PER,0.0,0.0,4388.0
PHL,0.0,127504.0,0.0
PLW,0.0,3.0,0.0
PRT,0.0,38675.0,0.0
PRY,0.0,0.0,575.0
PYF,380.0,0.0,0.0
QAT,0.0,24.0,0.0
RWA,0.0,11.0,0.0
SAU,0.0,9638.0,0.0
SDN,0.0,8.0,0.0
SEN,0.0,0.0,3083.0
SLB,2.0,0.0,0.0
SLV,0.0,0.0,24.0
SVN,0.0,2480.0,0.0
SYC,0.0,76.0,0.0
TGO,0.0,0.0,342.0
TJK,0.0,81.0,0.0
TTO,0.0,0.0,590.0
TUN,0.0,198.0,0.0
TZA,0.0,2617.0,0.0
UGA,0.0,16400.0,0.0
UKR,0.0,207.0,0.0
URY,0.0,0.0,300.0
UZB,0.0,1164.0,0.0
WSM,2.0,0.0,0.0
YEM,0.0,681.0,0.0
ZAF,0.0,0.0,272.0
ZMB,0.0,204.0,0.0
ZWE,0.0,26.0,0.0
MMR,0.0,3668.0,0.0
SWZ,0.0,0.0,16.0
BRA,0.0,0.0,799400.0
USA,55833.0,123167.0,0.0
