,country,total_netprofits,scrap_sum,net_profit
0,Australia,-15206087.440602075,8999.755361057585,-1.6896111983665263
1,Belgium,-30996873.934301145,8000.0,-3.8746092417876428
2,Brazil,-7454273.985424485,10000.0,-0.7454273985424484
3,Canada,127640924.1878449,32538.36166947054,3.922782759760315
4,Czechia,-36017459.03165585,1000.0,-36.01745903165585
5,Finland,-33395644.053669017,6999.106145858992,-4.771415571890917
6,France,348876853.9008193,78000.0,4.472780178215632
7,Germany,871634410.5528493,159000.0,5.481977424860688
8,Hungary,403387124.4573338,84999.88402405258,4.745737351161404
9,India,42864077.32460619,19558.23901093483,2.191612307255335
10,Italy,329355235.7408079,77000.0,4.277340723906597
11,Japan,3875432.3704983853,11069.475664692785,0.35010080765247714
12,Korea,290678559.1213608,51098.65603045887,5.68857542844362
13,Netherlands,41337160.63035793,23999.999999999996,1.7223816929315805
14,Norway,140931450.73300198,40390.67812807183,3.4892073434898223
15,Poland,275681778.2245475,63999.0020529664,4.307594952752384
16,Romania,-36413687.4801715,1000.0000000000001,-36.4136874801715
17,Russian Federation,-18010089.80616215,7965.564690799165,-2.2609934769552718
18,Serbia,-36156305.594106846,999.6609731588374,-36.168567709366734
19,Slovakia,-36165883.46889787,1000.0,-36.165883468897874
20,Spain,275326657.39435196,65095.82715663756,4.2295592424356805
21,Sweden,101658487.43411735,35529.09049646008,2.8612746910660727
22,Switzerland,171748599.40061533,48999.82318468962,3.505086105173529
23,Thailand,191837220.57944417,41999.25986493704,4.567633362977401
24,Turkey,-9537036.32057589,9999.578088617543,-0.9537438715971264
25,USA,1750427538.052743,293476.7238644335,5.964450996329518
26,United Kingdom,537610431.7977438,94999.58205473078,5.659082073519206
27,Viet Nam,-32159608.32592645,4000.0,-8.039902081481612
