,country,type,recycling_m,net_profit,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,LFP,Pyro,0.0,high_collection,baseline
1,Afghanistan,NCA,Pyro,0.0,high_collection,baseline
2,Afghanistan,NMC111,Pyro,0.0,high_collection,baseline
3,Afghanistan,NMC523,Pyro,0.0,high_collection,baseline
4,Afghanistan,NMC622,Pyro,0.0,high_collection,baseline
5,Afghanistan,NMC811,Pyro,0.0,high_collection,baseline
6,Albania,LFP,Pyro,-5117.589358943265,high_collection,baseline
7,Albania,NCA,Pyro,-157.1606332706406,high_collection,baseline
8,Albania,NMC111,Pyro,-223.8297575096295,high_collection,baseline
9,Albania,NMC523,Pyro,-208.57277128619893,high_collection,baseline
10,Albania,NMC622,Pyro,-320.7408254460934,high_collection,baseline
11,Albania,NMC811,Pyro,-428.76948409723735,high_collection,baseline
12,Algeria,LFP,Pyro,0.0,high_collection,baseline
13,Algeria,NCA,Pyro,-103.77782179732816,high_collection,baseline
14,Algeria,NMC111,Pyro,-227.9795721670108,high_collection,baseline
15,Algeria,NMC523,Pyro,-224.45347290017182,high_collection,baseline
16,Algeria,NMC622,Pyro,-368.43749571912275,high_collection,baseline
17,Algeria,NMC811,Pyro,-442.75946713828455,high_collection,baseline
18,Andorra,LFP,Pyro,0.0,high_collection,baseline
19,Andorra,NCA,Pyro,-1747.2641541963733,high_collection,baseline
20,Andorra,NMC111,Pyro,-3453.4453608751196,high_collection,baseline
21,Andorra,NMC523,Pyro,-3577.402488987131,high_collection,baseline
22,Andorra,NMC622,Pyro,-5668.666921232652,high_collection,baseline
23,Andorra,NMC811,Pyro,-6780.228063737345,high_collection,baseline
24,Angola,LFP,Pyro,0.0,high_collection,baseline
25,Angola,NCA,Pyro,-527.2956539241443,high_collection,baseline
26,Angola,NMC111,Pyro,-1058.3702566717177,high_collection,baseline
27,Angola,NMC523,Pyro,-1150.3931454108538,high_collection,baseline
28,Angola,NMC622,Pyro,-1912.8073202203802,high_collection,baseline
29,Angola,NMC811,Pyro,-2789.5333123017963,high_collection,baseline
30,Argentina,LFP,Pyro,0.0,high_collection,baseline
31,Argentina,NCA,Pyro,-29.804629780978395,high_collection,baseline
32,Argentina,NMC111,Pyro,-75.54284919460594,high_collection,baseline
33,Argentina,NMC523,Pyro,-70.50713509983738,high_collection,baseline
34,Argentina,NMC622,Pyro,-114.49007230464699,high_collection,baseline
35,Argentina,NMC811,Pyro,-135.70198309025534,high_collection,baseline
36,Armenia,LFP,Pyro,0.0,high_collection,baseline
37,Armenia,NCA,Pyro,0.0,high_collection,baseline
38,Armenia,NMC111,Pyro,-1671.0711518449104,high_collection,baseline
39,Armenia,NMC523,Pyro,0.0,high_collection,baseline
40,Armenia,NMC622,Pyro,0.0,high_collection,baseline
41,Armenia,NMC811,Pyro,-390.2376790655025,high_collection,baseline
42,Aruba,LFP,Pyro,0.0,high_collection,baseline
43,Aruba,NCA,Pyro,-884.2245296763649,high_collection,baseline
44,Aruba,NMC111,Pyro,-2102.22195617729,high_collection,baseline
45,Aruba,NMC523,Pyro,-1880.9985443841517,high_collection,baseline
46,Aruba,NMC622,Pyro,0.0,high_collection,baseline
47,Aruba,NMC811,Pyro,-272.2868473512108,high_collection,baseline
48,Australia,LFP,Pyro,0.0,high_collection,baseline
49,Australia,NCA,Pyro,-20.466813834827107,high_collection,baseline
50,Australia,NMC111,Pyro,-52.8716294867313,high_collection,baseline
51,Australia,NMC523,Pyro,-46.34370393986438,high_collection,baseline
52,Australia,NMC622,Pyro,-72.04795881144265,high_collection,baseline
53,Australia,NMC811,Pyro,-83.3210840695583,high_collection,baseline
54,Austria,LFP,Pyro,-218.92721497241763,high_collection,baseline
55,Austria,NCA,Pyro,-2.3077171977977695,high_collection,baseline
56,Austria,NMC111,Pyro,-5.657250958178636,high_collection,baseline
57,Austria,NMC523,Pyro,-5.338775452224231,high_collection,baseline
58,Austria,NMC622,Pyro,-9.843782435060557,high_collection,baseline
59,Austria,NMC811,Pyro,-14.592879118031505,high_collection,baseline
60,Azerbaijan,LFP,Pyro,0.0,high_collection,baseline
61,Azerbaijan,NCA,Pyro,-92.73271315354822,high_collection,baseline
62,Azerbaijan,NMC111,Pyro,-220.30184660735355,high_collection,baseline
63,Azerbaijan,NMC523,Pyro,-193.54079670662327,high_collection,baseline
