source_iso3,destination_iso3,scenario,forbidden,policy_penalty_usd_per_t,approval_delay_days,modeled_policy_cost_per_kg,source_basis,notes,strategy3_supply,strategy2_supply
IRL,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,121.41982850425643,0.0
IRL,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,121.41982850425643,0.0
IRL,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,121.41982850425643,0.0
IRL,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,121.41982850425643,0.0
IRL,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,121.41982850425643,0.0
IRL,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,121.41982850425643,0.0
FRA,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20481.212420629075,20481.212420629075
FRA,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20481.212420629075,20481.212420629075
FRA,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20481.212420629075,20481.212420629075
FRA,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20481.212420629075,20481.212420629075
FRA,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20481.212420629075,20481.212420629075
FRA,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20481.212420629075,20481.212420629075
FRA,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20481.212420629075,20481.212420629075
FRA,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20481.212420629075,20481.212420629075
NZL,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,553.6642154055653,0.0
NZL,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,553.6642154055653,0.0
NZL,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,553.6642154055653,0.0
NZL,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,553.6642154055653,0.0
NZL,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,553.6642154055653,0.0
NZL,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,553.6642154055653,0.0
NZL,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,553.6642154055653,0.0
NZL,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,553.6642154055653,0.0
CAN,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5549.708828764338,5549.708828764338
CAN,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5549.708828764338,5549.708828764338
CAN,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5549.708828764338,5549.708828764338
CAN,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5549.708828764338,5549.708828764338
CAN,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5549.708828764338,5549.708828764338
CAN,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5549.708828764338,5549.708828764338
CAN,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5549.708828764338,5549.708828764338
CAN,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5549.708828764338,5549.708828764338
USA,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,54671.84916585521,54671.84916585521
USA,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,54671.84916585521,54671.84916585521
USA,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,54671.84916585521,54671.84916585521
USA,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,54671.84916585521,54671.84916585521
USA,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,54671.84916585521,54671.84916585521
USA,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,54671.84916585521,54671.84916585521
USA,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,54671.84916585521,54671.84916585521
USA,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,54671.84916585521,54671.84916585521
KOR,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5989.430552287347,5989.430552287347
KOR,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5989.430552287347,5989.430552287347
KOR,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5989.430552287347,5989.430552287347
KOR,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5989.430552287347,5989.430552287347
KOR,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5989.430552287347,5989.430552287347
KOR,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5989.430552287347,5989.430552287347
KOR,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5989.430552287347,5989.430552287347
KOR,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5989.430552287347,5989.430552287347
TUR,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2730.540558638032,2730.540558638032
TUR,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2730.540558638032,2730.540558638032
TUR,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2730.540558638032,2730.540558638032
TUR,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2730.540558638032,2730.540558638032
TUR,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2730.540558638032,2730.540558638032
TUR,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2730.540558638032,2730.540558638032
TUR,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2730.540558638032,2730.540558638032
TUR,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2730.540558638032,2730.540558638032
AUT,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2660.889457915124,0.0
AUT,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2660.889457915124,0.0
AUT,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2660.889457915124,0.0
AUT,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2660.889457915124,0.0
AUT,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2660.889457915124,0.0
AUT,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2660.889457915124,0.0
AUT,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2660.889457915124,0.0
AUT,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2660.889457915124,0.0
ESP,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5517.007234229264,5517.007234229264
ESP,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5517.007234229264,5517.007234229264
ESP,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5517.007234229264,5517.007234229264
ESP,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5517.007234229264,5517.007234229264
ESP,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5517.007234229264,5517.007234229264
ESP,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5517.007234229264,5517.007234229264
ESP,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5517.007234229264,5517.007234229264
ESP,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,5517.007234229264,5517.007234229264
DEU,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,45022.476802608275,45022.476802608275
DEU,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,45022.476802608275,45022.476802608275
DEU,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,45022.476802608275,45022.476802608275
DEU,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,45022.476802608275,45022.476802608275
DEU,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,45022.476802608275,45022.476802608275
DEU,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,45022.476802608275,45022.476802608275
DEU,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,45022.476802608275,45022.476802608275
DEU,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,45022.476802608275,45022.476802608275
GRC,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,738.2723536577614,0.0
GRC,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,738.2723536577614,0.0
GRC,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,738.2723536577614,0.0
GRC,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,738.2723536577614,0.0
GRC,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,738.2723536577614,0.0
GRC,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,738.2723536577614,0.0
GRC,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,738.2723536577614,0.0
GRC,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,738.2723536577614,0.0
ITA,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,10721.471179203056,10721.471179203056
ITA,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,10721.471179203056,10721.471179203056
ITA,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,10721.471179203056,10721.471179203056
ITA,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,10721.471179203056,10721.471179203056
ITA,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,10721.471179203056,10721.471179203056
ITA,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,10721.471179203056,10721.471179203056
ITA,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,10721.471179203056,10721.471179203056
ITA,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,10721.471179203056,10721.471179203056
CHE,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2557.381559305336,2557.381559305336
CHE,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2557.381559305336,2557.381559305336
CHE,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2557.381559305336,2557.381559305336
CHE,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2557.381559305336,2557.381559305336
CHE,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2557.381559305336,2557.381559305336
CHE,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2557.381559305336,2557.381559305336
CHE,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2557.381559305336,2557.381559305336
CHE,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2557.381559305336,2557.381559305336
SWE,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8845.715888448422,8845.715888448422
SWE,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8845.715888448422,8845.715888448422
SWE,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8845.715888448422,8845.715888448422
SWE,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8845.715888448422,8845.715888448422
SWE,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8845.715888448422,8845.715888448422
SWE,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8845.715888448422,8845.715888448422
SWE,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8845.715888448422,8845.715888448422
SWE,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8845.715888448422,8845.715888448422
BEL,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,4834.149954599285,4834.149954599285
BEL,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,4834.149954599285,4834.149954599285
BEL,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,4834.149954599285,4834.149954599285
BEL,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,4834.149954599285,4834.149954599285
BEL,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,4834.149954599285,4834.149954599285
BEL,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,4834.149954599285,4834.149954599285
BEL,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,4834.149954599285,4834.149954599285
BEL,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,4834.149954599285,4834.149954599285
GBR,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,15036.178547150295,15036.178547150295
GBR,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,15036.178547150295,15036.178547150295
GBR,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,15036.178547150295,15036.178547150295
GBR,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,15036.178547150295,15036.178547150295
GBR,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,15036.178547150295,15036.178547150295
GBR,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,15036.178547150295,15036.178547150295
GBR,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,15036.178547150295,15036.178547150295
GBR,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,15036.178547150295,15036.178547150295
PRT,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2109.452689918214,0.0
PRT,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2109.452689918214,0.0
PRT,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2109.452689918214,0.0
PRT,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2109.452689918214,0.0
PRT,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2109.452689918214,0.0
PRT,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2109.452689918214,0.0
PRT,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2109.452689918214,0.0
PRT,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,2109.452689918214,0.0
CZE,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,183.54365273088894,183.54365273088894
CZE,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,183.54365273088894,183.54365273088894
CZE,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,183.54365273088894,183.54365273088894
CZE,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,183.54365273088894,183.54365273088894
CZE,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,183.54365273088894,183.54365273088894
CZE,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,183.54365273088894,183.54365273088894
CZE,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,183.54365273088894,183.54365273088894
CZE,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,183.54365273088894,183.54365273088894
JPN,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3433.1682168473394,3433.1682168473394
JPN,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3433.1682168473394,3433.1682168473394
JPN,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3433.1682168473394,3433.1682168473394
JPN,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3433.1682168473394,3433.1682168473394
JPN,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3433.1682168473394,3433.1682168473394
JPN,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3433.1682168473394,3433.1682168473394
JPN,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3433.1682168473394,3433.1682168473394
JPN,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3433.1682168473394,3433.1682168473394
NLD,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8007.7393897256225,8007.7393897256225
NLD,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8007.7393897256225,8007.7393897256225
NLD,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8007.7393897256225,8007.7393897256225
NLD,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8007.7393897256225,8007.7393897256225
NLD,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8007.7393897256225,8007.7393897256225
NLD,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8007.7393897256225,8007.7393897256225
