source_iso3,destination_iso3,transport_cost_per_kg
BWA,ROM,0.23094662999999996
BWA,RUS,0.27087482999999996
BWA,SVK,0.24487626
BWA,SWE,0.2815833
BWA,THA,0.27457791
BWA,TUR,0.21704130000000002
BWA,USA,0.3835926
BWA,VNM,0.3009312
BWA,YUG,0.23292378
CAF,AUS,0.4171977
CAF,BEL,0.16015871999999998
CAF,BRA,0.22976658
CAF,CAN,0.3001941
CAF,CHE,0.1457472
CAF,CHN,0.3110283
CAF,CZE,0.15310167
CAF,DEU,0.16141062
CAF,ESP,0.13776396
CAF,FIN,0.18685947000000003
CAF,FRA,0.15558126000000003
CAF,GBR,0.16578104999999999
CAF,HUN,0.1439709
CAF,IND,0.20196207000000002
CAF,ITA,0.12653373
CAF,JPN,0.373893
CAF,KOR,0.33960419999999997
CAF,NLD,0.16458765
CAF,NOR,0.18651374999999998
CAF,POL,0.15996183
CAF,ROM,0.13547235000000002
CAF,RUS,0.17895096000000002
CAF,SVK,0.14625035999999997
CAF,SWE,0.18348186
CAF,THA,0.27075495
CAF,TUR,0.12620817
CAF,USA,0.30586919999999995
CAF,VNM,0.28670901
CAF,YUG,0.13517415
CAN,AUS,0.48369
CAN,BEL,0.17042697
CAN,BRA,0.22098822
CAN,CAN,0.03563988
CAN,CHE,0.18267863999999998
CAN,CHN,0.31376760000000004
CAN,CZE,0.19017006
CAN,DEU,0.18404942999999999
CAN,ESP,0.17086047
CAN,FIN,0.18847365
CAN,FRA,0.16959638999999999
CAN,GBR,0.16094397000000002
CAN,HUN,0.20346272999999998
CAN,IND,0.3404961
CAN,ITA,0.20213478000000001
CAN,JPN,0.30991860000000004
CAN,KOR,0.3158448
CAN,NLD,0.16915829999999998
CAN,NOR,0.16812876
CAN,POL,0.19745961
CAN,ROM,0.22266795
CAN,RUS,0.21508953
CAN,SVK,0.1987419
CAN,SWE,0.18002325
CAN,THA,0.4031721
CAN,TUR,0.24504824999999997
CAN,USA,0.022111275
CAN,VNM,0.3791334
CAN,YUG,0.21156675000000003
CCK,AUS,0.17443305
CCK,BEL,0.3379611
CCK,BRA,0.4510887
CCK,CAN,0.4890732
CCK,CHE,0.32954249999999996
CCK,CHN,0.18528501
CCK,CZE,0.3164469
CCK,DEU,0.3203817
CCK,ESP,0.3540873
CCK,FIN,0.3074178
CCK,FRA,0.3416508
CCK,GBR,0.3475557
CCK,HUN,0.30433499999999997
CCK,IND,0.15119235
CCK,ITA,0.31443360000000004
CCK,JPN,0.21020927999999997
CCK,KOR,0.1918575
CCK,NLD,0.3373686
CCK,NOR,0.33005969999999996
CCK,POL,0.30526259999999994
CCK,ROM,0.28541529000000004
CCK,RUS,0.28076960999999995
CCK,SVK,0.3090174
CCK,SWE,0.31756169999999995
CCK,THA,0.08842896
CCK,TUR,0.26404173
CCK,USA,0.5111007
CCK,VNM,0.11576903999999999
CCK,YUG,0.29840652
CHE,AUS,0.4983738
CHE,BEL,0.014623665
CHE,BRA,0.26688822
CHE,CAN,0.18267863999999998
CHE,CHE,0.0022928043
CHE,CHN,0.24252792
CHE,CZE,0.018702513
CHE,DEU,0.022659146999999998
CHE,ESP,0.034593509999999994
CHE,FIN,0.05578079999999999
CHE,FRA,0.013082334
CHE,GBR,0.022461350999999997
CHE,HUN,0.026380782
CHE,IND,0.18747039
CHE,ITA,0.020779776000000003
CHE,JPN,0.29041781999999994
CHE,KOR,0.26634495
CHE,NLD,0.01884075
CHE,NOR,0.04378136999999999
CHE,POL,0.034199759999999996
CHE,ROM,0.04428369
CHE,RUS,0.06889191
CHE,SVK,0.022288914
CHE,SWE,0.046395240000000004
CHE,THA,0.27402089999999996
CHE,TUR,0.0655692
CHE,USA,0.19809545999999997
CHE,VNM,0.26809352999999997
CHE,YUG,0.031138140000000005
CHL,AUS,0.33979679999999995
CHL,BEL,0.35714819999999997
CHL,BRA,0.09053837999999999
CHL,CAN,0.26395358999999996
CHL,CHE,0.3559875
CHL,CHN,0.5723963999999999
CHL,CZE,0.37461179999999994
CHL,DEU,0.3762783
CHL,ESP,0.3214533
CHL,FIN,0.40504379999999995
CHL,FRA,0.3499016999999999
CHL,GBR,0.3505626
CHL,HUN,0.3801009
CHL,IND,0.5080962
CHL,ITA,0.35771909999999996
CHL,JPN,0.5174214
CHL,KOR,0.5512554000000001
CHL,NLD,0.3608148
CHL,NOR,0.3824202
CHL,POL,0.3900741
CHL,ROM,0.3912288
CHL,RUS,0.424599
CHL,SVK,0.37719689999999995
CHL,SWE,0.39313319999999996
CHL,THA,0.529779
CHL,TUR,0.4014996
CHL,USA,0.24242655
CHL,VNM,0.5580915
CHL,YUG,0.37948139999999997
CHN,AUS,0.27054921000000004
CHN,BEL,0.2391246
CHN,BRA,0.5084411999999999
CHN,CAN,0.31376760000000004
CHN,CHE,0.24252792
CHN,CHN,0.034911210000000005
CHN,CZE,0.22386725999999998
CHN,DEU,0.2208999
CHN,ESP,0.27696897000000004
CHN,FIN,0.18980625
CHN,FRA,0.24675696
CHN,GBR,0.24454058999999997
CHN,HUN,0.22042128
CHN,IND,0.11355038999999999
CHN,ITA,0.24404084999999998
CHN,JPN,0.06294332999999999
CHN,KOR,0.028669533
CHN,NLD,0.23493423
CHN,NOR,0.21093018
CHN,POL,0.20843697
CHN,ROM,0.21205431
CHN,RUS,0.17385135
CHN,SVK,0.22267161
CHN,SWE,0.20141361
CHN,THA,0.09911673
CHN,TUR,0.20525354999999998
CHN,USA,0.33477749999999995
CHN,VNM,0.06992397
CHN,YUG,0.22257650999999998
CIV,AUS,0.47775239999999997
CIV,BEL,0.14937680999999997
CIV,BRA,0.15986351999999998
CIV,CAN,0.23859086999999998
CIV,CHE,0.13885287
CIV,CHN,0.36365639999999994
CIV,CZE,0.15464703
CIV,DEU,0.16097826
CIV,ESP,0.11227569
CIV,FIN,0.19364685
CIV,FRA,0.14202974999999998
CIV,GBR,0.14985354
CIV,HUN,0.15249213
CIV,IND,0.26769131999999995
CIV,ITA,0.12836592
CIV,JPN,0.4216599
CIV,KOR,0.39144989999999996
CIV,NLD,0.15456675
CIV,NOR,0.18187749
CIV,POL,0.16790523000000002
CIV,ROM,0.15522858
CIV,RUS,0.19879125
CIV,SVK,0.15201935999999996
CIV,SWE,0.18516281999999998
CIV,THA,0.3457146
CIV,TUR,0.15871578
CIV,USA,0.23879667000000002
CIV,VNM,0.3571533
CIV,YUG,0.14734271999999998
CMR,AUS,0.4334409
CMR,BEL,0.15816033000000002
CMR,BRA,0.20687871000000002
CMR,CAN,0.28485846
CMR,CHE,0.14439327
CMR,CHN,0.33006779999999997
CMR,CZE,0.15464705999999998
CMR,DEU,0.16263636
CMR,ESP,0.13042431
CMR,FIN,0.19106139
CMR,FRA,0.15257154
CMR,GBR,0.16240743
CMR,HUN,0.14735178
CMR,IND,0.22332513
CMR,ITA,0.12702633
CMR,JPN,0.39249090000000003
CMR,KOR,0.358737
CMR,NLD,0.16297476
CMR,NOR,0.18721557000000003
CMR,POL,0.16373162999999996
CMR,ROM,0.14208756
CMR,RUS,0.18693137999999998
CMR,SVK,0.1488555
CMR,SWE,0.18603159
CMR,THA,0.29416713
CMR,TUR,0.13658826
CMR,USA,0.28859229
CMR,VNM,0.3094188
CMR,YUG,0.13935509999999998
COG,AUS,0.40550790000000003
COG,BEL,0.18649734
COG,BRA,0.21043437
COG,CAN,0.3127797
COG,CHE,0.17244144
COG,CHN,0.33823590000000003
COG,CZE,0.18143235
COG,DEU,0.18961113000000002
COG,ESP,0.15997932
COG,FIN,0.21644312999999998
COG,FRA,0.18123054
COG,GBR,0.19120623
COG,HUN,0.17310018
COG,IND,0.22679001
COG,ITA,0.15420651
COG,JPN,0.4011504
COG,KOR,0.366537
COG,NLD,0.19118618999999998
COG,NOR,0.21452031
COG,POL,0.18930459
COG,ROM,0.16568226000000003
COG,RUS,0.20956832999999997
COG,SVK,0.17505374999999998
COG,SWE,0.21238194
COG,THA,0.28855932
COG,TUR,0.15706412999999997
COG,USA,0.3151728
COG,VNM,0.3075426
COG,YUG,0.1645872
COK,AUS,0.15567621
COK,BEL,0.493692
COK,BRA,0.3460214999999999
COK,CAN,0.3370428
COK,CHE,0.5083158
COK,CHN,0.3302454
COK,CZE,0.5033141999999999
COK,DEU,0.4949298
COK,ESP,0.5076128999999999
COK,FIN,0.47053019999999995
COK,FRA,0.49706609999999996
COK,GBR,0.4867935
COK,HUN,0.5131425
COK,IND,0.4282374
COK,ITA,0.5286123
COK,JPN,0.26931617999999996
COK,KOR,0.30180270000000003
COK,NLD,0.4897359
COK,NOR,0.4698003
COK,POL,0.4973214
COK,ROM,0.5218107
COK,RUS,0.4777287
COK,SVK,0.5105997
COK,SWE,0.4735857
COK,THA,0.346671
COK,TUR,0.5288949000000001
COK,USA,0.3265149
COK,VNM,0.3382404
COK,YUG,0.5221011
COL,AUS,0.4308627
COL,BEL,0.26622396
COL,BRA,0.11269239
COL,CAN,0.13619859
COL,CHE,0.2721205199999999
COL,CHN,0.4481244
COL,CZE,0.28757502
COL,DEU,0.28515624
COL,ESP,0.24321003
COL,FIN,0.3037047
COL,FRA,0.26123030999999997
COL,GBR,0.25711976999999997
COL,HUN,0.29836203
COL,IND,0.4587168
COL,ITA,0.28414329
COL,JPN,0.42788580000000004
COL,KOR,0.44451899999999994
COL,NLD,0.26782068
COL,NOR,0.2801246399999999
COL,POL,0.3006264
COL,ROM,0.3161253
COL,RUS,0.32937299999999997
COL,SVK,0.29394822
COL,SWE,0.2925573
COL,THA,0.5379546000000001
COL,TUR,0.3357711
COL,USA,0.11445552
COL,VNM,0.5153163
COL,YUG,0.3027297
COM,AUS,0.31999079999999996
COM,BEL,0.23728895999999997
COM,BRA,0.2936883
COM,CAN,0.39564479999999996
COM,CHE,0.22298496
COM,CHN,0.28369649999999996
COM,CZE,0.2227851
COM,DEU,0.2308329
COM,ESP,0.22643957999999997
COM,FIN,0.24466733999999998
COM,FRA,0.2352801
COM,GBR,0.24532635
COM,HUN,0.21028484999999997
COM,IND,0.17347217999999998
COM,ITA,0.20221046999999998
COM,JPN,0.3405429
COM,KOR,0.30783510000000003
COM,NLD,0.24042422999999996
COM,NOR,0.25434423
COM,POL,0.22282992
COM,ROM,0.19434468
COM,RUS,0.22564086
COM,SVK,0.21421797
COM,SWE,0.24659574
COM,THA,0.20757810000000002
COM,TUR,0.17528301
COM,USA,0.40316579999999996
COM,VNM,0.23247123
COM,YUG,0.20081828999999998
CPV,AUS,0.5294658
CPV,BEL,0.14136606000000002
CPV,BRA,0.13033701
CPV,CAN,0.17764875
CPV,CHE,0.1371288
CPV,CHN,0.3796545
CPV,CZE,0.1557882
CPV,DEU,0.15894503999999998
CPV,ESP,0.10276413
CPV,FIN,0.19090479
CPV,FRA,0.13357158000000002
CPV,GBR,0.13716449999999997
CPV,HUN,0.15986322
CPV,IND,0.30709949999999997
CPV,ITA,0.13714146
CPV,JPN,0.42400949999999993
CPV,KOR,0.4030107
CPV,NLD,0.14589761999999998
CPV,NOR,0.17181105
CPV,POL,0.17123037
CPV,ROM,0.17077587
CPV,RUS,0.20586614999999997
CPV,SVK,0.15728412
CPV,SWE,0.17976495
CPV,THA,0.3927702
CPV,TUR,0.18312003
CPV,USA,0.1752252
CPV,VNM,0.39624719999999997
CPV,YUG,0.15890328
CRI,AUS,0.41926769999999997
CRI,BEL,0.27139379999999996
CRI,BRA,0.14726472
CRI,CAN,0.12072282
CRI,CHE,0.27959688
CRI,CHN,0.4227294
CRI,CZE,0.29292605999999993
CRI,DEU,0.28910481
CRI,ESP,0.25451739
CRI,FIN,0.30239699999999997
CRI,FRA,0.26758347000000005
CRI,GBR,0.26182536
CRI,HUN,0.30494219999999994
CRI,IND,0.45869129999999997
CRI,ITA,0.29440647000000003
CRI,JPN,0.3954714
CRI,KOR,0.415083
CRI,NLD,0.27206847
CRI,NOR,0.27969882
CRI,POL,0.3042684
CRI,ROM,0.3237861
CRI,RUS,0.32902439999999994
CRI,SVK,0.30027659999999995
CRI,SWE,0.29220375000000004
CRI,THA,0.5203937999999999
CRI,TUR,0.34502639999999996
CRI,USA,0.09872427
CRI,VNM,0.4924968
CRI,YUG,0.31073429999999996
CUB,AUS,0.4471479
CUB,BEL,0.23471816999999998
CUB,BRA,0.17194496999999997
CUB,CAN,0.07666641
CUB,CHE,0.24451074
CUB,CHN,0.38251169999999995
CUB,CZE,0.25594611
CUB,DEU,0.25122909
CUB,ESP,0.22350014999999998
CUB,FIN,0.26132715
CUB,FRA,0.23188455
CUB,GBR,0.22501242
CUB,HUN,0.26861510999999993
CUB,IND,0.4162704
CUB,ITA,0.26131749000000004
CUB,JPN,0.363813
CUB,KOR,0.3785208
CUB,NLD,0.23471922
CUB,NOR,0.23935199999999998
CUB,POL,0.26592603
CUB,ROM,0.28787852999999997
CUB,RUS,0.28810173
CUB,SVK,0.26385822
CUB,SWE,0.25173020999999995
CUB,THA,0.4776057
CUB,TUR,0.30989189999999994
CUB,USA,0.05479848
CUB,VNM,0.4512108
CUB,YUG,0.27537185999999997
CXR,AUS,0.15547856999999998
CXR,BEL,0.3513426
CXR,BRA,0.4775181
CXR,CAN,0.48406889999999997
CXR,CHE,0.3446805
CXR,CHN,0.17130885
CXR,CZE,0.329862
CXR,DEU,0.33270629999999995
CXR,ESP,0.3722661
CXR,FIN,0.3154035
CXR,FRA,0.355983
CXR,GBR,0.3606183
CXR,HUN,0.3186459
CXR,IND,0.15949125
CXR,ITA,0.3315975
CXR,JPN,0.18754658999999999
CXR,KOR,0.17330315999999998
CXR,NLD,0.35001419999999994
CXR,NOR,0.3388599
CXR,POL,0.31727189999999994
CXR,ROM,0.3004554
CXR,RUS,0.28945266
CXR,SVK,0.3231576
CXR,SWE,0.32637600000000005
CXR,THA,0.08246718
CXR,TUR,0.28016553
CXR,USA,0.5056754999999999
CXR,VNM,0.10495629
CXR,YUG,0.3137789999999999
CYM,AUS,0.4437636
CYM,BEL,0.24209703
CYM,BRA,0.16063536
CYM,CAN,0.08861367
CYM,CHE,0.25121253
CYM,CHN,0.3956505
CYM,CZE,0.26350707
CYM,DEU,0.25919246999999995
CYM,ESP,0.22845881999999998
CYM,FIN,0.27091896
CYM,FRA,0.23882127
CYM,GBR,0.23243228999999999
CYM,HUN,0.2759118
CYM,IND,0.42676529999999996
CYM,ITA,0.26723064
CYM,JPN,0.3760734
CYM,KOR,0.3914256
CYM,NLD,0.24240623999999997
CYM,NOR,0.24852654000000002
CYM,POL,0.27413426999999996
CYM,ROM,0.29503497
CYM,RUS,0.29763705
CYM,SVK,0.27118487999999996
CYM,SWE,0.26098644000000004
CYM,THA,0.4905444
CYM,TUR,0.316773
CYM,USA,0.06655065
CYM,VNM,0.46432979999999996
CYM,YUG,0.28226661000000003
CYP,AUS,0.4291626
CYP,BEL,0.08714925
CYP,BRA,0.3075885
CYP,CAN,0.25755222000000005
CYP,CHE,0.07569756
CYP,CHN,0.21229283999999998
CYP,CZE,0.06781659
CYP,DEU,0.07480007999999999
CYP,ESP,0.09864197999999999
CYP,FIN,0.08535287999999999
CYP,FRA,0.08863652999999999
CYP,GBR,0.09670913999999999
CYP,HUN,0.05446722
CYP,IND,0.12525468
CYP,ITA,0.058735199999999994
CYP,JPN,0.2720643
CYP,KOR,0.24037359
CYP,NLD,0.0884712
CYP,NOR,0.0960663
CYP,POL,0.06420545999999999
CYP,ROM,0.036046169999999995
CYP,RUS,0.06950010000000001
CYP,SVK,0.05907861
CYP,SWE,0.08736663
CYP,THA,0.21225759
CYP,TUR,0.016015017
CYP,USA,0.27365874
CYP,VNM,0.21424581
CYP,YUG,0.04600049999999999
CZE,AUS,0.4816377
CZE,BEL,0.021552879
CZE,BRA,0.28559049
CZE,CAN,0.19017006
CZE,CHE,0.018702513
CZE,CHN,0.22386725999999998
CZE,CZE,0.0031687979999999996
CZE,DEU,0.008395824
CZE,ESP,0.053290439999999994
CZE,FIN,0.039002850000000006
CZE,FRA,0.026538315
CZE,GBR,0.031109639999999997
CZE,HUN,0.013354538999999999
CZE,IND,0.17135733
CZE,ITA,0.027796772999999997
CZE,JPN,0.27246711
CZE,KOR,0.24786189
CZE,NLD,0.021283727999999995
CZE,NOR,0.03351468
CZE,POL,0.015499883999999998
CZE,ROM,0.03251439
CZE,RUS,0.05019
CZE,SVK,0.00879258
CZE,SWE,0.0316113
CZE,THA,0.25711698
CZE,TUR,0.054906689999999994
CZE,USA,0.20713712999999997
CZE,VNM,0.25015794
CZE,YUG,0.022272458999999998
DEU,AUS,0.48246269999999997
DEU,BEL,0.019594268999999997
DEU,BRA,0.28805865
DEU,CAN,0.18404942999999999
DEU,CHE,0.022659146999999998
DEU,CHN,0.2208999
DEU,CZE,0.008395824
DEU,DEU,0.006745074
DEU,ESP,0.05619387
DEU,FIN,0.03312663
DEU,FRA,0.02640561
DEU,GBR,0.028083057
DEU,HUN,0.020685993
DEU,IND,0.17356701
DEU,ITA,0.03561897
DEU,JPN,0.26783013
DEU,KOR,0.24419972999999998
DEU,NLD,0.017335707
DEU,NOR,0.025140761999999997
DEU,POL,0.01547322
DEU,ROM,0.03894213
DEU,RUS,0.04842537
DEU,SVK,0.016619105999999998
DEU,SWE,0.024311238
DEU,THA,0.25836693
DEU,TUR,0.06116058
DEU,USA,0.20152626
DEU,VNM,0.2501133
DEU,YUG,0.03004644
DJI,AUS,0.3661302
DJI,BEL,0.16812692999999998
DJI,BRA,0.31431719999999996
DJI,CAN,0.3368154
DJI,CHE,0.15486471
DJI,CHN,0.23309409
DJI,CZE,0.15073526999999998
DJI,DEU,0.1582284
DJI,ESP,0.16757691
DJI,FIN,0.16816299
DJI,FRA,0.16786377
DJI,GBR,0.17715144
DJI,HUN,0.13758288
DJI,IND,0.12032358
DJI,ITA,0.13485948
DJI,JPN,0.29557689
DJI,KOR,0.26087925
DJI,NLD,0.17034024
DJI,NOR,0.1801179
DJI,POL,0.14825829
DJI,ROM,0.11997503999999999
DJI,RUS,0.14809902
DJI,SVK,0.14194953
DJI,SWE,0.17122020000000002
DJI,THA,0.18653892
DJI,TUR,0.09936339
DJI,USA,0.3502125
DJI,VNM,0.20226107999999998
DJI,YUG,0.12847059
DMA,AUS,0.4880439
DMA,BEL,0.2101488
DMA,BRA,0.11288585999999999
DMA,CAN,0.10832792999999999
DMA,CHE,0.21531167999999998
DMA,CHN,0.4165233
DMA,CZE,0.23127642
DMA,DEU,0.22938341999999998
DMA,ESP,0.18590571
DMA,FIN,0.25036218000000005
DMA,FRA,0.20479187999999998
DMA,GBR,0.20130345
DMA,HUN,0.24164589
DMA,IND,0.402618
DMA,ITA,0.22686363
DMA,JPN,0.4181888999999999
DMA,KOR,0.42276149999999996
DMA,NLD,0.21208806
DMA,NOR,0.22662528
DMA,POL,0.24483654
DMA,ROM,0.25910577
DMA,RUS,0.27510132
DMA,SVK,0.23732030999999998
DMA,SWE,0.23881736999999997
DMA,THA,0.4870974
DMA,TUR,0.27850326
DMA,USA,0.09104889
DMA,VNM,0.4727562
DMA,YUG,0.24569307
DNK,AUS,0.4815729
DNK,BEL,0.023014725
DNK,BRA,0.29232594
DNK,CAN,0.17740905
DNK,CHE,0.03100524
DNK,CHN,0.21625068
DNK,CZE,0.018955233
DNK,DEU,0.010589570999999999
DNK,ESP,0.062249309999999995
DNK,FIN,0.026539113
DNK,FRA,0.030828269999999998
DNK,GBR,0.028787808
DNK,HUN,0.0303594
DNK,IND,0.17557371
DNK,ITA,0.04602258
DNK,JPN,0.26107608
DNK,KOR,0.23865048
DNK,NLD,0.018689222999999998
DNK,NOR,0.014559444
DNK,POL,0.020067237
DNK,ROM,0.04729296
DNK,RUS,0.046990859999999995
DNK,SVK,0.026747723999999997
DNK,SWE,0.015713613
DNK,THA,0.25886502
DNK,TUR,0.06895493999999999
DNK,USA,0.19558172999999998
DNK,VNM,0.24899946
DNK,YUG,0.03986613
DOM,AUS,0.47337179999999995
DOM,BEL,0.21973874999999998
DOM,BRA,0.13517199
DOM,CAN,0.09137718
DOM,CHE,0.22694625
DOM,CHN,0.4050048
DOM,CZE,0.24126959999999997
DOM,DEU,0.23816322
DOM,ESP,0.20064315
DOM,FIN,0.25497171
DOM,FRA,0.2153556
DOM,GBR,0.21036585
DOM,HUN,0.25276299
DOM,IND,0.41105129999999995
DOM,ITA,0.24088422
DOM,JPN,0.3974508
DOM,KOR,0.4067298
DOM,NLD,0.22089396
DOM,NOR,0.23153996999999998
DOM,POL,0.25355898
DOM,ROM,0.27122949
DOM,RUS,0.28097262
DOM,SVK,0.2481906
DOM,SWE,0.24403265999999996
DOM,THA,0.4887384
DOM,TUR,0.29196965999999996
DOM,USA,0.07115064
DOM,VNM,0.4683057
DOM,YUG,0.25799634000000005
DZA,AUS,0.5099427
DZA,BEL,0.04685649
DZA,BRA,0.23766219000000002
DZA,CAN,0.19206273000000001
DZA,CHE,0.03551565
DZA,CHN,0.27353027999999996
DZA,CZE,0.05211507
DZA,DEU,0.057823589999999994
DZA,ESP,0.021206271000000002
DZA,FIN,0.09081717
DZA,FRA,0.0402117
DZA,GBR,0.04954323
DZA,HUN,0.05315805
DZA,IND,0.20511282
DZA,ITA,0.029734037999999997
DZA,JPN,0.32430659999999994
DZA,KOR,0.2986203
DZA,NLD,0.052001639999999995
DZA,NOR,0.07884365999999998
DZA,POL,0.06658752
DZA,ROM,0.06353862
DZA,RUS,0.10022712
DZA,SVK,0.051297419999999996
DZA,SWE,0.08187218999999998
DZA,THA,0.29269323
DZA,TUR,0.07844025
DZA,USA,0.20376648
DZA,VNM,0.29120163
DZA,YUG,0.051490469999999997
ECU,AUS,0.4113744
ECU,BEL,0.28605927
ECU,BRA,0.11337053999999999
ECU,CAN,0.15265782
ECU,CHE,0.29181282
ECU,CHN,0.4609323
ECU,CZE,0.30738689999999996
ECU,DEU,0.30501959999999995
ECU,ESP,0.26253479999999996
ECU,FIN,0.3234786
ECU,FRA,0.28101294
ECU,GBR,0.27697575
ECU,HUN,0.31808879999999995
ECU,IND,0.4785849
ECU,ITA,0.3035139
ECU,JPN,0.43346609999999997
ECU,KOR,0.4538811
ECU,NLD,0.28768377000000006
ECU,NOR,0.29992673999999997
ECU,POL,0.3204909
ECU,ROM,0.3357342
ECU,RUS,0.3492126
ECU,SVK,0.3136977
ECU,SWE,0.3123723
ECU,THA,0.5558184
ECU,TUR,0.35515620000000003
ECU,USA,0.13063596000000002
ECU,VNM,0.5301741000000001
ECU,YUG,0.3223275
EGY,AUS,0.42838199999999993
EGY,BEL,0.09637302
EGY,BRA,0.29659029000000003
EGY,CAN,0.26599118999999993
EGY,CHE,0.08338944000000001
EGY,CHN,0.22654254
EGY,CZE,0.07913993999999999
EGY,DEU,0.08685686999999999
EGY,ESP,0.10066971
EGY,FIN,0.10142106
EGY,FRA,0.09645645
EGY,GBR,0.10550598
EGY,HUN,0.06617300999999999
EGY,IND,0.13297874999999998
EGY,ITA,0.06400836
EGY,JPN,0.28732794
EGY,KOR,0.25492104
EGY,NLD,0.09853148999999999
EGY,NOR,0.10982067
EGY,POL,0.07829628000000001
EGY,ROM,0.04984598999999999
EGY,RUS,0.08716212
EGY,SVK,0.070389
EGY,SWE,0.10222392
EGY,THA,0.21826310999999998
EGY,TUR,0.033276389999999996
EGY,USA,0.28073442
EGY,VNM,0.22304498999999997
EGY,YUG,0.056880089999999994
ERI,AUS,0.3845328
ERI,BEL,0.15033942
ERI,BRA,0.30433379999999993
ERI,CAN,0.318396
ERI,CHE,0.13685355
ERI,CHN,0.236343
ERI,CZE,0.13357064999999999
ERI,DEU,0.14126645999999998
ERI,ESP,0.14894672999999997
ERI,FIN,0.15335811
ERI,FRA,0.14979462000000002
ERI,GBR,0.15922524
ERI,HUN,0.12058052999999999
ERI,IND,0.12603276
ERI,ITA,0.11666186999999999
ERI,JPN,0.29926926
ERI,KOR,0.26469203999999996
ERI,NLD,0.15274398
ERI,NOR,0.16384875
ERI,POL,0.13208244
ERI,ROM,0.1036134
ERI,RUS,0.1349844
ERI,SVK,0.12481979999999998
ERI,SWE,0.1555452
ERI,THA,0.19854033000000001
ERI,TUR,0.08399066999999999
ERI,USA,0.33160949999999995
ERI,VNM,0.21188927999999999
ERI,YUG,0.11131098
ESH,AUS,0.5438141999999999
ESH,BEL,0.09066311999999999
ESH,BRA,0.18225918
ESH,CAN,0.17419932
ESH,CHE,0.08536629000000001
ESH,CHN,0.327792
ESH,CZE,0.10396325999999999
ESH,DEU,0.10747583999999999
ESH,ESP,0.05137755
ESH,FIN,0.13993746
ESH,FRA,0.08279544
ESH,GBR,0.08762223
ESH,HUN,0.10792356000000002
ESH,IND,0.25940019000000003
ESH,ITA,0.08551278
ESH,JPN,0.3745458
ESH,KOR,0.3516588
ESH,NLD,0.09544482000000001
ESH,NOR,0.12224597999999999
ESH,POL,0.11936126999999999
ESH,ROM,0.11945754
ESH,RUS,0.15395165999999996
ESH,SVK,0.10531701
ESH,SWE,0.12916736999999998
ESH,THA,0.3466299
ESH,TUR,0.13336653
ESH,USA,0.17926674
ESH,VNM,0.3467799
ESH,YUG,0.10725552000000001
ESP,AUS,0.5277443999999999
ESP,BEL,0.039499200000000005
ESP,BRA,0.23230613999999997
ESP,CAN,0.17086047
ESP,CHE,0.034593509999999994
ESP,CHN,0.27696897000000004
ESP,CZE,0.053290439999999994
ESP,DEU,0.05619387
ESP,ESP,0.008026212
ESP,FIN,0.08856585
ESP,FRA,0.031639679999999996
ESP,GBR,0.03790136999999999
ESP,HUN,0.05933114999999999
ESP,IND,0.21846137999999998
ESP,ITA,0.0410028
ESP,JPN,0.32332259999999996
ESP,KOR,0.30037919999999996
ESP,NLD,0.04444098
ESP,NOR,0.07172346
ESP,POL,0.06879015
ESP,ROM,0.07431447
ESP,RUS,0.103479
ESP,SVK,0.05596991999999999
ESP,SWE,0.07790723999999999
ESP,THA,0.3058107
ESP,TUR,0.09263249999999999
ESP,USA,0.18276009
ESP,VNM,0.3015966
ESP,YUG,0.06104688
EST,AUS,0.45761250000000003
EST,BEL,0.048032939999999996
EST,BRA,0.31740090000000004
EST,CAN,0.18947345999999998
EST,CHE,0.053826389999999995
EST,CHN,0.19116273
EST,CZE,0.036823709999999996
EST,DEU,0.03116934
EST,ESP,0.08686152
EST,FIN,0.0024295442999999997
EST,FRA,0.05577272999999999
EST,GBR,0.05361276
EST,HUN,0.041334539999999996
EST,IND,0.15629646
EST,ITA,0.06379308
EST,JPN,0.23672337000000002
EST,KOR,0.21368172
EST,NLD,0.04377249
EST,NOR,0.023622498
EST,POL,0.024931179
EST,ROM,0.050160989999999996
EST,RUS,0.026153558999999996
EST,SVK,0.040370460000000004
EST,SWE,0.011338206
EST,THA,0.23697213
EST,TUR,0.06726213
EST,USA,0.20916003
EST,VNM,0.22550339999999996
EST,YUG,0.049441650000000004
ETH,AUS,0.37312139999999994
ETH,BEL,0.16861851
ETH,BRA,0.29836290000000004
ETH,CAN,0.3343332
ETH,CHE,0.15473354999999997
ETH,CHN,0.24947963999999995
ETH,CZE,0.15282018
ETH,DEU,0.16070676
ETH,ESP,0.16365609
ETH,FIN,0.17404785
ETH,FRA,0.16747506
ETH,GBR,0.1771935
ETH,HUN,0.1400571
ETH,IND,0.13684554
ETH,ITA,0.13417983
ETH,JPN,0.3120369
ETH,KOR,0.27733700999999994
ETH,NLD,0.17134038
ETH,NOR,0.18381432
ETH,POL,0.15218892
ETH,ROM,0.12369248999999997
ETH,RUS,0.15595874999999998
ETH,SVK,0.14414364
ETH,SWE,0.17588432999999998
ETH,THA,0.20196144
ETH,TUR,0.10463514
ETH,USA,0.3461559
ETH,VNM,0.21840353999999998
ETH,YUG,0.13066296
FIN,AUS,0.4568256
FIN,BEL,0.04954746
FIN,BRA,0.31870919999999997
FIN,CAN,0.18847365
FIN,CHE,0.05578079999999999
