source_iso3,destination_iso3,scenario,forbidden,policy_penalty_usd_per_t,approval_delay_days,modeled_policy_cost_per_kg,source_basis,notes
ETH,SVK,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ETH,POL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ETH,ROM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ETH,NOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ETH,THA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ETH,YUG,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ETH,AUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ETH,HUN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,FIN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,FRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,CHN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,CAN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,IND,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,BRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,KOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,TUR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,VNM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,ESP,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,DEU,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,ITA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,CHE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,SWE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,BEL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,GBR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,CZE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,JPN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,RUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,NLD,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,SVK,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,POL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,ROM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,NOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,THA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,YUG,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,AUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
TTO,HUN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,FIN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,FRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,CHN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,CAN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,IND,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,BRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,KOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,TUR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,VNM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,ESP,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,DEU,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,ITA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,CHE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,SWE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,BEL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,GBR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,CZE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,JPN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,RUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,NLD,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,SVK,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,POL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,ROM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,NOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,THA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,YUG,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,AUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
CIV,HUN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,FIN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,FRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,CHN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,CAN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,IND,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,BRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,KOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,TUR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,VNM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,ESP,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,DEU,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,ITA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,CHE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,SWE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,BEL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,GBR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,CZE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,JPN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,RUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,NLD,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,SVK,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,POL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,ROM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,NOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,THA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,YUG,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,AUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
GUY,HUN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,FIN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,FRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,CHN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,CAN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,IND,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,BRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,KOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,TUR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,VNM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,ESP,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,DEU,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,ITA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,CHE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,SWE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,BEL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,GBR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,CZE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,JPN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,RUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,NLD,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,SVK,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,POL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,ROM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,NOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,THA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,YUG,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,AUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
LAO,HUN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,FIN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,FRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,CHN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,CAN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,IND,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,BRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,KOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,TUR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,VNM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,ESP,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,DEU,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,ITA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,CHE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,SWE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,BEL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,GBR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,CZE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,JPN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,RUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,NLD,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,SVK,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,POL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,ROM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,NOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,THA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,YUG,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,AUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BEN,HUN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,FIN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,FRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,CHN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,CAN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,IND,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,BRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,KOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,TUR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,VNM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,ESP,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,DEU,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,ITA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,CHE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,SWE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,BEL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,GBR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,CZE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,JPN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,RUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,NLD,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,SVK,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,POL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,ROM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,NOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,THA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,YUG,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,AUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
BLR,HUN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,FIN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,FRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,CHN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,CAN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,IND,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,BRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,KOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,TUR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,VNM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,ESP,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,DEU,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,ITA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,CHE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,SWE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,BEL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,GBR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,CZE,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,JPN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,RUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,NLD,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,SVK,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,POL,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,ROM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,NOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,THA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,YUG,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,AUS,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
WSM,HUN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ESP,FIN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ESP,FRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ESP,CHN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ESP,CAN,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ESP,IND,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ESP,BRA,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ESP,KOR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ESP,TUR,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ESP,VNM,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
ESP,DEU,baseline,0,150.0,25.0,0.175,scenario_assumption,Hazardous waste exports between Basel parties require prior informed consent and compliance documentation.
