source_iso3,destination_iso3,scenario,forbidden,policy_penalty_usd_per_t,approval_delay_days,modeled_policy_cost_per_kg,source_basis,notes
USA,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
USA,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
USA,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
USA,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
USA,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
USA,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
USA,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
KOR,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
KOR,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
KOR,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
KOR,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
KOR,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
KOR,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
KOR,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
KOR,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
TUR,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
TUR,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
TUR,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
TUR,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
TUR,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
TUR,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
TUR,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
TUR,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUT,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUT,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUT,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUT,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUT,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUT,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUT,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUT,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ESP,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ESP,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ESP,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ESP,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ESP,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ESP,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ESP,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ESP,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DEU,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DEU,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DEU,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DEU,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DEU,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DEU,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DEU,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DEU,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GRC,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GRC,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GRC,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GRC,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GRC,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GRC,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GRC,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GRC,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ITA,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ITA,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ITA,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ITA,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ITA,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ITA,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ITA,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ITA,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CHE,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CHE,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CHE,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CHE,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CHE,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CHE,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CHE,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CHE,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SWE,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SWE,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SWE,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SWE,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SWE,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SWE,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SWE,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SWE,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
BEL,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
BEL,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
BEL,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
BEL,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
BEL,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
BEL,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
BEL,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
BEL,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GBR,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GBR,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GBR,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GBR,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GBR,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GBR,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GBR,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
GBR,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
PRT,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
PRT,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
PRT,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
PRT,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
PRT,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
PRT,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
PRT,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
PRT,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CZE,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CZE,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CZE,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CZE,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CZE,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CZE,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CZE,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
CZE,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
JPN,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
JPN,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
JPN,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
JPN,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
JPN,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
JPN,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
JPN,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
JPN,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NLD,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NLD,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NLD,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NLD,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NLD,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NLD,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NLD,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NLD,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SVK,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SVK,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SVK,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SVK,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SVK,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SVK,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SVK,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
SVK,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
POL,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
POL,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
POL,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
POL,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
POL,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
POL,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
POL,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
POL,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NOR,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NOR,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NOR,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NOR,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NOR,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NOR,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NOR,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
NOR,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ISL,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ISL,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ISL,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ISL,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ISL,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ISL,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ISL,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
ISL,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DNK,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DNK,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DNK,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DNK,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DNK,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DNK,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DNK,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
DNK,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
LUX,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
LUX,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
LUX,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
LUX,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
LUX,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
LUX,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
LUX,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
LUX,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUS,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUS,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUS,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUS,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUS,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUS,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUS,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
AUS,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
HUN,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
HUN,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
HUN,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
HUN,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
HUN,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
HUN,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.
