,country,total_costs,scrap,unit_cost,collection_scenario,recovery_efficiency_scenario
0,Australia,78340192.83751246,9485.178551071227,8.259221733750595,baseline,baseline
1,Belgium,83592455.99328914,9000.0,9.288050665921014,baseline,baseline
2,Brazil,76052607.13865498,10000.0,7.605260713865498,baseline,baseline
3,Canada,145405778.55159616,73400.49747081034,1.9809917311448828,baseline,baseline
4,China,104036170.02464265,852342.6579678543,0.12205909096780924,baseline,baseline
5,Czechia,39094840.58274609,1000.0,39.09484058274609,baseline,baseline
6,Finland,76438682.64199679,6821.159448489024,11.206112863837093,baseline,baseline
7,France,189807620.15438247,84000.0,2.25961452564741,baseline,baseline
8,Germany,246425665.50182483,172000.0,1.4327073575687488,baseline,baseline
9,Hungary,185997901.2849327,94797.24361370753,1.9620602265912055,baseline,baseline
10,India,85052148.05075195,97816.10116569,0.8695107148738501,baseline,baseline
11,Italy,184457753.18542948,84000.00000000001,2.1959256331598747,baseline,baseline
12,Japan,77104767.23121646,16308.20861493988,4.727972829620361,baseline,baseline
13,Korea,103386166.96166363,80358.35597596777,1.28656398834967,baseline,baseline
14,Netherlands,124163784.43832597,26000.000000000004,4.775530170704845,baseline,baseline
15,Norway,224055058.21806633,127809.04796052146,1.7530453578472316,baseline,baseline
16,Poland,160915001.60194033,62241.506558517176,2.585332690343123,baseline,baseline
17,Romania,39451796.27406826,1000.0,39.45179627406826,baseline,baseline
18,Russian Federation,80628825.68775947,42462.93643234025,1.8988047568550077,baseline,baseline
19,Serbia,37726479.07717225,897.2454705964778,42.04699863471269,baseline,baseline
20,Slovakia,39237858.40502746,1000.0000000000001,39.23785840502745,baseline,baseline
21,Spain,167062694.0508488,66051.60585491387,2.529275282387707,baseline,baseline
22,Sweden,205451176.60903233,104101.24677694493,1.9735707589482314,baseline,baseline
23,Switzerland,163582534.711088,53304.65443672596,3.0688227217618453,baseline,baseline
24,Thailand,70481363.20790394,42319.706866272914,1.665450175035941,baseline,baseline
25,Turkey,77316590.33063072,9096.234267922933,8.499845986078089,baseline,baseline
26,USA,248383408.6718619,422800.05394868756,0.5874725094098652,baseline,baseline
27,United Kingdom,178147866.4157354,93886.66666822774,1.8974778074214296,baseline,baseline
28,Viet Nam,59376191.64146839,4000.0000000000005,14.844047910367097,baseline,baseline
