Year,region,scrap,inuse_sum
2021,Korea,1763.4926087867868,1763.4926087867868
2021,Poland,3118.5290425276794,3118.5290425276794
2021,Sweden,567.0052804595782,567.0052804595782
2021,Thailand,201.610958514142,201.610958514142
2021,USA,7787.131296014935,7787.131296014935
2021,United Kingdom,283.5026402297891,283.5026402297891
2022,Australia,168.90161142409676,168.90161142409676
2022,Belgium,102.98445549886239,102.98445549886239
2022,Brazil,28.150268570682787,28.150268570682787
2022,Canada,56.300537141365574,56.300537141365574
2022,China,148690.3353300465,148690.3353300465
2022,Czechia,377.6096701624954,377.6096701624954
2022,Finland,17.16407591647706,17.16407591647706
2022,France,411.93782199544955,411.93782199544955
2022,Germany,2643.267691137468,2643.267691137468
2022,Hungary,6436.528468678898,6436.528468678898
2022,India,1970.518799947795,1970.518799947795
2022,Italy,17.16407591647706,17.16407591647706
2022,Japan,2009.883842914261,2009.883842914261
2022,Korea,1966.3151255581981,1966.3151255581981
2022,Netherlands,102.98445549886239,102.98445549886239
2022,Poland,12014.853141533944,12014.853141533944
2022,Slovakia,205.96891099772478,205.96891099772478
2022,Spain,205.96891099772478,205.96891099772478
2022,Sweden,2746.25214663633,2746.25214663633
2022,Switzerland,120.14853141533945,120.14853141533945
2022,Thailand,168.90161142409676,168.90161142409676
2022,USA,24831.382214497775,24831.382214497775
2022,United Kingdom,411.93782199544955,411.93782199544955
2022,Viet Nam,506.7048342722902,506.7048342722902
2023,Australia,16.00487297079719,16.00487297079719
