,country,type,scrap,year,Strategy type
2733,Philippines,NMC811,118.13061794857624,2026,Strategy 1
2734,Philippines,NMC523,326.046007876618,2026,Strategy 1
2735,Philippines,NCA,1018.1308880893192,2026,Strategy 1
2736,Palau,LFP,0.0,2026,Strategy 1
2737,Palau,NMC111,0.0289505907568785,2026,Strategy 1
2738,Palau,NMC622,0.006774347267424,2026,Strategy 1
2739,Palau,NMC811,0.0051456640592618,2026,Strategy 1
2740,Palau,NMC523,0.0153456624487467,2026,Strategy 1
2741,Palau,NCA,0.0746448513114663,2026,Strategy 1
2742,Papua New Guinea,LFP,0.0,2026,Strategy 1
2743,Papua New Guinea,NMC111,0.0,2026,Strategy 1
2744,Papua New Guinea,NMC622,0.0,2026,Strategy 1
2745,Papua New Guinea,NMC811,0.0,2026,Strategy 1
2746,Papua New Guinea,NMC523,0.0,2026,Strategy 1
2747,Papua New Guinea,NCA,0.0,2026,Strategy 1
2748,Poland,LFP,3.6741137385791296,2026,Strategy 1
2749,Poland,NMC111,633.2417021810926,2026,Strategy 1
2750,Poland,NMC622,350.2971309370139,2026,Strategy 1
2751,Poland,NMC811,212.84261661919052,2026,Strategy 1
2752,Poland,NMC523,710.6639926263592,2026,Strategy 1
2753,Poland,NCA,1106.6673442016397,2026,Strategy 1
2754,Portugal,LFP,3.2808305006718914,2026,Strategy 1
2755,Portugal,NMC111,565.229471459975,2026,Strategy 1
2756,Portugal,NMC622,303.35882776133,2026,Strategy 1
2757,Portugal,NMC811,167.69290643023632,2026,Strategy 1
2758,Portugal,NMC523,627.8132522872882,2026,Strategy 1
2759,Portugal,NCA,953.5688907605486,2026,Strategy 1
2760,Paraguay,LFP,0.0,2026,Strategy 1
2761,Paraguay,NMC111,6.62252492987684,2026,Strategy 1
2762,Paraguay,NMC622,3.336189625590459,2026,Strategy 1
2763,Paraguay,NMC811,1.8433051988461973,2026,Strategy 1
2764,Paraguay,NMC523,7.357254419946451,2026,Strategy 1
2765,Paraguay,NCA,20.99434862069403,2026,Strategy 1
2766,French Polynesia,LFP,0.0,2026,Strategy 1
2767,French Polynesia,NMC111,3.6717152371058512,2026,Strategy 1
2768,French Polynesia,NMC622,1.6921081143783414,2026,Strategy 1
2769,French Polynesia,NMC811,0.9953743643361946,2026,Strategy 1
2770,French Polynesia,NMC523,3.783162849841789,2026,Strategy 1
2771,French Polynesia,NCA,10.922214102000236,2026,Strategy 1
2772,Qatar,LFP,0.0,2026,Strategy 1
2773,Qatar,NMC111,6.923724642511856,2026,Strategy 1
2774,Qatar,NMC622,3.444944113906288,2026,Strategy 1
2775,Qatar,NMC811,1.8685284444579355,2026,Strategy 1
2776,Qatar,NMC523,7.756286032968304,2026,Strategy 1
2777,Qatar,NCA,20.691431559092376,2026,Strategy 1
2778,Romania,LFP,0.1742479647740755,2026,Strategy 1
2779,Romania,NMC111,30.120202332293463,2026,Strategy 1
2780,Romania,NMC622,16.606144308784486,2026,Strategy 1
2781,Romania,NMC811,9.86726473034338,2026,Strategy 1
2782,Romania,NMC523,33.806054774619795,2026,Strategy 1
2783,Romania,NCA,52.34319536766377,2026,Strategy 1
2784,Russian Federation,LFP,0.0,2026,Strategy 1
2785,Russian Federation,NMC111,250.08535856869028,2026,Strategy 1
2786,Russian Federation,NMC622,138.53328384092225,2026,Strategy 1
2787,Russian Federation,NMC811,85.21488858425809,2026,Strategy 1
2788,Russian Federation,NMC523,301.3700575817963,2026,Strategy 1
2789,Russian Federation,NCA,830.6070876639797,2026,Strategy 1
2790,Rwanda,LFP,0.0,2026,Strategy 1
2791,Rwanda,NMC111,3.592458793377639,2026,Strategy 1
2792,Rwanda,NMC622,1.387262689938933,2026,Strategy 1
2793,Rwanda,NMC811,0.9145982124778396,2026,Strategy 1
2794,Rwanda,NMC523,3.015376699431493,2026,Strategy 1
2795,Rwanda,NCA,9.108315641157454,2026,Strategy 1
2796,Saudi Arabia,LFP,0.0,2026,Strategy 1
2797,Saudi Arabia,NMC111,95.73874422000584,2026,Strategy 1
2798,Saudi Arabia,NMC622,50.43861599604969,2026,Strategy 1
2799,Saudi Arabia,NMC811,28.33745623651451,2026,Strategy 1
2800,Saudi Arabia,NMC523,108.09336565618378,2026,Strategy 1
2801,Saudi Arabia,NCA,319.9794655925548,2026,Strategy 1
2802,Sudan,LFP,0.0,2026,Strategy 1
2803,Sudan,NMC111,0.2382002670886121,2026,Strategy 1
2804,Sudan,NMC622,0.0236023761933035,2026,Strategy 1
2805,Sudan,NMC811,0.0115829923193305,2026,Strategy 1
2806,Sudan,NMC523,0.0589204293311588,2026,Strategy 1
2807,Sudan,NCA,0.6574783811466115,2026,Strategy 1
2808,Senegal,LFP,0.0,2026,Strategy 1
2809,Senegal,NMC111,6.27811273571107,2026,Strategy 1
2810,Senegal,NMC622,3.6545186890261423,2026,Strategy 1
2811,Senegal,NMC811,2.680429181388785,2026,Strategy 1
2812,Senegal,NMC523,7.51874252079337,2026,Strategy 1
2813,Senegal,NCA,23.439015399546506,2026,Strategy 1
2814,Singapore,LFP,0.0,2026,Strategy 1
2815,Singapore,NMC111,0.0,2026,Strategy 1
2816,Singapore,NMC622,0.0,2026,Strategy 1
2817,Singapore,NMC811,0.0,2026,Strategy 1
2818,Singapore,NMC523,0.0,2026,Strategy 1
2819,Singapore,NCA,0.0,2026,Strategy 1
2820,Solomon Isds,LFP,0.0,2026,Strategy 1
2821,Solomon Isds,NMC111,0.0555916439146251,2026,Strategy 1
2822,Solomon Isds,NMC622,0.0111365134418721,2026,Strategy 1
2823,Solomon Isds,NMC811,0.0039651800800984,2026,Strategy 1
2824,Solomon Isds,NMC523,0.0290219753117734,2026,Strategy 1
2825,Solomon Isds,NCA,0.0970098808051525,2026,Strategy 1
2826,Sierra Leone,LFP,0.0,2026,Strategy 1
2827,Sierra Leone,NMC111,0.3626109190798931,2026,Strategy 1
2828,Sierra Leone,NMC622,0.1092417821822608,2026,Strategy 1
2829,Sierra Leone,NMC811,0.0412089463312159,2026,Strategy 1
2830,Sierra Leone,NMC523,0.2897130970688874,2026,Strategy 1
2831,Sierra Leone,NCA,0.7409328241828746,2026,Strategy 1
2832,El Salvador,LFP,0.0,2026,Strategy 1
2833,El Salvador,NMC111,6.886819107698231,2026,Strategy 1
2834,El Salvador,NMC622,3.6487077671034553,2026,Strategy 1
2835,El Salvador,NMC811,2.2453503924901352,2026,Strategy 1
2836,El Salvador,NMC523,7.898197710738783,2026,Strategy 1
2837,El Salvador,NCA,22.740371113662835,2026,Strategy 1
2838,Slovakia,LFP,0.3977928873622282,2026,Strategy 1
2839,Slovakia,NMC111,68.74809007009222,2026,Strategy 1
2840,Slovakia,NMC622,37.8347778291612,2026,Strategy 1
2841,Slovakia,NMC811,22.46153369011064,2026,Strategy 1
2842,Slovakia,NMC523,77.08386923084572,2026,Strategy 1
2843,Slovakia,NCA,119.3203948666307,2026,Strategy 1
2844,Slovenia,LFP,0.0298252702455522,2026,Strategy 1
2845,Slovenia,NMC111,5.148718106057548,2026,Strategy 1
2846,Slovenia,NMC622,2.8302673753523573,2026,Strategy 1
2847,Slovenia,NMC811,1.675519304780798,2026,Strategy 1
2848,Slovenia,NMC523,5.769735762832851,2026,Strategy 1
2849,Slovenia,NCA,8.925721894820732,2026,Strategy 1
2850,Sweden,LFP,11.957377733749286,2026,Strategy 1
2851,Sweden,NMC111,1914.038859631967,2026,Strategy 1
2852,Sweden,NMC622,1056.982903697136,2026,Strategy 1
2853,Sweden,NMC811,597.5598955270518,2026,Strategy 1
2854,Sweden,NMC523,2170.3145552537944,2026,Strategy 1
2855,Sweden,NCA,3291.0130564916635,2026,Strategy 1
2856,Seychelles,LFP,0.0,2026,Strategy 1
2857,Seychelles,NMC111,0.3400168758210251,2026,Strategy 1
2858,Seychelles,NMC622,0.1693821051939308,2026,Strategy 1
2859,Seychelles,NMC811,0.1189253476418732,2026,Strategy 1
2860,Seychelles,NMC523,0.3659905335298336,2026,Strategy 1
2861,Seychelles,NCA,1.100819042683256,2026,Strategy 1
2862,Togo,LFP,0.0,2026,Strategy 1
2863,Togo,NMC111,3.2366978475978034,2026,Strategy 1
2864,Togo,NMC622,1.4806992379099582,2026,Strategy 1
2865,Togo,NMC811,0.7873088956765862,2026,Strategy 1
2866,Togo,NMC523,3.251936796240272,2026,Strategy 1
2867,Togo,NCA,9.32472111506942,2026,Strategy 1
2868,Thailand,LFP,0.0,2026,Strategy 1
2869,Thailand,NMC111,284.3175420751803,2026,Strategy 1
2870,Thailand,NMC622,141.23807813322384,2026,Strategy 1
2871,Thailand,NMC811,88.63505280714813,2026,Strategy 1
2872,Thailand,NMC523,310.9440872352288,2026,Strategy 1
2873,Thailand,NCA,874.0521516563114,2026,Strategy 1
2874,Tajikistan,LFP,0.0,2026,Strategy 1
2875,Tajikistan,NMC111,0.6596577850324938,2026,Strategy 1
2876,Tajikistan,NMC622,0.2663997774826344,2026,Strategy 1
2877,Tajikistan,NMC811,0.1413400347621383,2026,Strategy 1
2878,Tajikistan,NMC523,0.6226474549573463,2026,Strategy 1
2879,Tajikistan,NCA,1.7571504712935493,2026,Strategy 1
2880,Tonga,LFP,0.0,2026,Strategy 1
2881,Tonga,NMC111,0.000175008886367,2026,Strategy 1
2882,Tonga,NMC622,7.1783717808685496e-06,2026,Strategy 1
2883,Tonga,NMC811,5.715340340118016e-06,2026,Strategy 1
2884,Tonga,NMC523,1.4489370730680804e-05,2026,Strategy 1
2885,Tonga,NCA,0.0005516578164761,2026,Strategy 1
2886,Trinidad and Tobago,LFP,0.0,2026,Strategy 1
2887,Trinidad and Tobago,NMC111,2.9098767095232305,2026,Strategy 1
2888,Trinidad and Tobago,NMC622,1.521565427047969,2026,Strategy 1
2889,Trinidad and Tobago,NMC811,1.0323152482877966,2026,Strategy 1
2890,Trinidad and Tobago,NMC523,3.2386518466061074,2026,Strategy 1
2891,Trinidad and Tobago,NCA,9.837140203472236,2026,Strategy 1
2892,Tunisia,LFP,0.0,2026,Strategy 1
2893,Tunisia,NMC111,2.719844241743461,2026,Strategy 1
2894,Tunisia,NMC622,1.2503448831811104,2026,Strategy 1
2895,Tunisia,NMC811,0.6320459476566129,2026,Strategy 1
2896,Tunisia,NMC523,2.819169805733611,2026,Strategy 1
2897,Tunisia,NCA,7.930585631470142,2026,Strategy 1
2898,Turkey,LFP,0.0,2026,Strategy 1
2899,Turkey,NMC111,415.1578351215979,2026,Strategy 1
2900,Turkey,NMC622,249.4388142861428,2026,Strategy 1
2901,Turkey,NMC811,166.2965687056308,2026,Strategy 1
2902,Turkey,NMC523,525.9611175340066,2026,Strategy 1
2903,Turkey,NCA,1494.204199225504,2026,Strategy 1
2904,United Rep. of Tanzania,LFP,0.0,2026,Strategy 1
2905,United Rep. of Tanzania,NMC111,18.123016902738883,2026,Strategy 1
2906,United Rep. of Tanzania,NMC622,9.737559667496974,2026,Strategy 1
2907,United Rep. of Tanzania,NMC811,6.255192320682392,2026,Strategy 1
2908,United Rep. of Tanzania,NMC523,20.734370776223862,2026,Strategy 1
2909,United Rep. of Tanzania,NCA,61.97650292839143,2026,Strategy 1
2910,Uganda,LFP,0.0,2026,Strategy 1
2911,Uganda,NMC111,53.70814385026038,2026,Strategy 1
2912,Uganda,NMC622,31.529718507261524,2026,Strategy 1
2913,Uganda,NMC811,20.49411815162698,2026,Strategy 1
2914,Uganda,NMC523,64.61083000310384,2026,Strategy 1
2915,Uganda,NCA,202.41289166720813,2026,Strategy 1
2916,Ukraine,LFP,0.0,2026,Strategy 1
2917,Ukraine,NMC111,82.4014214475965,2026,Strategy 1
2918,Ukraine,NMC622,33.034156887762606,2026,Strategy 1
2919,Ukraine,NMC811,15.3777459059875,2026,Strategy 1
2920,Ukraine,NMC523,77.47677152934855,2026,Strategy 1
2921,Ukraine,NCA,209.20196294130253,2026,Strategy 1
2922,Uruguay,LFP,0.0,2026,Strategy 1
2923,Uruguay,NMC111,4.336486048044812,2026,Strategy 1
2924,Uruguay,NMC622,1.962884949983184,2026,Strategy 1
2925,Uruguay,NMC811,1.0090531925331814,2026,Strategy 1
2926,Uruguay,NMC523,4.482387089720401,2026,Strategy 1
2927,Uruguay,NCA,12.391951524077248,2026,Strategy 1
2928,USA,LFP,5.372108126796829,2026,Strategy 1
2929,USA,NMC111,4419.227726498681,2026,Strategy 1
2930,USA,NMC622,2437.869398024456,2026,Strategy 1
2931,USA,NMC811,2402.182404290259,2026,Strategy 1
2932,USA,NMC523,5221.091235289636,2026,Strategy 1
2933,USA,NCA,41453.87955231875,2026,Strategy 1
2934,Uzbekistan,LFP,0.0,2026,Strategy 1
2935,Uzbekistan,NMC111,5.660509019685206,2026,Strategy 1
2936,Uzbekistan,NMC622,2.9921364560269126,2026,Strategy 1
2937,Uzbekistan,NMC811,1.8223335930941704,2026,Strategy 1
2938,Uzbekistan,NMC523,6.349763963597977,2026,Strategy 1
2939,Uzbekistan,NCA,19.307499407216035,2026,Strategy 1
2940,Viet Nam,LFP,0.0,2026,Strategy 1
2941,Viet Nam,NMC111,1639.1074024428544,2026,Strategy 1
2942,Viet Nam,NMC622,747.8602067482199,2026,Strategy 1
2943,Viet Nam,NMC811,370.23422940451866,2026,Strategy 1
2944,Viet Nam,NMC523,1703.9505246969684,2026,Strategy 1
2945,Viet Nam,NCA,4667.887525348182,2026,Strategy 1
2946,Samoa,LFP,0.0,2026,Strategy 1
2947,Samoa,NMC111,0.0256822951578598,2026,Strategy 1
2948,Samoa,NMC622,0.0114688303950213,2026,Strategy 1
2949,Samoa,NMC811,0.0059350940055599,2026,Strategy 1
2950,Samoa,NMC523,0.0260881016315966,2026,Strategy 1
2951,Samoa,NCA,0.0735860341585429,2026,Strategy 1
2952,Yemen,LFP,0.0,2026,Strategy 1
2953,Yemen,NMC111,3.943509665606343,2026,Strategy 1
2954,Yemen,NMC622,2.33842822858182,2026,Strategy 1
2955,Yemen,NMC811,0.9556023569213472,2026,Strategy 1
2956,Yemen,NMC523,4.768028516189152,2026,Strategy 1
2957,Yemen,NCA,15.051409461502884,2026,Strategy 1
2958,Serbia,LFP,0.0,2026,Strategy 1
2959,Serbia,NMC111,8.833601157742265,2026,Strategy 1
2960,Serbia,NMC622,4.829516031963746,2026,Strategy 1
2961,Serbia,NMC811,3.0876137626140547,2026,Strategy 1
2962,Serbia,NMC523,10.360774591729564,2026,Strategy 1
2963,Serbia,NCA,28.80786296019665,2026,Strategy 1
2964,South Africa,LFP,0.0,2026,Strategy 1
2965,South Africa,NMC111,2.563435513690577,2026,Strategy 1
2966,South Africa,NMC622,1.461812179808316,2026,Strategy 1
2967,South Africa,NMC811,0.9510719810065282,2026,Strategy 1
2968,South Africa,NMC523,3.095944582872072,2026,Strategy 1
2969,South Africa,NCA,8.9829358440383,2026,Strategy 1
2970,Zambia,LFP,0.0,2026,Strategy 1
2971,Zambia,NMC111,3.646433261769373,2026,Strategy 1
2972,Zambia,NMC622,1.850850704477477,2026,Strategy 1
2973,Zambia,NMC811,0.756373558342449,2026,Strategy 1
2974,Zambia,NMC523,4.193649423026475,2026,Strategy 1
2975,Zambia,NCA,11.028671253998866,2026,Strategy 1
2976,Zimbabwe,LFP,0.0,2026,Strategy 1
2977,Zimbabwe,NMC111,9.89527950960765,2026,Strategy 1
2978,Zimbabwe,NMC622,5.7039276144685225,2026,Strategy 1
2979,Zimbabwe,NMC811,3.638497309835611,2026,Strategy 1
2980,Zimbabwe,NMC523,11.818077178714589,2026,Strategy 1
2981,Zimbabwe,NCA,36.310185727727664,2026,Strategy 1
2982,Myanmar,LFP,0.0,2026,Strategy 1
2983,Myanmar,NMC111,17.334507850094734,2026,Strategy 1
2984,Myanmar,NMC622,9.25325516071466,2026,Strategy 1
2985,Myanmar,NMC811,6.006443889261436,2026,Strategy 1
2986,Myanmar,NMC523,19.59565647434244,2026,Strategy 1
2987,Myanmar,NCA,59.58249559337965,2026,Strategy 1
2988,Montenegro,LFP,0.0,2026,Strategy 1
2989,Montenegro,NMC111,0.8873866380435448,2026,Strategy 1
2990,Montenegro,NMC622,0.3999697022722289,2026,Strategy 1
2991,Montenegro,NMC811,0.2219250588727146,2026,Strategy 1
2992,Montenegro,NMC523,0.9023811301774324,2026,Strategy 1
2993,Montenegro,NCA,2.5477010567851632,2026,Strategy 1
2994,Eswatini,LFP,0.0,2026,Strategy 1
2995,Eswatini,NMC111,0.2210411409795097,2026,Strategy 1
2996,Eswatini,NMC622,0.0966131620289899,2026,Strategy 1
2997,Eswatini,NMC811,0.0571124182265879,2026,Strategy 1
2998,Eswatini,NMC523,0.2226173832712404,2026,Strategy 1
2999,Eswatini,NCA,0.600161021079239,2026,Strategy 1
3000,China,LFP,271378.99076010654,2027,Strategy 2
3001,China,NMC111,91748.8764264951,2027,Strategy 2
3002,China,NMC622,106238.21828349798,2027,Strategy 2
3003,China,NMC811,55953.8895302235,2027,Strategy 2
3004,China,NMC523,25997.656006097073,2027,Strategy 2
3005,China,NCA,17581.24588462983,2027,Strategy 2
3006,India,LFP,0.0,2027,Strategy 2
3007,India,NMC111,1693.3944981655368,2027,Strategy 2
3008,India,NMC622,1022.6597355865622,2027,Strategy 2
3009,India,NMC811,730.5915923645609,2027,Strategy 2
3010,India,NMC523,2097.80643127611,2027,Strategy 2
3011,India,NCA,6439.331979237781,2027,Strategy 2
3012,Japan,LFP,0.0,2027,Strategy 2
3013,Japan,NMC111,1108.507870880027,2027,Strategy 2
3014,Japan,NMC622,679.8509860656341,2027,Strategy 2
3015,Japan,NMC811,469.70189727406535,2027,Strategy 2
3016,Japan,NMC523,1410.6450073995347,2027,Strategy 2
3017,Japan,NCA,4149.487570734419,2027,Strategy 2
3018,Korea,LFP,0.0,2027,Strategy 2
3019,Korea,NMC111,3568.879351235703,2027,Strategy 2
3020,Korea,NMC622,2131.520603079708,2027,Strategy 2
3021,Korea,NMC811,1623.5666917788312,2027,Strategy 2
3022,Korea,NMC523,4343.881868382469,2027,Strategy 2
3023,Korea,NCA,13679.229532397294,2027,Strategy 2
3024,Thailand,LFP,0.0,2027,Strategy 2
3025,Thailand,NMC111,5899.973934828797,2027,Strategy 2
3026,Thailand,NMC622,3321.0020945065457,2027,Strategy 2
3027,Thailand,NMC811,2261.068400149995,2027,Strategy 2
3028,Thailand,NMC523,6942.1982416773935,2027,Strategy 2
3029,Thailand,NCA,21120.027538322076,2027,Strategy 2
3030,Viet Nam,LFP,0.0,2027,Strategy 2
3031,Viet Nam,NMC111,641.9996388468305,2027,Strategy 2
3032,Viet Nam,NMC622,333.9996039571427,2027,Strategy 2
3033,Viet Nam,NMC811,196.96833678091895,2027,Strategy 2
3034,Viet Nam,NMC523,721.720478778675,2027,Strategy 2
3035,Viet Nam,NCA,2105.3119416364334,2027,Strategy 2
3036,France,LFP,84.18071696371284,2027,Strategy 2
3037,France,NMC111,14801.942317295832,2027,Strategy 2
3038,France,NMC622,8296.643472328382,2027,Strategy 2
3039,France,NMC811,4987.821545097896,2027,Strategy 2
3040,France,NMC523,16843.05844683517,2027,Strategy 2
3041,France,NCA,25986.353501479003,2027,Strategy 2
3042,Germany,LFP,204.78758521212623,2027,Strategy 2
3043,Germany,NMC111,31261.38577648236,2027,Strategy 2
3044,Germany,NMC622,17630.125222408613,2027,Strategy 2
3045,Germany,NMC811,10934.947628510141,2027,Strategy 2
3046,Germany,NMC523,35457.83528794484,2027,Strategy 2
3047,Germany,NCA,55447.918499441905,2027,Strategy 2
3048,Hungary,LFP,14.8427541378565,2027,Strategy 2
3049,Hungary,NMC111,3018.172215460976,2027,Strategy 2
3050,Hungary,NMC622,1699.6082776548412,2027,Strategy 2
3051,Hungary,NMC811,1067.743689765464,2027,Strategy 2
3052,Hungary,NMC523,3452.819321956832,2027,Strategy 2
3053,Hungary,NCA,6247.418724990012,2027,Strategy 2
3054,Italy,LFP,96.4997163379027,2027,Strategy 2
3055,Italy,NMC111,16186.528782512194,2027,Strategy 2
3056,Italy,NMC622,9024.910094286923,2027,Strategy 2
3057,Italy,NMC811,5596.19426964774,2027,Strategy 2
3058,Italy,NMC523,18240.658504014842,2027,Strategy 2
3059,Italy,NCA,29242.2086332004,2027,Strategy 2
3060,Poland,LFP,16.821017271813975,2027,Strategy 2
3061,Poland,NMC111,3091.436974604725,2027,Strategy 2
3062,Poland,NMC622,1715.0056651223779,2027,Strategy 2
3063,Poland,NMC811,1059.9381687896073,2027,Strategy 2
3064,Poland,NMC523,3475.0109419456676,2027,Strategy 2
3065,Poland,NCA,5740.688198354774,2027,Strategy 2
3066,Slovakia,LFP,1.2115335244019538,2027,Strategy 2
3067,Slovakia,NMC111,209.08984546142253,2027,Strategy 2
3068,Slovakia,NMC622,116.26542318141648,2027,Strategy 2
3069,Slovakia,NMC811,71.1423063167978,2027,Strategy 2
3070,Slovakia,NMC523,235.20833981466245,2027,Strategy 2
3071,Slovakia,NCA,367.08255170129894,2027,Strategy 2
3072,Spain,LFP,45.99260226236348,2027,Strategy 2
3073,Spain,NMC111,8453.307332048827,2027,Strategy 2
3074,Spain,NMC622,4670.882455672978,2027,Strategy 2
3075,Spain,NMC811,2840.886430114918,2027,Strategy 2
3076,Spain,NMC523,9485.91899107588,2027,Strategy 2
3077,Spain,NCA,15668.094597582678,2027,Strategy 2
3078,Sweden,LFP,30.84019080618018,2027,Strategy 2
3079,Sweden,NMC111,5207.2066222535805,2027,Strategy 2
3080,Sweden,NMC622,2931.05472232429,2027,Strategy 2
3081,Sweden,NMC811,1743.0241357573468,2027,Strategy 2
3082,Sweden,NMC523,5936.026158273422,2027,Strategy 2
3083,Sweden,NCA,9149.457178165141,2027,Strategy 2
3084,United Kingdom,LFP,11.651423772595718,2027,Strategy 2
3085,United Kingdom,NMC111,10395.260287899166,2027,Strategy 2
3086,United Kingdom,NMC622,6252.136112257102,2027,Strategy 2
3087,United Kingdom,NMC811,4625.125460567261,2027,Strategy 2
3088,United Kingdom,NMC523,12692.11527307548,2027,Strategy 2
3089,United Kingdom,NCA,36215.906346099204,2027,Strategy 2
3090,Norway,LFP,9.901781762916386,2027,Strategy 2
3091,Norway,NMC111,3903.2282301713412,2027,Strategy 2
3092,Norway,NMC622,2291.4737882290633,2027,Strategy 2
3093,Norway,NMC811,1536.3681101991742,2027,Strategy 2
3094,Norway,NMC523,4686.577152652748,2027,Strategy 2
3095,Norway,NCA,11654.504440019404,2027,Strategy 2
3096,Russian Federation,LFP,0.0,2027,Strategy 2
3097,Russian Federation,NMC111,801.5673367617894,2027,Strategy 2
3098,Russian Federation,NMC622,462.1197474803481,2027,Strategy 2
3099,Russian Federation,NMC811,315.3661424303568,2027,Strategy 2
3100,Russian Federation,NMC523,969.6902812491987,2027,Strategy 2
3101,Russian Federation,NCA,2877.7040748709583,2027,Strategy 2
3102,Serbia,LFP,1.05291283882504,2027,Strategy 2
3103,Serbia,NMC111,200.39531360260193,2027,Strategy 2
3104,Serbia,NMC622,113.54683051634201,2027,Strategy 2
3105,Serbia,NMC811,72.04108858774978,2027,Strategy 2
3106,Serbia,NMC523,229.5946575071943,2027,Strategy 2
3107,Serbia,NCA,398.13517928681205,2027,Strategy 2
3108,Turkey,LFP,0.0,2027,Strategy 2
3109,Turkey,NMC111,1541.8651552737304,2027,Strategy 2
3110,Turkey,NMC622,996.4606775391358,2027,Strategy 2
3111,Turkey,NMC811,742.7107088246298,2027,Strategy 2
3112,Turkey,NMC523,2022.0705383510845,2027,Strategy 2
3113,Turkey,NCA,6152.039135968561,2027,Strategy 2
3114,USA,LFP,10.22694788906662,2027,Strategy 2
3115,USA,NMC111,16210.305778693146,2027,Strategy 2
3116,USA,NMC622,9396.51397577433,2027,Strategy 2
3117,USA,NMC811,10122.136324847908,2027,Strategy 2
3118,USA,NMC523,19251.1905316202,2027,Strategy 2
3119,USA,NCA,138728.49696088032,2027,Strategy 2
3120,Canada,LFP,0.0,2027,Strategy 2
3121,Canada,NMC111,3169.7627255974207,2027,Strategy 2
3122,Canada,NMC622,1910.515641484771,2027,Strategy 2
3123,Canada,NMC811,1435.600553210458,2027,Strategy 2
3124,Canada,NMC523,3893.7015510500673,2027,Strategy 2
3125,Canada,NCA,12223.042541699562,2027,Strategy 2
3126,Brazil,LFP,0.0,2027,Strategy 2
3127,Brazil,NMC111,1372.525616269273,2027,Strategy 2
3128,Brazil,NMC622,843.3638247208522,2027,Strategy 2
3129,Brazil,NMC811,670.331617703248,2027,Strategy 2
3130,Brazil,NMC523,1702.4138879525824,2027,Strategy 2
3131,Brazil,NCA,5411.365053354045,2027,Strategy 2
3132,Australia,LFP,0.0,2027,Strategy 2
3133,Australia,NMC111,943.3102688584127,2027,Strategy 2
3134,Australia,NMC622,571.588808158413,2027,Strategy 2
3135,Australia,NMC811,430.31235552506234,2027,Strategy 2
3136,Australia,NMC523,1162.236089368845,2027,Strategy 2
3137,Australia,NCA,3655.051890303901,2027,Strategy 2
3138,Czechia,LFP,1.2114691925469139,2027,Strategy 2
3139,Czechia,NMC111,208.99220903200424,2027,Strategy 2
3140,Czechia,NMC622,116.30415720059283,2027,Strategy 2
3141,Czechia,NMC811,71.17755759179,2027,Strategy 2
3142,Czechia,NMC523,235.19638381083638,2027,Strategy 2
3143,Czechia,NCA,367.11822317222976,2027,Strategy 2
3144,Netherlands,LFP,26.8682138288512,2027,Strategy 2
3145,Netherlands,NMC111,4608.938590217216,2027,Strategy 2
3146,Netherlands,NMC622,2733.0060499174,2027,Strategy 2
3147,Netherlands,NMC811,1536.9307327213855,2027,Strategy 2
3148,Netherlands,NMC523,5559.56634904352,2027,Strategy 2
3149,Netherlands,NCA,8276.690064271632,2027,Strategy 2
3150,Belgium,LFP,9.584077864144412,2027,Strategy 2
3151,Belgium,NMC111,1678.9082070487227,2027,Strategy 2
3152,Belgium,NMC622,932.6002122773369,2027,Strategy 2
3153,Belgium,NMC811,556.6233845962018,2027,Strategy 2
3154,Belgium,NMC523,1896.7903356230197,2027,Strategy 2
3155,Belgium,NCA,2925.493782590576,2027,Strategy 2
3156,Finland,LFP,6.547543280389386,2027,Strategy 2
3157,Finland,NMC111,1140.9584114169202,2027,Strategy 2
3158,Finland,NMC622,628.9849051654691,2027,Strategy 2
3159,Finland,NMC811,368.18172064131016,2027,Strategy 2
3160,Finland,NMC523,1282.2550502660754,2027,Strategy 2
3161,Finland,NCA,1976.4627548702272,2027,Strategy 2
3162,Switzerland,LFP,0.1624222222632697,2027,Strategy 2
3163,Switzerland,NMC111,1362.1336180381222,2027,Strategy 2
3164,Switzerland,NMC622,834.3526712764701,2027,Strategy 2
3165,Switzerland,NMC811,635.2483096468462,2027,Strategy 2
3166,Switzerland,NMC523,1692.4386572337312,2027,Strategy 2
3167,Switzerland,NCA,5270.542668985055,2027,Strategy 2
3168,Romania,LFP,0.8294596538374622,2027,Strategy 2
3169,Romania,NMC111,201.50563761959557,2027,Strategy 2
3170,Romania,NMC622,115.22042233423812,2027,Strategy 2
3171,Romania,NMC811,76.64797397481972,2027,Strategy 2
3172,Romania,NMC523,233.07188799382845,2027,Strategy 2
3173,Romania,NCA,479.96464211870034,2027,Strategy 2
3174,China,LFP,271378.99076010654,2027,Strategy 3
3175,China,NMC111,91748.8764264951,2027,Strategy 3
3176,China,NMC622,106238.21828349798,2027,Strategy 3
3177,China,NMC811,55953.8895302235,2027,Strategy 3
3178,China,NMC523,25997.656006097073,2027,Strategy 3
3179,China,NCA,17581.24588462983,2027,Strategy 3
3180,India,LFP,0.0,2027,Strategy 3
3181,India,NMC111,621.7761534169159,2027,Strategy 3
3182,India,NMC622,382.1517368612329,2027,Strategy 3
3183,India,NMC811,300.23544904896966,2027,Strategy 3
3184,India,NMC523,773.0142424881112,2027,Strategy 3
3185,India,NCA,2445.606654815321,2027,Strategy 3
3186,Japan,LFP,7.727162777966438,2027,Strategy 3
