,country,type,recycling_m,scrap,year,Strategy type
175,Italy,NMC523,Hydro,3406.1970354309797,2025,Strategy 1
168,Italy,NMC622,Direct,1658.786547719293,2025,Strategy 1
171,Italy,NMC811,Direct,967.8768980071271,2025,Strategy 1
36,Japan,LFP,Direct,0.0,2025,Strategy 1
51,Japan,NCA,Direct,2190.623093880069,2025,Strategy 1
40,Japan,NMC111,Hydro,979.0150014852842,2025,Strategy 1
49,Japan,NMC523,Hydro,908.9352007280123,2025,Strategy 1
42,Japan,NMC622,Direct,358.73796635948986,2025,Strategy 1
45,Japan,NMC811,Direct,158.63012556232567,2025,Strategy 1
54,Korea,LFP,Direct,14.564928122795074,2025,Strategy 1
69,Korea,NCA,Direct,24283.129475200723,2025,Strategy 1
58,Korea,NMC111,Hydro,10151.640434376488,2025,Strategy 1
67,Korea,NMC523,Hydro,10063.164786118297,2025,Strategy 1
61,Korea,NMC622,Hydro,4439.302394758371,2025,Strategy 1
63,Korea,NMC811,Direct,2284.177301754456,2025,Strategy 1
432,Netherlands,LFP,Direct,12.8804970177638,2025,Strategy 1
447,Netherlands,NCA,Direct,3852.3410082025166,2025,Strategy 1
436,Netherlands,NMC111,Hydro,2328.9292269264197,2025,Strategy 1
445,Netherlands,NMC523,Hydro,2694.8409958796387,2025,Strategy 1
438,Netherlands,NMC622,Direct,1261.8284100071075,2025,Strategy 1
441,Netherlands,NMC811,Direct,569.0451761909502,2025,Strategy 1
270,Norway,LFP,Direct,0.0,2025,Strategy 1
285,Norway,NCA,Direct,5181.889624065693,2025,Strategy 1
274,Norway,NMC111,Hydro,1934.8481161283023,2025,Strategy 1
283,Norway,NMC523,Hydro,1868.3301873573905,2025,Strategy 1
276,Norway,NMC622,Direct,805.9784672889726,2025,Strategy 1
279,Norway,NMC811,Direct,432.698906490673,2025,Strategy 1
180,Poland,LFP,Direct,2.8782276811008027,2025,Strategy 1
195,Poland,NCA,Direct,859.1614533554235,2025,Strategy 1
183,Poland,NMC111,Direct,502.2293562533428,2025,Strategy 1
193,Poland,NMC523,Hydro,557.426560866904,2025,Strategy 1
186,Poland,NMC622,Direct,271.14700982521356,2025,Strategy 1
189,Poland,NMC811,Direct,158.15593815726496,2025,Strategy 1
504,Romania,LFP,Direct,0.1491109550971942,2025,Strategy 1
519,Romania,NCA,Direct,44.180419116982506,2025,Strategy 1
507,Romania,NMC111,Direct,26.26259465537795,2025,Strategy 1
516,Romania,NMC523,Direct,29.050651215148793,2025,Strategy 1
510,Romania,NMC622,Direct,13.985614929398997,2025,Strategy 1
513,Romania,NMC811,Direct,7.759192079580195,2025,Strategy 1
288,Russian Federation,LFP,Direct,0.0,2025,Strategy 1
303,Russian Federation,NCA,Direct,1182.7028790519828,2025,Strategy 1
291,Russian Federation,NMC111,Direct,473.8137194581239,2025,Strategy 1
300,Russian Federation,NMC523,Direct,463.9845820691864,2025,Strategy 1
294,Russian Federation,NMC622,Direct,193.30524765835688,2025,Strategy 1
297,Russian Federation,NMC811,Direct,93.55944286961916,2025,Strategy 1
306,Serbia,LFP,Direct,0.0,2025,Strategy 1
321,Serbia,NCA,Direct,41.96758516199757,2025,Strategy 1
309,Serbia,NMC111,Direct,17.36481712042114,2025,Strategy 1
318,Serbia,NMC523,Direct,15.54042434469325,2025,Strategy 1
312,Serbia,NMC622,Direct,6.623055983094528,2025,Strategy 1
315,Serbia,NMC811,Direct,3.320302911628752,2025,Strategy 1
198,Slovakia,LFP,Direct,0.34590056487775317,2025,Strategy 1
213,Slovakia,NCA,Direct,102.08169236010686,2025,Strategy 1
201,Slovakia,NMC111,Direct,60.80205462285794,2025,Strategy 1
210,Slovakia,NMC523,Direct,67.11007990582388,2025,Strategy 1
204,Slovakia,NMC622,Direct,32.26991348603289,2025,Strategy 1
207,Slovakia,NMC811,Direct,17.89849798634476,2025,Strategy 1
216,Spain,LFP,Direct,9.164184131612396,2025,Strategy 1
231,Spain,NCA,Direct,2669.3234972948644,2025,Strategy 1
220,Spain,NMC111,Hydro,1631.548012988273,2025,Strategy 1
229,Spain,NMC523,Hydro,1782.9865078403823,2025,Strategy 1
222,Spain,NMC622,Direct,843.4720401157062,2025,Strategy 1
225,Spain,NMC811,Direct,449.0576106803842,2025,Strategy 1
234,Sweden,LFP,Direct,15.967049995949674,2025,Strategy 1
249,Sweden,NCA,Direct,4272.22214936539,2025,Strategy 1
238,Sweden,NMC111,Hydro,2633.3106103635723,2025,Strategy 1
247,Sweden,NMC523,Hydro,2877.735903915018,2025,Strategy 1
240,Sweden,NMC622,Direct,1351.7842046948688,2025,Strategy 1
243,Sweden,NMC811,Direct,690.6345508063249,2025,Strategy 1
486,Switzerland,LFP,Direct,0.0,2025,Strategy 1
501,Switzerland,NCA,Direct,1807.2813146674528,2025,Strategy 1
489,Switzerland,NMC111,Direct,545.3007601601282,2025,Strategy 1
499,Switzerland,NMC523,Hydro,602.9387079565231,2025,Strategy 1
492,Switzerland,NMC622,Direct,281.4360331488823,2025,Strategy 1
495,Switzerland,NMC811,Direct,186.57940803667356,2025,Strategy 1
72,Thailand,LFP,Direct,0.0,2025,Strategy 1
87,Thailand,NCA,Direct,1264.609558547867,2025,Strategy 1
75,Thailand,NMC111,Direct,517.2235229248901,2025,Strategy 1
84,Thailand,NMC523,Direct,484.86481277002105,2025,Strategy 1
78,Thailand,NMC622,Direct,201.9827993488645,2025,Strategy 1
81,Thailand,NMC811,Direct,106.39239986617821,2025,Strategy 1
324,Turkey,LFP,Direct,0.0,2025,Strategy 1
339,Turkey,NCA,Direct,2000.6789791742196,2025,Strategy 1
327,Turkey,NMC111,Direct,713.3859489358853,2025,Strategy 1
337,Turkey,NMC523,Hydro,749.1399281421608,2025,Strategy 1
330,Turkey,NMC622,Direct,328.250788081956,2025,Strategy 1
333,Turkey,NMC811,Direct,183.1303216600025,2025,Strategy 1
342,USA,LFP,Direct,10.303454819175323,2025,Strategy 1
357,USA,NCA,Direct,54703.65482703285,2025,Strategy 1
346,USA,NMC111,Hydro,6325.56456192339,2025,Strategy 1
355,USA,NMC523,Hydro,6911.939870647501,2025,Strategy 1
348,USA,NMC622,Direct,2965.1109605393426,2025,Strategy 1
351,USA,NMC811,Direct,2271.979425245519,2025,Strategy 1
252,United Kingdom,LFP,Direct,0.0,2025,Strategy 1
267,United Kingdom,NCA,Direct,10589.037167588416,2025,Strategy 1
256,United Kingdom,NMC111,Hydro,3246.2501174033946,2025,Strategy 1
265,United Kingdom,NMC523,Hydro,3540.9491039852965,2025,Strategy 1
258,United Kingdom,NMC622,Direct,1644.663223991742,2025,Strategy 1
261,United Kingdom,NMC811,Direct,1107.853462198885,2025,Strategy 1
90,Viet Nam,LFP,Direct,0.0,2025,Strategy 1
105,Viet Nam,NCA,Direct,1473.543950319946,2025,Strategy 1
93,Viet Nam,NMC111,Direct,630.4294275971235,2025,Strategy 1
103,Viet Nam,NMC523,Hydro,571.6040069363997,2025,Strategy 1
96,Viet Nam,NMC622,Direct,232.18465340045665,2025,Strategy 1
99,Viet Nam,NMC811,Direct,92.23796174607374,2025,Strategy 1
18,Afghanistan,LFP,Direct,0.0,2025,Strategy 1
33,Afghanistan,NCA,Direct,0.17281017263416,2025,Strategy 1
21,Afghanistan,NMC111,Direct,0.0438290363808738,2025,Strategy 1
30,Afghanistan,NMC523,Direct,0.0543581560115746,2025,Strategy 1
24,Afghanistan,NMC622,Direct,0.0269302965429201,2025,Strategy 1
27,Afghanistan,NMC811,Direct,0.0053498475767846,2025,Strategy 1
54,Albania,LFP,Direct,0.0036414659941763,2025,Strategy 1
69,Albania,NCA,Direct,1.0748578399579802,2025,Strategy 1
57,Albania,NMC111,Direct,0.64073330869593,2025,Strategy 1
66,Albania,NMC523,Direct,0.707772653665423,2025,Strategy 1
60,Albania,NMC622,Direct,0.3402168250121847,2025,Strategy 1
63,Albania,NMC811,Direct,0.187548323261789,2025,Strategy 1
792,Algeria,LFP,Direct,0.0,2025,Strategy 1
807,Algeria,NCA,Direct,30.27381257915789,2025,Strategy 1
795,Algeria,NMC111,Direct,26.13251509939523,2025,Strategy 1
804,Algeria,NMC523,Direct,12.009940900822365,2025,Strategy 1
798,Algeria,NMC622,Direct,3.0759922221830807,2025,Strategy 1
801,Algeria,NMC811,Direct,0.3379782093682518,2025,Strategy 1
72,Andorra,LFP,Direct,0.0,2025,Strategy 1
87,Andorra,NCA,Direct,0.303374881245419,2025,Strategy 1
75,Andorra,NMC111,Direct,0.2280967299670939,2025,Strategy 1
84,Andorra,NMC523,Direct,0.1143603221218128,2025,Strategy 1
78,Andorra,NMC622,Direct,0.0328071507803139,2025,Strategy 1
81,Andorra,NMC811,Direct,0.0042141041499491,2025,Strategy 1
36,Angola,LFP,Direct,0.0,2025,Strategy 1
51,Angola,NCA,Direct,9.36214793612427,2025,Strategy 1
39,Angola,NMC111,Direct,4.433945166384376,2025,Strategy 1
48,Angola,NMC523,Direct,3.339787278927288,2025,Strategy 1
42,Angola,NMC622,Direct,1.3381971715550431,2025,Strategy 1
45,Angola,NMC811,Direct,0.2013863231417267,2025,Strategy 1
108,Argentina,LFP,Direct,0.0,2025,Strategy 1
123,Argentina,NCA,Direct,146.7203115239061,2025,Strategy 1
111,Argentina,NMC111,Direct,93.83542500449822,2025,Strategy 1
120,Argentina,NMC523,Direct,67.74865550429288,2025,Strategy 1
114,Argentina,NMC622,Direct,25.947344890405205,2025,Strategy 1
117,Argentina,NMC811,Direct,10.032291938850705,2025,Strategy 1
126,Armenia,LFP,Direct,0.0,2025,Strategy 1
141,Armenia,NCA,Direct,5.468984584116248,2025,Strategy 1
129,Armenia,NMC111,Direct,2.0907623262830435,2025,Strategy 1
138,Armenia,NMC523,Direct,1.9028135820160248,2025,Strategy 1
132,Armenia,NMC622,Direct,0.820375442270906,2025,Strategy 1
135,Armenia,NMC811,Direct,0.359319485346843,2025,Strategy 1
0,Aruba,LFP,Direct,0.0,2025,Strategy 1
15,Aruba,NCA,Direct,2.7964872031582626,2025,Strategy 1
3,Aruba,NMC111,Direct,1.489081618392674,2025,Strategy 1
12,Aruba,NMC523,Direct,1.1640023072076364,2025,Strategy 1
6,Aruba,NMC622,Direct,0.4420028967804232,2025,Strategy 1
9,Aruba,NMC811,Direct,0.2563183831050217,2025,Strategy 1
144,Australia,LFP,Direct,0.0,2025,Strategy 1
159,Australia,NCA,Direct,350.1028149338313,2025,Strategy 1
147,Australia,NMC111,Direct,102.63650493529256,2025,Strategy 1
156,Australia,NMC523,Direct,115.88740070947314,2025,Strategy 1
150,Australia,NMC622,Direct,54.61268244455668,2025,Strategy 1
153,Australia,NMC811,Direct,34.94996744494485,2025,Strategy 1
162,Austria,LFP,Direct,2.208831440683551,2025,Strategy 1
177,Austria,NCA,Direct,640.5680884772759,2025,Strategy 1
165,Austria,NMC111,Direct,404.0153498952759,2025,Strategy 1
175,Austria,NMC523,Hydro,432.5879186574982,2025,Strategy 1
168,Austria,NMC622,Direct,200.6010386975585,2025,Strategy 1
171,Austria,NMC811,Direct,102.17369585802264,2025,Strategy 1
180,Azerbaijan,LFP,Direct,0.0,2025,Strategy 1
195,Azerbaijan,NCA,Direct,15.732801006900306,2025,Strategy 1
183,Azerbaijan,NMC111,Direct,6.28508795160329,2025,Strategy 1
192,Azerbaijan,NMC523,Direct,5.773831325075117,2025,Strategy 1
186,Azerbaijan,NMC622,Direct,2.412576249005039,2025,Strategy 1
189,Azerbaijan,NMC811,Direct,1.1191612365618304,2025,Strategy 1
324,Bahamas,LFP,Direct,0.0,2025,Strategy 1
339,Bahamas,NCA,Direct,0.0,2025,Strategy 1
327,Bahamas,NMC111,Direct,0.0,2025,Strategy 1
336,Bahamas,NMC523,Direct,0.0,2025,Strategy 1
330,Bahamas,NMC622,Direct,0.0,2025,Strategy 1
333,Bahamas,NMC811,Direct,0.0,2025,Strategy 1
306,Bahrain,LFP,Direct,0.0,2025,Strategy 1
321,Bahrain,NCA,Direct,4.455767231881654,2025,Strategy 1
309,Bahrain,NMC111,Direct,2.6990996588215634,2025,Strategy 1
318,Bahrain,NMC523,Direct,1.9226680989375424,2025,Strategy 1
312,Bahrain,NMC622,Direct,0.6581489471624262,2025,Strategy 1
315,Bahrain,NMC811,Direct,0.0820528060405573,2025,Strategy 1
270,Bangladesh,LFP,Direct,0.0,2025,Strategy 1
285,Bangladesh,NCA,Direct,0.2815420501978042,2025,Strategy 1
273,Bangladesh,NMC111,Direct,0.1895155884810444,2025,Strategy 1
282,Bangladesh,NMC523,Direct,0.0218952183920482,2025,Strategy 1
276,Bangladesh,NMC622,Direct,0.0,2025,Strategy 1
279,Bangladesh,NMC811,Direct,0.0,2025,Strategy 1
432,Barbados,LFP,Direct,0.0,2025,Strategy 1
447,Barbados,NCA,Direct,0.8095369789569797,2025,Strategy 1
435,Barbados,NMC111,Direct,0.2053190814438842,2025,Strategy 1
444,Barbados,NMC523,Direct,0.2546432115828628,2025,Strategy 1
438,Barbados,NMC622,Direct,0.1261561787165354,2025,Strategy 1
441,Barbados,NMC811,Direct,0.0954755536397567,2025,Strategy 1
360,Belarus,LFP,Direct,0.0,2025,Strategy 1
375,Belarus,NCA,Direct,48.42848244662689,2025,Strategy 1
363,Belarus,NMC111,Direct,17.362890974325577,2025,Strategy 1
372,Belarus,NMC523,Direct,17.360993235713103,2025,Strategy 1
366,Belarus,NMC622,Direct,7.573111136832671,2025,Strategy 1
369,Belarus,NMC811,Direct,3.9681148518123854,2025,Strategy 1
216,Belgium,LFP,Direct,3.861001576916799,2025,Strategy 1
231,Belgium,NCA,Direct,1167.0032734862486,2025,Strategy 1
219,Belgium,NMC111,Direct,735.2159581590209,2025,Strategy 1
229,Belgium,NMC523,Hydro,783.1888833068737,2025,Strategy 1
222,Belgium,NMC622,Direct,361.934420077439,2025,Strategy 1
225,Belgium,NMC811,Direct,185.2293549059561,2025,Strategy 1
234,Benin,LFP,Direct,0.0,2025,Strategy 1
249,Benin,NCA,Direct,6.348717923915685,2025,Strategy 1
237,Benin,NMC111,Direct,1.7003626414973223,2025,Strategy 1
246,Benin,NMC523,Direct,2.022295133296936,2025,Strategy 1
240,Benin,NMC622,Direct,0.9852585873080828,2025,Strategy 1
243,Benin,NMC811,Direct,0.5182399750379647,2025,Strategy 1
378,Bermuda,LFP,Direct,0.0,2025,Strategy 1
393,Bermuda,NCA,Direct,3.72306432434284,2025,Strategy 1
381,Bermuda,NMC111,Direct,2.346979754918188,2025,Strategy 1
390,Bermuda,NMC523,Direct,1.619442738967929,2025,Strategy 1
384,Bermuda,NMC622,Direct,0.5317416498818913,2025,Strategy 1
387,Bermuda,NMC811,Direct,0.0744801995596274,2025,Strategy 1
396,Bolivia (Plurinational State of),LFP,Direct,0.0,2025,Strategy 1
411,Bolivia (Plurinational State of),NCA,Direct,43.94887338306064,2025,Strategy 1
399,Bolivia (Plurinational State of),NMC111,Direct,14.320159561477814,2025,Strategy 1
408,Bolivia (Plurinational State of),NMC523,Direct,15.701914195027555,2025,Strategy 1
402,Bolivia (Plurinational State of),NMC622,Direct,7.106446622485806,2025,Strategy 1
405,Bolivia (Plurinational State of),NMC811,Direct,3.4201044976370008,2025,Strategy 1
342,Bosnia Herzegovina,LFP,Direct,0.0,2025,Strategy 1
357,Bosnia Herzegovina,NCA,Direct,5.496875231847494,2025,Strategy 1
345,Bosnia Herzegovina,NMC111,Direct,1.8591293327838867,2025,Strategy 1
354,Bosnia Herzegovina,NMC523,Direct,1.8995716767054167,2025,Strategy 1
348,Bosnia Herzegovina,NMC622,Direct,0.8542114141276308,2025,Strategy 1
351,Bosnia Herzegovina,NMC811,Direct,0.4662418188697101,2025,Strategy 1
468,Botswana,LFP,Direct,0.0,2025,Strategy 1
483,Botswana,NCA,Direct,16.196039694389064,2025,Strategy 1
471,Botswana,NMC111,Direct,6.781924961392401,2025,Strategy 1
480,Botswana,NMC523,Direct,6.022673264856832,2025,Strategy 1
474,Botswana,NMC622,Direct,2.483203045360248,2025,Strategy 1
477,Botswana,NMC811,Direct,0.9907527467617347,2025,Strategy 1
414,Brazil,LFP,Direct,0.0,2025,Strategy 1
429,Brazil,NCA,Direct,656.0308504105069,2025,Strategy 1
417,Brazil,NMC111,Direct,167.92637422820843,2025,Strategy 1
426,Brazil,NMC523,Direct,207.16487626895884,2025,Strategy 1
420,Brazil,NMC622,Direct,102.2899601632516,2025,Strategy 1
423,Brazil,NMC811,Direct,79.71831523628515,2025,Strategy 1
450,Brunei Darussalam,LFP,Direct,0.0,2025,Strategy 1
465,Brunei Darussalam,NCA,Direct,1.441194465904252,2025,Strategy 1
453,Brunei Darussalam,NMC111,Direct,0.5353105545851776,2025,Strategy 1
462,Brunei Darussalam,NMC523,Direct,0.5174666826972355,2025,Strategy 1
456,Brunei Darussalam,NMC622,Direct,0.2265194159426535,2025,Strategy 1
459,Brunei Darussalam,NMC811,Direct,0.1372929009734292,2025,Strategy 1
288,Bulgaria,LFP,Direct,0.0167376136859956,2025,Strategy 1
303,Bulgaria,NCA,Direct,4.940101697441711,2025,Strategy 1
291,Bulgaria,NMC111,Direct,2.945478264064021,2025,Strategy 1
300,Bulgaria,NMC523,Direct,3.2534121762280663,2025,Strategy 1
294,Bulgaria,NMC622,Direct,1.5636620803098735,2025,Strategy 1
297,Bulgaria,NMC811,Direct,0.8614824228541572,2025,Strategy 1
252,Burkina Faso,LFP,Direct,0.0,2025,Strategy 1
267,Burkina Faso,NCA,Direct,10.20450058951298,2025,Strategy 1
255,Burkina Faso,NMC111,Direct,4.241044175486858,2025,Strategy 1
264,Burkina Faso,NMC523,Direct,3.813162321405672,2025,Strategy 1
258,Burkina Faso,NMC622,Direct,1.5966112593220116,2025,Strategy 1
261,Burkina Faso,NMC811,Direct,0.9555065599723316,2025,Strategy 1
198,Burundi,LFP,Direct,0.0,2025,Strategy 1
213,Burundi,NCA,Direct,4.90545808789902,2025,Strategy 1
201,Burundi,NMC111,Direct,5.030007804267951,2025,Strategy 1
210,Burundi,NMC523,Direct,3.1948321242098747,2025,Strategy 1
204,Burundi,NMC622,Direct,0.8165071804608532,2025,Strategy 1
207,Burundi,NMC811,Direct,0.2020112597842826,2025,Strategy 1
558,C?te d'Ivoire,LFP,Direct,0.0,2025,Strategy 1
573,C?te d'Ivoire,NCA,Direct,8.316771089658177,2025,Strategy 1
561,C?te d'Ivoire,NMC111,Direct,4.925382572621101,2025,Strategy 1
570,C?te d'Ivoire,NMC523,Direct,3.033755911895552,2025,Strategy 1
564,C?te d'Ivoire,NMC622,Direct,1.089578751710103,2025,Strategy 1
567,C?te d'Ivoire,NMC811,Direct,0.2397644845958569,2025,Strategy 1
648,Cabo Verde,LFP,Direct,0.0,2025,Strategy 1
663,Cabo Verde,NCA,Direct,0.1596717607071828,2025,Strategy 1
651,Cabo Verde,NMC111,Direct,0.0831215369122108,2025,Strategy 1
660,Cabo Verde,NMC523,Direct,0.0642500748005894,2025,Strategy 1
654,Cabo Verde,NMC622,Direct,0.0234618141346477,2025,Strategy 1
657,Cabo Verde,NMC811,Direct,0.005786116536864,2025,Strategy 1
1404,Cambodia,LFP,Direct,0.0,2025,Strategy 1
1419,Cambodia,NCA,Direct,16.15053821651326,2025,Strategy 1
1407,Cambodia,NMC111,Direct,6.076375159260491,2025,Strategy 1
1416,Cambodia,NMC523,Direct,5.844967654224677,2025,Strategy 1
1410,Cambodia,NMC622,Direct,2.4950021461255845,2025,Strategy 1
1413,Cambodia,NMC811,Direct,0.9172591771936572,2025,Strategy 1
576,Cameroon,LFP,Direct,0.0,2025,Strategy 1
591,Cameroon,NCA,Direct,1.6923417911737857,2025,Strategy 1
579,Cameroon,NMC111,Direct,1.3916903321378238,2025,Strategy 1
588,Cameroon,NMC523,Direct,0.7446872621334063,2025,Strategy 1
582,Cameroon,NMC622,Direct,0.211627787280152,2025,Strategy 1
585,Cameroon,NMC811,Direct,0.0095230340691768,2025,Strategy 1
486,Canada,LFP,Direct,0.0,2025,Strategy 1
501,Canada,NCA,Direct,1946.0266420425376,2025,Strategy 1
489,Canada,NMC111,Direct,624.0904964402262,2025,Strategy 1
499,Canada,NMC523,Hydro,660.8647372187819,2025,Strategy 1
492,Canada,NMC622,Direct,301.27792658990086,2025,Strategy 1
495,Canada,NMC811,Direct,180.8038346186288,2025,Strategy 1
684,Cayman Isds,LFP,Direct,0.0,2025,Strategy 1
699,Cayman Isds,NCA,Direct,0.031362167534827,2025,Strategy 1
687,Cayman Isds,NMC111,Direct,0.0079542400166668,2025,Strategy 1
696,Cayman Isds,NMC523,Direct,0.0098650997672454,2025,Strategy 1
690,Cayman Isds,NMC622,Direct,0.0048874002260635,2025,Strategy 1
693,Cayman Isds,NMC811,Direct,0.0038912940877162,2025,Strategy 1
522,Chile,LFP,Direct,0.0,2025,Strategy 1
537,Chile,NCA,Direct,8.559607057832375,2025,Strategy 1
525,Chile,NMC111,Direct,2.758771196608338,2025,Strategy 1
534,Chile,NMC523,Direct,2.9298275792243054,2025,Strategy 1
528,Chile,NMC622,Direct,1.33135455201666,2025,Strategy 1
531,Chile,NMC811,Direct,0.7893224207914576,2025,Strategy 1
540,China,LFP,Direct,58980.20988552112,2025,Strategy 1
555,China,NCA,Direct,3282.327560833418,2025,Strategy 1
544,China,NMC111,Hydro,24144.048794673927,2025,Strategy 1
553,China,NMC523,Hydro,5833.727799186423,2025,Strategy 1
546,China,NMC622,Direct,25897.98351144593,2025,Strategy 1
549,China,NMC811,Direct,12300.40878648262,2025,Strategy 1
612,Colombia,LFP,Direct,0.0,2025,Strategy 1
627,Colombia,NCA,Direct,122.6875564806527,2025,Strategy 1
615,Colombia,NMC111,Direct,46.20056234153424,2025,Strategy 1
624,Colombia,NMC523,Direct,47.41947718633263,2025,Strategy 1
618,Colombia,NMC622,Direct,20.432074535804663,2025,Strategy 1
621,Colombia,NMC811,Direct,11.022828994381126,2025,Strategy 1
630,Comoros,LFP,Direct,0.0,2025,Strategy 1
645,Comoros,NCA,Direct,0.0317999039460148,2025,Strategy 1
633,Comoros,NMC111,Direct,0.0080757041984854,2025,Strategy 1
642,Comoros,NMC523,Direct,0.0099554664580828,2025,Strategy 1
636,Comoros,NMC622,Direct,0.004932169962363,2025,Strategy 1
639,Comoros,NMC811,Direct,0.0,2025,Strategy 1
594,Congo,LFP,Direct,0.0,2025,Strategy 1
609,Congo,NCA,Direct,5.590726148525848,2025,Strategy 1
597,Congo,NMC111,Direct,2.452807730791229,2025,Strategy 1
606,Congo,NMC523,Direct,1.956378199507471,2025,Strategy 1
600,Congo,NMC622,Direct,0.8242961605479702,2025,Strategy 1
603,Congo,NMC811,Direct,0.4590661873898979,2025,Strategy 1
666,Costa Rica,LFP,Direct,0.0,2025,Strategy 1
681,Costa Rica,NCA,Direct,31.595312451512594,2025,Strategy 1
669,Costa Rica,NMC111,Direct,15.100363500248106,2025,Strategy 1
678,Costa Rica,NMC523,Direct,11.369429327097592,2025,Strategy 1
672,Costa Rica,NMC622,Direct,4.550994993673728,2025,Strategy 1
675,Costa Rica,NMC811,Direct,1.699921030736555,2025,Strategy 1
1134,Croatia,LFP,Direct,0.0137917209431814,2025,Strategy 1
1149,Croatia,NCA,Direct,4.071160448638958,2025,Strategy 1
1137,Croatia,NMC111,Direct,2.4264136444597355,2025,Strategy 1
1146,Croatia,NMC523,Direct,2.680461445817746,2025,Strategy 1
1140,Croatia,NMC622,Direct,1.288608699968242,2025,Strategy 1
1143,Croatia,NMC811,Direct,0.7107129220172926,2025,Strategy 1
702,Cyprus,LFP,Direct,0.0059562703957817,2025,Strategy 1
717,Cyprus,NCA,Direct,1.749916348244669,2025,Strategy 1
705,Cyprus,NMC111,Direct,1.0453525951599645,2025,Strategy 1
714,Cyprus,NMC523,Direct,1.1520465183871291,2025,Strategy 1
708,Cyprus,NMC622,Direct,0.5530752002365772,2025,Strategy 1
711,Cyprus,NMC811,Direct,0.3047928206357406,2025,Strategy 1
720,Czechia,LFP,Direct,0.1642152867211233,2025,Strategy 1
735,Czechia,NCA,Direct,48.62932305110788,2025,Strategy 1
723,Czechia,NMC111,Direct,28.96276341279744,2025,Strategy 1
