,source_point,dest_point,quantity,distcap,CO2,year,Strategy type
81,WSM,JPN,3.927902290929251,6454.711,431.00906011116604,2034,Strategy 2
82,AUS,JPN,44844.54145001497,7958.28,6067052.094624028,2034,Strategy 2
83,USA,JPN,275641.322229566,10918.79,51164385.11669838,2034,Strategy 2
84,ALB,KOR,4017.825583778278,8562.792,584864.6810249236,2034,Strategy 2
85,BGD,KOR,3.3770909657838053,3800.079,218.16461182280088,2034,Strategy 2
86,BGR,KOR,16909.44325933887,8244.246,2369895.3692015344,2034,Strategy 2
87,BLR,KOR,4581.9479899750695,7292.729,568053.3847107093,2034,Strategy 2
88,BMU,KOR,1.8029821734350069,12169.14,372.992622262593,2034,Strategy 2
89,BRN,KOR,34.0555691205938,3825.485,2214.7441702340116,2034,Strategy 2
90,DNK,KOR,19362.441208667948,7955.016,2618485.003438219,2034,Strategy 2
91,EST,KOR,3229.324994066485,7122.724,391027.04086363263,2034,Strategy 2
92,GRD,KOR,122.88147851133814,14442.14,30169.41577315153,2034,Strategy 2
93,GRL,KOR,1.148188521295541,8716.031,170.12999467275364,2034,Strategy 2
94,GUY,KOR,3248.194866896064,15077.83,832587.4101688353,2034,Strategy 2
95,IDN,KOR,58722.17287443195,5291.684,5282566.104962715,2034,Strategy 2
96,ISL,KOR,1102.9258499530297,8396.076,157424.23739569398,2034,Strategy 2
97,KAZ,KOR,3499.6238815247584,4552.944,270871.05641196267,2034,Strategy 2
98,KGZ,KOR,2.955162176994844,4422.647,222.1838653221952,2034,Strategy 2
99,KHM,KOR,1932.661184044668,3628.807,119225.32536592285,2034,Strategy 2
100,LAO,KOR,15577.204432924957,3218.349,852258.9652614933,2034,Strategy 2
101,LCA,KOR,30.508723964120605,14239.55,7385.318505495991,2034,Strategy 2
102,LTU,KOR,6327.145426662051,7365.838,792280.3796589704,2034,Strategy 2
103,LUX,KOR,2767.070722054915,8733.371,410819.53838203877,2034,Strategy 2
104,LVA,KOR,3971.211827906442,7297.289,492644.36660367675,2034,Strategy 2
105,MDA,KOR,633.0728358843073,7611.25,81914.0855761154,2034,Strategy 2
106,MKD,KOR,318.8377709011833,8409.194,45579.86739060529,2034,Strategy 2
107,MNG,KOR,542.4287786064061,2003.103,18471.19213311808,2034,Strategy 2
108,NPL,KOR,541.1379981066066,4022.39,37003.35722746857,2034,Strategy 2
109,PHL,KOR,339725.63386208424,2615.751,15106840.330506474,2034,Strategy 2
110,PLW,KOR,3.607847813347841,3441.621,211.0863615867742,2034,Strategy 2
111,TTO,KOR,1228.5947872918562,14603.4,305008.2389845442,2034,Strategy 2
112,TUN,KOR,298.36495097478684,9513.838,48256.1287436851,2034,Strategy 2
113,UKR,KOR,117.03526602836207,7309.346,14542.671311256852,2034,Strategy 2
114,UZB,KOR,2539.589639676143,4896.334,211389.54467949885,2034,Strategy 2
115,MMR,KOR,8081.737468943427,3796.143,521550.3290496443,2034,Strategy 2
116,USA,KOR,591368.4394417534,11185.97,112455503.5832186,2034,Strategy 2
117,BRA,KOR,251847.62579239663,17565.08,75203302.81250969,2034,Strategy 2
118,CAN,KOR,152025.85066701067,10528.16,27209392.159292717,2034,Strategy 2
119,CZE,KOR,86487.32071024147,8262.063,12147582.770956738,2034,Strategy 2
120,FIN,KOR,11238.241408854732,7070.555,1350830.2677379427,2034,Strategy 2
121,FRA,KOR,17955.0341406861,8981.467,2741463.292513575,2034,Strategy 2
122,DEU,KOR,84260.62508145747,8139.991,11659972.40689645,2034,Strategy 2
123,ITA,KOR,24172.606604809214,8982.659,3691282.7986265323,2034,Strategy 2
124,POL,KOR,91544.5106727664,7753.967,12067162.951392233,2034,Strategy 2
125,ROM,KOR,57116.30838453415,7946.07,7715453.137606621,2034,Strategy 2
126,SVK,KOR,20751.765282366592,8246.657,2909255.737279152,2034,Strategy 2
127,ESP,KOR,2745.000016751254,10012.64,467239.8484513127,2034,Strategy 2
128,USA,KOR,523743.3542109518,11185.97,99595816.61435236,2034,Strategy 2
129,VNM,KOR,59840.30842402778,2740.135,2787498.899899048,2034,Strategy 2
130,CPV,NOR,13.238218348495984,5727.035,1288.8675769311378,2034,Strategy 2
131,IRL,NOR,19984.50629256283,1267.015,430451.37708461547,2034,Strategy 2
132,PRT,NOR,39822.17403182949,2739.748,1854746.2682090655,2034,Strategy 2
133,BRA,NOR,92619.19269383216,9917.605,15615529.665457327,2034,Strategy 2
134,GBR,NOR,47601.33209018527,1157.104,936354.7600369897,2034,Strategy 2
135,AUT,RUS,34067.29297275201,1675.699,970470.9890415088,2034,Strategy 2
136,SVN,RUS,5480.992942818245,1937.979,180574.83677960932,2034,Strategy 2
137,SVK,RUS,258.9869057715731,1632.621,7188.066838490756,2034,Strategy 2
138,BIH,YUG,315.6229147090142,196.5349,1054.5256056607589,2034,Strategy 2
139,TUN,YUG,16.297245221311886,1240.114,343.5775133264935,2034,Strategy 2
140,BEL,SWE,34653.20623644471,1283.716,756242.8800494056,2034,Strategy 2
141,FRA,SWE,133437.10472936294,1545.797,3506533.495048696,2034,Strategy 2
142,NLD,SWE,28296.732301550688,1128.93,543065.5099522235,2034,Strategy 2
143,AND,CHE,6.835267714372484,681.8435,79.22990865068049,2034,Strategy 2
144,MAR,CHE,3081.656937751403,1872.268,98084.69041600905,2034,Strategy 2
145,ESP,CHE,59674.68077263439,1153.117,1169802.1107644634,2034,Strategy 2
146,LKA,THA,69904.20263600528,2381.501,2830107.784191437,2034,Strategy 2
147,MYS,THA,54.23079690744764,1187.123,1094.4366473917196,2034,Strategy 2
0,FJI,JPN,4.970261606426914,7243.281,612.0170248006463,2034,Strategy 3
1,KIR,JPN,3.686944539600618,5142.157,322.3004104396246,2034,Strategy 3
2,MEX,JPN,62601.99621725393,11312.39,12039029.33179772,2034,Strategy 3
3,NZL,JPN,14712.710722107207,9575.732,2395044.572763227,2034,Strategy 3
4,PYF,JPN,659.2519430847332,9502.387,106495.94059278286,2034,Strategy 3
5,SLB,JPN,3.619254164545208,5452.721,335.4913141850029,2034,Strategy 3
6,WSM,JPN,3.927902290929251,6454.711,431.00906011116604,2034,Strategy 3
7,USA,JPN,107789.32855482236,10918.79,20007793.72642885,2034,Strategy 3
8,ALB,KOR,4017.825583778278,8562.792,584864.6810249236,2034,Strategy 3
9,AND,KOR,6.835267714372484,9559.896,1110.8556241864972,2034,Strategy 3
10,ARE,KOR,332.6710381206969,6909.236,39074.54611659515,2034,Strategy 3
11,ARM,KOR,3.3646333705561497,6882.943,393.69585499240964,2034,Strategy 3
12,AUT,KOR,34067.29297275201,8289.029,4800541.249844841,2034,Strategy 3
13,AZE,KOR,1524.975042896512,6461.836,167520.35673193383,2034,Strategy 3
14,BDI,KOR,438.29358666951606,10923.19,81388.59009053407,2034,Strategy 3
15,BGD,KOR,3.3770909657838053,3800.079,218.16461182280088,2034,Strategy 3
16,BGR,KOR,16909.44325933887,8244.246,2369895.3692015344,2034,Strategy 3
17,BHR,KOR,2.8837226211093467,7136.002,349.8302566585862,2034,Strategy 3
18,BIH,KOR,315.6229147090142,8473.069,45463.01048328007,2034,Strategy 3
19,BLR,KOR,4581.9479899750695,7292.729,568053.3847107093,2034,Strategy 3
20,BRN,KOR,34.0555691205938,3825.485,2214.7441702340116,2034,Strategy 3
21,COM,KOR,5.900129596507538,10261.17,1029.2179578005193,2034,Strategy 3
22,CYP,KOR,2980.7669378738988,8012.453,406015.3348923651,2034,Strategy 3
23,DNK,KOR,19362.441208667948,7955.016,2618485.003438219,2034,Strategy 3
24,DZA,KOR,1003.9612750446678,9954.01,169888.48971392537,2034,Strategy 3
25,EGY,KOR,12504.899541905135,8497.368,1806398.4645801892,2034,Strategy 3
26,EST,KOR,3229.324994066485,7122.724,391027.04086363263,2034,Strategy 3
27,ETH,KOR,1108.220484614482,9244.567,174165.31485344784,2034,Strategy 3
28,GEO,KOR,119.52991197409854,6783.199,13783.518049337485,2034,Strategy 3
29,GRC,KOR,44020.97866903876,8528.293,6382204.6720173145,2034,Strategy 3
30,GRL,KOR,1.148188521295541,8716.031,170.12999467275364,2034,Strategy 3
31,HRV,KOR,13276.935035641618,8485.063,1915145.7138135484,2034,Strategy 3
32,IDN,KOR,58722.17287443195,5291.684,5282566.104962715,2034,Strategy 3
33,IRL,KOR,19984.50629256283,8968.355,3046878.4978344347,2034,Strategy 3
34,IRN,KOR,101.32374913900097,6562.448,11303.84119312556,2034,Strategy 3
35,ISL,KOR,1102.9258499530297,8396.076,157424.23739569398,2034,Strategy 3
36,ISR,KOR,36441.24408273551,8092.951,5013592.446590513,2034,Strategy 3
37,JOR,KOR,2589.968188171739,8009.55,352656.15492670616,2034,Strategy 3
38,KAZ,KOR,3499.6238815247584,4552.944,270871.05641196267,2034,Strategy 3
39,KEN,KOR,23421.18407600242,10118.59,4028819.102653155,2034,Strategy 3
40,KGZ,KOR,2.955162176994844,4422.647,222.1838653221952,2034,Strategy 3
41,KHM,KOR,1932.661184044668,3628.807,119225.32536592285,2034,Strategy 3
42,KWT,KOR,14.62274151483184,7181.025,1785.1066305712704,2034,Strategy 3
43,LAO,KOR,15577.204432924957,3218.349,852258.9652614933,2034,Strategy 3
44,LBN,KOR,18281.904509625005,7926.322,2463440.452581178,2034,Strategy 3
45,LKA,KOR,198924.54401193032,5840.513,19750963.550452773,2034,Strategy 3
46,LTU,KOR,6327.145426662051,7365.838,792280.3796589704,2034,Strategy 3
47,LUX,KOR,2767.070722054915,8733.371,410819.53838203877,2034,Strategy 3
48,LVA,KOR,3971.211827906442,7297.289,492644.36660367675,2034,Strategy 3
49,MAR,KOR,3081.656937751403,10750.38,563192.7128778867,2034,Strategy 3
50,MDA,KOR,633.0728358843073,7611.25,81914.0855761154,2034,Strategy 3
51,MDG,KOR,758.4771631620247,10400.05,134099.40715263464,2034,Strategy 3
52,MDV,KOR,187.70320866018795,6570.516,20966.21790780276,2034,Strategy 3
53,MKD,KOR,318.8377709011833,8409.194,45579.86739060529,2034,Strategy 3
54,MLT,KOR,1379.261478505343,9305.214,218183.49473062647,2034,Strategy 3
55,MNG,KOR,542.4287786064061,2003.103,18471.19213311808,2034,Strategy 3
56,MUS,KOR,1044.7761235125663,9691.986,172141.2445577071,2034,Strategy 3
57,MWI,KOR,2837.19566192693,11233.9,541837.129890856,2034,Strategy 3
58,MYS,KOR,54.23079690744764,4614.067,4253.817016704056,2034,Strategy 3
59,NPL,KOR,541.1379981066066,4022.39,37003.35722746857,2034,Strategy 3
60,OMN,KOR,1103.9667921829223,6590.233,123681.77254071664,2034,Strategy 3
61,PAK,KOR,67586.23449080258,4828.073,5547291.656584117,2034,Strategy 3
62,PAL,KOR,50.64591544773295,8153.009,7019.5822757963,2034,Strategy 3
63,PHL,KOR,339725.63386208424,2615.751,15106840.330506474,2034,Strategy 3
64,PLW,KOR,3.607847813347841,3441.621,211.0863615867742,2034,Strategy 3
65,PRT,KOR,39822.17403182949,10433.49,7063232.3271689955,2034,Strategy 3
66,QAT,KOR,13.025161579710565,7113.408,1575.1059059008983,2034,Strategy 3
67,RWA,KOR,7.104604494339244,10759.94,1299.5670074079505,2034,Strategy 3
68,SAU,KOR,16496.402785256192,7557.272,2119352.648785557,2034,Strategy 3
69,SDN,KOR,10.15925218814701,9354.622,1615.6113883873986,2034,Strategy 3
70,SVN,KOR,5480.992942818245,8551.701,796820.8181115594,2034,Strategy 3
71,SYC,KOR,170.73865165730007,8724.406,25323.0863881646,2034,Strategy 3
72,TJK,KOR,158.48229563947322,5008.503,13493.903903672204,2034,Strategy 3
73,TUN,KOR,314.6621961960988,9513.838,50891.967708676304,2034,Strategy 3
74,TZA,KOR,5005.593480161135,10545.37,897359.2004040761,2034,Strategy 3
75,UGA,KOR,39771.57303683077,10384.14,7020890.90138949,2034,Strategy 3
76,UKR,KOR,117.03526602836207,7309.346,14542.671311256852,2034,Strategy 3
77,UZB,KOR,2539.589639676143,4896.334,211389.54467949885,2034,Strategy 3
78,YEM,KOR,1382.8518802304343,8353.075,196368.11298074923,2034,Strategy 3
79,MMR,KOR,8081.737468943427,3796.143,521550.3290496443,2034,Strategy 3
80,USA,KOR,483579.1108869311,11185.97,91958124.25913405,2034,Strategy 3
81,AUS,KOR,35219.99999999723,8418.786,5040663.929639603,2034,Strategy 3
82,BEL,JPN,35799.99999999717,9463.263,5759341.8617995465,2034,Strategy 3
83,BRA,SWE,157999.99999996682,10235.23,27491827.779994227,2034,Strategy 3
84,CAN,KOR,111499.9999999926,10528.16,19956127.279998675,2034,Strategy 3
85,CZE,HUN,48339.99999999949,445.1513,365816.43531399616,2034,Strategy 3
86,CZE,JPN,7250.0000000000055,9082.237,1119385.710250001,2034,Strategy 3
87,FIN,SWE,9810.000000000007,397.8922,66356.48219400005,2034,Strategy 3
88,FRA,KOR,154829.99999996857,8981.467,23640209.105365206,2034,Strategy 3
89,DEU,KOR,89510.00000000479,8139.991,12386380.104970664,2034,Strategy 3
90,ITA,HUN,47759.999999999294,811.4083,658798.6269359904,2034,Strategy 3
91,ITA,JPN,92190.0000000033,9869.275,15467423.858250555,2034,Strategy 3
92,NLD,KOR,27519.99999999808,8573.183,4010877.9347197204,2034,Strategy 3
93,POL,KOR,84720.00000000744,7753.967,11167573.43208098,2034,Strategy 3
94,ROM,SWE,31989.999999997588,1746.583,949844.2328899285,2034,Strategy 3
95,SVK,KOR,17919.999999999134,8246.657,2512261.5884798784,2034,Strategy 3
96,ESP,JPN,60120.00000000343,10777.42,11014954.33680063,2034,Strategy 3
97,TUR,HUN,25229.99999999833,1390.226,596281.8336599605,2034,Strategy 3
98,USA,KOR,159139.99999996618,11185.97,30262299.51859357,2034,Strategy 3
99,GBR,KOR,45999.99999999871,8875.39,6940554.979999806,2034,Strategy 3
100,VNM,KOR,53360.000000001164,2740.135,2485631.261200055,2034,Strategy 3
0,DZA,HUN,1160.6217445330358,1771.935,34961.286945285465,2035,Strategy 2
1,HRV,HUN,22388.487334406665,302.1079,114983.56117716132,2035,Strategy 2
2,ITA,HUN,91127.80219238778,811.4083,1257011.536014248,2035,Strategy 2
3,AGO,IND,285.85399385145786,8025.968,39002.33512450796,2035,Strategy 2
4,ARE,IND,349.7593694905092,2312.871,13752.12114543902,2035,Strategy 2
5,ARM,IND,3.8503649956092416,3245.064,212.40957417989904,2035,Strategy 2
6,AZE,IND,2022.5875484300464,2811.586,96673.54019398408,2035,Strategy 2
7,BDI,IND,553.546580888271,6231.257,58637.94711876379,2035,Strategy 2
8,BEN,IND,5.119147021477126,8152.097,709.4403122978244,2035,Strategy 2
9,BFA,IND,2029.2973157801916,8289.058,285956.37354568753,2035,Strategy 2
10,BHR,IND,3.4813065960738285,2634.919,155.94033521194436,2035,Strategy 2
11,BWA,IND,671.2323633379566,8087.728,92288.6612510676,2035,Strategy 2
12,CIV,IND,476.8959624261257,8923.044,72341.18215456133,2035,Strategy 2
13,CMR,IND,2.2977450812585936,7444.171,290.78172408806375,2035,Strategy 2
14,COG,IND,3.8770266600063854,7559.667,498.25351849609837,2035,Strategy 2
15,COM,IND,8.664749681898481,5782.406,851.7527093348339,2035,Strategy 2
16,CYP,IND,4058.122110607386,4175.156,288035.97894019657,2035,Strategy 2
17,EGY,IND,18288.964319799128,4432.625,1378158.0479568436,2035,Strategy 2
18,ETH,IND,1355.627723522899,4561.518,105123.24445652838,2035,Strategy 2
19,GEO,IND,144.5851563010225,3262.36,8018.710118673465,2035,Strategy 2
20,GHA,IND,28.710593320062262,8498.109,4147.7577753055375,2035,Strategy 2
21,GIN,IND,7.29756246247303,9794.44,1215.0841406440538,2035,Strategy 2
22,GRC,IND,37963.753900981465,5013.934,3235911.8596799816,2035,Strategy 2
23,IRN,IND,109.51628377260246,2544.592,4737.4624124774,2035,Strategy 2
24,ISR,IND,35235.343707447864,4069.441,2437598.5896470663,2035,Strategy 2
25,JOR,IND,3370.57723155083,3961.406,226987.82276499044,2035,Strategy 2
26,KEN,IND,35986.16312845561,5439.083,3327439.377822566,2035,Strategy 2
27,KWT,IND,17.183243141023876,2838.48,829.1629638458687,2035,Strategy 2
28,LBN,IND,29056.33214684547,3985.349,1968593.612506674,2035,Strategy 2
29,LKA,IND,186670.15570198136,2431.215,7715199.804114875,2035,Strategy 2
30,LSO,IND,460.7874533381943,8338.232,65316.59570659166,2035,Strategy 2
31,MDG,IND,1076.0304057061874,6175.918,112973.08436951846,2035,Strategy 2
32,MDV,IND,239.698733452022,2750.004,11205.932088395904,2035,Strategy 2
33,MLI,IND,256.48406880815315,8884.225,38737.25699552095,2035,Strategy 2
34,MLT,IND,1806.5238524175847,5856.019,179843.64606307977,2035,Strategy 2
35,MOZ,IND,203.2857561711492,7723.632,26691.77431563065,2035,Strategy 2
36,MUS,IND,1398.3195525873805,5828.435,138550.24856523873,2035,Strategy 2
37,MWI,IND,3829.695086934468,6653.143,433151.65401613165,2035,Strategy 2
38,NAM,IND,1609.8263204961345,8601.866,235407.67496707366,2035,Strategy 2
39,NER,IND,1055.3874839252878,7865.206,141114.27950519935,2035,Strategy 2
40,NGA,IND,131448.14289442686,7585.293,16950235.528721627,2035,Strategy 2
41,OMN,IND,1429.0478282458948,1936.222,47038.215349732694,2035,Strategy 2
42,PAK,IND,111580.15804063008,683.3699,1296258.8645175628,2035,Strategy 2
43,PAL,IND,63.56779643971584,4106.997,4438.236737666903,2035,Strategy 2
44,QAT,IND,14.101317169655175,2570.834,616.286475617066,2035,Strategy 2
45,RWA,IND,7.904526415053634,6067.339,815.3105037079467,2035,Strategy 2
46,SAU,IND,21291.64336254578,3053.153,1105112.9617238746,2035,Strategy 2
47,SDN,IND,11.073409665935552,4801.305,903.83589233378,2035,Strategy 2
48,SEN,IND,15230.407489274256,9685.851,2507830.7793767075,2035,Strategy 2
49,SYC,IND,249.56788298097732,4372.486,18550.94526452735,2035,Strategy 2
50,TGO,IND,783.9040603902552,8309.508,110735.57003777026,2035,Strategy 2
51,TJK,IND,219.19880326188112,1356.548,5055.012868844072,2035,Strategy 2
52,TZA,IND,6863.207693267765,5894.054,687685.9848747059,2035,Strategy 2
53,UGA,IND,61037.30252114962,5691.471,5905664.632694949,2035,Strategy 2
54,YEM,IND,1953.5141084452737,3691.113,122580.9024632179,2035,Strategy 2
55,ZAF,IND,562.1514392172586,8000.751,76459.77272097167,2035,Strategy 2
56,ZMB,IND,213.2785547613556,7197.28,26095.43310241776,2035,Strategy 2
57,ZWE,IND,14.610936602332366,7167.757,1780.3699328347086,2035,Strategy 2
58,SWZ,IND,33.54935459195045,7850.425,4477.403764382715,2035,Strategy 2
59,BRA,IND,152092.82688385644,14251.55,36848494.95860261,2035,Strategy 2
60,TUR,IND,38475.06289788593,4222.863,2762073.63208064,2035,Strategy 2
61,ABW,JPN,2.3471210695767644,13815.84,551.2666356843246,2035,Strategy 2
62,BOL,JPN,3767.007920397444,16965.66,1086466.185111092,2035,Strategy 2
63,CHL,JPN,3872.376644684827,17247.38,1135401.9753980713,2035,Strategy 2
64,COL,JPN,6324.08650500525,14262.86,1533392.5276292462,2035,Strategy 2
65,CRI,JPN,1969.57794744122,13182.38,441383.32402743323,2035,Strategy 2
66,DOM,JPN,4176.042286565694,13248.36,940537.0969899732,2035,Strategy 2
67,ECU,JPN,2585.663130296919,14448.87,635118.4773687052,2035,Strategy 2
68,FJI,JPN,5.599597525520736,7243.281,689.5107921922734,2035,Strategy 2
69,GTM,JPN,6924.872697643424,12332.35,1451799.214817309,2035,Strategy 2
70,HND,JPN,755.1812526846504,12611.31,161905.02302450582,2035,Strategy 2
71,JAM,JPN,6.732130389674655,12929.15,1479.6923016702553,2035,Strategy 2
72,KIR,JPN,4.460409698318419,5142.157,389.91415820229116,2035,Strategy 2
73,MEX,JPN,116760.98034205692,11312.39,22454377.68899858,2035,Strategy 2
74,NIC,JPN,2310.9631271041167,12845.07,504636.2132962117,2035,Strategy 2
75,NZL,JPN,16383.631960609242,9575.732,2667049.5703042876,2035,Strategy 2
76,PAN,JPN,11.791106561791423,13584.86,2723.0690420793035,2035,Strategy 2
77,PER,JPN,9309.234648049054,15505.62,2453872.7340392005,2035,Strategy 2
78,PYF,JPN,851.8324863897377,9502.387,137605.51306240787,2035,Strategy 2
79,SLB,JPN,4.302805341110082,5452.721,398.8539497205128,2035,Strategy 2
80,SLV,JPN,12.377252049148634,12509.61,2632.188132111354,2035,Strategy 2
81,WSM,JPN,5.113056661793119,6454.711,561.0561523344885,2035,Strategy 2
82,AUS,JPN,54405.46791953016,7958.28,7360557.102988854,2035,Strategy 2
83,USA,JPN,356899.83899515367,10918.79,66247544.6813722,2035,Strategy 2
84,ALB,KOR,7355.659646506004,8562.792,1070744.7207890155,2035,Strategy 2
85,BGD,KOR,3.664051489357688,3800.079,236.7026470336569,2035,Strategy 2
86,BGR,KOR,29307.097626085757,8244.246,4107453.680382939,2035,Strategy 2
87,BLR,KOR,6055.254002053926,7292.729,750708.5498734604,2035,Strategy 2
88,BMU,KOR,3.3210187609695745,12169.14,687.0370181627098,2035,Strategy 2
89,BRN,KOR,38.13600211357202,3825.485,2480.1079687724473,2035,Strategy 2
90,DNK,KOR,19535.43692763482,7955.016,2641880.1265475387,2035,Strategy 2
91,EST,KOR,4260.765279878528,7122.724,515920.3369950777,2035,Strategy 2
92,GRD,KOR,170.0300243480906,14442.14,41745.15606925506,2035,Strategy 2
93,GRL,KOR,1.288960531950747,8716.031,190.98853922240644,2035,Strategy 2
94,GUY,KOR,4185.087694037752,15077.83,1072734.6933584851,2035,Strategy 2
95,IDN,KOR,67524.77566346015,5291.684,6074436.174692666,2035,Strategy 2
96,ISL,KOR,1159.3810451034883,8396.076,165482.27325002136,2035,Strategy 2
97,KAZ,KOR,4080.293485568485,4552.944,315814.91163708805,2035,Strategy 2
98,KGZ,KOR,3.433144837227233,4422.647,258.1209911537847,2035,Strategy 2
99,KHM,KOR,2650.925079870791,3628.807,163534.82326728167,2035,Strategy 2
100,LAO,KOR,26467.90065123626,3218.349,1448110.0070810947,2035,Strategy 2
101,LCA,KOR,38.418235112913976,14239.55,9299.992456635602,2035,Strategy 2
102,LTU,KOR,8389.185745106224,7365.838,1050487.5135561496,2035,Strategy 2
103,LUX,KOR,3040.05122669029,8733.371,451348.21876875387,2035,Strategy 2
104,LVA,KOR,5342.368124326792,7297.289,662741.670509209,2035,Strategy 2
105,MDA,KOR,844.9947073495345,7611.25,109334.92142734047,2035,Strategy 2
106,MKD,KOR,391.54852082620266,8409.194,55974.32702468983,2035,Strategy 2
107,MNG,KOR,718.211032470198,2003.103,24457.061454160572,2035,Strategy 2
108,NPL,KOR,666.6010282335359,4022.39,45582.59826925697,2035,Strategy 2
109,PHL,KOR,529859.4949190001,2615.751,23561668.562795784,2035,Strategy 2
110,PLW,KOR,4.270940712605812,3441.621,249.8823071864052,2035,Strategy 2
111,TTO,KOR,1723.5597690777631,14603.4,427887.15643975354,2035,Strategy 2
112,TUN,KOR,371.2047945709365,9513.838,60036.89876630988,2035,Strategy 2
113,UKR,KOR,134.81837797665818,7309.346,16752.38092043297,2035,Strategy 2
114,UZB,KOR,3723.625757626994,4896.334,309945.9618058618,2035,Strategy 2
115,MMR,KOR,11898.536325135976,3796.143,767865.2714754812,2035,Strategy 2
116,USA,KOR,765702.6860718576,11185.97,145607163.6804267,2035,Strategy 2
117,BRA,KOR,267023.82201419666,17565.08,79735011.52494715,2035,Strategy 2
118,CAN,KOR,200955.65556325717,10528.16,35966786.00947265,2035,Strategy 2
119,CZE,KOR,123841.86544878194,8262.063,17394218.004381116,2035,Strategy 2
120,FIN,KOR,12715.20722002401,7070.555,1528360.723754807,2035,Strategy 2
121,FRA,KOR,17256.664282621827,8981.467,2634832.733335593,2035,Strategy 2
122,DEU,KOR,81717.35911816756,8139.991,11308035.65201608,2035,Strategy 2
123,ITA,KOR,21669.73164420287,8982.659,3309080.769683523,2035,Strategy 2
124,POL,KOR,90729.46365661362,7753.967,11959725.541058382,2035,Strategy 2
125,ROM,KOR,95935.2274877546,7946.07,12959236.562421579,2035,Strategy 2
126,SVK,KOR,22489.92781711498,8246.657,3152934.2512626015,2035,Strategy 2
127,ESP,KOR,2698.537273156286,10012.64,459331.19812582445,2035,Strategy 2
128,USA,KOR,678141.8594306122,11185.97,128956466.42069577,2035,Strategy 2
129,VNM,KOR,66106.81150567457,2740.135,3079406.9950667275,2035,Strategy 2
130,CPV,NOR,17.411279578230083,5727.035,1695.1551281682518,2035,Strategy 2
131,IRL,NOR,22596.94864409928,1267.015,486721.4390671587,2035,Strategy 2
132,PRT,NOR,38351.96191592908,2739.748,1786270.086239129,2035,Strategy 2
133,BRA,NOR,98200.37313102628,9917.605,16556512.696624242,2035,Strategy 2
134,GBR,NOR,47946.898583367445,1157.104,943152.3183529498,2035,Strategy 2
135,AUT,RUS,32717.040299100936,1675.699,932006.4991067735,2035,Strategy 2
136,SVN,RUS,7165.766293165434,1937.979,236080.77811606176,2035,Strategy 2
137,SVK,RUS,280.6795825379721,1632.621,7790.137472286354,2035,Strategy 2
138,BIH,YUG,397.50699598143086,196.5349,1328.1079609766855,2035,Strategy 2
139,TUN,YUG,20.275892140429303,1240.114,427.4551009992179,2035,Strategy 2
140,BEL,SWE,33382.22037256064,1283.716,728505.9369322949,2035,Strategy 2
141,FRA,SWE,128247.00310325754,1545.797,3370145.1551521053,2035,Strategy 2
142,NLD,SWE,28531.74888778389,1128.93,547575.9036220599,2035,Strategy 2
143,AND,CHE,7.60310033106933,681.8435,88.13011718998699,2035,Strategy 2
144,MAR,CHE,4303.762895232105,1872.268,136982.5583216172,2035,Strategy 2
145,ESP,CHE,58664.60814060143,1153.117,1150001.6680695203,2035,Strategy 2
146,LKA,THA,101139.31067865618,2381.501,4094677.2818490174,2035,Strategy 2
147,MYS,THA,60.88951030350131,1187.123,1228.8167483803977,2035,Strategy 2
0,FJI,JPN,5.599597525520736,7243.281,689.5107921922734,2035,Strategy 3
1,KIR,JPN,4.460409698318419,5142.157,389.91415820229116,2035,Strategy 3
2,MEX,JPN,99325.2656268452,11312.39,19101304.40761595,2035,Strategy 3
3,NZL,JPN,16383.631960609242,9575.732,2667049.5703042876,2035,Strategy 3
4,PYF,JPN,851.8324863897377,9502.387,137605.51306240787,2035,Strategy 3
5,SLB,JPN,4.302805341110082,5452.721,398.8539497205128,2035,Strategy 3
6,WSM,JPN,5.113056661793119,6454.711,561.0561523344885,2035,Strategy 3
7,USA,JPN,139565.40948012267,10918.79,25906051.75541697,2035,Strategy 3
8,ALB,KOR,7355.659646506004,8562.792,1070744.7207890155,2035,Strategy 3
9,AND,KOR,7.60310033106933,9559.896,1235.6424235240022,2035,Strategy 3
10,ARE,KOR,349.7593694905092,6909.236,41081.690459359175,2035,Strategy 3
11,ARM,KOR,3.8503649956092416,6882.943,450.5313274975523,2035,Strategy 3
12,AUT,KOR,32717.040299100936,8289.029,4610272.429168078,2035,Strategy 3
13,AZE,KOR,2022.5875484300464,6461.836,222183.6935711493,2035,Strategy 3
14,BDI,KOR,553.546580888271,10923.19,102790.40610718023,2035,Strategy 3
15,BGD,KOR,3.664051489357688,3800.079,236.7026470336569,2035,Strategy 3
16,BGR,KOR,29307.097626085757,8244.246,4107453.680382939,2035,Strategy 3
17,BHR,KOR,3.4813065960738285,7136.002,422.32438414733264,2035,Strategy 3
18,BIH,KOR,397.50699598143086,8473.069,57257.771483867575,2035,Strategy 3
19,BLR,KOR,6055.254002053926,7292.729,750708.5498734604,2035,Strategy 3
20,BRN,KOR,38.13600211357202,3825.485,2480.1079687724473,2035,Strategy 3
21,COM,KOR,8.664749681898481,10261.17,1511.4779813879063,2035,Strategy 3
22,CYP,KOR,4058.122110607386,8012.453,552763.7155515422,2035,Strategy 3
23,DNK,KOR,19535.43692763482,7955.016,2641880.1265475387,2035,Strategy 3
