,source_point,dest_point,quantity,distcap,CO2,year,Strategy type
71,JAM,JPN,5.11857510885385,12929.15,1125.0400312668419,2047,Strategy 2
72,KIR,JPN,22.05845182234549,5142.157,1928.2763816064225,2047,Strategy 2
73,MEX,JPN,972664.9281472416,11312.39,187053805.11090076,2047,Strategy 2
74,NIC,JPN,34190.751418664746,12845.07,7466104.120530915,2047,Strategy 2
75,NZL,JPN,22967.069784728166,9575.732,3738750.586425529,2047,Strategy 2
76,PAN,JPN,10.346324788491664,13584.86,2389.4073540252107,2047,Strategy 2
77,PER,JPN,106700.95067856002,15505.62,28125894.712628398,2047,Strategy 2
78,PYF,JPN,6102.903891965999,9502.387,985866.628289541,2047,Strategy 2
79,SLB,JPN,27.436221593129112,5452.721,2543.2350479056454,2047,Strategy 2
80,SLV,JPN,10.717320127829096,12509.61,2279.1814157529666,2047,Strategy 2
81,WSM,JPN,105.79562649502192,6454.711,11608.963299518262,2047,Strategy 2
82,AUS,JPN,80137.38467239823,7958.28,10841847.676741106,2047,Strategy 2
83,USA,JPN,1492599.5559035686,10918.79,277055478.7850736,2047,Strategy 2
84,ALB,KOR,56187.18027013853,8562.792,8179025.341234901,2047,Strategy 2
85,BGD,KOR,5.902458042483661,3800.079,381.3067165455956,2047,Strategy 2
86,BGR,KOR,117496.56316822734,8244.246,16467399.705527894,2047,Strategy 2
87,BLR,KOR,95020.5765026554,7292.729,11780308.335579772,2047,Strategy 2
88,BMU,KOR,1.6833605809203256,12169.14,348.2458598549131,2047,Strategy 2
89,BRN,KOR,102.67739260455308,3825.485,6677.444029213089,2047,Strategy 2
90,DNK,KOR,24232.03712317984,7955.016,3277026.1314673233,2047,Strategy 2
91,EST,KOR,5069.263404469184,7122.724,613818.3899266842,2047,Strategy 2
92,GRD,KOR,907.3149218395076,14442.14,222760.67513001885,2047,Strategy 2
93,GRL,KOR,3.750207423195178,8716.031,555.6777106689881,2047,Strategy 2
94,GUY,KOR,5985.780174480403,15077.83,1534293.7900991598,2047,Strategy 2
95,IDN,KOR,230742.61436180363,5291.684,20757289.009120952,2047,Strategy 2
96,ISL,KOR,1483.9456734309467,8396.076,211808.45111795596,2047,Strategy 2
97,KAZ,KOR,21162.654486149004,4552.944,1637990.4730353486,2047,Strategy 2
98,KGZ,KOR,2.229674289846342,4422.647,167.63805925242295,2047,Strategy 2
99,KHM,KOR,86865.16094138745,3628.807,5358687.369363967,2047,Strategy 2
100,LAO,KOR,194519.3392394048,3218.349,10642529.055670587,2047,Strategy 2
101,LCA,KOR,402.2522443429859,14239.55,97374.1460808808,2047,Strategy 2
102,LTU,KOR,9591.855580229188,7365.838,1201084.9234971914,2047,Strategy 2
103,LUX,KOR,3299.271903527297,8733.371,489834.0145774616,2047,Strategy 2
104,LVA,KOR,6276.8041275637415,7297.289,778662.1131588334,2047,Strategy 2
105,MDA,KOR,18288.9833690468,7611.25,2366434.419350177,2047,Strategy 2
106,MKD,KOR,3669.558318159118,8409.194,524586.4724591337,2047,Strategy 2
107,MNG,KOR,16138.540982667822,2003.103,549561.7175860828,2047,Strategy 2
108,NPL,KOR,6764.65518809638,4022.39,462571.38349479897,2047,Strategy 2
109,PHL,KOR,3138569.245960073,2615.751,139565165.94271824,2047,Strategy 2
110,PLW,KOR,16.990315507008535,3441.621,994.0618529742859,2047,Strategy 2
111,TTO,KOR,10279.990910476012,14603.4,2552087.9274547715,2047,Strategy 2
112,TUN,KOR,4370.337085734584,9513.838,706837.5436642062,2047,Strategy 2
113,UKR,KOR,107.48525938135916,7309.346,13355.9981622077,2047,Strategy 2
114,UZB,KOR,253231.41867191973,4896.334,21078395.28689644,2047,Strategy 2
115,MMR,KOR,641811.9884506717,3796.143,41418971.48364267,2047,Strategy 2
116,USA,KOR,3202263.952830036,11185.97,608947284.6434493,2047,Strategy 2
117,BRA,KOR,240927.6316207855,17565.08,71942523.10170367,2047,Strategy 2
118,CAN,KOR,548762.4989159692,10528.16,98216809.63998155,2047,Strategy 2
119,CZE,KOR,193957.38867146813,8262.063,27242298.796825655,2047,Strategy 2
120,FIN,KOR,38419.28023034208,7070.555,4617975.776793789,2047,Strategy 2
121,FRA,KOR,17720.590486304296,8981.467,2705667.277445352,2047,Strategy 2
122,DEU,KOR,87155.23772078895,8139.991,12060528.461051404,2047,Strategy 2
123,ITA,KOR,21627.3549371858,8982.659,3302609.6260360098,2047,Strategy 2
124,POL,KOR,72473.61793136322,7753.967,9553286.710776776,2047,Strategy 2
125,ROM,KOR,317729.5957025093,7946.07,42919927.34490525,2047,Strategy 2
126,SVK,KOR,18793.27447053708,8246.657,2634688.70391139,2047,Strategy 2
127,ESP,KOR,2394.425293651693,10012.64,407566.8140278877,2047,Strategy 2
128,USA,KOR,2836073.6756720603,11185.97,539311995.9155757,2047,Strategy 2
129,VNM,KOR,143266.57838118763,2740.135,6673686.017793105,2047,Strategy 2
130,CPV,NOR,396.8521395032234,5727.035,38637.363576917334,2047,Strategy 2
131,IRL,NOR,24357.19459804277,1267.015,524635.8255318658,2047,Strategy 2
132,PRT,NOR,39841.611398730034,2739.748,1855651.577489613,2047,Strategy 2
133,BRA,NOR,88603.26821880975,9917.605,14938447.670354547,2047,Strategy 2
134,GBR,NOR,52912.90153578727,1157.104,1040837.4103173153,2047,Strategy 2
135,AUT,RUS,36617.016030432016,1675.699,1043104.6514680414,2047,Strategy 2
136,SVN,RUS,8602.724569228918,1937.979,283422.29248514475,2047,Strategy 2
137,SVK,RUS,234.54448034722697,1632.621,6509.678148832491,2047,Strategy 2
138,BIH,YUG,5230.909133057977,196.5349,17476.955457368815,2047,Strategy 2
139,TUN,YUG,238.71589123760336,1240.114,5032.593618685898,2047,Strategy 2
140,BEL,SWE,35185.92027381577,1283.716,767868.3901137686,2047,Strategy 2
141,FRA,SWE,131694.78097671736,1545.797,3460747.7549409354,2047,Strategy 2
142,NLD,SWE,30501.67359481297,1128.93,585382.3243136676,2047,Strategy 2
143,AND,CHE,19.59189439639253,681.8435,227.0962993967334,2047,Strategy 2
144,MAR,CHE,178143.99099747115,1872.268,5670065.993526506,2047,Strategy 2
145,ESP,CHE,52053.39313684027,1153.117,1020402.0930741554,2047,Strategy 2
146,LKA,THA,151873.60126871872,2381.501,6148681.266015934,2047,Strategy 2
147,MYS,THA,168.43711908600022,1187.123,3399.2448280524077,2047,Strategy 2
0,FJI,JPN,5.045269592833658,7243.281,621.2531914880461,2047,Strategy 3
1,KIR,JPN,22.05845182234549,5142.157,1928.2763816064225,2047,Strategy 3
2,MEX,JPN,827418.5611590178,11312.39,159121384.77018428,2047,Strategy 3
3,NZL,JPN,22967.069784728166,9575.732,3738750.586425529,2047,Strategy 3
4,PYF,JPN,6102.903891965999,9502.387,985866.628289541,2047,Strategy 3
5,SLB,JPN,27.436221593129112,5452.721,2543.2350479056454,2047,Strategy 3
6,WSM,JPN,105.79562649502192,6454.711,11608.963299518262,2047,Strategy 3
7,USA,JPN,583679.9164607063,10918.79,108342333.39588393,2047,Strategy 3
8,ALB,KOR,56187.18027013853,8562.792,8179025.341234901,2047,Strategy 3
9,AND,KOR,19.59189439639253,9559.896,3184.0400388324215,2047,Strategy 3
10,ARE,KOR,274.10195237176947,6909.236,32195.196308954357,2047,Strategy 3
11,ARM,KOR,3.3254417102193403,6882.943,389.11003760145803,2047,Strategy 3
12,AUT,KOR,36617.016030432016,8289.029,5159831.632085171,2047,Strategy 3
13,AZE,KOR,45147.46971861685,6461.836,4959504.26732336,2047,Strategy 3
14,BDI,KOR,7661.439691867263,10923.19,1422685.1442727288,2047,Strategy 3
15,BGD,KOR,5.902458042483661,3800.079,381.3067165455956,2047,Strategy 3
16,BGR,KOR,117496.56316822734,8244.246,16467399.705527894,2047,Strategy 3
17,BHR,KOR,2.386023577663829,7136.002,289.4533733783561,2047,Strategy 3
18,BIH,KOR,5230.909133057977,8473.069,753471.518291217,2047,Strategy 3
19,BLR,KOR,95020.5765026554,7292.729,11780308.335579772,2047,Strategy 3
20,BRN,KOR,102.67739260455308,3825.485,6677.444029213089,2047,Strategy 3
21,COM,KOR,754.4208132794448,10261.17,131601.08368217692,2047,Strategy 3
22,CYP,KOR,5722.634475034033,8012.453,779489.7760456278,2047,Strategy 3
23,DNK,KOR,24232.03712317984,7955.016,3277026.1314673233,2047,Strategy 3
24,DZA,KOR,5078.7714776912135,9954.01,859420.415303103,2047,Strategy 3
25,EGY,KOR,1116610.72000607,8497.368,161300287.41082117,2047,Strategy 3
26,EST,KOR,5069.263404469184,7122.724,613818.3899266842,2047,Strategy 3
27,ETH,KOR,12686.641334675607,9244.567,1993802.5989974272,2047,Strategy 3
28,GEO,KOR,1218.8021589589184,6783.199,140545.4189594156,2047,Strategy 3
29,GRC,KOR,40620.78027666277,8528.293,5889240.57349602,2047,Strategy 3
30,GRL,KOR,3.750207423195178,8716.031,555.6777106689881,2047,Strategy 3
31,HRV,KOR,74840.58734939029,8485.063,10795460.676481854,2047,Strategy 3
32,IDN,KOR,230742.61436180363,5291.684,20757289.009120952,2047,Strategy 3
33,IRL,KOR,24357.19459804277,8968.355,3713547.455308608,2047,Strategy 3
34,IRN,KOR,66.1583619895482,6562.448,7380.733775466973,2047,Strategy 3
35,ISL,KOR,1483.9456734309467,8396.076,211808.45111795596,2047,Strategy 3
36,ISR,KOR,48029.29509325092,8092.951,6607878.4398217425,2047,Strategy 3
37,JOR,KOR,61209.75313663074,8009.55,8334463.830003513,2047,Strategy 3
38,KAZ,KOR,21162.654486149004,4552.944,1637990.4730353486,2047,Strategy 3
39,KEN,KOR,1480551.1608921818,10118.59,254678532.9085644,2047,Strategy 3
40,KGZ,KOR,2.229674289846342,4422.647,167.63805925242295,2047,Strategy 3
41,KHM,KOR,86865.16094138745,3628.807,5358687.369363967,2047,Strategy 3
42,KWT,KOR,12.178821733680298,7181.025,1486.7591967817266,2047,Strategy 3
43,LAO,KOR,194519.3392394048,3218.349,10642529.055670587,2047,Strategy 3
44,LBN,KOR,98337.81458715197,7926.322,13250772.114299081,2047,Strategy 3
45,LKA,KOR,432182.6977576987,5840.513,42910867.298691474,2047,Strategy 3
46,LTU,KOR,9591.855580229188,7365.838,1201084.9234971914,2047,Strategy 3
47,LUX,KOR,3299.271903527297,8733.371,489834.0145774616,2047,Strategy 3
48,LVA,KOR,6276.8041275637415,7297.289,778662.1131588334,2047,Strategy 3
49,MAR,KOR,178143.99099747115,10750.38,32556965.164969698,2047,Strategy 3
50,MDA,KOR,18288.9833690468,7611.25,2366434.419350177,2047,Strategy 3
51,MDG,KOR,59745.21516596902,10400.05,10563004.824776214,2047,Strategy 3
52,MDV,KOR,3285.8674993643563,6570.516,367027.36463370937,2047,Strategy 3
53,MKD,KOR,3669.558318159118,8409.194,524586.4724591337,2047,Strategy 3
54,MLT,KOR,2230.336485674046,9305.214,352813.89095048385,2047,Strategy 3
55,MNG,KOR,16138.540982667822,2003.103,549561.7175860828,2047,Strategy 3
56,MUS,KOR,18896.182945809967,9691.986,3113406.189591893,2047,Strategy 3
57,MWI,KOR,107552.93117259188,11233.9,20540060.84949626,2047,Strategy 3
58,MYS,KOR,168.43711908600022,4614.067,13212.062596746326,2047,Strategy 3
59,NPL,KOR,6764.65518809638,4022.39,462571.38349479897,2047,Strategy 3
60,OMN,KOR,24324.511103091187,6590.233,2725171.3282677853,2047,Strategy 3
61,PAK,KOR,7141559.469542795,4828.073,586159497.6974962,2047,Strategy 3
62,PAL,KOR,822.8781191291978,8153.009,114051.85608977819,2047,Strategy 3
63,PHL,KOR,3138569.245960073,2615.751,139565165.94271824,2047,Strategy 3
64,PLW,KOR,16.990315507008535,3441.621,994.0618529742859,2047,Strategy 3
65,PRT,KOR,39841.611398730034,10433.49,7066679.919913109,2047,Strategy 3
66,QAT,KOR,11.02310503842693,7113.408,1333.0013406081696,2047,Strategy 3
67,RWA,KOR,5.577336343160796,10759.94,1020.2006750079029,2047,Strategy 3
68,SAU,KOR,309500.61604272324,7557.272,39762665.7732412,2047,Strategy 3
69,SDN,KOR,20.790093498552533,9354.622,3306.2189224014805,2047,Strategy 3
70,SVN,KOR,8602.724569228918,8551.701,1250654.7811237916,2047,Strategy 3
71,SYC,KOR,2463.086063876367,8724.406,365312.3681813892,2047,Strategy 3
72,TJK,KOR,9349.15427727446,5008.503,796029.5431682634,2047,Strategy 3
73,TUN,KOR,4609.052976972188,9513.838,745446.3170576292,2047,Strategy 3
74,TZA,KOR,245421.97025188865,10545.37,43997113.20139771,2047,Strategy 3
75,UGA,KOR,1618586.4428683082,10384.14,285729679.82239074,2047,Strategy 3
76,UKR,KOR,107.48525938135916,7309.346,13355.9981622077,2047,Strategy 3
77,UZB,KOR,253231.41867191973,4896.334,21078395.28689644,2047,Strategy 3
78,YEM,KOR,100235.27285887297,8353.075,14233636.781205717,2047,Strategy 3
79,MMR,KOR,641811.9884506717,3796.143,41418971.48364267,2047,Strategy 3
80,USA,KOR,2618584.03636933,11185.97,497953842.04620594,2047,Strategy 3
81,AUS,KOR,35219.99999999723,8418.786,5040663.929639603,2047,Strategy 3
82,BEL,JPN,35799.99999999717,9463.263,5759341.8617995465,2047,Strategy 3
83,BRA,SWE,157999.99999996682,10235.23,27491827.779994227,2047,Strategy 3
84,CAN,KOR,111499.9999999926,10528.16,19956127.279998675,2047,Strategy 3
85,CZE,HUN,48339.99999999949,445.1513,365816.43531399616,2047,Strategy 3
86,CZE,JPN,7250.0000000000055,9082.237,1119385.710250001,2047,Strategy 3
87,FIN,SWE,9810.000000000007,397.8922,66356.48219400005,2047,Strategy 3
88,FRA,KOR,154829.99999996857,8981.467,23640209.105365206,2047,Strategy 3
89,DEU,KOR,89510.00000000479,8139.991,12386380.104970664,2047,Strategy 3
90,ITA,HUN,47759.999999999294,811.4083,658798.6269359904,2047,Strategy 3
91,ITA,JPN,92190.0000000033,9869.275,15467423.858250555,2047,Strategy 3
92,NLD,KOR,27519.99999999808,8573.183,4010877.9347197204,2047,Strategy 3
93,POL,KOR,84720.00000000744,7753.967,11167573.43208098,2047,Strategy 3
94,ROM,SWE,31989.999999997588,1746.583,949844.2328899285,2047,Strategy 3
95,SVK,KOR,17919.999999999134,8246.657,2512261.5884798784,2047,Strategy 3
96,ESP,JPN,60120.00000000343,10777.42,11014954.33680063,2047,Strategy 3
97,TUR,HUN,25229.99999999833,1390.226,596281.8336599605,2047,Strategy 3
98,USA,KOR,159139.99999996618,11185.97,30262299.51859357,2047,Strategy 3
99,GBR,KOR,45999.99999999871,8875.39,6940554.979999806,2047,Strategy 3
100,VNM,KOR,53360.000000001164,2740.135,2485631.261200055,2047,Strategy 3
0,DZA,HUN,5714.996247006773,1771.935,172152.2318739791,2048,Strategy 2
1,HRV,HUN,76044.02812153654,302.1079,390549.5279367519,2048,Strategy 2
2,ITA,HUN,87869.70061407179,811.4083,1212069.4747451402,2048,Strategy 2
3,AGO,IND,2550.356905035836,8025.968,347974.4094427432,2048,Strategy 2
4,ARE,IND,280.99624412842115,2312.871,11048.437090610274,2048,Strategy 2
5,ARM,IND,3.4941701030146333,3245.064,192.7596953898743,2048,Strategy 2
6,AZE,IND,56142.8567170016,2811.586,2683457.9890739704,2048,Strategy 2
7,BDI,IND,9450.005447332704,6231.257,1001052.0140934108,2048,Strategy 2
8,BEN,IND,498.2113784358613,8152.097,69044.94721971845,2048,Strategy 2
9,BFA,IND,108852.5013365702,8289.058,15338839.849406438,2048,Strategy 2
10,BHR,IND,2.577263831545797,2634.919,115.44498444179794,2048,Strategy 2
11,BWA,IND,2490.544781121287,8087.728,342428.42894598463,2048,Strategy 2
12,CIV,IND,3985.424703027161,8923.044,604556.0397245709,2048,Strategy 2
13,CMR,IND,1.5008381119449332,7444.171,189.93242432679887,2048,Strategy 2
14,COG,IND,3.2295791375017844,7559.667,415.047228104232,2048,Strategy 2
15,COM,IND,1077.4736532511238,5782.406,105916.63199582072,2048,Strategy 2
16,CYP,IND,5926.081193007434,4175.156,420619.3286410266,2048,Strategy 2
17,EGY,IND,1433574.151195384,4432.625,108026442.57302147,2048,Strategy 2
18,ETH,IND,15172.633403326652,4561.518,1176574.0864034884,2048,Strategy 2
19,GEO,IND,1445.3755411846391,3262.36,80160.70095916504,2048,Strategy 2
20,GHA,IND,21.04326247270801,8498.109,3040.074949547598,2048,Strategy 2
21,GIN,IND,11.933752031502234,9794.44,1987.0351102062548,2048,Strategy 2
22,GRC,IND,38977.27759043749,5013.934,3322301.4547482543,2048,Strategy 2
23,IRN,IND,68.31896506696526,2544.592,2955.346163280548,2048,Strategy 2
24,ISR,IND,48332.78050977179,4069.441,3343685.7770579257,2048,Strategy 2
25,JOR,IND,75133.2282250208,3961.406,5059764.758529435,2048,Strategy 2
26,KEN,IND,1631212.4931149425,5439.083,150829102.39171472,2048,Strategy 2
27,KWT,IND,12.945311462322284,2838.48,624.6651305527334,2048,Strategy 2
28,LBN,IND,101284.89673201958,3985.349,6862146.252402979,2048,Strategy 2
29,LKA,IND,292014.6855056348,2431.215,12069158.221566895,2048,Strategy 2
30,LSO,IND,27395.020198553317,8338.232,3883242.5790238017,2048,Strategy 2
31,MDG,IND,81717.00681561597,6175.918,8579518.066077651,2048,Strategy 2
32,MDV,IND,3915.183217450913,2750.004,183035.081648289,2048,Strategy 2
33,MLI,IND,14953.104484481328,8884.225,2258394.6597068994,2048,Strategy 2
34,MLT,IND,2296.4425503873363,5856.019,228616.1905271039,2048,Strategy 2
35,MOZ,IND,139.29039215593443,7723.632,18289.07141251811,2048,Strategy 2
36,MUS,IND,20874.974167898985,5828.435,2068363.3110927318,2048,Strategy 2
37,MWI,IND,137240.92075705406,6653.143,15522419.011221934,2048,Strategy 2
38,NAM,IND,45248.83209288984,8601.866,6616814.635432146,2048,Strategy 2
39,NER,IND,99379.45436240666,7865.206,13287877.97237476,2048,Strategy 2
40,NGA,IND,7346597.492378891,7585.293,947343607.0569057,2048,Strategy 2
41,OMN,IND,29811.229260613687,1936.222,981259.6850045474,2048,Strategy 2
42,PAK,IND,7668300.002809611,683.3699,89084851.90353008,2048,Strategy 2
43,PAL,IND,1010.9764140081872,4106.997,70585.31068984052,2048,Strategy 2
44,QAT,IND,11.382238760025327,2570.834,497.4513888066462,2048,Strategy 2
45,RWA,IND,5.771044636696048,6067.339,595.253031314435,2048,Strategy 2
46,SAU,IND,368224.5533997834,3053.153,19112180.29806555,2048,Strategy 2
47,SDN,IND,21.76314781029205,4801.305,1776.3556767540028,2048,Strategy 2
48,SEN,IND,660984.9191625997,9685.851,108837424.48435177,2048,Strategy 2
49,SYC,IND,2490.221117275552,4372.486,185103.76852725906,2048,Strategy 2
50,TGO,IND,20719.74514494381,8309.508,2926905.0966778193,2048,Strategy 2
51,TJK,IND,12612.16276492948,1356.548,290853.0709654725,2048,Strategy 2
52,TZA,IND,321905.9628228795,5894.054,32254629.17260075,2048,Strategy 2
53,UGA,IND,1715463.5750044547,5691.471,165979690.20780104,2048,Strategy 2
54,YEM,IND,135209.82026006372,3691.113,8484270.329922937,2048,Strategy 2
55,ZAF,IND,9858.083716387702,8000.751,1340825.2435835346,2048,Strategy 2
56,ZMB,IND,156.77710220911436,7197.28,19182.26793718945,2048,Strategy 2
57,ZWE,IND,14.944373939718597,7167.757,1820.9998955896044,2048,Strategy 2
58,SWZ,IND,573.7732773127163,7850.425,76574.18936931058,2048,Strategy 2
59,BRA,IND,137630.77797424677,14251.55,33344682.5352609,2048,Strategy 2
60,TUR,IND,383061.9140509368,4222.863,27499505.720432986,2048,Strategy 2
61,ABW,JPN,2.0351971992784788,13815.84,478.00530085255286,2048,Strategy 2
62,BOL,JPN,48806.19123339788,16965.66,14076497.188133756,2048,Strategy 2
63,CHL,JPN,137820.48804221864,17247.38,40409719.59384322,2048,Strategy 2
64,COL,JPN,50440.81112128788,14262.86,12230313.864259327,2048,Strategy 2
65,CRI,JPN,15767.080930722728,13182.38,3533410.089432192,2048,Strategy 2
66,DOM,JPN,71615.7278095492,13248.36,16129446.042609626,2048,Strategy 2
67,ECU,JPN,51550.911904822686,14448.87,12662491.216402004,2048,Strategy 2
68,FJI,JPN,5.302338473084839,7243.281,652.9075678002953,2048,Strategy 2
69,GTM,JPN,101103.71260067128,12332.35,21196388.291545104,2048,Strategy 2
70,HND,JPN,9202.261767080414,12611.31,1972893.7893785813,2048,Strategy 2
71,JAM,JPN,5.426810281887208,12929.15,1192.788750653054,2048,Strategy 2
72,KIR,JPN,24.35763375220925,5142.157,2129.263207340104,2048,Strategy 2
73,MEX,JPN,969143.0264096436,11312.39,186376505.9689452,2048,Strategy 2
74,NIC,JPN,39049.36072675864,12845.07,8527060.123837916,2048,Strategy 2
75,NZL,JPN,23343.981487802102,9575.732,3800107.0791826216,2048,Strategy 2
76,PAN,JPN,10.84985678798427,13584.86,2505.6943532418722,2048,Strategy 2
77,PER,JPN,123927.29099868026,15505.62,32666681.191534266,2048,Strategy 2
78,PYF,JPN,6474.380748578084,9502.387,1045875.2147917574,2048,Strategy 2
79,SLB,JPN,31.823074536358103,5452.721,2949.879895752407,2048,Strategy 2
80,SLV,JPN,11.195878598952756,12509.61,2380.953272964172,2048,Strategy 2
81,WSM,JPN,135.0634971808815,6454.711,14820.529296182383,2048,Strategy 2
82,AUS,JPN,81685.84538105517,7958.28,11051340.102845445,2048,Strategy 2
83,USA,JPN,1507914.7997488435,10918.79,279898285.61794454,2048,Strategy 2
84,ALB,KOR,55504.68883882248,8562.792,8079676.794376494,2048,Strategy 2
85,BGD,KOR,6.109519345331725,3800.079,394.6831547929103,2048,Strategy 2
86,BGR,KOR,118496.64759974855,8244.246,16607563.720789824,2048,Strategy 2
87,BLR,KOR,109526.3359381734,7292.729,13578680.06812101,2048,Strategy 2
88,BMU,KOR,1.8437343061984452,12169.14,381.42323521383975,2048,Strategy 2
89,BRN,KOR,109.41141711019102,3825.485,7115.379494724246,2048,Strategy 2
90,DNK,KOR,24077.75950243926,7955.016,3256162.355462958,2048,Strategy 2
91,EST,KOR,5221.886147992219,7122.724,632298.9144567194,2048,Strategy 2
92,GRD,KOR,918.2960631268364,14442.14,225456.72518715236,2048,Strategy 2
93,GRL,KOR,4.073792479970929,8716.031,603.6241262308895,2048,Strategy 2
94,GUY,KOR,6172.601847725276,15077.83,1582180.502400689,2048,Strategy 2
95,IDN,KOR,249389.3063096639,5291.684,22434719.83348911,2048,Strategy 2
96,ISL,KOR,1501.3360645341454,8396.076,214290.63888928303,2048,Strategy 2
97,KAZ,KOR,24092.91918958725,4552.944,1864793.1017341746,2048,Strategy 2
98,KGZ,KOR,2.348992517885232,4422.647,176.60900010820868,2048,Strategy 2
99,KHM,KOR,110712.80278463232,3628.807,6829841.693486386,2048,Strategy 2
100,LAO,KOR,196408.39562599183,3218.349,10745882.982126761,2048,Strategy 2
101,LCA,KOR,466.525974127895,14239.55,112933.03889317875,2048,Strategy 2
102,LTU,KOR,9872.953695663611,7365.838,1236283.817563911,2048,Strategy 2
103,LUX,KOR,3352.4991311912718,8733.371,497736.5177278078,2048,Strategy 2
104,LVA,KOR,6465.552651122944,7297.289,802077.106079325,2048,Strategy 2
105,MDA,KOR,22367.8666875726,7611.25,2894206.2305383785,2048,Strategy 2
106,MKD,KOR,4352.452542998775,8409.194,622210.5027677908,2048,Strategy 2
107,MNG,KOR,20201.26479663928,2003.103,687908.6400050231,2048,Strategy 2
108,NPL,KOR,8147.373510949444,4022.39,557122.5335240349,2048,Strategy 2
109,PHL,KOR,3181152.1368034994,2615.751,141458732.01093015,2048,Strategy 2
110,PLW,KOR,18.43554790071965,3441.621,1078.6188696275854,2048,Strategy 2
111,TTO,KOR,10337.187810435644,14603.4,2566287.5040055704,2048,Strategy 2
112,TUN,KOR,5328.499370365412,9513.838,861806.156476895,2048,Strategy 2
113,UKR,KOR,113.21793465170006,7309.346,14068.33398216931,2048,Strategy 2
114,UZB,KOR,333190.0767340164,4896.334,27733968.31998135,2048,Strategy 2
115,MMR,KOR,786137.0748269312,3796.143,50732908.81196043,2048,Strategy 2
116,USA,KOR,3235121.696288788,11185.97,615195562.0976034,2048,Strategy 2
117,BRA,KOR,241633.33087059285,17565.08,72153249.38594337,2048,Strategy 2
118,CAN,KOR,554695.5141342576,10528.16,99278693.10949133,2048,Strategy 2
119,CZE,KOR,198428.86846612583,8262.063,27870340.808859367,2048,Strategy 2
120,FIN,KOR,41191.85598341707,7070.555,4951237.815808102,2048,Strategy 2
121,FRA,KOR,17487.732758382823,8981.467,2670113.4094619835,2048,Strategy 2
122,DEU,KOR,85488.59056940034,8139.991,11829898.083239263,2048,Strategy 2
123,ITA,KOR,20894.97152519323,8982.659,3190770.8684338517,2048,Strategy 2
124,POL,KOR,71157.25765974466,7753.967,9379767.470970675,2048,Strategy 2
125,ROM,KOR,318897.9200702672,7946.07,43077748.32745672,2048,Strategy 2
126,SVK,KOR,18752.37328819691,8246.657,2628954.6375432755,2048,Strategy 2
127,ESP,KOR,2361.4533843908703,10012.64,401954.50444968586,2048,Strategy 2
128,USA,KOR,2865174.019253356,11185.97,544845760.6105069,2048,Strategy 2
129,VNM,KOR,150733.70039149604,2740.135,7021521.698078285,2048,Strategy 2
130,CPV,NOR,509.3197375910936,5727.035,49587.16337737515,2048,Strategy 2
131,IRL,NOR,24829.13657337217,1267.015,534801.1040836894,2048,Strategy 2
132,PRT,NOR,39067.85344805962,2739.748,1819613.2469264457,2048,Strategy 2
133,BRA,NOR,88862.79536184376,9917.605,14982203.761108175,2048,Strategy 2
134,GBR,NOR,52916.67493824453,1157.104,1040911.6360416225,2048,Strategy 2
135,AUT,RUS,36006.84681219943,1675.699,1025722.8323380483,2048,Strategy 2
136,SVN,RUS,8864.304759948182,1937.979,292040.22006445355,2048,Strategy 2
137,SVK,RUS,234.0340239830313,1632.621,6495.51065857641,2048,Strategy 2
138,BIH,YUG,6370.933845856001,196.5349,21285.884387132723,2048,Strategy 2
139,TUN,YUG,291.0524866165981,1240.114,6135.950477596952,2048,Strategy 2
140,BEL,SWE,34728.322749761246,1283.716,757882.1606395525,2048,Strategy 2
141,FRA,SWE,129964.24341358956,1545.797,3415271.738791941,2048,Strategy 2
142,NLD,SWE,30291.686944944024,1128.93,581352.3004268463,2048,Strategy 2
143,AND,CHE,21.037215338696456,681.8435,243.8495051254381,2048,Strategy 2
144,MAR,CHE,231438.39287496128,1872.268,7366349.848170707,2048,Strategy 2
145,ESP,CHE,51336.60328343526,1153.117,1006350.8694625453,2048,Strategy 2
146,LKA,THA,158215.7784623897,2381.501,6405447.588607313,2048,Strategy 2
147,MYS,THA,182.4293021369878,1187.123,3681.6223474930457,2048,Strategy 2
0,FJI,JPN,5.302338473084839,7243.281,652.9075678002953,2048,Strategy 3
1,KIR,JPN,24.35763375220925,5142.157,2129.263207340104,2048,Strategy 3
2,MEX,JPN,824422.5789004433,11312.39,158545225.53456897,2048,Strategy 3
3,NZL,JPN,23343.981487802102,9575.732,3800107.0791826216,2048,Strategy 3
4,PYF,JPN,6474.380748578084,9502.387,1045875.2147917574,2048,Strategy 3
5,SLB,JPN,31.823074536358103,5452.721,2949.879895752407,2048,Strategy 3
6,WSM,JPN,135.0634971808815,6454.711,14820.529296182383,2048,Strategy 3
7,USA,JPN,589668.9308703843,10918.79,109454010.83687016,2048,Strategy 3
8,ALB,KOR,55504.68883882248,8562.792,8079676.794376494,2048,Strategy 3
9,AND,KOR,21.037215338696456,9559.896,3418.931043048229,2048,Strategy 3
10,ARE,KOR,280.99624412842115,6909.236,33004.97921854689,2048,Strategy 3
11,ARM,KOR,3.4941701030146333,6882.943,408.85295207301544,2048,Strategy 3
12,AUT,KOR,36006.84681219943,8289.029,5073850.556222937,2048,Strategy 3
13,AZE,KOR,56142.8567170016,6461.836,6167360.855504967,2048,Strategy 3
