,country,type,scrap,year,Strategy type,recycling_m,CO2,CO2_em
27,Thailand,NMC811,754.1554597821771,2025,Strategy 2,Direct,2.397518212,1808.1014495070033
28,Thailand,NMC523,3761.917775953352,2025,Strategy 2,Direct,2.496014242,9389.800346012533
29,Thailand,NCA,10117.03567514251,2025,Strategy 2,Direct,2.452491446,24811.94345216384
30,Viet Nam,LFP,0.0,2025,Strategy 2,Direct,2.252335332,0.0
31,Viet Nam,NMC111,630.4294275971235,2025,Strategy 2,Direct,2.557347078,1612.2268545507163
32,Viet Nam,NMC622,232.18465340045665,2025,Strategy 2,Direct,2.478807863,575.5411445169817
33,Viet Nam,NMC811,92.23796174607374,2025,Strategy 2,Direct,2.397518212,221.1421931239711
34,Viet Nam,NMC523,571.6040069363997,2025,Strategy 2,Direct,2.496014242,1426.7317420975207
35,Viet Nam,NCA,1473.543950319946,2025,Strategy 2,Direct,2.452491446,3613.853933464716
36,France,LFP,32.50367112073725,2025,Strategy 2,Direct,2.252335332,73.20916688494455
37,France,NMC111,6077.928485640664,2025,Strategy 2,Direct,2.557347078,15543.372653046115
38,France,NMC622,3117.885666482185,2025,Strategy 2,Direct,2.478807863,7728.639506011036
39,France,NMC811,1635.5687885707066,2025,Strategy 2,Direct,2.397518212,3921.3059575770467
40,France,NMC523,6659.458076567,2025,Strategy 2,Direct,2.496014242,16622.102203113158
41,France,NCA,9894.610359314931,2025,Strategy 2,Direct,2.452491446,24266.44726772285
42,Germany,LFP,82.97527346166017,2025,Strategy 2,Direct,2.252335332,186.88814010005913
43,Germany,NMC111,13890.585496198993,2025,Strategy 2,Direct,2.557347078,35523.048230413675
44,Germany,NMC622,7340.767789986183,2025,Strategy 2,Direct,2.478807863,18196.352918274883
45,Germany,NMC811,4074.8453616521947,2025,Strategy 2,Direct,2.397518212,9769.515965644863
46,Germany,NMC523,15331.888368302578,2025,Strategy 2,Direct,2.496014242,38268.61172403738
47,Germany,NCA,23246.99099367587,2025,Strategy 2,Direct,2.452491446,57013.04655722911
48,Hungary,LFP,3.5917827361026218,2025,Strategy 2,Direct,2.252335332,8.089899161391566
49,Hungary,NMC111,655.9232521130557,2025,Strategy 2,Direct,2.557347078,1677.4234121835802
50,Hungary,NMC622,326.5475387229436,2025,Strategy 2,Direct,2.478807863,809.4486066297296
51,Hungary,NMC811,166.92571900921845,2025,Strategy 2,Direct,2.397518212,400.20745137579587
52,Hungary,NMC523,703.1516085152357,2025,Strategy 2,Direct,2.496014242,1755.076429139237
53,Hungary,NCA,1042.3340541930154,2025,Strategy 2,Direct,2.452491446,2556.3153517828705
54,Italy,LFP,17.577552782948484,2025,Strategy 2,Direct,2.252335332,39.590543183129796
55,Italy,NMC111,3082.5663653331717,2025,Strategy 2,Direct,2.557347078,7883.192087125866
56,Italy,NMC622,1665.7836345682147,2025,Strategy 2,Direct,2.478807863,4129.157571424409
57,Italy,NMC811,970.1306099800116,2025,Strategy 2,Direct,2.397518212,2325.905805445747
58,Italy,NMC523,3423.6618244381602,2025,Strategy 2,Direct,2.496014242,8545.508673589353
59,Italy,NCA,5287.98574141564,2025,Strategy 2,Direct,2.452491446,12968.739797391825
60,Poland,LFP,2.9042273264779284,2025,Strategy 2,Direct,2.252335332,6.541293819586137
61,Poland,NMC111,723.3372168013013,2025,Strategy 2,Direct,2.557347078,1849.8243177954603
62,Poland,NMC622,346.20828240568807,2025,Strategy 2,Direct,2.478807863,858.1838126629442
63,Poland,NMC811,188.0703579818878,2025,Strategy 2,Direct,2.397518212,450.9021083989356
64,Poland,NMC523,745.9760733442803,2025,Strategy 2,Direct,2.496014242,1861.9669032585603
65,Poland,NCA,1338.5023882796143,2025,Strategy 2,Direct,2.452491446,3282.6656577063245
66,Slovakia,LFP,1.2977721022659305,2025,Strategy 2,Direct,2.252335332,2.9230179588174723
67,Slovakia,NMC111,234.908011804556,2025,Strategy 2,Direct,2.557347078,600.7413175871708
68,Slovakia,NMC622,118.7167177055615,2025,Strategy 2,Direct,2.478807863,294.2759333180972
69,Slovakia,NMC811,61.92912484436833,2025,Strategy 2,Direct,2.397518212,148.47620466759474
70,Slovakia,NMC523,253.52907032939274,2025,Strategy 2,Direct,2.496014242,632.812170303184
71,Slovakia,NCA,378.1274421398996,2025,Strategy 2,Direct,2.452491446,927.3543173459636
72,Spain,LFP,12.761450623769447,2025,Strategy 2,Direct,2.252335332,28.743066127489364
73,Spain,NMC111,2514.0487769333363,2025,Strategy 2,Direct,2.557347078,6429.295293639941
74,Spain,NMC622,1260.5113012677875,2025,Strategy 2,Direct,2.478807863,3124.565324982954
75,Spain,NMC811,651.9141200591013,2025,Strategy 2,Direct,2.397518212,1562.9759755016498
76,Spain,NMC523,2693.7191510710873,2025,Strategy 2,Direct,2.496014242,6723.561365021584
77,Spain,NCA,4334.59705309614,2025,Strategy 2,Direct,2.452491446,10630.562194575092
78,Sweden,LFP,15.967049995949674,2025,Strategy 2,Direct,2.252335332,35.96315085368791
79,Sweden,NMC111,2633.3106103635723,2025,Strategy 2,Direct,2.557347078,6734.289194879678
80,Sweden,NMC622,1351.7842046948688,2025,Strategy 2,Direct,2.478807863,3350.813315676842
81,Sweden,NMC811,690.6345508063249,2025,Strategy 2,Direct,2.397518212,1655.8089133946032
82,Sweden,NMC523,2877.735903915018,2025,Strategy 2,Direct,2.496014242,7182.869800886629
83,Sweden,NCA,4272.22214936539,2025,Strategy 2,Direct,2.452491446,10477.588276730352
84,United Kingdom,LFP,0.1993838141833355,2025,Strategy 2,Direct,2.252335332,0.44907920931404927
85,United Kingdom,NMC111,3281.2606325382626,2025,Strategy 2,Direct,2.557347078,8391.322290778156
86,United Kingdom,NMC622,1663.1674316386006,2025,Strategy 2,Direct,2.478807863,4122.672507031279
87,United Kingdom,NMC811,1118.0235067313852,2025,Strategy 2,Direct,2.397518212,2680.4817188326006
88,United Kingdom,NMC523,3579.517712163194,2025,Strategy 2,Direct,2.496014242,8934.52718905059
89,United Kingdom,NCA,10647.58440828211,2025,Strategy 2,Direct,2.452491446,26113.109681874845
90,Norway,LFP,0.0,2025,Strategy 2,Direct,2.252335332,0.0
91,Norway,NMC111,2020.69964893685,2025,Strategy 2,Direct,2.557347078,5167.630342724279
92,Norway,NMC622,841.210430665214,2025,Strategy 2,Direct,2.478807863,2085.199029970549
93,Norway,NMC811,452.92006238335586,2025,Strategy 2,Direct,2.397518212,1085.8840981442718
94,Norway,NMC523,1950.658040662719,2025,Strategy 2,Direct,2.496014242,4868.870250765962
95,Norway,NCA,5410.257118682893,2025,Strategy 2,Direct,2.452491446,13268.6093042304
96,Russian Federation,LFP,0.0,2025,Strategy 2,Direct,2.252335332,0.0
97,Russian Federation,NMC111,564.5894933247178,2025,Strategy 2,Direct,2.557347078,1443.8512910234674
98,Russian Federation,NMC622,222.79208515857673,2025,Strategy 2,Direct,2.478807863,552.2587725052456
99,Russian Federation,NMC811,103.22479811426224,2025,Strategy 2,Direct,2.397518212,247.48333340896698
100,Russian Federation,NMC523,540.0356733975586,2025,Strategy 2,Direct,2.496014242,1347.936731988367
101,Russian Federation,NCA,1359.7238211121537,2025,Strategy 2,Direct,2.452491446,3334.7110401999907
102,Serbia,LFP,0.16643687306504254,2025,Strategy 2,Direct,2.252335332,0.37487164975199444
103,Serbia,NMC111,56.55428101828622,2025,Strategy 2,Direct,2.557347078,144.6289253105051
104,Serbia,NMC622,25.73640561021829,2025,Strategy 2,Direct,2.478807863,63.795604591966416
105,Serbia,NMC811,14.239400237561785,2025,Strategy 2,Direct,2.397518212,34.139221397511506
106,Serbia,NMC523,56.13624997694639,2025,Strategy 2,Direct,2.496014242,140.11687943493038
107,Serbia,NCA,113.9834118057575,2025,Strategy 2,Direct,2.452491446,279.54334243951564
108,Turkey,LFP,0.01114214849567441,2025,Strategy 2,Direct,2.252335332,0.025095854731198124
109,Turkey,NMC111,1557.0132739948797,2025,Strategy 2,Direct,2.557347078,3981.8233466580186
110,Turkey,NMC622,687.751894774728,2025,Strategy 2,Direct,2.478807863,1704.8048045607445
111,Turkey,NMC811,372.6286661216019,2025,Strategy 2,Direct,2.397518212,893.384013339808
112,Turkey,NMC523,1568.500856030767,2025,Strategy 2,Direct,2.496014242,3915.0004752419864
113,Turkey,NCA,4354.680132923751,2025,Strategy 2,Direct,2.452491446,10679.815776061643
114,USA,LFP,10.303454819175323,2025,Strategy 2,Direct,2.252335332,23.20683533089425
115,USA,NMC111,6557.4836137455195,2025,Strategy 2,Direct,2.557347078,16769.761558644983
116,USA,NMC622,3059.244422268845,2025,Strategy 2,Direct,2.478807863,7583.279128758905
117,USA,NMC811,2321.117000286725,2025,Strategy 2,Direct,2.397518212,5564.920280370233
118,USA,NMC523,7130.106790143068,2025,Strategy 2,Direct,2.496014242,17796.848095178004
119,USA,NCA,55317.29781894445,2025,Strategy 2,Direct,2.452491446,135665.1997167957
120,Canada,LFP,0.0,2025,Strategy 2,Direct,2.252335332,0.0
121,Canada,NMC111,1248.719152745213,2025,Strategy 2,Direct,2.557347078,3193.408276515606
122,Canada,NMC622,602.8156483363596,2025,Strategy 2,Direct,2.478807863,1494.264169035611
123,Canada,NMC811,361.7635783045187,2025,Strategy 2,Direct,2.397518212,867.3347674233718
124,Canada,NMC523,1322.2993451207988,2025,Strategy 2,Direct,2.496014242,3300.477997608787
125,Canada,NCA,3893.7313635310456,2025,Strategy 2,Direct,2.452491446,9549.342862081805
126,Brazil,LFP,0.0,2025,Strategy 2,Direct,2.252335332,0.0
127,Brazil,NMC111,775.7818942172253,2025,Strategy 2,Direct,2.557347078,1983.943560341726
128,Brazil,NMC622,363.7530119479138,2025,Strategy 2,Direct,2.478807863,901.6738262064217
129,Brazil,NMC811,230.56717156895394,2025,Strategy 2,Direct,2.397518212,552.7889929258957
130,Brazil,NMC523,799.1828072227552,2025,Strategy 2,Direct,2.496014242,1994.7716687895374
131,Brazil,NCA,2281.9799763807887,2025,Strategy 2,Direct,2.452491446,5596.536372017165
132,Australia,LFP,0.0,2025,Strategy 2,Direct,2.252335332,0.0
133,Australia,NMC111,349.9995974951503,2025,Strategy 2,Direct,2.557347078,895.0704479553987
134,Australia,NMC622,172.7707004842578,2025,Strategy 2,Direct,2.478807863,428.26537085639615
135,Australia,NMC811,104.98775626896702,2025,Strategy 2,Direct,2.397518212,251.71005769186561
136,Australia,NMC523,375.8289336369483,2025,Strategy 2,Direct,2.496014242,938.074370913496
137,Australia,NCA,1112.985128806924,2025,Strategy 2,Direct,2.452491446,2729.586507924189
138,Czechia,LFP,0.3282341834575253,2025,Strategy 2,Direct,2.252335332,0.7392934485715541
139,Czechia,NMC111,57.89088938849815,2025,Strategy 2,Direct,2.557347078,148.04709682049696
140,Czechia,NMC622,30.770840793915575,2025,Strategy 2,Direct,2.478807863,76.27500211107909
141,Czechia,NMC811,16.98350211251918,2025,Strategy 2,Direct,2.397518212,40.71825561830521
142,Czechia,NMC523,63.99293366715537,2025,Strategy 2,Direct,2.496014242,159.7272738205811
143,Czechia,NCA,97.2004888368253,2025,Strategy 2,Direct,2.452491446,238.38336741933253
144,Netherlands,LFP,12.8804970177638,2025,Strategy 2,Direct,2.252335332,29.011198526830036
145,Netherlands,NMC111,2328.9292269264197,2025,Strategy 2,Direct,2.557347078,5955.880353349078
146,Netherlands,NMC622,1261.8284100071075,2025,Strategy 2,Direct,2.478807863,3127.8301844824064
147,Netherlands,NMC811,569.0451761909502,2025,Strategy 2,Direct,2.397518212,1364.296173368552
148,Netherlands,NMC523,2694.8409958796387,2025,Strategy 2,Direct,2.496014242,6726.361505641043
149,Netherlands,NCA,3852.3410082025166,2025,Strategy 2,Direct,2.452491446,9447.833369691687
150,Belgium,LFP,7.753718640305395,2025,Strategy 2,Direct,2.252335332,17.46397444794684
151,Belgium,NMC111,1475.9766343528656,2025,Strategy 2,Direct,2.557347078,3774.5845330585753
152,Belgium,NMC622,726.8099494029152,2025,Strategy 2,Direct,2.478807863,1801.6222174865784
153,Belgium,NMC811,372.0793234325817,2025,Strategy 2,Direct,2.397518212,892.066954238253
154,Belgium,NMC523,1572.4968555995474,2025,Strategy 2,Direct,2.496014242,3924.974547076688
155,Belgium,NCA,2343.302467165205,2025,Strategy 2,Direct,2.452491446,5746.929256113361
156,Finland,LFP,2.766772108627873,2025,Strategy 2,Direct,2.252335332,6.2316985758547
157,Finland,NMC111,496.20030730579333,2025,Strategy 2,Direct,2.557347078,1268.9564059911725
158,Finland,NMC622,249.40428183995368,2025,Strategy 2,Direct,2.478807863,618.2252948907453
159,Finland,NMC811,124.57762143042324,2025,Strategy 2,Direct,2.397518212,298.6771161870812
160,Finland,NMC523,535.5066269543302,2025,Strategy 2,Direct,2.496014242,1336.6321675633892
161,Finland,NCA,788.6332804185917,2025,Strategy 2,Direct,2.452491446,1934.1163742575152
162,Switzerland,LFP,0.0,2025,Strategy 2,Direct,2.252335332,0.0
163,Switzerland,NMC111,545.3007601601282,2025,Strategy 2,Direct,2.557347078,1394.5233056266827
164,Switzerland,NMC622,281.4360331488823,2025,Strategy 2,Direct,2.478807863,697.6258519009781
165,Switzerland,NMC811,186.57940803667356,2025,Strategy 2,Direct,2.397518212,447.327528752104
166,Switzerland,NMC523,602.9387079565231,2025,Strategy 2,Direct,2.496014242,1504.9436021125605
167,Switzerland,NCA,1807.2813146674528,2025,Strategy 2,Direct,2.452491446,4432.341964737562
168,Romania,LFP,1.2152636133827377,2025,Strategy 2,Direct,2.252335332,2.737181174115928
169,Romania,NMC111,215.03172002950495,2025,Strategy 2,Direct,2.557347078,549.9107408947685
170,Romania,NMC622,117.13646200286829,2025,Strategy 2,Direct,2.478807863,290.35878305671065
171,Romania,NMC811,70.33189768798553,2025,Strategy 2,Direct,2.397518212,168.622005591466
172,Romania,NMC523,239.31959244796886,2025,Strategy 2,Direct,2.496014242,597.345111139766
173,Romania,NCA,377.35264716987524,2025,Strategy 2,Direct,2.452491446,925.4541393095751
174,China,LFP,91306.99900766967,2025,Strategy 3,Direct,2.252335332,205653.97992386334
175,China,NMC111,37377.2939027401,2025,Strategy 3,Direct,2.557347078,95586.7133457196
176,China,NMC622,40092.55238952166,2025,Strategy 3,Direct,2.478807863,99381.73411088574
177,China,NMC811,19042.20780226504,2025,Strategy 3,Direct,2.397518212,45654.04000261892
178,China,NMC523,9031.167901999801,2025,Strategy 3,Direct,2.496014242,22541.923705284764
179,China,NCA,5081.3566096419745,2025,Strategy 3,Direct,2.452491446,12461.983619222503
180,India,LFP,0.0,2025,Strategy 3,Direct,2.252335332,0.0
181,India,NMC111,162.30104723622526,2025,Strategy 3,Direct,2.557347078,415.0601089059006
182,India,NMC622,86.73121297134391,2025,Strategy 3,Direct,2.478807863,214.9900126808949
183,India,NMC811,61.84620896309075,2025,Strategy 3,Direct,2.397518212,148.27741233216773
184,India,NMC523,184.6976811729158,2025,Strategy 3,Direct,2.496014242,461.0080426719731
185,India,NCA,554.4809508343792,2025,Strategy 3,Direct,2.452491446,1359.8597888912614
186,Japan,LFP,0.0,2025,Strategy 3,Direct,2.252335332,0.0
187,Japan,NMC111,979.0150014852842,2025,Strategy 3,Direct,2.557347078,2503.681153366557
188,Japan,NMC622,358.73796635948986,2025,Strategy 3,Direct,2.478807863,889.242491768533
189,Japan,NMC811,158.63012556232567,2025,Strategy 3,Direct,2.397518212,380.31861500752257
190,Japan,NMC523,908.9352007280123,2025,Strategy 3,Direct,2.496014242,2268.715206072248
191,Japan,NCA,2190.623093880069,2025,Strategy 3,Direct,2.452491446,5372.484399150924
192,Korea,LFP,14.564928122795074,2025,Strategy 3,Direct,2.252335332,32.80510221901178
193,Korea,NMC111,10151.640434376488,2025,Strategy 3,Direct,2.557347078,25961.26800175936
194,Korea,NMC622,4439.302394758371,2025,Strategy 3,Direct,2.478807863,11004.17768236178
195,Korea,NMC811,2284.177301754456,2025,Strategy 3,Direct,2.397518212,5476.356680393328
196,Korea,NMC523,10063.164786118297,2025,Strategy 3,Direct,2.496014242,25117.802625744156
197,Korea,NCA,24283.129475200723,2025,Strategy 3,Direct,2.452491446,59554.16732004024
198,Thailand,LFP,0.0,2025,Strategy 3,Direct,2.252335332,0.0
199,Thailand,NMC111,517.2235229248901,2025,Strategy 3,Direct,2.557347078,1322.7200650248335
200,Thailand,NMC622,201.9827993488645,2025,Strategy 3,Direct,2.478807863,500.6765512167166
201,Thailand,NMC811,106.39239986617821,2025,Strategy 3,Direct,2.397518212,255.07771629754862
202,Thailand,NMC523,484.86481277002105,2025,Strategy 3,Direct,2.496014242,1210.229478118636
203,Thailand,NCA,1264.609558547867,2025,Strategy 3,Direct,2.452491446,3101.44412486848
204,Viet Nam,LFP,0.0,2025,Strategy 3,Direct,2.252335332,0.0
205,Viet Nam,NMC111,630.4294275971235,2025,Strategy 3,Direct,2.557347078,1612.2268545507163
206,Viet Nam,NMC622,232.18465340045665,2025,Strategy 3,Direct,2.478807863,575.5411445169817
207,Viet Nam,NMC811,92.23796174607374,2025,Strategy 3,Direct,2.397518212,221.1421931239711
208,Viet Nam,NMC523,571.6040069363997,2025,Strategy 3,Direct,2.496014242,1426.7317420975207
209,Viet Nam,NCA,1473.543950319946,2025,Strategy 3,Direct,2.452491446,3613.853933464716
210,France,LFP,32.50367112073725,2025,Strategy 3,Direct,2.252335332,73.20916688494455
211,France,NMC111,6077.928485640664,2025,Strategy 3,Direct,2.557347078,15543.372653046115
212,France,NMC622,3117.885666482185,2025,Strategy 3,Direct,2.478807863,7728.639506011036
213,France,NMC811,1635.5687885707066,2025,Strategy 3,Direct,2.397518212,3921.3059575770467
214,France,NMC523,6659.458076567,2025,Strategy 3,Direct,2.496014242,16622.102203113158
215,France,NCA,9894.610359314931,2025,Strategy 3,Direct,2.452491446,24266.44726772285
216,Germany,LFP,77.99663579454113,2025,Strategy 3,Direct,2.252335332,175.67457857718088
217,Germany,NMC111,13100.650415372322,2025,Strategy 3,Direct,2.557347078,33502.91005965189
218,Germany,NMC622,6911.377863381261,2025,Strategy 3,Direct,2.478807863,17131.97779191361
219,Germany,NMC811,3833.4104364053674,2025,Strategy 3,Direct,2.397518212,9190.671335352736
220,Germany,NMC523,14447.253208337861,2025,Strategy 3,Direct,2.496014242,36060.5497657915
221,Germany,NCA,21900.364723986128,2025,Strategy 3,Direct,2.452491446,53710.45714985613
222,Hungary,LFP,0.09309277998955993,2025,Strategy 3,Direct,2.252335332,0.20967615752458843
223,Hungary,NMC111,16.353164878984543,2025,Strategy 3,Direct,2.557347078,41.82071841932334
224,Hungary,NMC622,8.68329621244456,2025,Strategy 3,Direct,2.478807863,21.524222928165695
225,Hungary,NMC811,4.8231330815069855,2025,Strategy 3,Direct,2.397518212,11.563549401812677
226,Hungary,NMC523,18.052185618526686,2025,Strategy 3,Direct,2.496014242,45.05851240307019
227,Hungary,NCA,27.469082718119168,2025,Strategy 3,Direct,2.452491446,67.36769039565368
228,Italy,LFP,17.571360849400865,2025,Strategy 3,Direct,2.252335332,39.576596872427096
229,Italy,NMC111,3060.1661075080856,2025,Strategy 3,Direct,2.557347078,7825.906853230436
230,Italy,NMC622,1658.786547719293,2025,Strategy 3,Direct,2.478807863,4111.813137525208
231,Italy,NMC811,967.8768980071271,2025,Strategy 3,Direct,2.397518212,2320.5024899461537
232,Italy,NMC523,3406.1970354309797,2025,Strategy 3,Direct,2.496014242,8501.916311493904
233,Italy,NCA,5242.107779003261,2025,Strategy 3,Direct,2.452491446,12856.224487015555
234,Poland,LFP,2.8782276811008027,2025,Strategy 3,Direct,2.252335332,6.482733899683766
235,Poland,NMC111,502.2293562533428,2025,Strategy 3,Direct,2.557347078,1284.3747767003072
236,Poland,NMC622,271.14700982521356,2025,Strategy 3,Direct,2.478807863,672.1213399836777
237,Poland,NMC811,158.15593815726496,2025,Strategy 3,Direct,2.397518212,379.18174206798847
238,Poland,NMC523,557.426560866904,2025,Strategy 3,Direct,2.496014242,1391.3446347928723
239,Poland,NCA,859.1614533554235,2025,Strategy 3,Direct,2.452491446,2107.086115087104
240,Slovakia,LFP,0.34590056487775317,2025,Strategy 3,Direct,2.252335332,0.7790840636329217
241,Slovakia,NMC111,60.80205462285794,2025,Strategy 3,Direct,2.557347078,155.49195672616213
242,Slovakia,NMC622,32.26991348603289,2025,Strategy 3,Direct,2.478807863,79.99091528750807
243,Slovakia,NMC811,17.89849798634476,2025,Strategy 3,Direct,2.397518212,42.91197488970689
244,Slovakia,NMC523,67.11007990582388,2025,Strategy 3,Direct,2.496014242,167.50771522669444
245,Slovakia,NCA,102.08169236010686,2025,Strategy 3,Direct,2.452491446,250.3544773063656
246,Spain,LFP,9.164184131612396,2025,Strategy 3,Direct,2.252335332,20.640815708584338
247,Spain,NMC111,1631.548012988273,2025,Strategy 3,Direct,2.557347078,4172.434543632266
248,Spain,NMC622,843.4720401157062,2025,Strategy 3,Direct,2.478807863,2090.805125259464
249,Spain,NMC811,449.0576106803842,2025,Strategy 3,Direct,2.397518212,1076.623799843427
250,Spain,NMC523,1782.9865078403823,2025,Strategy 3,Direct,2.496014242,4450.35971686344
251,Spain,NCA,2669.3234972948644,2025,Strategy 3,Direct,2.452491446,6546.493043722458
252,Sweden,LFP,15.967049995949674,2025,Strategy 3,Direct,2.252335332,35.96315085368791
253,Sweden,NMC111,2633.3106103635723,2025,Strategy 3,Direct,2.557347078,6734.289194879678
254,Sweden,NMC622,1351.7842046948688,2025,Strategy 3,Direct,2.478807863,3350.813315676842
255,Sweden,NMC811,690.6345508063249,2025,Strategy 3,Direct,2.397518212,1655.8089133946032
256,Sweden,NMC523,2877.735903915018,2025,Strategy 3,Direct,2.496014242,7182.869800886629
257,Sweden,NCA,4272.22214936539,2025,Strategy 3,Direct,2.452491446,10477.588276730352
258,United Kingdom,LFP,0.0,2025,Strategy 3,Direct,2.252335332,0.0
259,United Kingdom,NMC111,3246.2501174033946,2025,Strategy 3,Direct,2.557347078,8301.788252198727
260,United Kingdom,NMC622,1644.663223991742,2025,Strategy 3,Direct,2.478807863,4076.8041316176605
261,United Kingdom,NMC811,1107.853462198885,2025,Strategy 3,Direct,2.397518212,2656.0988518490803
262,United Kingdom,NMC523,3540.9491039852965,2025,Strategy 3,Direct,2.496014242,8838.25939374444
263,United Kingdom,NCA,10589.037167588416,2025,Strategy 3,Direct,2.452491446,25969.523074886656
264,Norway,LFP,0.0,2025,Strategy 3,Direct,2.252335332,0.0
265,Norway,NMC111,1934.8481161283023,2025,Strategy 3,Direct,2.557347078,4948.078176154519
266,Norway,NMC622,805.9784672889726,2025,Strategy 3,Direct,2.478807863,1997.8657621245939
267,Norway,NMC811,432.698906490673,2025,Strategy 3,Direct,2.397518212,1037.4035086238734
268,Norway,NMC523,1868.3301873573905,2025,Strategy 3,Direct,2.496014242,4663.378756402575
269,Norway,NCA,5181.889624065693,2025,Strategy 3,Direct,2.452491446,12708.539977137267
270,Russian Federation,LFP,0.0,2025,Strategy 3,Direct,2.252335332,0.0
271,Russian Federation,NMC111,473.8137194581239,2025,Strategy 3,Direct,2.557347078,1211.7061309725448
272,Russian Federation,NMC622,193.30524765835688,2025,Strategy 3,Direct,2.478807863,479.1665678546974
273,Russian Federation,NMC811,93.55944286961916,2025,Strategy 3,Direct,2.397518212,224.31046818448547
274,Russian Federation,NMC523,463.9845820691864,2025,Strategy 3,Direct,2.496014242,1158.1121249131072
275,Russian Federation,NCA,1182.7028790519828,2025,Strategy 3,Direct,2.452491446,2900.56869403456
276,Serbia,LFP,0.0,2025,Strategy 3,Direct,2.252335332,0.0
277,Serbia,NMC111,17.36481712042114,2025,Strategy 3,Direct,2.557347078,44.407864322913376
278,Serbia,NMC622,6.623055983094528,2025,Strategy 3,Direct,2.478807863,16.417283247983914
279,Serbia,NMC811,3.320302911628752,2025,Strategy 3,Direct,2.397518212,7.96048669998656
280,Serbia,NMC523,15.54042434469325,2025,Strategy 3,Direct,2.496014242,38.789120491077874
281,Serbia,NCA,41.96758516199757,2025,Strategy 3,Direct,2.452491446,102.92514361907556
282,Turkey,LFP,0.0,2025,Strategy 3,Direct,2.252335332,0.0
283,Turkey,NMC111,713.3859489358853,2025,Strategy 3,Direct,2.557347078,1824.3754719974434
284,Turkey,NMC622,328.250788081956,2025,Strategy 3,Direct,2.478807863,813.6706345334992
285,Turkey,NMC811,183.1303216600025,2025,Strategy 3,Direct,2.397518212,439.05828134927407
286,Turkey,NMC523,749.1399281421608,2025,Strategy 3,Direct,2.496014242,1869.86392989369
287,Turkey,NCA,2000.6789791742196,2025,Strategy 3,Direct,2.452491446,4906.648082616785
288,USA,LFP,10.303454819175323,2025,Strategy 3,Direct,2.252335332,23.20683533089425
289,USA,NMC111,6325.56456192339,2025,Strategy 3,Direct,2.557347078,16176.66404913513
290,USA,NMC622,2965.1109605393426,2025,Strategy 3,Direct,2.478807863,7349.940363652406
291,USA,NMC811,2271.979425245519,2025,Strategy 3,Direct,2.397518212,5447.112049315425
292,USA,NMC523,6911.939870647501,2025,Strategy 3,Direct,2.496014242,17252.300356983804
293,USA,NCA,54703.65482703285,2025,Strategy 3,Direct,2.452491446,134160.24552823466
294,Canada,LFP,0.0,2025,Strategy 3,Direct,2.252335332,0.0
295,Canada,NMC111,1248.719152745213,2025,Strategy 3,Direct,2.557347078,3193.408276515606
