,country,type,recycling_m,scrap,year,Strategy type,CO2,CO2_em
31,Czechia,NCA,Direct,97.2004888368253,2025,Strategy 2,2.452491446,238.38336741933253
32,Czechia,NMC111,Direct,57.89088938849815,2025,Strategy 2,2.557347078,148.04709682049696
33,Czechia,NMC523,Direct,63.99293366715537,2025,Strategy 2,2.496014242,159.7272738205811
34,Czechia,NMC622,Direct,30.770840793915575,2025,Strategy 2,2.478807863,76.27500211107909
35,Czechia,NMC811,Direct,16.98350211251918,2025,Strategy 2,2.397518212,40.71825561830521
36,Finland,LFP,Direct,2.766772108627873,2025,Strategy 2,2.252335332,6.2316985758547
37,Finland,NCA,Direct,788.6332804185917,2025,Strategy 2,2.452491446,1934.1163742575152
38,Finland,NMC111,Direct,496.20030730579333,2025,Strategy 2,2.557347078,1268.9564059911725
39,Finland,NMC523,Hydro,535.5066269543302,2025,Strategy 2,2.357900841,1262.6715260566884
40,Finland,NMC622,Direct,249.40428183995368,2025,Strategy 2,2.478807863,618.2252948907453
41,Finland,NMC811,Direct,124.57762143042324,2025,Strategy 2,2.397518212,298.6771161870812
42,France,LFP,Direct,32.50367112073725,2025,Strategy 2,2.252335332,73.20916688494455
43,France,NCA,Direct,9894.610359314931,2025,Strategy 2,2.452491446,24266.44726772285
44,France,NMC111,Hydro,6077.928485640664,2025,Strategy 2,2.414310695,14674.00774632741
45,France,NMC523,Hydro,6659.458076567,2025,Strategy 2,2.357900841,15702.341799341573
46,France,NMC622,Direct,3117.885666482185,2025,Strategy 2,2.478807863,7728.639506011036
47,France,NMC811,Direct,1635.5687885707066,2025,Strategy 2,2.397518212,3921.3059575770467
48,Germany,LFP,Direct,82.97527346166017,2025,Strategy 2,2.252335332,186.88814010005913
49,Germany,NCA,Direct,23246.99099367587,2025,Strategy 2,2.452491446,57013.04655722911
50,Germany,NMC111,Hydro,13890.585496198993,2025,Strategy 2,2.414310695,33536.18912328511
51,Germany,NMC523,Hydro,15331.888368302578,2025,Strategy 2,2.357900841,36151.072477738766
52,Germany,NMC622,Hydro,7340.767789986183,2025,Strategy 2,2.337983546,17162.594307994477
53,Germany,NMC811,Direct,4074.8453616521947,2025,Strategy 2,2.397518212,9769.515965644863
54,Hungary,LFP,Direct,3.5917827361026218,2025,Strategy 2,2.252335332,8.089899161391566
55,Hungary,NCA,Direct,1042.3340541930154,2025,Strategy 2,2.452491446,2556.3153517828705
56,Hungary,NMC111,Direct,655.9232521130557,2025,Strategy 2,2.557347078,1677.4234121835802
57,Hungary,NMC523,Hydro,703.1516085152357,2025,Strategy 2,2.357900841,1657.961769068577
58,Hungary,NMC622,Direct,326.5475387229436,2025,Strategy 2,2.478807863,809.4486066297296
59,Hungary,NMC811,Direct,166.92571900921845,2025,Strategy 2,2.397518212,400.20745137579587
60,India,LFP,Direct,0.0,2025,Strategy 2,2.252335332,0.0
61,India,NCA,Direct,1717.4023270998732,2025,Strategy 2,2.452491446,4211.914516552933
62,India,NMC111,Direct,636.9329005428679,2025,Strategy 2,2.557347078,1628.8584920853675
63,India,NMC523,Hydro,646.6424897823098,2025,Strategy 2,2.357900841,1524.7188704840423
64,India,NMC622,Direct,278.33643891945525,2025,Strategy 2,2.478807863,689.942553352965
65,India,NMC811,Direct,147.7429448334486,2025,Strategy 2,2.397518212,354.21640093270435
66,Italy,LFP,Direct,17.577552782948484,2025,Strategy 2,2.252335332,39.590543183129796
67,Italy,NCA,Direct,5287.98574141564,2025,Strategy 2,2.452491446,12968.739797391825
68,Italy,NMC111,Hydro,3082.5663653331717,2025,Strategy 2,2.414310695,7442.272943871154
69,Italy,NMC523,Hydro,3423.6618244381602,2025,Strategy 2,2.357900841,8072.655095142333
70,Italy,NMC622,Direct,1665.7836345682147,2025,Strategy 2,2.478807863,4129.157571424409
71,Italy,NMC811,Direct,970.1306099800116,2025,Strategy 2,2.397518212,2325.905805445747
72,Japan,LFP,Direct,0.0,2025,Strategy 2,2.252335332,0.0
73,Japan,NCA,Direct,2190.623093880069,2025,Strategy 2,2.452491446,5372.484399150924
74,Japan,NMC111,Hydro,979.0150014852842,2025,Strategy 2,2.414310695,2363.6463886513625
75,Japan,NMC523,Hydro,908.9352007280123,2025,Strategy 2,2.357900841,2143.1790742110843
76,Japan,NMC622,Direct,358.73796635948986,2025,Strategy 2,2.478807863,889.242491768533
77,Japan,NMC811,Direct,158.63012556232567,2025,Strategy 2,2.397518212,380.31861500752257
78,Korea,LFP,Direct,0.0,2025,Strategy 2,2.252335332,0.0
79,Korea,NCA,Direct,4203.31884186617,2025,Strategy 2,2.452491446,10308.603504487408
80,Korea,NMC111,Hydro,1356.3956313142085,2025,Strategy 2,2.414310695,3274.7604793331707
81,Korea,NMC523,Hydro,1425.409007321557,2025,Strategy 2,2.357900841,3360.973097132475
82,Korea,NMC622,Direct,648.4541483032697,2025,Strategy 2,2.478807863,1607.3932416091131
83,Korea,NMC811,Direct,406.40169152591477,2025,Strategy 2,2.397518212,974.3554568209868
84,Netherlands,LFP,Direct,12.8804970177638,2025,Strategy 2,2.252335332,29.011198526830036
85,Netherlands,NCA,Direct,3852.3410082025166,2025,Strategy 2,2.452491446,9447.833369691687
86,Netherlands,NMC111,Hydro,2328.9292269264197,2025,Strategy 2,2.414310695,5622.758740466537
87,Netherlands,NMC523,Hydro,2694.8409958796387,2025,Strategy 2,2.357900841,6354.1678505458785
88,Netherlands,NMC622,Direct,1261.8284100071075,2025,Strategy 2,2.478807863,3127.8301844824064
89,Netherlands,NMC811,Direct,569.0451761909502,2025,Strategy 2,2.397518212,1364.296173368552
90,Norway,LFP,Direct,0.0,2025,Strategy 2,2.252335332,0.0
91,Norway,NCA,Direct,5410.257118682893,2025,Strategy 2,2.452491446,13268.6093042304
92,Norway,NMC111,Hydro,2020.69964893685,2025,Strategy 2,2.414310695,4878.596773810983
93,Norway,NMC523,Hydro,1950.658040662719,2025,Strategy 2,2.357900841,4599.458234582038
94,Norway,NMC622,Direct,841.210430665214,2025,Strategy 2,2.478807863,2085.199029970549
95,Norway,NMC811,Direct,452.92006238335586,2025,Strategy 2,2.397518212,1085.8840981442718
96,Poland,LFP,Direct,2.9042273264779284,2025,Strategy 2,2.252335332,6.541293819586137
97,Poland,NCA,Direct,1338.5023882796143,2025,Strategy 2,2.452491446,3282.6656577063245
98,Poland,NMC111,Direct,723.3372168013013,2025,Strategy 2,2.557347078,1849.8243177954603
99,Poland,NMC523,Hydro,745.9760733442803,2025,Strategy 2,2.357900841,1758.9376107043563
100,Poland,NMC622,Direct,346.20828240568807,2025,Strategy 2,2.478807863,858.1838126629442
101,Poland,NMC811,Direct,188.0703579818878,2025,Strategy 2,2.397518212,450.9021083989356
102,Romania,LFP,Direct,1.2152636133827377,2025,Strategy 2,2.252335332,2.737181174115928
103,Romania,NCA,Direct,377.35264716987524,2025,Strategy 2,2.452491446,925.4541393095751
104,Romania,NMC111,Direct,215.03172002950495,2025,Strategy 2,2.557347078,549.9107408947685
105,Romania,NMC523,Direct,239.31959244796886,2025,Strategy 2,2.496014242,597.345111139766
106,Romania,NMC622,Direct,117.13646200286829,2025,Strategy 2,2.478807863,290.35878305671065
107,Romania,NMC811,Direct,70.33189768798553,2025,Strategy 2,2.397518212,168.622005591466
108,Russian Federation,LFP,Direct,0.0,2025,Strategy 2,2.252335332,0.0
109,Russian Federation,NCA,Direct,1359.7238211121537,2025,Strategy 2,2.452491446,3334.7110401999907
110,Russian Federation,NMC111,Direct,564.5894933247178,2025,Strategy 2,2.557347078,1443.8512910234674
111,Russian Federation,NMC523,Hydro,540.0356733975586,2025,Strategy 2,2.357900841,1273.3505684741049
112,Russian Federation,NMC622,Direct,222.79208515857673,2025,Strategy 2,2.478807863,552.2587725052456
113,Russian Federation,NMC811,Direct,103.22479811426224,2025,Strategy 2,2.397518212,247.48333340896698
114,Serbia,LFP,Direct,0.16643687306504254,2025,Strategy 2,2.252335332,0.37487164975199444
115,Serbia,NCA,Direct,113.9834118057575,2025,Strategy 2,2.452491446,279.54334243951564
116,Serbia,NMC111,Direct,56.55428101828622,2025,Strategy 2,2.557347078,144.6289253105051
117,Serbia,NMC523,Direct,56.13624997694639,2025,Strategy 2,2.496014242,140.11687943493038
118,Serbia,NMC622,Direct,25.73640561021829,2025,Strategy 2,2.478807863,63.795604591966416
119,Serbia,NMC811,Direct,14.239400237561785,2025,Strategy 2,2.397518212,34.139221397511506
120,Slovakia,LFP,Direct,1.2977721022659305,2025,Strategy 2,2.252335332,2.9230179588174723
121,Slovakia,NCA,Direct,378.1274421398996,2025,Strategy 2,2.452491446,927.3543173459636
122,Slovakia,NMC111,Direct,234.908011804556,2025,Strategy 2,2.557347078,600.7413175871708
123,Slovakia,NMC523,Direct,253.52907032939274,2025,Strategy 2,2.496014242,632.812170303184
124,Slovakia,NMC622,Direct,118.7167177055615,2025,Strategy 2,2.478807863,294.2759333180972
125,Slovakia,NMC811,Direct,61.92912484436833,2025,Strategy 2,2.397518212,148.47620466759474
126,Spain,LFP,Direct,12.761450623769447,2025,Strategy 2,2.252335332,28.743066127489364
127,Spain,NCA,Direct,4334.59705309614,2025,Strategy 2,2.452491446,10630.562194575092
128,Spain,NMC111,Hydro,2514.0487769333363,2025,Strategy 2,2.414310695,6069.6948499018235
129,Spain,NMC523,Hydro,2693.7191510710873,2025,Strategy 2,2.357900841,6351.522651728324
130,Spain,NMC622,Direct,1260.5113012677875,2025,Strategy 2,2.478807863,3124.565324982954
131,Spain,NMC811,Direct,651.9141200591013,2025,Strategy 2,2.397518212,1562.9759755016498
132,Sweden,LFP,Direct,15.967049995949674,2025,Strategy 2,2.252335332,35.96315085368791
133,Sweden,NCA,Direct,4272.22214936539,2025,Strategy 2,2.452491446,10477.588276730352
134,Sweden,NMC111,Hydro,2633.3106103635723,2025,Strategy 2,2.414310695,6357.629969857751
135,Sweden,NMC523,Hydro,2877.735903915018,2025,Strategy 2,2.357900841,6785.415908017117
136,Sweden,NMC622,Direct,1351.7842046948688,2025,Strategy 2,2.478807863,3350.813315676842
137,Sweden,NMC811,Direct,690.6345508063249,2025,Strategy 2,2.397518212,1655.8089133946032
138,Switzerland,LFP,Direct,0.0,2025,Strategy 2,2.252335332,0.0
139,Switzerland,NCA,Direct,1807.2813146674528,2025,Strategy 2,2.452491446,4432.341964737562
140,Switzerland,NMC111,Direct,545.3007601601282,2025,Strategy 2,2.557347078,1394.5233056266827
141,Switzerland,NMC523,Hydro,602.9387079565231,2025,Strategy 2,2.357900841,1421.6696865621393
142,Switzerland,NMC622,Direct,281.4360331488823,2025,Strategy 2,2.478807863,697.6258519009781
143,Switzerland,NMC811,Direct,186.57940803667356,2025,Strategy 2,2.397518212,447.327528752104
144,Thailand,LFP,Direct,0.0,2025,Strategy 2,2.252335332,0.0
145,Thailand,NCA,Direct,10117.03567514251,2025,Strategy 2,2.452491446,24811.94345216384
146,Thailand,NMC111,Hydro,3997.9903744369185,2025,Strategy 2,2.414310695,9652.390919510108
147,Thailand,NMC523,Hydro,3761.917775953352,2025,Strategy 2,2.357900841,8870.229087693258
148,Thailand,NMC622,Direct,1580.973808142864,2025,Strategy 2,2.478807863,3918.930306821585
149,Thailand,NMC811,Direct,754.1554597821771,2025,Strategy 2,2.397518212,1808.1014495070033
150,Turkey,LFP,Direct,0.01114214849567441,2025,Strategy 2,2.252335332,0.025095854731198124
151,Turkey,NCA,Direct,4354.680132923751,2025,Strategy 2,2.452491446,10679.815776061643
152,Turkey,NMC111,Hydro,1557.0132739948797,2025,Strategy 2,2.414310695,3759.1137996628036
153,Turkey,NMC523,Hydro,1568.500856030767,2025,Strategy 2,2.357900841,3698.3694875441656
154,Turkey,NMC622,Direct,687.751894774728,2025,Strategy 2,2.478807863,1704.8048045607445
155,Turkey,NMC811,Direct,372.6286661216019,2025,Strategy 2,2.397518212,893.384013339808
156,USA,LFP,Direct,10.303454819175323,2025,Strategy 2,2.252335332,23.20683533089425
157,USA,NCA,Direct,55317.29781894445,2025,Strategy 2,2.452491446,135665.1997167957
158,USA,NMC111,Hydro,6557.4836137455195,2025,Strategy 2,2.414310695,15831.802820953058
159,USA,NMC523,Hydro,7130.106790143068,2025,Strategy 2,2.357900841,16812.08479689815
160,USA,NMC622,Direct,3059.244422268845,2025,Strategy 2,2.478807863,7583.279128758905
161,USA,NMC811,Direct,2321.117000286725,2025,Strategy 2,2.397518212,5564.920280370233
162,United Kingdom,LFP,Direct,0.1993838141833355,2025,Strategy 2,2.252335332,0.44907920931404927
163,United Kingdom,NCA,Direct,10647.58440828211,2025,Strategy 2,2.452491446,26113.109681874845
164,United Kingdom,NMC111,Hydro,3281.2606325382626,2025,Strategy 2,2.414310695,7921.982638219593
165,United Kingdom,NMC523,Hydro,3579.517712163194,2025,Strategy 2,2.357900841,8440.147823883992
166,United Kingdom,NMC622,Direct,1663.1674316386006,2025,Strategy 2,2.478807863,4122.672507031279
167,United Kingdom,NMC811,Direct,1118.0235067313852,2025,Strategy 2,2.397518212,2680.4817188326006
168,Viet Nam,LFP,Direct,0.0,2025,Strategy 2,2.252335332,0.0
169,Viet Nam,NCA,Direct,1473.543950319946,2025,Strategy 2,2.452491446,3613.853933464716
170,Viet Nam,NMC111,Direct,630.4294275971235,2025,Strategy 2,2.557347078,1612.2268545507163
171,Viet Nam,NMC523,Hydro,571.6040069363997,2025,Strategy 2,2.357900841,1347.785568674307
172,Viet Nam,NMC622,Direct,232.18465340045665,2025,Strategy 2,2.478807863,575.5411445169817
173,Viet Nam,NMC811,Direct,92.23796174607374,2025,Strategy 2,2.397518212,221.1421931239711
174,Australia,LFP,Direct,0.0,2025,Strategy 3,2.252335332,0.0
175,Australia,NCA,Direct,700.3084899252249,2025,Strategy 3,2.452491446,1717.500581102791
176,Australia,NMC111,Direct,205.30316443191768,2025,Strategy 3,2.557347078,525.0314476641182
177,Australia,NMC523,Direct,231.8088490878003,2025,Strategy 3,2.496014242,578.5981887447783
178,Australia,NMC622,Direct,109.24141007190042,2025,Strategy 3,2.478807863,270.78846625143416
179,Australia,NMC811,Direct,69.91020317540425,2025,Strategy 3,2.397518212,167.6109853176519
180,Belgium,LFP,Direct,7.720277108459332,2025,Strategy 3,2.252335332,17.38865290421375
181,Belgium,NCA,Direct,2333.4848428079617,2025,Strategy 3,2.452491446,5722.85161635718
182,Belgium,NMC111,Hydro,1470.1032409527545,2025,Strategy 3,2.414310695,3549.2859773863975
183,Belgium,NMC523,Hydro,1566.027645143378,2025,Strategy 3,2.357900841,3692.537901512821
184,Belgium,NMC622,Direct,723.707038814185,2025,Strategy 3,2.478807863,1793.930698321048
185,Belgium,NMC811,Direct,370.3759037666815,2025,Strategy 3,2.397518212,887.9829745665784
186,Brazil,LFP,Direct,0.0,2025,Strategy 3,2.252335332,0.0
187,Brazil,NCA,Direct,1312.063922716729,2025,Strategy 3,2.452491446,3217.8255470679824
188,Brazil,NMC111,Direct,335.85331720237,2025,Strategy 3,2.557347078,858.893499384088
189,Brazil,NMC523,Direct,414.33045417984596,2025,Strategy 3,2.496014242,1034.174714527224
190,Brazil,NMC622,Direct,204.5802667700036,2025,Strategy 3,2.478807863,507.11517388412256
191,Brazil,NMC811,Direct,159.4369004686885,2025,Strategy 3,2.397518212,382.252872538512
192,Canada,LFP,Direct,0.0,2025,Strategy 3,2.252335332,0.0
193,Canada,NCA,Direct,3893.7313635310456,2025,Strategy 3,2.452491446,9549.342862081805
194,Canada,NMC111,Hydro,1248.719152745213,2025,Strategy 3,2.414310695,3014.7960055241065
195,Canada,NMC523,Hydro,1322.2993451207988,2025,Strategy 3,2.357900841,3117.850737914081
196,Canada,NMC622,Direct,602.8156483363596,2025,Strategy 3,2.478807863,1494.264169035611
197,Canada,NMC811,Direct,361.7635783045187,2025,Strategy 3,2.397518212,867.3347674233718
198,China,LFP,Direct,91306.99900766967,2025,Strategy 3,2.252335332,205653.97992386334
199,China,NCA,Direct,5081.3566096419745,2025,Strategy 3,2.452491446,12461.983619222503
200,China,NMC111,Hydro,37377.2939027401,2025,Strategy 3,2.414310695,90240.40041954372
201,China,NMC523,Hydro,9031.167901999801,2025,Strategy 3,2.357900841,21294.59839133754
202,China,NMC622,Direct,40092.55238952166,2025,Strategy 3,2.478807863,99381.73411088574
203,China,NMC811,Direct,19042.20780226504,2025,Strategy 3,2.397518212,45654.04000261892
204,Czechia,LFP,Direct,0.3282341834575253,2025,Strategy 3,2.252335332,0.7392934485715541
205,Czechia,NCA,Direct,97.2004888368253,2025,Strategy 3,2.452491446,238.38336741933253
206,Czechia,NMC111,Direct,57.89088938849815,2025,Strategy 3,2.557347078,148.04709682049696
207,Czechia,NMC523,Direct,63.99293366715537,2025,Strategy 3,2.496014242,159.7272738205811
208,Czechia,NMC622,Direct,30.770840793915575,2025,Strategy 3,2.478807863,76.27500211107909
209,Czechia,NMC811,Direct,16.98350211251918,2025,Strategy 3,2.397518212,40.71825561830521
210,Finland,LFP,Direct,2.7370582434105293,2025,Strategy 3,2.252335332,6.164772987375391
211,Finland,NCA,Direct,779.904234707985,2025,Strategy 3,2.452491446,1912.7084643205094
212,Finland,NMC111,Direct,490.984978636462,2025,Strategy 3,2.557347078,1255.6190004578484
213,Finland,NMC523,Hydro,529.7593490527078,2025,Strategy 3,2.357900841,1249.1200146589922
214,Finland,NMC622,Direct,246.64539921517638,2025,Strategy 3,2.478807863,611.3865549473533
215,Finland,NMC811,Direct,123.05787020197825,2025,Strategy 3,2.397518212,295.03348493917497
216,France,LFP,Direct,32.50367112073725,2025,Strategy 3,2.252335332,73.20916688494455
217,France,NCA,Direct,9894.610359314931,2025,Strategy 3,2.452491446,24266.44726772285
218,France,NMC111,Hydro,6077.928485640664,2025,Strategy 3,2.414310695,14674.00774632741
219,France,NMC523,Hydro,6659.458076567,2025,Strategy 3,2.357900841,15702.341799341573
220,France,NMC622,Direct,3117.885666482185,2025,Strategy 3,2.478807863,7728.639506011036
221,France,NMC811,Direct,1635.5687885707066,2025,Strategy 3,2.397518212,3921.3059575770467
222,Germany,LFP,Direct,77.99663579454113,2025,Strategy 3,2.252335332,175.67457857718088
223,Germany,NCA,Direct,21900.364723986128,2025,Strategy 3,2.452491446,53710.45714985613
224,Germany,NMC111,Hydro,13100.650415372322,2025,Strategy 3,2.414310695,31629.04040928959
225,Germany,NMC523,Hydro,14447.253208337861,2025,Strategy 3,2.357900841,34065.190490079796
226,Germany,NMC622,Hydro,6911.377863381261,2025,Strategy 3,2.337983546,16158.687724774023
227,Germany,NMC811,Direct,3833.4104364053674,2025,Strategy 3,2.397518212,9190.671335352736
228,Hungary,LFP,Direct,0.09309277998955993,2025,Strategy 3,2.252335332,0.20967615752458843
229,Hungary,NCA,Direct,27.469082718119168,2025,Strategy 3,2.452491446,67.36769039565368
230,Hungary,NMC111,Direct,16.353164878984543,2025,Strategy 3,2.557347078,41.82071841932334
231,Hungary,NMC523,Direct,18.052185618526686,2025,Strategy 3,2.496014242,45.05851240307019
232,Hungary,NMC622,Direct,8.68329621244456,2025,Strategy 3,2.478807863,21.524222928165695
233,Hungary,NMC811,Direct,4.8231330815069855,2025,Strategy 3,2.397518212,11.563549401812677
234,India,LFP,Direct,0.0,2025,Strategy 3,2.252335332,0.0
235,India,NCA,Direct,554.4809508343792,2025,Strategy 3,2.452491446,1359.8597888912614
236,India,NMC111,Direct,162.30104723622526,2025,Strategy 3,2.557347078,415.0601089059006
237,India,NMC523,Direct,184.6976811729158,2025,Strategy 3,2.496014242,461.0080426719731
238,India,NMC622,Direct,86.73121297134391,2025,Strategy 3,2.478807863,214.9900126808949
239,India,NMC811,Direct,61.84620896309075,2025,Strategy 3,2.397518212,148.27741233216773
240,Italy,LFP,Direct,17.571360849400865,2025,Strategy 3,2.252335332,39.576596872427096
241,Italy,NCA,Direct,5242.107779003261,2025,Strategy 3,2.452491446,12856.224487015555
242,Italy,NMC111,Hydro,3060.1661075080856,2025,Strategy 3,2.414310695,7388.191761833291
243,Italy,NMC523,Hydro,3406.1970354309797,2025,Strategy 3,2.357900841,8031.4748544544145
244,Italy,NMC622,Direct,1658.786547719293,2025,Strategy 3,2.478807863,4111.813137525208
245,Italy,NMC811,Direct,967.8768980071271,2025,Strategy 3,2.397518212,2320.5024899461537
246,Japan,LFP,Direct,0.0,2025,Strategy 3,2.252335332,0.0
247,Japan,NCA,Direct,2190.623093880069,2025,Strategy 3,2.452491446,5372.484399150924
248,Japan,NMC111,Hydro,979.0150014852842,2025,Strategy 3,2.414310695,2363.6463886513625
249,Japan,NMC523,Hydro,908.9352007280123,2025,Strategy 3,2.357900841,2143.1790742110843
250,Japan,NMC622,Direct,358.73796635948986,2025,Strategy 3,2.478807863,889.242491768533
251,Japan,NMC811,Direct,158.63012556232567,2025,Strategy 3,2.397518212,380.31861500752257
252,Korea,LFP,Direct,14.564928122795074,2025,Strategy 3,2.252335332,32.80510221901178
253,Korea,NCA,Direct,24283.129475200723,2025,Strategy 3,2.452491446,59554.16732004024
254,Korea,NMC111,Hydro,10151.640434376488,2025,Strategy 3,2.414310695,24509.214072509603
255,Korea,NMC523,Hydro,10063.164786118297,2025,Strategy 3,2.357900841,23727.94471230992
256,Korea,NMC622,Hydro,4439.302394758371,2025,Strategy 3,2.337983546,10379.015954663466
257,Korea,NMC811,Direct,2284.177301754456,2025,Strategy 3,2.397518212,5476.356680393328
258,Netherlands,LFP,Direct,12.8804970177638,2025,Strategy 3,2.252335332,29.011198526830036
259,Netherlands,NCA,Direct,3852.3410082025166,2025,Strategy 3,2.452491446,9447.833369691687
260,Netherlands,NMC111,Hydro,2328.9292269264197,2025,Strategy 3,2.414310695,5622.758740466537
261,Netherlands,NMC523,Hydro,2694.8409958796387,2025,Strategy 3,2.357900841,6354.1678505458785
262,Netherlands,NMC622,Direct,1261.8284100071075,2025,Strategy 3,2.478807863,3127.8301844824064
263,Netherlands,NMC811,Direct,569.0451761909502,2025,Strategy 3,2.397518212,1364.296173368552
264,Norway,LFP,Direct,0.0,2025,Strategy 3,2.252335332,0.0
265,Norway,NCA,Direct,5181.889624065693,2025,Strategy 3,2.452491446,12708.539977137267
266,Norway,NMC111,Hydro,1934.8481161283023,2025,Strategy 3,2.414310695,4671.324499969162
267,Norway,NMC523,Hydro,1868.3301873573905,2025,Strategy 3,2.357900841,4405.337320035679
268,Norway,NMC622,Direct,805.9784672889726,2025,Strategy 3,2.478807863,1997.8657621245939
269,Norway,NMC811,Direct,432.698906490673,2025,Strategy 3,2.397518212,1037.4035086238734
270,Poland,LFP,Direct,2.8782276811008027,2025,Strategy 3,2.252335332,6.482733899683766
271,Poland,NCA,Direct,859.1614533554235,2025,Strategy 3,2.452491446,2107.086115087104
272,Poland,NMC111,Direct,502.2293562533428,2025,Strategy 3,2.557347078,1284.3747767003072
273,Poland,NMC523,Hydro,557.426560866904,2025,Strategy 3,2.357900841,1314.3565566638106
274,Poland,NMC622,Direct,271.14700982521356,2025,Strategy 3,2.478807863,672.1213399836777
275,Poland,NMC811,Direct,158.15593815726496,2025,Strategy 3,2.397518212,379.18174206798847
276,Romania,LFP,Direct,0.1491109550971942,2025,Strategy 3,2.252335332,0.33584787255367593
277,Romania,NCA,Direct,44.180419116982506,2025,Strategy 3,2.452491446,108.35209996509447
278,Romania,NMC111,Direct,26.26259465537795,2025,Strategy 3,2.557347078,67.16256970262921
279,Romania,NMC523,Direct,29.050651215148793,2025,Strategy 3,2.496014242,72.510839172386
280,Romania,NMC622,Direct,13.985614929398997,2025,Strategy 3,2.478807863,34.66765225588443
281,Romania,NMC811,Direct,7.759192079580195,2025,Strategy 3,2.397518212,18.602804321199674
282,Russian Federation,LFP,Direct,0.0,2025,Strategy 3,2.252335332,0.0
283,Russian Federation,NCA,Direct,1182.7028790519828,2025,Strategy 3,2.452491446,2900.56869403456
284,Russian Federation,NMC111,Direct,473.8137194581239,2025,Strategy 3,2.557347078,1211.7061309725448
285,Russian Federation,NMC523,Direct,463.9845820691864,2025,Strategy 3,2.496014242,1158.1121249131072
286,Russian Federation,NMC622,Direct,193.30524765835688,2025,Strategy 3,2.478807863,479.1665678546974
287,Russian Federation,NMC811,Direct,93.55944286961916,2025,Strategy 3,2.397518212,224.31046818448547
288,Serbia,LFP,Direct,0.0,2025,Strategy 3,2.252335332,0.0
289,Serbia,NCA,Direct,41.96758516199757,2025,Strategy 3,2.452491446,102.92514361907556
290,Serbia,NMC111,Direct,17.36481712042114,2025,Strategy 3,2.557347078,44.407864322913376
291,Serbia,NMC523,Direct,15.54042434469325,2025,Strategy 3,2.496014242,38.789120491077874
292,Serbia,NMC622,Direct,6.623055983094528,2025,Strategy 3,2.478807863,16.417283247983914
293,Serbia,NMC811,Direct,3.320302911628752,2025,Strategy 3,2.397518212,7.96048669998656
294,Slovakia,LFP,Direct,0.34590056487775317,2025,Strategy 3,2.252335332,0.7790840636329217
