,country,total_costs,scrap,unit_cost
0,Afghanistan,20694791.597295,0.0357152279412294,579438.8777624203
1,Albania,123578570.07487299,28165.53936890519,4.387580456254424
2,Algeria,53021952.313666984,2893.619649076677,18.323746291460843
3,Andorra,7886860.032560437,12.072770217814156,653.2767451270515
4,Angola,41579559.27846285,1290.5853395011388,32.21759770999333
5,Argentina,81533616.08429413,12730.475627833715,6.404600933057857
6,Armenia,4129513.897253305,1.5364406054533806,2687.7146325059193
7,Aruba,5405800.870786776,1.047280690286529,5161.749778187722
8,Australia,148265305.62866384,63529.24567931482,2.3338118380483017
9,Austria,110028153.3868267,18659.417698131314,5.896655252958173
10,Azerbaijan,113124851.76023436,28292.98646879221,3.9983354844853007
11,Bahamas,1371301.0503331511,0.0289017600816495,47446.97369499745
12,Bahrain,3865914.0457784906,1.4309659228556069,2701.611536677093
13,Bangladesh,35637454.86664947,3.7352010639947846,9540.9736333003
14,Barbados,3533093.056444295,0.237358150135221,14885.07158667828
15,Belarus,131338248.78295083,55167.24485450521,2.3807288025590996
16,Belgium,117946600.85100314,24309.297687384227,4.851913139070808
17,Benin,194483663.38284615,216808.41996226023,0.8970300296303061
18,Bermuda,4092469.611940894,1.0153997960234138,4030.4022395593693
19,Bolivia (Plurinational State of),98579023.91600597,24605.023927932703,4.006459176985182
20,Bosnia Herzegovina,54483509.34103456,3219.596074423943,16.922467316271305
21,Botswana,41287355.833967514,1260.5850134675793,32.75253584079625
22,Brazil,-27318213.617040567,855123.7132888453,-0.03194650457297396
23,Brunei Darussalam,43571270.72139745,55.90013906254239,779.4483422062491
24,Bulgaria,145115472.76763427,60122.96014741994,2.413644844029883
25,Burkina Faso,128550133.23744418,54809.86040935012,2.3453833357239233
26,Burundi,61649497.56458939,4773.6928071595175,12.914424965118899
27,C?te d'Ivoire,47560997.45855327,2016.6594489841227,23.584050089623098
28,Cabo Verde,25660123.942655478,259.7286205134553,98.79590432478406
29,Cambodia,71938530.4640096,55749.86282696363,1.2903804030387005
30,Cameroon,3806456.3236934347,0.7746433715932995,4913.81771700215
31,Canada,292181768.598258,682539.9365152685,0.4280801063304841
32,Cayman Isds,398542.94108254154,0.0052063450900698,76549.46688852666
33,Chile,132853232.12898342,69303.99907972763,1.9169634349115767
34,China,127172635.75525424,11972785.752415678,0.010621808356471706
35,Colombia,99573656.92264166,25477.457786026767,3.908304264849113
36,Comoros,32199733.142365836,552.0587496636954,58.32664215897557
37,Congo,5630996.593840007,1.7579892941682802,3203.0892409410712
38,Costa Rica,71211965.57131779,7959.358309186781,8.946948083631835
39,Croatia,137829407.80857125,38591.03018315848,3.571539996585046
40,Cyprus,57216613.60157137,3005.0448408403313,19.04018629737695
41,Czechia,27858623.847970832,115925.80373438432,0.24031426093712552
42,Denmark,95463891.05893826,12669.84290061372,7.534733603864501
43,Dominican Rep.,110057385.16129711,36060.665085537505,3.0520065256765534
44,Ecuador,100134343.40586287,25978.658368464778,3.854484784611314
45,Egypt,279241909.165127,720866.3546558568,0.38736987426530356
46,El Salvador,8608048.489115125,5.342668501704265,1611.1889566738478
47,Estonia,54335721.58126086,2648.661620831364,20.514406655013154
48,Eswatini,26762562.61252188,298.67404555119896,89.60458068303835
49,Ethiopia,71090023.61697659,7662.933496537905,9.277129137176368
50,Fiji,6196884.28143709,2.3676260483916165,2617.340810913437
51,Finland,143772873.6854186,39530.60558431475,3.6370015475418342
52,France,224538534.79963785,134077.24066711855,1.6746953747139897
53,French Polynesia,54990577.60648696,3265.808731865489,16.838272575465663
54,Georgia,33175518.862137638,732.8854574678353,45.266990256241556
55,Germany,234033960.79184172,149588.9602110521,1.5645135875110558
56,Ghana,9321819.757373322,10.891992767837774,855.8415302018094
57,Greece,109841677.37068158,19954.00314241151,5.504743914629194
58,Greenland,6324795.469267173,3.4972970152883676,1808.481075990529
59,Grenada,31383793.01770388,463.3399593721755,67.73383642591251
60,Guatemala,121572228.35613838,50934.36942024066,2.3868407470227195
61,Guinea,8327108.532460558,6.248967559203865,1332.5574910684054
62,Guyana,54276128.21135476,3101.333797913001,17.500898564314205
63,Honduras,60973447.87639169,4644.325656855248,13.128590107886158
64,Hungary,106459737.07353005,18606.19712189589,5.721735418370235
65,Iceland,32376129.079182208,760.8181804960402,42.55435780737197
66,India,-179083541.48483968,23949722.802923653,-0.007477478673071662
67,Indonesia,76324955.28805012,125962.26552755624,0.6059350787982836
68,Iran,39692265.460279986,35.05324136513616,1132.342228977369
69,Ireland,95367810.88669333,12623.54434965212,7.554757067045237
70,Israel,107545406.92105204,24336.485950685987,4.419101719902194
71,Italy,196318145.94097024,100841.72900716183,1.946794723512006
72,Jamaica,7074747.786384451,2.9605826283713137,2389.6471318135227
73,Japan,113019580.96090934,113273.63851888085,0.997757134305091
74,Jordan,124754943.08415237,37866.30361695042,3.2946163519458826
75,Kazakhstan,81740057.24872017,12183.063449914174,6.709318849463597
76,Kenya,290271633.4445363,819848.1049563793,0.35405538134406067
77,Kiribati,10426047.455935841,13.045821657638909,799.1867227336292
78,Korea,104783054.3078798,86150.65605725697,1.2162769165476752
79,Kuwait,6670623.350230631,6.8768572142772015,970.0104484329843
80,Kyrgyzstan,5188435.115221381,1.557239711232048,3331.8153125676613
81,Lao People's Dem. Rep.,74980438.48890696,98614.41656212519,0.760339523396873
82,Latvia,58675426.26273367,3278.7890598919257,17.895456276979193
83,Lebanon,137737336.82533956,50851.23803994892,2.7086329091365013
84,Lesotho,84915200.42166165,13826.860267058066,6.141321947396016
85,Lithuania,68342364.87052807,5007.17287764096,13.648892606785001
86,Luxembourg,46328226.28027831,1706.436036913116,27.149113871320065
87,Madagascar,117933903.69885245,41164.932684723004,2.8649118559744347
88,Malawi,137842403.91895956,69108.38682284116,1.9945828611557312
89,Malaysia,45208917.30981448,93.10042988291966,485.5930028107054
90,Maldives,56437110.71421456,1985.17774930108,28.42924807820576
91,Mali,70778081.00589117,7551.750887439946,9.37240675187116
92,Malta,41117327.21571658,1165.59114861587,35.27594325380994
93,Mauritania,1670664.3534189302,0.0480310314926921,34783.02050775489
94,Mauritius,78202364.93591154,10517.999804828924,7.435098534609975
95,Mexico,232974304.89312416,486791.13484613854,0.4785919221120595
96,Mongolia,67940094.60840657,10179.780394553185,6.674023601212335
97,Montenegro,44317810.56972017,1772.4067491850358,25.00431156115705
98,Morocco,161297286.0520687,116464.86666697191,1.3849437230997215
99,Mozambique,3493373.4188630423,0.38948030380622645,8969.319846790146
100,Myanmar,82935033.94986951,395355.4981880492,0.2097733162431494
101,Namibia,98685527.3224894,22777.327724656832,4.3326209516518785
102,Nepal,59530361.88696252,4116.115050767865,14.462754600568582
103,Netherlands,141031546.38268995,37085.2297510599,3.802903401957736
104,New Caledonia,1215821.757063101,0.07329160346821209,16588.82736261085
105,New Zealand,84171693.76107186,11745.661780964085,7.166194236708478
106,Nicaragua,92416818.35931703,19666.70832763442,4.699150301093282
107,Niger,125050735.92319547,50009.00236815761,2.500564498419577
108,Nigeria,456607692.83464515,3691261.2115989253,0.12369964265868323
109,North Macedonia,47775375.40101561,2202.2275633755607,21.694113812555234
110,Norway,87166952.8769451,11617.29504975376,7.50320556580791
111,Oman,91489020.70147021,15035.431044242661,6.08489510092915
112,Pakistan,98210510.61994238,3851679.6594719184,0.025498099349572458
113,Palau,10200214.144974472,12.131852905677704,840.7795762344575
114,Panama,8457843.566881772,5.049558315895836,1674.9670045906335
115,Papua New Guinea,0.0,0.0,
116,Paraguay,72855810.8428042,8615.367070174503,8.45649526588639
117,Peru,128939789.98016451,62473.25900488586,2.063919699948429
118,Philippines,91787000.28671217,1597793.3309028284,0.057446103016870274
119,Poland,172023798.2527796,76098.23154633972,2.2605492237756715
120,Portugal,110193063.61778906,20143.125631603387,5.470504708807583
121,Qatar,6395900.878656084,5.684458869033812,1125.155626245774
122,Rep. of Moldova,80532381.045943,11289.45892746566,7.13341370594999
123,Romania,30314588.764120646,193620.4781049531,0.1565670587162193
124,Russian Federation,76686985.48395239,150328.404899873,0.5101297092524206
125,Rwanda,6569738.344652065,3.058444135061083,2148.0655047246287
126,Saint Lucia,26084171.784532726,243.84593878788777,106.9698839939358
127,Samoa,17273979.944088403,69.77310396146578,247.57362025385112
128,Saudi Arabia,212721152.84031403,185556.57003703355,1.146395154846088
129,Senegal,221100831.6576997,331971.18919336423,0.6660241576834984
130,Serbia,64644818.883763455,5339.200313512992,12.107584486042557
131,Seychelles,41259626.195384204,1257.7861888664881,32.80337036660199
132,Sierra Leone,40059078.84970497,1140.28222160308,35.1308457597343
133,Singapore,0.0,0.0,
134,Slovakia,89101941.46825084,11011.160865494228,8.091966192907996
135,Slovenia,65591268.02598252,4495.612589840682,14.590062358622184
136,Solomon Isds,11347612.413620435,17.28235590564989,656.6010140961575
137,South Africa,62417221.95276118,4974.166960951634,12.548276413467999
138,Spain,184893315.48144656,87487.64661086153,2.113364830852499
139,Sri Lanka,80208529.20730355,242065.40625082084,0.33135064794923197
140,State of Palestine,29545120.925361995,518.9615756648009,56.93123019274416
141,Sudan,10167286.364502605,12.069547317478847,842.391690181998
142,Sweden,119872948.48169073,23587.30255826834,5.082096529926023
143,Switzerland,102638948.75761199,17511.227575590277,5.861322303907765
144,Tajikistan,67292413.22524288,6385.589894178644,10.538167082510153
145,Thailand,77461700.35899861,155009.5504950251,0.4997221146156713
146,Togo,78030339.61658236,10441.338017964174,7.473212674690951
147,Tonga,0.0,0.0,
148,Trinidad and Tobago,62987307.26627063,5198.722134117083,12.11592111317332
149,Tunisia,52708924.52018854,2837.037587345325,18.578860130474823
150,Turkey,-84749485.4710672,325053.8118718865,-0.2607244781503117
