,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Direct,0.0
11,Afghanistan,NCA,Direct,-13438.53938671736
7,Afghanistan,NMC111,Direct,-33595.2253116694
10,Afghanistan,NMC523,Direct,-29103.100075054237
8,Afghanistan,NMC622,Direct,-46498.568958950345
9,Afghanistan,NMC811,Direct,0.0
18,Albania,LFP,Direct,-57.64985843759634
23,Albania,NCA,Direct,6.541260664276169
19,Albania,NMC111,Direct,0.15977438148363066
22,Albania,NMC523,Direct,-4.7978323640270775
20,Albania,NMC622,Direct,1.8353742909607351
21,Albania,NMC811,Direct,1.9559164931812183
264,Algeria,LFP,Direct,0.0
269,Algeria,NCA,Direct,1.5207290608552544
265,Algeria,NMC111,Direct,-12.224918587696285
268,Algeria,NMC523,Direct,-15.755994016664836
266,Algeria,NMC622,Direct,-13.77900512627786
267,Algeria,NMC811,Direct,-14.687801045127053
24,Andorra,LFP,Direct,0.0
29,Andorra,NCA,Direct,-103.5774063377198
25,Andorra,NMC111,Direct,-206.44432819028737
28,Andorra,NMC523,Direct,-193.39295059087746
26,Andorra,NMC622,Direct,-258.25183176104093
27,Andorra,NMC811,Direct,-286.109292353463
12,Angola,LFP,Direct,0.0
17,Angola,NCA,Direct,-2.830403552491063
13,Angola,NMC111,Direct,-20.756600671468618
16,Angola,NMC523,Direct,-23.403568949884527
14,Angola,NMC622,Direct,-24.538724512314147
15,Angola,NMC811,Direct,-26.707521371513305
36,Argentina,LFP,Direct,0.0
41,Argentina,NCA,Direct,6.076489601716692
37,Argentina,NMC111,Direct,-3.2847840550777962
40,Argentina,NMC523,Direct,-7.680557321207432
38,Argentina,NMC622,Direct,-2.3393183490883858
39,Argentina,NMC811,Direct,-1.8713365722589665
42,Armenia,LFP,Direct,0.0
47,Armenia,NCA,Direct,-294.58304199619784
43,Armenia,NMC111,Direct,-470.1832491862412
46,Armenia,NMC523,Direct,-505.9148853149238
44,Armenia,NMC622,Direct,-731.5408289371838
45,Armenia,NMC811,Direct,-1029.9271510067795
0,Aruba,LFP,Direct,0.0
5,Aruba,NCA,Direct,-429.3022272397378
1,Aruba,NMC111,Direct,-603.9570682535285
4,Aruba,NMC523,Direct,-702.5067820142011
2,Aruba,NMC622,Direct,-1097.2210117034112
3,Aruba,NMC811,Direct,-1382.2210381104633
48,Australia,LFP,Direct,0.0
53,Australia,NCA,Direct,8.060508910468178
