iso_o,iso_d,distcap
DZA,BRA,7922.073
DZA,CAN,6402.090999999999
DZA,CHE,1183.855
DZA,CHN,9117.676
DZA,CZE,1737.1689999999999
DZA,DEU,1927.453
DZA,ESP,706.8757
DZA,FIN,3027.239
DZA,FRA,1340.39
DZA,GBR,1651.441
DZA,HUN,1771.935
DZA,IND,6837.094
DZA,ITA,991.1346
DZA,JPN,10810.22
DZA,KOR,9954.01
DZA,NLD,1733.388
DZA,NOR,2628.1220000000003
DZA,POL,2219.584
DZA,ROM,2117.9539999999997
DZA,RUS,3340.9040000000005
DZA,SVK,1709.914
DZA,SWE,2729.073
DZA,THA,9756.440999999999
DZA,TUR,2614.675
DZA,USA,6792.215999999999
DZA,VNM,9706.721
DZA,YUG,1716.349
ECU,AUS,13712.48
ECU,BEL,9535.309000000001
ECU,BRA,3779.018
ECU,CAN,5088.594
ECU,CHE,9727.094000000001
ECU,CHN,15364.41
ECU,CZE,10246.23
ECU,DEU,10167.32
ECU,ESP,8751.16
ECU,FIN,10782.62
ECU,FRA,9367.098
ECU,GBR,9232.525
ECU,HUN,10602.96
ECU,IND,15952.83
ECU,ITA,10117.13
ECU,JPN,14448.87
ECU,KOR,15129.37
ECU,NLD,9589.459
ECU,NOR,9997.558
ECU,POL,10683.03
ECU,ROM,11191.14
ECU,RUS,11640.42
ECU,SVK,10456.59
ECU,SWE,10412.41
ECU,THA,18527.28
ECU,TUR,11838.54
ECU,USA,4354.532
ECU,VNM,17672.47
ECU,YUG,10744.25
EGY,AUS,14279.4
EGY,BEL,3212.434
EGY,BRA,9886.343
EGY,CAN,8866.373
EGY,CHE,2779.6479999999997
EGY,CHN,7551.418000000001
EGY,CZE,2637.998
EGY,DEU,2895.2290000000003
EGY,ESP,3355.657
EGY,FIN,3380.702
EGY,FRA,3215.215
EGY,GBR,3516.866
EGY,HUN,2205.7670000000003
EGY,IND,4432.625
EGY,ITA,2133.612
EGY,JPN,9577.598
EGY,KOR,8497.368
EGY,NLD,3284.383
EGY,NOR,3660.6890000000003
EGY,POL,2609.876
EGY,ROM,1661.533
EGY,RUS,2905.4040000000005
EGY,SVK,2346.3
EGY,SWE,3407.4640000000004
EGY,THA,7275.437
EGY,TUR,1109.213
EGY,USA,9357.814
EGY,VNM,7434.8330000000005
EGY,YUG,1896.003
EST,AUS,15253.75
EST,BEL,1601.098
EST,BRA,10580.03
EST,CAN,6315.781999999999
EST,CHE,1794.213
EST,CHN,6372.090999999999
EST,CZE,1227.4569999999999
EST,DEU,1038.978
EST,ESP,2895.384
EST,FIN,80.98481
EST,FRA,1859.0910000000001
EST,GBR,1787.092
EST,HUN,1377.818
EST,IND,5209.8820000000005
EST,ITA,2126.436
EST,JPN,7890.779
EST,KOR,7122.724
EST,NLD,1459.0829999999999
EST,NOR,787.4166
EST,POL,831.0393
EST,ROM,1672.033
EST,RUS,871.7853
EST,SVK,1345.682
EST,SWE,377.9402
EST,THA,7899.071
EST,TUR,2242.071
EST,USA,6972.001
EST,VNM,7516.78
EST,YUG,1648.055
ETH,AUS,12437.38
ETH,BEL,5620.616999999999
ETH,BRA,9945.43
ETH,CAN,11144.44
ETH,CHE,5157.785
ETH,CHN,8315.988000000001
ETH,CZE,5094.005999999999
ETH,DEU,5356.892
ETH,ESP,5455.203
ETH,FIN,5801.595
ETH,FRA,5582.5019999999995
ETH,GBR,5906.45
ETH,HUN,4668.57
ETH,IND,4561.518
ETH,ITA,4472.661
ETH,JPN,10401.23
ETH,KOR,9244.567
ETH,NLD,5711.346
ETH,NOR,6127.144
ETH,POL,5072.964
ETH,ROM,4123.083
ETH,RUS,5198.625
ETH,SVK,4804.788
ETH,SWE,5862.811
ETH,THA,6732.048000000001
ETH,TUR,3487.8379999999997
ETH,USA,11538.53
ETH,VNM,7280.118
ETH,YUG,4355.432
FJI,AUS,3460.5690000000004
FJI,BEL,16356.59
FJI,BRA,13706.86
FJI,CAN,12669.88
FJI,CHE,16722.08
FJI,CHN,9104.002
FJI,CZE,16200.42
FJI,DEU,15988.2
FJI,ESP,17545.32
FJI,FIN,14900.42
FJI,FRA,16595.08
FJI,GBR,16318.07
FJI,HUN,16264.28
FJI,IND,12034.29
FJI,ITA,17071.74
FJI,JPN,7243.281
FJI,KOR,8202.271
FJI,NLD,16183.67
FJI,NOR,15279.14
FJI,POL,15755.77
FJI,ROM,16134.7
FJI,RUS,14709.69
FJI,SVK,16284.71
FJI,SWE,15180.92
FJI,THA,9253.933
FJI,TUR,15938.99
FJI,USA,12513.73
FJI,VNM,9028.349
FJI,YUG,16423.03
GEO,AUS,13618.09
GEO,BEL,3228.0409999999997
GEO,BRA,11399.65
GEO,CAN,8681.72
GEO,CHE,3002.845
GEO,CHN,5852.9169999999995
GEO,CZE,2509.619
GEO,DEU,2636.6
GEO,ESP,4020.387
GEO,FIN,2455.585
GEO,FRA,3373.349
GEO,GBR,3544.6259999999997
GEO,HUN,2129.311
GEO,IND,3262.36
GEO,ITA,2665.3590000000004
GEO,JPN,7832.76
GEO,KOR,6783.1990000000005
GEO,NLD,3201.7870000000003
GEO,NOR,3077.948
GEO,POL,2139.7270000000003
GEO,ROM,1546.318
GEO,RUS,1644.856
GEO,SVK,2279.033
GEO,SWE,2688.965
GEO,THA,6174.297
GEO,TUR,1026.402
GEO,USA,9306.495
GEO,VNM,6103.088000000001
GEO,YUG,1992.9920000000002
GHA,AUS,15472.97
GHA,BEL,5058.144
GHA,BRA,5762.07
GHA,CAN,8443.249
GHA,CHE,4666.303
GHA,CHN,11831.63
GHA,CZE,5145.16
GHA,DEU,5377.102
GHA,ESP,3896.073
GHA,FIN,6438.478
GHA,FRA,4827.292
GHA,GBR,5114.2029999999995
GHA,HUN,5018.987
GHA,IND,8498.109
GHA,ITA,4236.602
GHA,JPN,13830.76
GHA,KOR,12774.57
GHA,NLD,5230.238
GHA,NOR,6122.599
GHA,POL,5551.629
GHA,ROM,5030.568
GHA,RUS,6517.264
GHA,SVK,5023.25
GHA,SWE,6187.4130000000005
GHA,THA,11024.74
GHA,TUR,5059.259
GHA,USA,8482.468
GHA,VNM,11452.54
GHA,YUG,4814.904
GIN,AUS,16778.01
GIN,BEL,4952.734
GIN,BRA,4529.304
GIN,CAN,6940.326
GIN,CHE,4705.873
GIN,CHN,12651.77
GIN,CZE,5301.528
GIN,DEU,5460.411999999999
GIN,ESP,3637.762
GIN,FIN,6562.284000000001
GIN,FRA,4691.556
GIN,GBR,4883.128
GIN,HUN,5341.388000000001
GIN,IND,9794.44
GIN,ITA,4537.205
GIN,JPN,14383.76
GIN,KOR,13518.34
GIN,NLD,5118.9220000000005
GIN,NOR,6027.271
GIN,POL,5795.103
GIN,ROM,5583.298000000001
GIN,RUS,6914.965999999999
GIN,SVK,5286.768
GIN,SWE,6224.875
GIN,THA,12530.11
GIN,TUR,5860.689
GIN,USA,6877.18
GIN,VNM,12801.2
GIN,YUG,5241.179
GRC,AUS,15219.61
GRC,BEL,2089.225
GRC,BRA,9561.282
GRC,CAN,7751.891
GRC,CHE,1662.651
GRC,CHN,7623.437
GRC,CZE,1535.797
GRC,DEU,1803.951
GRC,ESP,2372.903
GRC,FIN,2465.045
GRC,FRA,2098.726
GRC,GBR,2394.85
GRC,HUN,1123.943
GRC,IND,5013.934
GRC,ITA,1050.411
GRC,JPN,9517.985
GRC,KOR,8528.293
GRC,NLD,2162.9120000000003
GRC,NOR,2606.405
GRC,POL,1600.171
GRC,ROM,741.4337
GRC,RUS,2233.583
GRC,SVK,1249.986
GRC,SWE,2408.377
GRC,THA,7930.385
GRC,TUR,817.238
GRC,USA,8259.79
GRC,VNM,7929.799
GRC,YUG,806.8219
GRD,AUS,15993.04
GRD,BEL,7305.682
GRD,BRA,3453.0229999999997
GRD,CAN,3941.677
GRD,CHE,7460.858
GRD,CHN,14245.04
GRD,CZE,8004.558000000001
GRD,DEU,7950.677
GRD,ESP,6455.562
GRD,FIN,8674.014000000001
GRD,FRA,7120.286999999999
GRD,GBR,7015.669
GRD,HUN,8340.006
GRD,IND,13709.77
GRD,ITA,7822.319
GRD,JPN,14260.26
GRD,KOR,14442.14
GRD,NLD,7375.779
GRD,NOR,7882.9490000000005
GRD,POL,8464.663
GRD,ROM,8911.29
GRD,RUS,9489.634
GRD,SVK,8198.351
GRD,SWE,8286.773000000001
GRD,THA,16557.0
GRD,TUR,9542.961
GRD,USA,3342.946
GRD,VNM,16109.91
GRD,YUG,8464.089
GRL,AUS,16523.71
GRL,BEL,3520.9970000000003
GRL,BRA,8905.894
GRL,CAN,2560.304
GRL,CHE,3993.993
GRL,CHN,8400.893
GRL,CZE,4066.525
GRL,DEU,3820.796
GRL,ESP,4045.6459999999997
GRL,FIN,3768.5809999999997
GRL,FRA,3584.6809999999996
GRL,GBR,3248.723
GRL,HUN,4506.404
GRL,IND,8792.577
GRL,ITA,4686.165
GRL,JPN,8874.761999999999
GRL,KOR,8716.030999999999
GRL,NLD,3427.015
GRL,NOR,3159.035
GRL,POL,4199.254
GRL,ROM,5112.407
GRL,RUS,4642.37
GRL,SVK,4359.474
GRL,SWE,3526.663
GRL,THA,11045.66
GRL,TUR,5838.769
GRL,USA,3268.196
GRL,VNM,10355.09
GRL,YUG,4808.617
GTM,AUS,13692.48
GTM,BEL,9095.274
GTM,BRA,5779.934
GTM,CAN,3697.8909999999996
GTM,CHE,9421.338
GTM,CHN,13351.5
GTM,CZE,9801.983
GTM,DEU,9641.821
GTM,ESP,8700.88
GTM,FIN,9943.465
GTM,FRA,9001.048
GTM,GBR,8771.687
GTM,HUN,10225.22
GTM,IND,15042.3
GTM,ITA,9976.035
GTM,JPN,12332.35
GTM,KOR,13029.69
GTM,NLD,9093.943000000001
GTM,NOR,9225.138
GTM,POL,10128.57
GTM,ROM,10867.56
GTM,RUS,10835.78
GTM,SVK,10066.6
GTM,SWE,9634.745
GTM,THA,16651.5
GTM,TUR,11601.4
GTM,USA,3004.99
GTM,VNM,15680.77
GTM,YUG,10450.68
GUY,AUS,15807.18
GUY,BEL,7525.764
GUY,BRA,2752.313
GUY,CAN,4623.101
GUY,CHE,7626.482
GUY,CHN,14808.48
GUY,CZE,8201.362
GUY,DEU,8178.226
GUY,ESP,6559.7390000000005
GUY,FIN,8985.646
GUY,FRA,7320.075
GUY,GBR,7254.2880000000005
GUY,HUN,8502.132
GUY,IND,13838.79
GUY,ITA,7916.695
GUY,JPN,14952.15
GUY,KOR,15077.83
GUY,NLD,7613.425
GUY,NOR,8200.44
GUY,POL,8684.475
GUY,ROM,9036.658000000001
GUY,RUS,9760.068000000001
GUY,SVK,8369.426
GUY,SWE,8591.087
GUY,THA,16753.36
GUY,TUR,9620.562
GUY,USA,4042.361
GUY,VNM,16483.22
GUY,YUG,8592.849
HND,AUS,13955.25
HND,BEL,8916.339
HND,BRA,5455.174
HND,CAN,3652.533
HND,CHE,9224.473
HND,CHN,13543.21
HND,CZE,9628.565
HND,DEU,9480.055
HND,ESP,8463.837
HND,FIN,9836.741
HND,FRA,8810.234
HND,GBR,8593.704
HND,HUN,10044.54
HND,IND,14995.18
HND,ITA,9759.431999999999
HND,JPN,12611.31
HND,KOR,13268.34
HND,NLD,8923.632
HND,NOR,9101.687
HND,POL,9974.817
HND,ROM,10683.18
HND,RUS,10729.13
HND,SVK,9886.686
HND,SWE,9515.035
HND,THA,16822.74
HND,TUR,11409.5
HND,USA,2935.833
HND,VNM,15873.08
HND,YUG,10258.98
HRV,AUS,15967.86
HRV,BEL,1024.412
HRV,BRA,9375.362
HRV,CAN,6705.039000000001
HRV,CHE,667.2937
HRV,CHN,7648.763000000001
HRV,CZE,492.0173
HRV,DEU,771.8766
HRV,ESP,1702.46
HRV,FIN,1702.6729999999998
HRV,FRA,1081.762
HRV,GBR,1341.2160000000001
HRV,HUN,302.1079
HRV,IND,5606.959
HRV,ITA,517.0557
HRV,JPN,9358.526
HRV,KOR,8485.063
HRV,NLD,1085.255
HRV,NOR,1608.5829999999999
HRV,POL,805.9365
HRV,ROM,811.4361
HRV,RUS,1875.36
HRV,SVK,278.7123
HRV,SWE,1512.846
HRV,THA,8506.062
HRV,TUR,1520.354
HRV,USA,7240.354
HRV,VNM,8351.207
HRV,YUG,370.6908
IDN,AUS,5410.656
IDN,BEL,11416.28
IDN,BRA,16326.22
IDN,CAN,15654.81
IDN,CHE,11222.69
IDN,CHN,5220.879
IDN,CZE,10705.36
IDN,DEU,10783.79
IDN,ESP,12188.31
IDN,FIN,10154.71
IDN,FRA,11584.25
IDN,GBR,11718.78
IDN,HUN,10347.5
IDN,IND,4998.229
IDN,ITA,10823.78
IDN,JPN,5791.6269999999995
IDN,KOR,5291.684
IDN,NLD,11361.64
IDN,NOR,10941.94
IDN,POL,10268.04
IDN,ROM,9756.628
IDN,RUS,9302.706
IDN,SVK,10494.27
IDN,SWE,10528.27
IDN,THA,2316.466
IDN,TUR,9102.793
IDN,USA,16371.12
IDN,VNM,3023.3140000000003
IDN,YUG,10203.25
IRL,AUS,17255.5
IRL,BEL,775.6281
IRL,BRA,8659.942
IRL,CAN,4905.859
IRL,CHE,1203.958
IRL,CHN,8290.863000000001
IRL,CZE,1465.2179999999998
IRL,DEU,1318.172
IRL,ESP,1450.236
IRL,FIN,2028.749
IRL,FRA,778.2031
IRL,GBR,460.4115
IRL,HUN,1895.995
IRL,IND,7084.429
IRL,ITA,1887.733
IRL,JPN,9599.005
IRL,KOR,8968.355
IRL,NLD,756.7269
IRL,NOR,1267.015
IRL,POL,1826.82
IRL,ROM,2541.149
IRL,RUS,2802.315
IRL,SVK,1736.9479999999999
IRL,SWE,1631.1470000000002
IRL,THA,9868.662
IRL,TUR,3285.2140000000004
IRL,USA,5448.8009999999995
IRL,VNM,9520.277
IRL,YUG,2150.1279999999997
IRN,AUS,12821.57
IRN,BEL,4088.119
IRN,BRA,11863.16
IRN,CAN,9563.885
IRN,CHE,3829.742
IRN,CHN,5609.0380000000005
IRN,CZE,3371.025
IRN,DEU,3512.118
IRN,ESP,4784.696
IRN,FIN,3314.9190000000003
IRN,FRA,4218.442
IRN,GBR,4408.013
IRN,HUN,2971.4120000000003
IRN,IND,2544.592
IRN,ITA,3417.937
IRN,JPN,7672.880999999999
IRN,KOR,6562.448
IRN,NLD,4071.167
IRN,NOR,3959.594
IRN,POL,3020.9159999999997
IRN,ROM,2354.145
IRN,RUS,2466.589
IRN,SVK,3125.928
IRN,SWE,3566.2290000000003
IRN,THA,5458.478
IRN,TUR,1698.194
IRN,USA,10191.14
IRN,VNM,5502.821
IRN,YUG,2797.908
ISL,AUS,16766.69
ISL,BEL,2133.1679999999997
ISL,BRA,9169.045
ISL,CAN,3863.756
ISL,CHE,2617.349
ISL,CHN,7889.944
ISL,CZE,2640.1090000000004
ISL,DEU,2391.053
ISL,ESP,2894.7009999999996
ISL,FIN,2424.555
ISL,FRA,2234.723
ISL,GBR,1891.859
ISL,HUN,3077.9320000000002
ISL,IND,7600.424
ISL,ITA,3307.978
ISL,JPN,8808.42
ISL,KOR,8396.076
ISL,NLD,2022.635
ISL,NOR,1749.596
ISL,POL,2773.4809999999998
ISL,ROM,3681.9590000000003
ISL,RUS,3316.138
ISL,SVK,2932.617
ISL,SWE,2138.135
ISL,THA,10104.41
ISL,TUR,4409.805
ISL,USA,4518.63
ISL,VNM,9550.313
ISL,YUG,3382.522
ISR,AUS,14058.72
ISR,BEL,3245.262
ISR,BRA,10275.35
ISR,CAN,8925.735999999999
ISR,CHE,2847.535
ISR,CHN,7146.982
ISR,CZE,2614.886
ISR,DEU,2852.534
ISR,ESP,3546.1820000000002
ISR,FIN,3203.884
ISR,FRA,3281.8990000000003
ISR,GBR,3561.059
ISR,HUN,2170.795
ISR,IND,4069.441
ISR,ITA,2250.53
ISR,JPN,9174.412
ISR,KOR,8092.951
ISR,NLD,3296.282
ISR,NOR,3567.665
ISR,POL,2505.6820000000002
ISR,ROM,1564.973
ISR,RUS,2643.989
ISR,SVK,2322.519
ISR,SWE,3277.2259999999997
ISR,THA,6937.416
ISR,TUR,890.1459
ISR,USA,9450.716999999999
ISR,VNM,7064.045
ISR,YUG,1881.0020000000002
JAM,AUS,15126.16
JAM,BEL,7861.621
JAM,BRA,4913.289000000001
JAM,CAN,3057.204
JAM,CHE,8136.271
JAM,CHN,13446.64
JAM,CZE,8579.473
JAM,DEU,8454.036
JAM,ESP,7317.880999999999
JAM,FIN,8923.501
JAM,FRA,7734.696
JAM,GBR,7542.905
JAM,HUN,8979.789
JAM,IND,14143.62
JAM,ITA,8637.783000000001
JAM,JPN,12929.15
JAM,KOR,13375.87
JAM,NLD,7885.116
JAM,NOR,8158.664000000001
JAM,POL,8960.777
JAM,ROM,9608.475
JAM,RUS,9806.688
JAM,SVK,8824.224
JAM,SWE,8576.107
JAM,THA,16493.24
JAM,TUR,10318.68
JAM,USA,2326.271
JAM,VNM,15685.3
JAM,YUG,9174.207
JOR,AUS,13951.52
JOR,BEL,3329.063
JOR,BRA,10376.37
JOR,CAN,9009.936
JOR,CHE,2937.982
JOR,CHN,7061.988
JOR,CZE,2689.5170000000003
JOR,DEU,2922.3959999999997
JOR,ESP,3651.507
JOR,FIN,3238.821
JOR,FRA,3371.3979999999997
JOR,GBR,3646.355
JOR,HUN,2244.623
JOR,IND,3961.406
JOR,ITA,2349.238
JOR,JPN,9095.954
JOR,KOR,8009.55
JOR,NLD,3376.1459999999997
JOR,NOR,3624.309
JOR,POL,2562.498
JOR,ROM,1629.0410000000002
JOR,RUS,2652.505
JOR,SVK,2398.0029999999997
JOR,SWE,3325.035
JOR,THA,6827.08
JOR,TUR,930.4355
JOR,USA,9540.523000000001
JOR,VNM,6957.611
JOR,YUG,1960.184
KAZ,AUS,12234.77
KAZ,BEL,4531.736
KAZ,BRA,13413.98
KAZ,CAN,8830.261
KAZ,CHE,4544.338
KAZ,CHN,3655.658
KAZ,CZE,3925.245
KAZ,DEU,3884.671
KAZ,ESP,5694.3330000000005
KAZ,FIN,3010.809
KAZ,FRA,4764.565
KAZ,GBR,4773.94
KAZ,HUN,3742.335
KAZ,IND,2555.768
KAZ,ITA,4504.5740000000005
KAZ,JPN,5565.439
KAZ,KOR,4552.944
KAZ,NLD,4421.781
KAZ,NOR,3798.377
KAZ,POL,3411.5429999999997
KAZ,ROM,3415.927
KAZ,RUS,2270.788
KAZ,SVK,3836.225
KAZ,SWE,3405.046
KAZ,THA,4913.997
KAZ,TUR,3213.8709999999996
KAZ,USA,9552.786
KAZ,VNM,4488.571
KAZ,YUG,3781.7729999999997
KEN,AUS,11937.66
KEN,BEL,6564.938
KEN,BRA,9415.110999999999
KEN,CAN,11859.8
KEN,CHE,6085.338000000001
KEN,CHN,9223.831
KEN,CZE,6104.759
KEN,DEU,6377.0740000000005
KEN,ESP,6196.96
KEN,FIN,6912.210999999999
KEN,FRA,6491.401999999999
KEN,GBR,6827.826999999999
KEN,HUN,5698.259
KEN,IND,5439.0830000000005
KEN,ITA,5392.694
KEN,JPN,11265.97
KEN,KOR,10118.59
KEN,NLD,6674.031
KEN,NOR,7177.35
KEN,POL,6140.4580000000005
KEN,ROM,5196.425
KEN,RUS,6348.253000000001
KEN,SVK,5823.465
KEN,SWE,6942.959
KEN,THA,7214.255999999999
KEN,TUR,4604.907
KEN,USA,12152.02
KEN,VNM,7899.972
KEN,YUG,5381.312
KGZ,AUS,11522.59
KGZ,BEL,5212.615
KGZ,BRA,13838.02
KGZ,CAN,9773.365
KGZ,CHE,5147.775
KGZ,CHN,3471.802
KGZ,CZE,4550.853
KGZ,DEU,4559.661
KGZ,ESP,6270.474
KGZ,FIN,3810.2670000000003
KGZ,FRA,5424.701999999999
KGZ,GBR,5483.191999999999
KGZ,HUN,4292.904
KGZ,IND,1606.963
KGZ,ITA,4985.388
KGZ,JPN,5529.738
KGZ,KOR,4422.647
KGZ,NLD,5123.767
KGZ,NOR,4600.593
KGZ,POL,4056.887
KGZ,ROM,3849.8390000000004
KGZ,RUS,2985.8709999999996
KGZ,SVK,4410.6720000000005
KGZ,SWE,4191.53
KGZ,THA,4085.156
KGZ,TUR,3464.599
KGZ,USA,10492.8
KGZ,VNM,3788.8340000000003
KGZ,YUG,4265.035
KHM,AUS,6990.343000000001
KHM,BEL,9747.627
KHM,BRA,17060.73
KHM,CAN,13689.12
KHM,CHE,9636.398000000001
KHM,CHN,3351.0890000000004
KHM,CZE,9064.88
KHM,DEU,9096.893
KHM,ESP,10707.77
KHM,FIN,8342.702
KHM,FRA,9947.79
KHM,GBR,10026.82
KHM,HUN,8760.564
KHM,IND,3445.198
KHM,ITA,9357.015
KHM,JPN,4409.127
KHM,KOR,3628.8070000000002
KHM,NLD,9666.671999999999
KHM,NOR,9133.655999999999
KHM,POL,8587.231
KHM,ROM,8230.819
KHM,RUS,7534.794
KHM,SVK,8893.495
KHM,SWE,8730.834
KHM,THA,535.9692
KHM,TUR,7667.228
KHM,USA,14415.25
KHM,VNM,1054.802
KHM,YUG,8673.197
KIR,AUS,4786.248
KIR,BEL,14125.72
KIR,BRA,15253.65
KIR,CAN,11535.38
KIR,CHE,14476.49
KIR,CHN,7138.044
KIR,CZE,13954.77
KIR,DEU,13740.7
KIR,ESP,15370.67
KIR,FIN,12654.7
KIR,FRA,14371.47
KIR,GBR,14114.23
KIR,HUN,14039.25
KIR,IND,10522.22
KIR,ITA,14838.9
KIR,JPN,5142.157
KIR,KOR,6194.548000000001
KIR,NLD,13952.75
KIR,NOR,13041.89
KIR,POL,13519.57
KIR,ROM,13979.72
KIR,RUS,12509.57
KIR,SVK,14049.55
KIR,SWE,12933.68
KIR,THA,8105.108
KIR,TUR,13918.27
KIR,USA,11622.71
KIR,VNM,7606.6
KIR,YUG,14222.24
KWT,AUS,12784.28
KWT,BEL,4329.8240000000005
KWT,BRA,11428.84
KWT,CAN,9957.423
KWT,CHE,3995.36
KWT,CHN,6225.544
KWT,CZE,3636.297
KWT,DEU,3825.0690000000004
KWT,ESP,4809.398
KWT,FIN,3836.1940000000004
KWT,FRA,4415.222
KWT,GBR,4653.481
KWT,HUN,3202.095
KWT,IND,2838.48
KWT,ITA,3471.3720000000003
KWT,JPN,8313.143
KWT,KOR,7181.025
KWT,NLD,4345.208
KWT,NOR,4395.11
KWT,POL,3378.6240000000003
KWT,ROM,2557.016
KWT,RUS,3051.533
KWT,SVK,3361.164
KWT,SWE,4031.01
KWT,THA,5655.5740000000005
KWT,TUR,1816.297
KWT,USA,10539.89
KWT,VNM,5844.974
KWT,YUG,2965.9320000000002
LAO,AUS,7696.2080000000005
LAO,BEL,9038.533000000001
LAO,BRA,16890.29
LAO,CAN,12975.12
LAO,CHE,8948.459
LAO,CHN,2778.652
LAO,CZE,8365.918
LAO,DEU,8386.077
LAO,ESP,10040.42
LAO,FIN,7605.646
LAO,FRA,9245.57
LAO,GBR,9311.193000000001
LAO,HUN,8077.644
LAO,IND,2846.594
LAO,ITA,8703.752
LAO,JPN,4143.8009999999995
LAO,KOR,3218.349
LAO,NLD,8951.699
LAO,NOR,8395.82
LAO,POL,7880.109
LAO,ROM,7569.194
LAO,RUS,6809.734
LAO,SVK,8205.985
LAO,SWE,7995.956
LAO,THA,525.2488
LAO,TUR,7038.852
LAO,USA,13706.34
LAO,VNM,478.55300000000005
LAO,YUG,8006.975
LBN,AUS,14070.28
LBN,BEL,3144.598
LBN,BRA,10398.77
LBN,CAN,8823.435
LBN,CHE,2766.1890000000003
LBN,CHN,6983.571
LBN,CZE,2493.3289999999997
LBN,DEU,2720.929
LBN,ESP,3524.9
LBN,FIN,3021.702
LBN,FRA,3197.032
LBN,GBR,3464.002
LBN,HUN,2048.187
LBN,IND,3985.349
LBN,ITA,2199.887
LBN,JPN,8999.5
LBN,KOR,7926.321999999999
LBN,NLD,3185.802
LBN,NOR,3412.801
LBN,POL,2351.56
LBN,ROM,1424.328
LBN,RUS,2441.484
LBN,SVK,2203.249
LBN,SWE,3109.965
LBN,THA,6873.743
LBN,TUR,714.7758
LBN,USA,9363.523000000001
LBN,VNM,6966.687
LBN,YUG,1771.23
LCA,AUS,16202.81
LCA,BEL,7086.5830000000005
LCA,BRA,3614.805
LCA,CAN,3760.0240000000003
LCA,CHE,7248.455
LCA,CHN,14025.15
LCA,CZE,7787.611999999999
LCA,DEU,7730.241
LCA,ESP,6253.771
LCA,FIN,8445.868
LCA,FRA,6903.772
LCA,GBR,6794.753000000001
LCA,HUN,8127.1990000000005
LCA,IND,13496.15
LCA,ITA,7620.191999999999
LCA,JPN,14088.41
LCA,KOR,14239.55
LCA,NLD,7154.686
LCA,NOR,7654.7119999999995
LCA,POL,8244.701
LCA,ROM,8703.098
LCA,RUS,9264.197
LCA,SVK,7984.486
LCA,SWE,8059.269
LCA,THA,16332.11
LCA,TUR,9341.494
LCA,USA,3181.8070000000002
LCA,VNM,15878.14
LCA,YUG,8255.864
LKA,AUS,8620.451
LKA,BEL,8404.442
LKA,BRA,14264.9
LKA,CAN,13720.48
LKA,CHE,8123.768
LKA,CHN,5171.491
LKA,CZE,7688.102
LKA,DEU,7825.898
LKA,ESP,8975.765
LKA,FIN,7469.547
LKA,FRA,8526.015
LKA,GBR,8725.037
LKA,HUN,7282.259
LKA,IND,2431.215
LKA,ITA,7635.494000000001
LKA,JPN,6861.33
LKA,KOR,5840.513000000001
LKA,NLD,8388.237
LKA,NOR,8196.645
LKA,POL,7326.785
LKA,ROM,6651.685
LKA,RUS,6576.936
LKA,SVK,7438.51
LKA,SWE,7784.423000000001
LKA,THA,2381.501
LKA,TUR,5942.7519999999995
LKA,USA,14406.16
LKA,VNM,3208.3340000000003
LKA,YUG,7085.831
LSO,AUS,10594.58
LSO,BEL,9206.208
LSO,BRA,7772.399
LSO,CAN,13271.08
LSO,CHE,8724.216
LSO,CHN,11972.86
LSO,CZE,8932.594000000001
LSO,DEU,9212.143
LSO,ESP,8403.123
LSO,FIN,9958.313
LSO,FRA,9054.14
LSO,GBR,9393.496
LSO,HUN,8591.318000000001
LSO,IND,8338.232
LSO,ITA,8072.605
LSO,JPN,13760.53
LSO,KOR,12727.98
LSO,NLD,9351.925
LSO,NOR,10049.62
LSO,POL,9100.306999999999
LSO,ROM,8207.638
LSO,RUS,9517.638
LSO,SVK,8685.183
LSO,SWE,9904.761999999999
LSO,THA,9178.095
LSO,TUR,7727.073
LSO,USA,13188.11
LSO,VNM,10091.6
LSO,YUG,8283.222
LTU,AUS,15273.62
LTU,BEL,1469.434
LTU,BRA,10408.43
LTU,CAN,6651.543000000001
LTU,CHE,1516.9979999999998
LTU,CHN,6567.348000000001
LTU,CZE,896.5842
LTU,DEU,820.2604
LTU,ESP,2666.384
LTU,FIN,606.8758
LTU,FRA,1700.296
LTU,GBR,1729.5539999999999
LTU,HUN,910.8107
LTU,IND,5036.979
LTU,ITA,1706.0510000000002
LTU,JPN,8197.214
LTU,KOR,7365.838000000001
LTU,NLD,1370.703
LTU,NOR,1048.369
LTU,POL,393.7521
LTU,ROM,1144.111
LTU,RUS,794.0689
LTU,SVK,918.5131
LTU,SWE,677.4822
LTU,THA,7822.797
LTU,TUR,1735.263
LTU,USA,7280.807
LTU,VNM,7522.653
LTU,YUG,1149.012
LUX,AUS,16649.03
LUX,BEL,187.8091
LUX,BRA,8998.837
LUX,CAN,5858.68
LUX,CHE,309.8716
LUX,CHN,7964.416
LUX,CZE,596.739
LUX,DEU,603.6375
LUX,ESP,1281.233
LUX,FIN,1671.6329999999998
LUX,FRA,289.1023
LUX,GBR,494.0174
LUX,HUN,977.3939999999999
LUX,IND,6308.229
LUX,ITA,989.5763
LUX,JPN,9500.391
LUX,KOR,8733.371
LUX,NLD,318.3489
LUX,NOR,1184.92
LUX,POL,1080.5710000000001
LUX,ROM,1615.444
LUX,RUS,2214.132
LUX,SVK,821.1423
