iso_o,iso_d,distcap
LUX,SWE,1325.934
LUX,THA,9166.024
LUX,TUR,2351.177
LUX,USA,6393.923000000001
LUX,VNM,8921.030999999999
LUX,YUG,1204.9589999999998
LVA,AUS,15328.11
LVA,BEL,1456.065
LVA,BRA,10437.17
LVA,CAN,6441.198
LVA,CHE,1587.651
LVA,CHN,6523.571
LVA,CZE,993.2449
LVA,DEU,842.7612
LVA,ESP,2715.85
LVA,FIN,358.1294
LVA,FRA,1704.598
LVA,GBR,1680.389
LVA,HUN,1105.945
LVA,IND,5171.5740000000005
LVA,ITA,1869.5739999999998
LVA,JPN,8094.411
LVA,KOR,7297.289000000001
LVA,NLD,1332.481
LVA,NOR,843.1139999999999
LVA,POL,559.8441
LVA,ROM,1402.0220000000002
LVA,RUS,847.8519
LVA,SVK,1083.025
LVA,SWE,441.6495
LVA,THA,7915.755999999999
LVA,TUR,1997.6229999999998
LVA,USA,7081.517
LVA,VNM,7575.857
LVA,YUG,1371.568
MAR,AUS,17836.17
MAR,BEL,2078.484
MAR,BRA,7046.678000000001
MAR,CAN,5845.943
MAR,CHE,1872.2679999999998
MAR,CHN,9951.105
MAR,CZE,2490.774
MAR,DEU,2614.646
MAR,ESP,762.6525
MAR,FIN,3705.295
MAR,FRA,1816.8529999999998
MAR,GBR,2017.175
MAR,HUN,2628.1220000000003
MAR,IND,7782.559
MAR,ITA,1903.5610000000001
MAR,JPN,11534.55
MAR,KOR,10750.38
MAR,NLD,2243.923
MAR,NOR,3152.955
MAR,POL,3003.534
MAR,ROM,3042.643
MAR,RUS,4156.454000000001
MAR,SVK,2537.356
MAR,SWE,3355.988
MAR,THA,10701.82
MAR,TUR,3560.147
MAR,USA,6146.918000000001
MAR,VNM,10642.98
MAR,YUG,2622.986
MDA,AUS,14992.39
MDA,BEL,1831.6689999999999
MDA,BRA,10325.63
MDA,CAN,7387.717
MDA,CHE,1620.078
MDA,CHN,6742.606
MDA,CZE,1113.54
MDA,DEU,1264.197
MDA,ESP,2697.7140000000004
MDA,FIN,1482.904
MDA,FRA,1976.854
MDA,GBR,2150.279
MDA,HUN,740.7287
MDA,IND,4629.119000000001
MDA,ITA,1413.8270000000002
MDA,JPN,8546.01
MDA,KOR,7611.25
MDA,NLD,1813.739
MDA,NOR,1858.963
MDA,POL,811.762
MDA,ROM,356.6724
MDA,RUS,1150.3139999999999
MDA,SVK,884.5414
MDA,SWE,1544.391
MDA,THA,7517.33
MDA,TUR,850.8543
MDA,USA,7979.73
MDA,VNM,7356.875
MDA,YUG,688.4233
MDG,AUS,9818.354
MDG,BEL,8828.329
MDG,BRA,10003.64
MDG,CAN,14073.69
MDG,CHE,8352.528
MDG,CHN,9676.325
MDG,CZE,8335.67
MDG,DEU,8601.846
MDG,ESP,8460.734
MDG,FIN,9024.89
MDG,FRA,8763.332
MDG,GBR,9097.793
MDG,HUN,7914.995
MDG,IND,6175.918000000001
MDG,ITA,7660.201
MDG,JPN,11423.11
MDG,KOR,10400.05
MDG,NLD,8931.112
MDG,NOR,9376.567
MDG,POL,8321.308
MDG,ROM,7371.446999999999
MDG,RUS,8356.116
MDG,SVK,8048.526999999999
MDG,SWE,9106.587
MDG,THA,6850.169
MDG,TUR,6718.482
MDG,USA,14283.35
MDG,VNM,7754.976
MDG,YUG,7600.477
MDV,AUS,8995.243
MDV,BEL,8201.374
MDV,BRA,13500.26
MDV,CAN,13726.19
MDV,CHE,7874.673000000001
MDV,CHN,5862.359
MDV,CZE,7497.254
MDV,DEU,7664.653
MDV,ESP,8631.48
MDV,FIN,7445.993
MDV,FRA,8294.178
MDV,GBR,8525.089
MDV,HUN,7071.424
MDV,IND,2750.0040000000004
MDV,ITA,7330.813
MDV,JPN,7611.875
MDV,KOR,6570.516
MDV,NLD,8206.194
MDV,NOR,8127.079000000001
MDV,POL,7186.356
MDV,ROM,6428.374
MDV,RUS,6563.1140000000005
MDV,SVK,7230.206
MDV,SWE,7726.645
MDV,THA,3152.969
MDV,TUR,5693.775
MDV,USA,14363.63
MDV,VNM,3972.821
MDV,YUG,6844.519
MEX,AUS,13185.67
MEX,BEL,9259.353000000001
MEX,BRA,6841.765
MEX,CAN,3609.244
MEX,CHE,9640.465
MEX,CHN,12467.17
MEX,CZE,9935.079
MEX,DEU,9739.229
MEX,ESP,9073.951
MEX,FIN,9860.541
MEX,FRA,9206.813
MEX,GBR,8938.404
MEX,HUN,10375.25
MEX,IND,14673.66
MEX,ITA,10254.87
MEX,JPN,11312.39
MEX,KOR,12066.01
MEX,NLD,9229.362
MEX,NOR,9207.354
MEX,POL,10191.03
MEX,ROM,11018.72
MEX,RUS,10736.3
MEX,SVK,10216.82
MEX,SWE,9597.715
MEX,THA,15761.05
MEX,TUR,11765.04
MEX,USA,3037.9159999999997
MEX,VNM,14772.0
MEX,YUG,10634.26
MKD,AUS,15495.59
MKD,BEL,1634.0220000000002
MKD,BRA,9570.675
MKD,CAN,7312.896
MKD,CHE,1240.798
MKD,CHN,7531.092
MKD,CZE,1051.492
MKD,DEU,1318.674
MKD,ESP,2108.379
MKD,FIN,2032.59
MKD,FRA,1672.04
MKD,GBR,1948.1
MKD,HUN,641.169
MKD,IND,5181.7570000000005
MKD,ITA,742.0995
MKD,JPN,9352.046
MKD,KOR,8409.194
MKD,NLD,1694.944
MKD,NOR,2124.6639999999998
MKD,POL,1141.357
MKD,ROM,463.1714
MKD,RUS,1927.484
MKD,SVK,764.715
MKD,SWE,1943.276
MKD,THA,8099.388000000001
MKD,TUR,983.2172
MKD,USA,7840.568
MKD,VNM,8022.566
MKD,YUG,324.8798
MLI,AUS,16622.77
MLI,BEL,4392.599
MLI,BRA,5417.111999999999
MLI,CAN,7282.684
MLI,CHE,4079.1090000000004
MLI,CHN,11841.6
MLI,CZE,4639.915
MLI,DEU,4829.943
MLI,ESP,3116.63
MLI,FIN,5931.557
MLI,FRA,4139.755999999999
MLI,GBR,4379.194
MLI,HUN,4620.414000000001
MLI,IND,8884.225
MLI,ITA,3809.006
MLI,JPN,13672.71
MLI,KOR,12736.69
MLI,NLD,4564.502
MLI,NOR,5480.371
MLI,POL,5108.826
MLI,ROM,4793.563
MLI,RUS,6188.9619999999995
MLI,SVK,4585.431
MLI,SWE,5624.358
MLI,THA,11617.81
MLI,TUR,5011.067
MLI,USA,7325.533
MLI,VNM,11890.65
MLI,YUG,4484.528
MLT,AUS,15962.62
MLT,BEL,1851.035
MLT,BRA,8725.308
MLT,CAN,7286.255
MLT,CHE,1363.745
MLT,CHN,8417.788
MLT,CZE,1580.469
MLT,DEU,1853.3220000000001
MLT,ESP,1670.797
MLT,FIN,2799.607
MLT,FRA,1752.693
MLT,GBR,2092.2729999999997
MLT,HUN,1343.9029999999998
MLT,IND,5856.019
MLT,ITA,688.7803
MLT,JPN,10256.82
MLT,KOR,9305.214
MLT,NLD,1981.9479999999999
MLT,NOR,2686.866
MLT,POL,1889.904
MLT,ROM,1364.6760000000002
MLT,RUS,2819.7340000000004
MLT,SVK,1382.29
MLT,SWE,2620.794
MLT,THA,8768.3
MLT,TUR,1666.2879999999998
MLT,USA,7729.347
MLT,VNM,8780.34
MLT,YUG,1114.8310000000001
MMR,AUS,8048.8240000000005
MMR,BEL,8702.235999999999
MMR,BRA,16199.53
MMR,CAN,13062.16
MMR,CHE,8566.73
MMR,CHN,3234.079
MMR,CZE,8008.151
MMR,DEU,8055.951
MMR,ESP,9620.679
MMR,FIN,7362.658
MMR,FRA,8892.726
MMR,GBR,8990.69
MMR,HUN,7688.241999999999
MMR,IND,2344.0820000000003
MMR,ITA,8264.19
MMR,JPN,4781.767
MMR,KOR,3796.143
MMR,NLD,8630.553
MMR,NOR,8152.598000000001
MMR,POL,7542.436
MMR,ROM,7144.085999999999
MMR,RUS,6526.041
MMR,SVK,7825.054
MMR,SWE,7742.130999999999
MMR,THA,575.9035
MMR,TUR,6566.786
MMR,USA,13799.21
MMR,VNM,1124.431
MMR,YUG,7588.5419999999995
MNG,AUS,10168.99
MNG,BEL,6798.823
MNG,BRA,15777.75
MNG,CAN,9644.375
MNG,CHE,6916.981
MNG,CHN,1172.047
MNG,CZE,6295.875
MNG,DEU,6192.851
MNG,ESP,8063.195
MNG,FIN,5155.067
MNG,FRA,7053.423000000001
MNG,GBR,6980.085999999999
MNG,HUN,6193.408
MNG,IND,3328.61
MNG,ITA,6987.772
MNG,JPN,3018.842
MNG,KOR,2003.1029999999998
MNG,NLD,6659.134
MNG,NOR,5863.597
MNG,POL,5782.74
MNG,ROM,5943.085999999999
MNG,RUS,4632.875
MNG,SVK,6263.581999999999
MNG,SWE,5542.593000000001
MNG,THA,3848.093
MNG,TUR,5770.231
MNG,USA,10369.17
MNG,VNM,2993.437
MNG,YUG,6278.305
MOZ,AUS,10495.34
MOZ,BEL,8987.062
MOZ,BRA,8326.671999999999
MOZ,CAN,13429.35
MOZ,CHE,8500.383
MOZ,CHN,11347.11
MOZ,CZE,8654.025
MOZ,DEU,8933.64
MOZ,ESP,8288.235999999999
MOZ,FIN,9607.886
MOZ,FRA,8855.655
MOZ,GBR,9198.161
MOZ,HUN,8288.68
MOZ,IND,7723.632
MOZ,ITA,7829.499
MOZ,JPN,13143.46
MOZ,KOR,12104.01
MOZ,NLD,9123.539
MOZ,NOR,9765.214
MOZ,POL,8778.391
MOZ,ROM,7861.246999999999
MOZ,RUS,9107.99
MOZ,SVK,8393.578000000001
MOZ,SWE,9587.224
MOZ,THA,8573.696
MOZ,TUR,7334.297
MOZ,USA,13425.2
MOZ,VNM,9478.27
MOZ,YUG,7975.125
MRT,AUS,17624.29
MRT,BEL,4057.333
MRT,BRA,5149.916
MRT,CAN,6242.3009999999995
MRT,CHE,3852.972
MRT,CHN,11903.59
MRT,CZE,4465.213
MRT,DEU,4599.994000000001
MRT,ESP,2742.2209999999995
MRT,FIN,5691.615
MRT,FRA,3794.96
MRT,GBR,3963.592
MRT,HUN,4556.213
MRT,IND,9359.748
MRT,ITA,3774.4109999999996
MRT,JPN,13519.62
MRT,KOR,12726.14
MRT,NLD,4219.005
MRT,NOR,5116.625
MRT,POL,4972.177
MRT,ROM,4875.021
MRT,RUS,6115.446
MRT,SVK,4483.786
MRT,SWE,5339.102
MRT,THA,12211.87
MRT,TUR,5250.625
MRT,USA,6274.2119999999995
MRT,VNM,12339.04
MRT,YUG,4496.282999999999
MUS,AUS,8879.725
MUS,BEL,9453.362
MUS,BRA,10953.11
MUS,CAN,14931.95
MUS,CHE,8996.162
MUS,CHN,9054.787
MUS,CZE,8892.55
MUS,DEU,9143.453000000001
MUS,ESP,9246.002
MUS,FIN,9408.393
MUS,FRA,9422.744
MUS,GBR,9744.353000000001
MUS,HUN,8455.104
MUS,IND,5828.435
MUS,ITA,8313.152
MUS,JPN,10643.99
MUS,KOR,9691.985999999999
MUS,NLD,9536.271
MUS,NOR,9863.321
MUS,POL,8801.968
MUS,ROM,7864.84
MUS,RUS,8654.018
MUS,SVK,8599.921
MUS,SWE,9548.833
MUS,THA,6031.729
MUS,TUR,7161.605
MUS,USA,15222.4
MUS,VNM,6979.507
MUS,YUG,8150.156
MWI,AUS,11295.81
MWI,BEL,7760.549
MWI,BRA,8732.777
MWI,CAN,12638.27
MWI,CHE,7273.356
MWI,CHN,10394.82
MWI,CZE,7378.479
MWI,DEU,7656.65
MWI,ESP,7186.515
MWI,FIN,8285.101999999999
MWI,FRA,7650.656999999999
MWI,GBR,7993.257
MWI,HUN,6997.343000000001
MWI,IND,6653.143
MWI,ITA,6589.733
MWI,JPN,12345.96
MWI,KOR,11233.9
MWI,NLD,7887.344
MWI,NOR,8479.884
MWI,POL,7472.656
MWI,ROM,6544.715999999999
MWI,RUS,7767.932
MWI,SVK,7109.609
MWI,SWE,8281.345
MWI,THA,7967.8009999999995
MWI,TUR,5999.491
MWI,USA,12780.82
MWI,VNM,8780.87
MWI,YUG,6681.465
MYS,AUS,6532.159000000001
MYS,BEL,10261.22
MYS,BRA,16420.49
MYS,CAN,14623.82
MYS,CHE,10085.6
MYS,CHN,4355.0470000000005
MYS,CZE,9554.34
MYS,DEU,9623.965
MYS,ESP,11084.66
MYS,FIN,8980.642
MYS,FRA,10436.4
MYS,GBR,10559.89
MYS,HUN,9207.439
MYS,IND,3842.43
MYS,ITA,9717.921999999999
MYS,JPN,5329.095
MYS,KOR,4614.067
MYS,NLD,10201.5
MYS,NOR,9768.171
MYS,POL,9108.276
MYS,ROM,8629.723
MYS,RUS,8130.454000000001
MYS,SVK,9351.424
MYS,SWE,9354.846
MYS,THA,1187.123
MYS,TUR,7997.892
MYS,USA,15357.34
MYS,VNM,2040.94
MYS,YUG,9076.96
NAM,AUS,11845.64
NAM,BEL,8264.846
NAM,BRA,6825.919
NAM,CAN,11994.17
NAM,CHE,7797.97
NAM,CHN,12372.95
NAM,CZE,8092.025
NAM,DEU,8366.187
NAM,ESP,7334.44
NAM,FIN,9232.493
NAM,FRA,8084.97
NAM,GBR,8414.729
NAM,HUN,7800.814
NAM,IND,8601.866
NAM,ITA,7188.876
NAM,JPN,14350.9
NAM,KOR,13231.29
NAM,NLD,8422.152
NAM,NOR,9198.591999999999
NAM,POL,8335.684000000001
NAM,ROM,7511.557
NAM,RUS,8932.264000000001
NAM,SVK,7872.566
NAM,SWE,9115.85
NAM,THA,9940.421
NAM,TUR,7145.528
NAM,USA,11908.0
NAM,VNM,10778.08
NAM,YUG,7509.525
NCL,AUS,2220.1679999999997
NCL,BEL,16495.46
NCL,BRA,14380.56
NCL,CAN,13909.79
NCL,CHE,16703.95
NCL,CHN,8648.526
NCL,CZE,16091.42
NCL,DEU,15956.71
NCL,ESP,17811.61
NCL,FIN,14864.17
NCL,FRA,16757.74
NCL,GBR,16581.42
NCL,HUN,15995.31
NCL,IND,11110.26
NCL,ITA,16771.45
NCL,JPN,7035.106
NCL,KOR,7830.0
NCL,NLD,16332.64
NCL,NOR,15431.35
NCL,POL,15583.89
NCL,ROM,15661.58
NCL,RUS,14439.2
NCL,SVK,16070.09
NCL,SWE,15214.89
NCL,THA,8231.042
NCL,TUR,15259.61
NCL,USA,13806.11
NCL,VNM,8151.311
NCL,YUG,16047.71
NER,AUS,15941.6
NER,BEL,4156.513
NER,BRA,6395.668000000001
NER,CAN,8000.454000000001
NER,CHE,3752.594
NER,CHN,11024.17
NER,CZE,4221.885
NER,DEU,4456.21
NER,ESP,3045.1
NER,FIN,5514.121999999999
NER,FRA,3932.638
NER,GBR,4230.4929999999995
NER,HUN,4095.3559999999998
NER,IND,7865.206
NER,ITA,3311.987
NER,JPN,12975.32
NER,KOR,11953.51
NER,NLD,4327.557
NER,NOR,5211.265
NER,POL,4627.1320000000005
NER,ROM,4124.666
NER,RUS,5602.645
NER,SVK,4098.6359999999995
NER,SWE,5266.223000000001
NER,THA,10544.8
NER,TUR,4200.3
NER,USA,8139.29
NER,VNM,10863.09
NER,YUG,3895.527
NGA,AUS,15205.16
NGA,BEL,4643.222
NGA,BRA,6674.87
NGA,CAN,8736.006
NGA,CHE,4203.844
NGA,CHN,10960.48
NGA,CZE,4603.6140000000005
NGA,DEU,4858.187
NGA,ESP,3639.542
NGA,FIN,5862.641
NGA,FRA,4440.135
NGA,GBR,4757.643
NGA,HUN,4409.833
NGA,IND,7585.293000000001
NGA,ITA,3677.1929999999998
NGA,JPN,12990.9
NGA,KOR,11909.62
NGA,NLD,4809.195
NGA,NOR,5654.899
NGA,POL,4955.104
NGA,ROM,4326.185
NGA,RUS,5829.689
NGA,SVK,4439.536
NGA,SWE,5657.291
NGA,THA,10130.63
NGA,TUR,4264.208
NGA,USA,8874.532
NGA,VNM,10541.2
NGA,YUG,4170.116
NIC,AUS,13914.87
NIC,BEL,9021.177
NIC,BRA,5244.107
NIC,CAN,3842.074
NIC,CHE,9315.837
NIC,CHN,13785.57
NIC,CZE,9736.226999999999
NIC,DEU,9595.835
NIC,ESP,8523.871
NIC,FIN,9985.653
NIC,FRA,8906.699
NIC,GBR,8699.689
NIC,HUN,10146.51
NIC,IND,15167.33
NIC,ITA,9834.671999999999
NIC,JPN,12845.07
NIC,KOR,13509.79
NIC,NLD,9034.442
NIC,NOR,9241.96
NIC,POL,10095.17
NIC,ROM,10781.58
NIC,RUS,10876.95
NIC,SVK,9989.428
NIC,SWE,9656.951
NIC,THA,17062.34
NIC,TUR,11501.33
NIC,USA,3117.8579999999997
NIC,VNM,16115.17
NIC,YUG,10352.67
NPL,AUS,9696.438
NPL,BEL,7053.249
NPL,BRA,15051.1
NPL,CAN,11671.8
NPL,CHE,6921.61
NPL,CHN,3160.925
NPL,CZE,6359.505
NPL,DEU,6407.434
NPL,ESP,7988.503000000001
NPL,FIN,5740.605
NPL,FRA,7244.016
NPL,GBR,7342.558000000001
NPL,HUN,6044.132
NPL,IND,801.1843
NPL,ITA,6640.496999999999
NPL,JPN,5166.0070000000005
NPL,KOR,4022.39
NPL,NLD,6982.543000000001
NPL,NOR,6527.191
NPL,POL,5893.625
NPL,ROM,5511.807
NPL,RUS,4889.8679999999995
NPL,SVK,6179.245
NPL,SWE,6113.57
NPL,THA,2212.509
NPL,TUR,4964.282999999999
NPL,USA,12400.28
NPL,VNM,2208.786
NPL,YUG,5953.805
NZL,AUS,2397.488
NZL,BEL,19011.83
NZL,BRA,12070.38
NZL,CAN,14657.01
NZL,CHE,19006.65
NZL,CHN,11041.03
NZL,CZE,18419.03
NZL,DEU,18386.66
NZL,ESP,19586.18
NZL,FIN,17362.61
NZL,FRA,19263.88
NZL,GBR,19147.14
NZL,HUN,18128.41
NZL,IND,12761.04
NZL,ITA,18572.15
NZL,JPN,9575.732
NZL,KOR,10293.84
NZL,NLD,18867.02
NZL,NOR,17991.74
NZL,POL,17914.16
NZL,ROM,17555.44
NZL,RUS,16774.49
NZL,SVK,18263.92
NZL,SWE,17738.59
NZL,THA,9872.658000000001
NZL,TUR,16882.32
NZL,USA,14219.82
NZL,VNM,10080.76
NZL,YUG,18002.01
OMN,AUS,11549.48
OMN,BEL,5517.9
OMN,BRA,12365.4
OMN,CAN,11068.56
OMN,CHE,5207.722
OMN,CHN,5658.039000000001
OMN,CZE,4810.765
OMN,DEU,4976.974
OMN,ESP,6044.161999999999
OMN,FIN,4823.622
OMN,FRA,5620.005
OMN,GBR,5841.325
OMN,HUN,4388.210999999999
OMN,IND,1936.2220000000002
OMN,ITA,4702.792
OMN,JPN,7746.67
OMN,KOR,6590.233
OMN,NLD,5519.236999999999
OMN,NOR,5465.455
OMN,POL,4501.862
OMN,ROM,3747.594
OMN,RUS,3965.798
OMN,SVK,4546.616
OMN,SWE,5075.089
OMN,THA,4531.884
OMN,TUR,3022.0879999999997
OMN,USA,11684.96
OMN,VNM,4850.225
OMN,YUG,4171.733
PAK,AUS,11015.89
PAK,BEL,5752.111999999999
PAK,BRA,13836.4
PAK,CAN,10688.13
PAK,CHE,5597.236
PAK,CHN,3882.877
PAK,CZE,5048.6359999999995
PAK,DEU,5114.034000000001
PAK,ESP,6651.62
PAK,FIN,4537.599
PAK,FRA,5932.585999999999
PAK,GBR,6049.916
PAK,HUN,4718.152
PAK,IND,683.3699
PAK,ITA,5300.738
PAK,JPN,5980.15
PAK,KOR,4828.073
PAK,NLD,5691.659000000001
PAK,NOR,5308.435
PAK,POL,4598.316
PAK,ROM,4174.471
PAK,RUS,3658.638
PAK,SVK,4856.792
PAK,SWE,4891.005999999999
PAK,THA,3542.7709999999997
PAK,TUR,3625.6279999999997
PAK,USA,11392.76
PAK,VNM,3509.467
PAK,YUG,4617.9
PAL,AUS,14063.31
PAL,BEL,3271.921
PAL,BRA,10227.53
PAL,CAN,8950.944
PAL,CHE,2868.08
PAL,CHN,7206.27
PAL,CZE,2649.224
PAL,DEU,2890.074
PAL,ESP,3546.1020000000003
PAL,FIN,3259.2709999999997
PAL,FRA,3303.196
PAL,GBR,3586.255
PAL,HUN,2206.055
PAL,IND,4106.997
PAL,ITA,2261.774
PAL,JPN,9236.551
PAL,KOR,8153.009
PAL,NLD,3326.237
PAL,NOR,3612.9
PAL,POL,2551.304
PAL,ROM,1607.389
PAL,RUS,2707.708
PAL,SVK,2356.439
PAL,SWE,3327.054
PAL,THA,6967.803000000001
PAL,TUR,945.8355
PAL,USA,9470.571
PAL,VNM,7104.611
PAL,YUG,1912.517
PAN,AUS,14303.46
PAN,BEL,8814.414
PAN,BRA,4438.22
PAN,CAN,4075.321
PAN,CHE,9058.3
PAN,CHN,14352.56
PAN,CZE,9532.546
PAN,DEU,9423.655
PAN,ESP,8170.168000000001
PAN,FIN,9942.038
PAN,FRA,8671.104
PAN,GBR,8500.427
PAN,HUN,9918.198
PAN,IND,15161.38
PAN,ITA,9517.763
PAN,JPN,13584.86
PAN,KOR,14173.68
PAN,NLD,8849.443000000001
PAN,NOR,9169.77
PAN,POL,9935.298
PAN,ROM,10534.41
PAN,RUS,10819.55
PAN,SVK,9765.431999999999
PAN,SWE,9587.268
PAN,THA,17509.22
PAN,TUR,11224.22
PAN,USA,3339.086
PAN,VNM,16647.34
PAN,YUG,10093.19
PER,AUS,12861.16
PER,BEL,10464.8
PER,BRA,3171.635
PER,CAN,6403.348000000001
PER,CHE,10585.31
PER,CHN,16666.29
PER,CZE,11151.94
PER,DEU,11114.22
PER,ESP,9521.563
PER,FIN,11849.47
PER,FRA,10268.11
PER,GBR,10182.22
PER,HUN,11462.46
PER,IND,16792.93
PER,ITA,10875.48
PER,JPN,15505.62
PER,KOR,16329.76
PER,NLD,10542.52
PER,NOR,11058.24
PER,POL,11625.44
PER,ROM,11998.69
PER,RUS,12666.63
PER,SVK,11327.91
PER,SWE,11463.65
PER,THA,19711.86
PER,TUR,12570.07
PER,USA,5672.588000000001
PER,VNM,18993.92
PER,YUG,11555.25
PHL,AUS,6300.281999999999
PHL,BEL,10515.8
PHL,BRA,18832.29
PHL,CAN,13143.47
PHL,CHE,10523.38
PHL,CHN,2850.3190000000004
PHL,CZE,9908.748
PHL,DEU,9871.489
PHL,ESP,11665.22
PHL,FIN,8935.669
PHL,FRA,10751.64
PHL,GBR,10745.17
PHL,HUN,9691.141
PHL,IND,4756.725
PHL,ITA,10397.98
PHL,JPN,2999.5409999999997
PHL,KOR,2615.751
PHL,NLD,10399.29
PHL,NOR,9693.195
PHL,POL,9397.381
PHL,ROM,9261.544
PHL,RUS,8257.32
PHL,SVK,9799.565
PHL,SWE,9333.17
PHL,THA,2210.015
PHL,TUR,8821.542
PHL,USA,13794.33
PHL,VNM,1750.016
PHL,YUG,9677.129
PLW,AUS,4987.858
PLW,BEL,11992.08
PLW,BRA,19058.27
PLW,CAN,13435.73
PLW,CHE,12058.17
PLW,CHN,4048.2990000000004
PLW,CZE,11435.75
PLW,DEU,11366.3
PLW,ESP,13210.83
PLW,FIN,10361.74
PLW,FRA,12240.69
PLW,GBR,12188.67
PLW,HUN,11259.74
PLW,IND,6440.243
PLW,ITA,11999.44
PLW,JPN,3198.886
PLW,KOR,3441.6209999999996
PLW,NLD,11859.78
PLW,NOR,11078.09
PLW,POL,10919.33
PLW,ROM,10873.31
PLW,RUS,9764.49
PLW,SVK,11356.15
PLW,SWE,10752.79
PLW,THA,3782.2259999999997
PLW,TUR,10472.87
PLW,USA,13950.49
PLW,VNM,3433.4809999999998
PLW,YUG,11274.32
PNG,AUS,2878.813
PNG,BEL,14313.37
PNG,BRA,16768.98
PNG,CAN,14324.55
PNG,CHE,14395.83
PNG,CHN,6343.974
PNG,CZE,13772.91
PNG,DEU,13696.35
PNG,ESP,15548.85
PNG,FIN,12670.74
PNG,FRA,14565.84
PNG,GBR,14493.51
PNG,HUN,13598.13
PNG,IND,8612.271
PNG,ITA,14329.81
PNG,JPN,5086.215
PNG,KOR,5635.596
PNG,NLD,14175.06
PNG,NOR,13360.59
PNG,POL,13256.3
PNG,ROM,13197.55
PNG,RUS,12100.54
PNG,SVK,13695.38
PNG,SWE,13056.27
PNG,THA,5761.263000000001
PNG,TUR,12758.31
PNG,USA,14570.26
PNG,VNM,5645.951
PNG,YUG,13605.84
PRT,AUS,18069.91
PRT,BEL,1711.396
PRT,BRA,7287.52
PRT,CAN,5392.036
PRT,CHE,1626.974
PRT,CHN,9675.63
PRT,CZE,2245.294
PRT,DEU,2314.488
PRT,ESP,500.9223
PRT,FIN,3362.978
PRT,FRA,1452.86
PRT,GBR,1583.0910000000001
PRT,HUN,2471.427
PRT,IND,7782.4619999999995
PRT,ITA,1864.0410000000002
PRT,JPN,11156.39
PRT,KOR,10433.49
PRT,NLD,1862.043
PRT,NOR,2739.748
PRT,POL,2760.441
PRT,ROM,2978.071
PRT,RUS,3913.34
PRT,SVK,2354.2929999999997
PRT,SWE,2990.966
PRT,THA,10694.58
PRT,TUR,3583.115
PRT,USA,5740.448
PRT,VNM,10549.0
PRT,YUG,2535.624
PRY,AUS,12727.53
PRY,BEL,10416.98
PRY,BRA,1463.434
PRY,CAN,8075.323
PRY,CHE,10347.18
PRY,CHN,18311.35
PRY,CZE,10970.21
PRY,DEU,11042.98
PRY,ESP,9194.078000000001
PRY,FIN,12043.17
PRY,FRA,10168.73
PRY,GBR,10216.67
PRY,HUN,11132.86
PRY,IND,15567.39
PRY,ITA,10376.26
PRY,JPN,18005.33
PRY,KOR,18600.7
PRY,NLD,10548.14
PRY,NOR,11316.19
PRY,POL,11486.84
PRY,ROM,11487.62
PRY,RUS,12642.6
PRY,SVK,11041.69
PRY,SWE,11650.4
PRY,THA,17414.88
PRY,TUR,11826.99
PRY,USA,7414.781
PRY,VNM,18285.31
PRY,YUG,11101.26
PYF,AUS,6319.975
PYF,BEL,15666.17
PYF,BRA,10677.96
PYF,CAN,10198.62
PYF,CHE,16140.31
PYF,CHN,11590.93
PYF,CZE,16137.49
PYF,DEU,15864.42
PYF,ESP,15889.19
PYF,FIN,15272.44
PYF,FRA,15724.43
PYF,GBR,15393.27
PYF,HUN,16540.2
PYF,IND,15119.57
PYF,ITA,16831.7
PYF,JPN,9502.386999999999
PYF,KOR,10635.72
PYF,NLD,15562.6
PYF,NOR,15058.08
PYF,POL,16082.39
PYF,ROM,17014.63
PYF,RUS,15736.13
PYF,SVK,16417.6
PYF,SWE,15274.87
PYF,THA,12553.15
PYF,TUR,17530.26
PYF,USA,9803.997
PYF,VNM,12174.45
PYF,YUG,16857.33
QAT,AUS,12257.15
QAT,BEL,4900.595
QAT,BRA,11686.33
QAT,CAN,10530.02
QAT,CHE,4559.472
QAT,CHN,6164.891
QAT,CZE,4208.962
QAT,DEU,4398.253
QAT,ESP,5342.9169999999995
QAT,FIN,4383.723
QAT,FRA,4981.916
QAT,GBR,5224.117
QAT,HUN,3773.849
QAT,IND,2570.834
QAT,ITA,4019.4590000000003
QAT,JPN,8263.001
QAT,KOR,7113.408
QAT,NLD,4917.663
QAT,NOR,4960.628
QAT,POL,3949.9320000000002
QAT,ROM,3128.695
QAT,RUS,3575.788
QAT,SVK,3932.8979999999997
QAT,SWE,4591.33
QAT,THA,5265.259
QAT,TUR,2386.131
QAT,USA,11112.94
QAT,VNM,5544.335
QAT,YUG,3533.785
RWA,AUS,12480.44
RWA,BEL,6359.996
RWA,BRA,8670.851
RWA,CAN,11397.2
RWA,CHE,5872.97
RWA,CHN,9845.181999999999
RWA,CZE,5980.932
RWA,DEU,6259.643
RWA,ESP,5828.738
RWA,FIN,6921.999
RWA,FRA,6253.41
RWA,GBR,6595.6669999999995
RWA,HUN,5605.626
RWA,IND,6067.339
RWA,ITA,5188.542
RWA,JPN,11914.25
RWA,KOR,10759.94
RWA,NLD,6486.081999999999
RWA,NOR,7086.146
RWA,POL,6090.479
RWA,ROM,5173.646
RWA,RUS,6457.65
RWA,SVK,5714.688
RWA,SWE,6899.44
RWA,THA,7959.035
RWA,TUR,4667.988
RWA,USA,11625.29
