,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Direct,0.0
11,Afghanistan,NCA,Direct,-9354.343139896848
7,Afghanistan,NMC111,Direct,-23391.462310363822
10,Afghanistan,NMC523,Direct,-20265.08518734122
8,Afghanistan,NMC622,Direct,-32375.354112686073
9,Afghanistan,NMC811,Direct,0.0
18,Albania,LFP,Direct,-318.5486035335624
23,Albania,NCA,Direct,-13.357101707559416
19,Albania,NMC111,Direct,-25.596134991896317
22,Albania,NMC523,Direct,-29.21531207559572
20,Albania,NMC622,Direct,-31.79217410682191
21,Albania,NMC811,Direct,-39.77294322337867
264,Algeria,LFP,Direct,0.0
269,Algeria,NCA,Direct,-14.525895464089192
265,Algeria,NMC111,Direct,-41.791209307263955
268,Algeria,NMC523,Direct,-44.004778408034895
266,Algeria,NMC622,Direct,-54.0998800550922
267,Algeria,NMC811,Direct,-60.32431819649646
24,Andorra,LFP,Direct,0.0
29,Andorra,NCA,Direct,-207.46158539475573
25,Andorra,NMC111,Direct,-382.2170802000372
28,Andorra,NMC523,Direct,-372.47591804938213
26,Andorra,NMC622,Direct,-509.41594623280673
27,Andorra,NMC811,Direct,-570.2313015530855
12,Angola,LFP,Direct,0.0
17,Angola,NCA,Direct,-58.17973922316435
13,Angola,NMC111,Direct,-123.49514143679934
16,Angola,NMC523,Direct,-121.82294305267762
14,Angola,NMC622,Direct,-164.63038450873535
15,Angola,NMC811,Direct,-189.12746403610925
36,Argentina,LFP,Direct,0.0
41,Argentina,NCA,Direct,-0.46925934678991466
37,Argentina,NMC111,Direct,-15.379951421162268
40,Argentina,NMC523,Direct,-19.177393759272185
38,Argentina,NMC622,Direct,-18.565154351089376
39,Argentina,NMC811,Direct,-20.19111386386616
42,Armenia,LFP,Direct,0.0
47,Armenia,NCA,Direct,-405.9703105744169
43,Armenia,NMC111,Direct,-349.1004223699853
46,Armenia,NMC523,Direct,-576.916241148639
44,Armenia,NMC622,Direct,0.0
45,Armenia,NMC811,Direct,-465.7515858956949
0,Aruba,LFP,Direct,0.0
5,Aruba,NCA,Direct,-245.65117638558496
1,Aruba,NMC111,Direct,-424.91887083827083
4,Aruba,NMC523,Direct,-434.64857854547773
2,Aruba,NMC622,Direct,0.0
3,Aruba,NMC811,Direct,-419.1607435301681
48,Australia,LFP,Direct,0.0
53,Australia,NCA,Direct,5.993491790555647
49,Australia,NMC111,Direct,-2.9803273414659675
52,Australia,NMC523,Direct,-7.45350991126792
50,Australia,NMC622,Direct,-1.7218861236657115
51,Australia,NMC811,Direct,-1.0763559388439117
54,Austria,LFP,Direct,-62.85549019378097
59,Austria,NCA,Direct,5.454969923347871
55,Austria,NMC111,Direct,-1.1814050955896254
58,Austria,NMC523,Direct,-6.085258761289466
56,Austria,NMC622,Direct,0.1473321969643801
57,Austria,NMC811,Direct,-0.08493837438830036
60,Azerbaijan,LFP,Direct,0.0
65,Azerbaijan,NCA,Direct,-11.958666955541883
61,Azerbaijan,NMC111,Direct,-36.80548996303766
64,Azerbaijan,NMC523,Direct,-38.166049885497415
62,Azerbaijan,NMC622,Direct,-44.327891422300134
