,country,total_costs,scrap,unit_cost
0,Angola,6572518.049518362,89.0,73.84851741031868
1,Argentina,45565280.388630085,3851.0,11.832064499774107
2,Aruba,1359341.6917934269,5.0,271.8683383586854
3,Australia,87848329.21096763,12000.0,7.320694100913969
4,Barbados,627959.5960246769,1.0,627.9595960246769
5,Belgium,79431703.53747274,9000.0,8.825744837496972
6,Benin,1343943.2357892932,4.0,335.9858089473233
7,Bermuda,1001116.6532044441,3.0,333.70555106814805
8,Bolivia (Plurinational State of),30673713.668932755,1796.0,17.0789051608757
9,Botswana,14681109.28365949,425.0,34.543786549787036
10,Brazil,726718405.3394357,799400.0000000001,0.909079816536697
11,Burkina Faso,19696243.111438427,754.0,26.12233834408279
12,C?te d'Ivoire,11521321.900043968,265.0,43.47668641526026
13,Cabo Verde,1790374.891402368,7.0,255.76784162890974
14,Cameroon,853677.9718735046,2.0,426.8389859367523
15,Canada,281869477.2987709,119999.99999999999,2.348912310823091
16,Chile,23788005.11151605,1100.0,21.62545919228732
17,China,512864663.6495395,4802144.070715741,0.10679909975568454
18,Colombia,43918736.95773419,3587.0,12.243863105027653
19,Congo,1649321.9989740485,6.0,274.88699982900806
20,Costa Rica,23206699.144339222,1049.0,22.12268745885531
21,Czechia,23456320.570029832,1000.0000000000002,23.456320570029828
22,Dominican Rep.,28957690.705214333,1607.0,18.019720413947937
23,Ecuador,24264719.410139542,1143.0,21.228975861889364
24,El Salvador,2256704.5639931457,24.0,94.02935683304774
25,Eswatini,2734578.0899720793,15.999999999999998,170.911130623255
26,Finland,68031370.2883197,6999.999999999999,9.718767184045673
27,France,291183500.5712141,98000.00000000001,2.9712602099103473
28,Germany,424348789.8859119,194000.0,2.1873648963191337
29,Ghana,3907437.4237268073,36.0,108.53992843685576
30,Grenada,5257034.536435186,60.0,87.61724227391977
31,Guatemala,40195475.28209597,3022.0,13.300951450064847
32,Guinea,1487814.8730115476,5.0,297.5629746023095
33,Guyana,28393396.359409783,1546.9999999999998,18.353843800523457
34,Honduras,13792645.01688304,384.99999999999994,35.825051991904004
35,Hungary,322432255.62103343,126207.80692922621,2.554772667920966
36,India,122139210.63094117,88463.57034632415,1.380672407328587
37,Italy,294926115.3360217,103000.0,2.8633603430681718
38,Jamaica,1994808.9255760927,10.0,199.48089255760928
39,Japan,326706103.5330559,307904.44406159845,1.061063293609676
40,Korea,647389846.2877499,1519672.2192128806,0.42600623878158916
41,Lesotho,8726161.66453179,154.0,56.663387432024614
42,Mali,6812722.428177135,95.0,71.71286766502249
43,Mozambique,7155164.504149795,111.0,64.46094147882698
44,Namibia,17652918.349482074,609.0,28.9867296379016
45,Netherlands,157195496.6839842,32000.000000000004,4.9123592713745055
46,Nicaragua,22258995.365839764,968.0,22.99482992338819
47,Niger,13212268.640864085,346.0,38.18574751694822
48,Nigeria,107225732.02100813,20583.0,5.20943166793024
49,Norway,101640856.2324941,15853.587799687482,6.41122107605811
50,Panama,2211406.1541801603,23.0,96.14809366000696
51,Paraguay,16985920.741877116,574.9999999999999,29.54073172500369
52,Peru,48771226.777842216,4388.0,11.114682492671426
53,Poland,247769004.24435976,76999.99999999999,3.2177792759007766
54,Romania,23505984.714299906,1000.0,23.505984714299906
55,Russian Federation,71820968.61509457,18029.716208948583,3.9834774869860734
56,Saint Lucia,2894839.2892646817,19.0,152.359962592878
57,Senegal,40530484.2240684,3083.0,13.146443147605709
58,Serbia,17647315.15498217,650.4081373159652,27.13267891728296
59,Slovakia,23474672.86107559,1000.0000000000002,23.474672861075586
60,South Africa,11679462.18382363,272.0,42.93919920523393
61,Spain,313215086.97398055,116000.0,2.700130060120522
62,Sweden,425389790.61263114,205820.83639255966,2.0667965307520673
63,Switzerland,145706177.30724755,29928.467526529235,4.868481059983792
64,Thailand,72728683.75872786,18644.835089242217,3.9007415946892015
65,Togo,13134757.412448252,342.0,38.40572342821126
66,Trinidad and Tobago,17216952.670748614,590.0,29.181275713133243
67,Turkey,77284734.0275142,10000.0,7.728473402751421
68,USA,649103882.5916475,672000.0,0.9659283967137611
69,United Kingdom,353806048.3924612,159000.0,2.225195272908561
70,Uruguay,12118997.426477548,300.0,40.39665808825849
71,Viet Nam,46955837.1893921,5000.0,9.39116743787842
