year,policy_scenario,target_region,target_share_of_max,target_constraint_li_t,solver_target_constraint_li_t,max_target_recovered_lithium_t,global_recovered_lithium_t,target_recovered_lithium_t,target_max_attainment_pct,route_modeled_cost,processed_scrap_t,solver_method,draw_id,random_seed,solve_status,solve_message,direct_cost_multiplier,direct_recovery_efficiency,hydro_cost_multiplier,hydro_recovery_efficiency,pyro_cost_multiplier,pyro_recovery_efficiency
2050,strict_policy,China,0.95,328141.12692617316,328140.7987850462,345411.7125538665,1684102.4335815096,338289.8215733743,97.93814432989689,187785740.73351222,116468553.8076376,highs,0,20260507,success,,1.0,0.97,1.0,0.95,1.0,0.35
