year,Strategy type,country,scrap,contained_lithium,recycled_lithium,primary_lithium_gap,dynamic_total_netprofits,recycling_CO2_em,recycled_lithium_share
2025,Strategy 1,Cyprus,3.5939213955357165,0.11188260663991341,0.08867511916666007,0.02320748747325305,-1296572.69987999,8.924407904484754,0.0016666330983433765
2025,Strategy 1,Czechia,91.82673553848643,2.8582474855595934,2.474670672997496,0.3835768125620974,-16330890.360071085,213.0699039051776,0.04651099530371963
2025,Strategy 1,Denmark,1893.0287527280404,58.869534050082535,50.96924258056146,7.9002914695210755,-32300368.23820856,4391.372349885827,0.957957851994571
2025,Strategy 1,Dominican Rep.,22.510431254680626,0.6652230597147364,0.0415764412321708,0.6236466184825654,-12991224.197321588,39.83905384230972,0.0007814218206871797
2025,Strategy 1,Ecuador,22.13486107225532,0.6635513067062664,0.0414719566691413,0.6220793500371247,-12904829.144910516,39.06409130725774,0.0007794580519023457
2025,Strategy 1,Egypt,54.58599088503168,1.6057709959293764,0.1003606872455857,1.5054103086837902,-16463966.414533287,96.66676622565653,0.0018862612726983385
2025,Strategy 1,El Salvador,16.860087031995327,0.5048008272540228,0.0315500517033762,0.4732507755506465,-11814220.185800128,29.76507680137842,0.0005929776121807732
2025,Strategy 1,Estonia,4.437010292159596,0.1381319731605299,0.10947965565802391,0.0286523175025057,-1311065.8146941755,11.018000091615962,0.0020576506626618697
2025,Strategy 1,Eswatini,0.4384834491116419,0.0133217838019184,0.0008326114876197293,0.0124891723142986,-3094742.5518876268,0.7719031143767047,1.564878487188644e-05
2025,Strategy 1,Ethiopia,20.21548020436058,0.614503420189251,0.0384064637618279,0.5760969564274228,-11743702.825984232,35.57607165511366,0.0007218426577525709
2025,Strategy 1,Fiji,7.449488637353356,0.2211514554525094,0.0138219659657815,0.2073294894867275,-8359672.475068696,13.17222772498364,0.00025978139278789054
2025,Strategy 1,Finland,812.1174469462466,25.382626121225638,21.883576056903372,3.4990500643222653,-26136924.03797033,1892.0402881250945,0.41129792110008734
2025,Strategy 1,France,10246.111456647386,319.6975231821549,276.7941155711097,42.90340761104518,-2952332.194559495,23785.5384925441,5.2022961882969465
2025,Strategy 1,French Polynesia,7.256146875893826,0.2180896469172729,0.0136306029323293,0.2044590439849433,-8258547.058814566,12.79852176592389,0.0002561847585984127
2025,Strategy 1,Georgia,2.6876944889194023,0.0809006454969023,0.0050562903435561,0.0758443551533458,-4493301.48502757,4.740782377870104,9.503207800111939e-05
2025,Strategy 1,Germany,22522.181190669668,701.1857397872375,607.0866135077902,94.09912627944726,69746102.8089827,52259.10615974786,11.410084961167863
2025,Strategy 1,Ghana,32.44286950531917,0.9879324346227881,0.0617457771639241,0.9261866574588639,-13528642.346446374,57.05267548582372,0.00116050090342615
2025,Strategy 1,Greece,369.3617186262359,11.46169756477567,9.769133672821333,1.692563891954337,-19676483.557485357,866.1327432458656,0.1836091304333577
2025,Strategy 1,Greenland,0.0799667561322527,0.0025023338848714997,0.00015639586780448166,0.0023459380170670003,-1421357.504202916,0.1396960338963908,2.9394325282743442e-06
2025,Strategy 1,Grenada,0.5812746347821012,0.0171914771340209,0.0010744673208761984,0.0161170098131446,-3754081.3846300677,1.0285850794048905,2.0194422256089686e-05
2025,Strategy 1,Guatemala,56.522315986791114,1.7127732394315474,0.1070483274644715,1.6057249119670758,-17633811.07439661,99.53631462782982,0.002011954281553048
2025,Strategy 1,Guinea,0.3207327077656536,0.0089934748838034,0.0005620921802376001,0.0084313827035657,-1596120.5730437818,0.5701785282964786,1.0564422587843468e-05
2025,Strategy 1,Guyana,4.053466974150438,0.118534718237776,0.0074084198898608,0.1111262983479149,-7286221.295771284,7.1896991989523835,0.00013923993461640197
2025,Strategy 1,Honduras,11.724803682830977,0.3564680799224702,0.0222792549951542,0.3341888249273159,-10194017.17373268,20.624249295047495,0.0004187346363929847
2025,Strategy 1,Hungary,28.206514555104654,0.8778683414816295,0.6957744153374701,0.1820939261441592,-3546617.809537646,70.03958315601749,0.013076956427907726
2025,Strategy 1,Iceland,168.99851609701906,5.051715349016449,4.159951403781204,0.8917639452352448,-9812322.95190878,401.770917808166,0.07818554699668728
2025,Strategy 1,India,360.5889516142748,10.622121153770772,9.196632494934734,1.425488658836037,-46741700.27808784,830.0937991476977,0.17284907258541612
2025,Strategy 1,Indonesia,1439.145006900984,43.011619056751634,2.6882261910469767,40.323392865704655,-60199756.20874136,2541.3625084193486,0.05052473329539011
2025,Strategy 1,Iran,74.19252941206275,2.332325527204664,0.1457703454502913,2.1865551817543727,-42431699.03927266,129.53630546998883,0.0027397277248401557
2025,Strategy 1,Ireland,60.74752938912144,1.8912947858651832,1.5394701568513134,0.3518246290138695,-7047266.309600306,146.36551265239035,0.028934067880958966
2025,Strategy 1,Israel,507.0043137170385,14.896930078543344,12.527919813697897,2.3690102648454463,-17172045.89267279,1187.555459167458,0.2354600254402694
2025,Strategy 1,Italy,5364.005193862649,166.67971589283655,144.31129802001792,22.368417872818664,-25361161.193564788,12442.473987594558,2.7123051878061064
2025,Strategy 1,Jamaica,9.769556270749776,0.2909043160246929,0.0181815197515432,0.27272279627314927,-9621893.76631543,17.25669958182422,0.00034171843106469265
2025,Strategy 1,Japan,1714.7732607892503,51.978396967483825,44.883592217279265,7.094804750204557,-30090365.19627063,3974.9430050846368,0.8435791354424214
2025,Strategy 1,Jordan,33.086799640645935,1.0106463230562568,0.0631653951910159,0.9474809278652409,-11602581.602405785,58.15649844596532,0.0011871823718379304
2025,Strategy 1,Kazakhstan,94.05349727827104,2.8769866518094807,0.17981166573809232,2.6971749860713885,-19935420.558272354,165.32405543917451,0.003379528287118824
2025,Strategy 1,Kenya,62.24733273809844,1.831076975192213,0.1144423109495131,1.7166346642426997,-17412503.44652438,110.26992301026687,0.002150922886507659
2025,Strategy 1,Kiribati,0.038007601739664096,0.0011282545017724,7.051590636078684e-05,0.0010577385954116001,-961726.1171587337,0.0669709413165977,1.3253339223563862e-06
2025,Strategy 1,Korea,2994.434655379214,88.66785576612912,76.7686295223146,11.899226243814526,-29689886.534358032,6899.8703549713255,1.4428527424460973
2025,Strategy 1,Kuwait,22.982404060782173,0.7084177716491442,0.0442761107280713,0.6641416609210726,-10037233.317083891,40.31715351581198,0.0008321616288626774
2025,Strategy 1,Kyrgyzstan,4.520006180410891,0.1386520615104856,0.008665753844405056,0.1299863076660803,-6741915.210403946,7.931234888095835,0.00016287130273868233
2025,Strategy 1,Lao People's Dem. Rep.,9.722668019655615,0.2843826708214426,0.0177739169263399,0.2666087538951024,-34732898.86244929,17.249434703519213,0.0003340576084365851
2025,Strategy 1,Latvia,4.891133334645861,0.1522669786562981,0.12068267716124881,0.03158430149504888,-1378578.5104236314,12.145647718829334,0.002268209459923088
2025,Strategy 1,Lebanon,12.568839540552839,0.3691644143140143,0.0230727758946257,0.3460916384193886,-8171773.621657198,22.277028245897924,0.00043364872061091314
2025,Strategy 1,Lesotho,1.6794455952731229,0.0494706855940782,0.0030919178496297,0.046378767744448296,-4926615.530158433,2.9736922686208738,5.8112046242267565e-05
2025,Strategy 1,Lithuania,8.202159898098177,0.2553456304816846,0.202380021041411,0.052965609440273106,-1797251.2788552756,20.367607611549086,0.003803696512401863
2025,Strategy 1,Luxembourg,10.374074764951963,0.32299485850649823,0.2559969712913572,0.06699788721514055,-1984716.0609531954,25.76132576913343,0.004811417559281356
2025,Strategy 1,Madagascar,4.55843330368714,0.1363751385917559,0.0085234461619845,0.1278516924297711,-6957505.004132013,8.045817651828747,0.0001601966551498262
2025,Strategy 1,Malawi,24.904485166497448,0.7482689670241667,0.0467668104390103,0.7015021565851562,-12627151.93544589,43.9250402213334,0.0008789738870845524
2025,Strategy 1,Malaysia,2.180949963212825,0.0659499571420838,0.0041218723213800905,0.0618280848207036,-25308751.665323693,3.8273446395616,7.746985741340109e-05
2025,Strategy 1,Maldives,2.907008685131602,0.0894277099522474,0.005589231872015312,0.083838478080232,-29055123.94471241,5.102034050410134,0.00010504861927176008
2025,Strategy 1,Mali,1.418428544980134,0.0426811393479112,0.0026675712092443043,0.040013568138666696,-4582642.823839791,2.500383801264328,5.0136526584854825e-05
2025,Strategy 1,Malta,2.1245389570823106,0.0661609661267467,0.0524325656554466,0.0137284004712997,-795201.5158313143,5.2801427953805025,0.0009854607490088908
2025,Strategy 1,Mauritania,0.1974647558482168,0.00581125495380688,0.0003632034346129306,0.005448051519193975,-2261927.662716619,0.349536618352972,6.826343976152154e-06
2025,Strategy 1,Mauritius,9.297507757150306,0.2791384832903065,0.0174461552056439,0.2616923280846625,-8964437.25676075,16.40090270806841,0.0003278973851719817
2025,Strategy 1,Mexico,103.60157525982936,3.0578897280878135,0.1911181080054882,2.8667716200823254,-21699461.84073747,183.45044411384225,0.0035920308592544744
2025,Strategy 1,Mongolia,5.510419901151209,0.1674359006634463,0.010464743791465201,0.1569711568719807,-17347307.887075786,9.69617312499438,0.00019668299893412105
2025,Strategy 1,Montenegro,1.7960817315190984,0.0542400790671685,0.0033900049416978216,0.0508500741254703,-3651359.5484250695,3.164697698434662,6.371454013794475e-05
2025,Strategy 1,Morocco,20.28931580896986,0.6024250633532773,0.0376515664595795,0.5647734968936975,-11779756.333339298,35.87066075294401,0.0007076544971771933
2025,Strategy 1,Mozambique,1.5580065828487781,0.0477661454143165,0.0029853840883945605,0.0447807613259218,-4679193.196759441,2.7357700829183815,5.6109763141505177e-05
2025,Strategy 1,Myanmar,32.77642301894429,0.9749217563897647,0.0609326097743602,0.9139891466154045,-40524795.330577984,57.93827717085603,0.0011452175669200715
2025,Strategy 1,Namibia,8.553277567062791,0.2537511545290106,0.015859447158063,0.23789170737094728,-8773027.885992823,15.12696827870698,0.0002980754895336346
2025,Strategy 1,Nepal,10.63195021911282,0.3266006220356827,0.02041253887723,0.30618808315845253,-34310997.982858494,18.66358225608512,0.000383650038857837
2025,Strategy 1,Netherlands,4008.5709818039736,125.24809664419479,108.43980207454385,16.80829456965094,-29543928.053834803,9307.360122357677,2.038106799445834
2025,Strategy 1,New Caledonia,0.1042035529649063,0.0030450263674182,0.0001903141479636264,0.0028547122194545,-1097869.303476334,0.183871893236846,3.5769205732113944e-06
2025,Strategy 1,New Zealand,276.8321077027827,8.237921407264192,6.790433336277981,1.447488070986212,-11958491.513759483,657.2202301242806,0.12762498721952809
2025,Strategy 1,Nicaragua,16.616985719868076,0.4941686675667844,0.0308855417229238,0.4632831258438605,-11697952.27732934,29.371368828546142,0.0005804882652477286
2025,Strategy 1,Niger,3.6486928070749474,0.1077666337573861,0.0067354146098365,0.1010312191475495,-6459888.717381,6.4568682849298815,0.00012659092003836382
2025,Strategy 1,Nigeria,175.49839207663962,5.160881145900699,0.3225550716187936,4.838326074281906,-24673174.447854057,310.9113507208644,0.006062365220936951
2025,Strategy 1,North Macedonia,6.277797693470505,0.1931862608443539,0.0120741413027719,0.1811121195415819,-5950241.04306612,11.018442896706498,0.00022693133900901862
2025,Strategy 1,Norway,3816.781525279909,114.08411295316198,98.77402499484765,15.310087958314337,-26060668.16517616,8809.04848455814,1.8564402378035103
2025,Strategy 1,Oman,13.388100358159324,0.3997742862009577,0.0249858928875597,0.3747883933133977,-8369519.385169408,23.650646430601764,0.0004696054143418164
2025,Strategy 1,Pakistan,97.80717020742081,2.8813764840957,0.1800860302559811,2.7012904538397184,-46586452.047811896,173.2399322858157,0.0033846849194506634
2025,Strategy 1,Palau,0.041317753684617396,0.0012214222681945,7.633889176216864e-05,0.0011450833764323,-980184.7160179911,0.0728405499753064,1.4347758976513234e-06
2025,Strategy 1,Panama,16.635756766451877,0.500265860914016,0.0312666163071257,0.46899924460689013,-11714140.739628466,29.339761552856388,0.0005876504943029235
2025,Strategy 1,Papua New Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Paraguay,14.00209201138251,0.41956129605907927,0.0262225810036922,0.3933387150553868,-11035280.008935696,24.712773220521157,0.0004928487476019681
2025,Strategy 1,Peru,103.13177615033366,3.1027793939231736,0.1939237121201981,2.908855681802975,-21347928.30755032,181.83738405954205,0.0036447616897553694
2025,Strategy 1,Philippines,451.1439703755154,13.314446071214757,0.8321528794509222,12.482293191763835,-55610943.27618998,798.9059759578334,0.015640165412894022
2025,Strategy 1,Poland,878.6333528208381,27.30308625933819,23.51986662408829,3.783219635249899,-27302429.27748334,2046.158565968517,0.44205171137864346
2025,Strategy 1,Portugal,1055.4011688589505,32.99072046156777,28.44496701723101,4.545753444336755,-27920592.565682948,2458.740946883753,0.5346180975872542
2025,Strategy 1,Qatar,17.671947238048006,0.534620485078973,0.0334137803174356,0.5012067047615372,-9262003.375143953,31.132578843102717,0.0006280060601119587
2025,Strategy 1,Rep. of Moldova,6.4561757495500025,0.1929957184564775,0.0120622324035295,0.1809334860529476,-7521232.350430437,11.400442078956365,0.00022670751336515435
2025,Strategy 1,Romania,41.721598417454345,1.2984404259676428,1.1241897208027851,0.1742507051648574,-13072907.50905445,96.80573229376019,0.02112894592209083
2025,Strategy 1,Russian Federation,825.0075655151364,24.82198037966493,21.4908706127139,3.331109766951034,-46096183.98704542,1906.0947656819471,0.4039170920993873
2025,Strategy 1,Rwanda,8.70266885248228,0.2631123315567279,0.0164445207222952,0.2466678108344323,-8711020.81171901,15.32129475680247,0.00030907184314757754
2025,Strategy 1,Saint Lucia,0.5375291531988214,0.0165358624310679,0.0010334914019416185,0.0155023710291262,-3573960.184051579,0.9433493686652196,1.942428714521315e-05
2025,Strategy 1,Samoa,0.048865532148817205,0.0014838793406239,9.274245878900433e-05,0.0013911368818348999,-1274835.1925825728,0.0859544208091612,1.743078023374287e-06
2025,Strategy 1,Saudi Arabia,207.07703893437423,6.173809658757055,0.3858631036723158,5.787946555084739,-23363607.954927813,365.8279608481896,0.007252228427244921
2025,Strategy 1,Senegal,10.26549573698258,0.3033134560222477,0.0189570910013903,0.284356365020857,-9395335.176675955,18.17382425921999,0.00035629515480936966
2025,Strategy 1,Serbia,29.324115064958114,0.8819213752375002,0.7635675266806277,0.1183538485568723,-10911584.316233216,67.75272996875296,0.014351115902019429
2025,Strategy 1,Seychelles,0.6008738358960068,0.0178908744570629,0.001118179653566267,0.0167726948034966,-3466017.7029185705,1.0620269869463836,2.101598777696757e-05
2025,Strategy 1,Sierra Leone,0.6073899950196596,0.0186824927005322,0.0011676557937831292,0.017514836906749102,-3378865.398340153,1.0659370854096315,2.19458830355093e-05
2025,Strategy 1,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Slovakia,104.83269211097792,3.2628370892273955,2.6559458971264753,0.6068911921009199,-9264276.545403682,252.56728048880765,0.049918030910575194
2025,Strategy 1,Slovenia,7.773304377258805,0.2419946960076588,0.1917984324979065,0.05019626350975219,-1836263.4021133343,19.302673184259987,0.003604817437128105
2025,Strategy 1,Solomon Isds,0.0968767869905411,0.0029863590300766,0.00018664743937980713,0.002799711590697,-1585706.7273977026,0.1696844471401813,3.508005437317553e-06
2025,Strategy 1,South Africa,6.0241492510963806,0.1804464041029824,0.0112779002564361,0.169168503846546,-7754661.9302777285,10.632897552356841,0.00021196613011441648
2025,Strategy 1,Spain,2760.158866348546,86.07303585373113,74.52203444216042,11.551001411570716,-32049161.942456633,6406.6382780721815,1.400628387358136
2025,Strategy 1,Sri Lanka,26.285889770374975,0.7681762912984302,0.0480110182061516,0.7201652730922783,-39456929.6411916,46.64051193125358,0.000902358550848424
2025,Strategy 1,State of Palestine,0.780581994769534,0.0237895395310245,0.0014868462206889751,0.022302693310335502,-2739623.7270230497,1.3725842638057066,2.794501035729863e-05
2025,Strategy 1,Sudan,0.46249729318389204,0.0133409283759673,0.0008338080234978098,0.0125071203524693,-2492734.2012535846,0.818861807585201,1.5671273550971452e-05
2025,Strategy 1,Sweden,4422.635556125687,138.03868548769793,119.51389389524886,18.524791592449063,-29296418.302107245,10266.430401750227,2.2462423862477277
2025,Strategy 1,Switzerland,1278.142894664478,37.711544379527865,32.650655123795225,5.060889255732639,-27896864.965075262,2943.2616876710613,0.6136632577807842
2025,Strategy 1,Tajikistan,1.18928370046762,0.0359510919534063,0.0022469432470877656,0.0337041487063184,-4352275.910756309,2.094948438880336,4.223089882357423e-05
2025,Strategy 1,Thailand,885.1386303428217,26.629583880616806,23.055893723838032,3.5736901567787758,-45634915.4866399,2045.0646225813348,0.4333314232126008
2025,Strategy 1,Togo,6.534791650399882,0.196990826825894,0.0123119266766182,0.1846789001492756,-7921592.59008332,11.51766107422709,0.0002314004728323335
2025,Strategy 1,Tonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Trinidad and Tobago,5.361101576053267,0.1595232459831927,0.0099702028739493,0.14955304310924308,-8025793.288210805,9.476144272545138,0.00018738819031854952
2025,Strategy 1,Tunisia,5.602940468639729,0.1694922526580076,0.0105932657911252,0.1588989868668822,-7497793.571957569,9.868889272797647,0.0001990985470665803
2025,Strategy 1,Turkey,1362.5944635714716,40.691164912579644,35.23041058131145,5.4607543312681885,-29439027.77707657,3144.007063283483,0.6621493029255087
2025,Strategy 1,USA,27324.971808853563,748.8739933475676,648.3751034403241,100.49888990724355,132860940.95176752,62238.85965635064,12.186094788375971
2025,Strategy 1,Uganda,101.60353595376631,2.9873214667538286,0.18670759167211398,2.8006138750817144,-20559351.57900568,180.00827073787545,0.003509135988956411
2025,Strategy 1,Ukraine,190.420043227591,5.791651833650406,0.36197823960315023,5.429673594047255,-24523239.28006128,335.03205504315315,0.0068033166537824225
2025,Strategy 1,United Arab Emirates,421.68716705465465,12.772736308459532,0.7982960192787206,11.97444028918081,-30275645.30217454,742.8585323464463,0.015003831745691126
2025,Strategy 1,United Kingdom,7514.5432250623535,221.87047922825562,192.0954609158237,29.775018312431904,-9569196.234457992,17306.24416848307,3.610400033431347
2025,Strategy 1,United Rep. of Tanzania,36.64209503513172,1.0931502308356487,0.06832188942722779,1.0248283414084205,-14542791.455502165,64.73287731066948,0.001284097764185311
2025,Strategy 1,Uruguay,9.114266624506797,0.2754072378908321,0.017212952368176798,0.2581942855226551,-9544362.286534054,16.059121084608545,0.0003235143793051411
2025,Strategy 1,Uzbekistan,10.770737630959161,0.32053329940157393,0.0200333312125981,0.3004999681889755,-9477399.032147678,19.03531992329831,0.0003765228982240228
2025,Strategy 1,Viet Nam,5223.597948169708,157.6976147530114,136.53459485315727,21.16301989985412,128964129.72979088,12076.959577956768,2.5661434344790837
2025,Strategy 1,Yemen,8.687640825560825,0.255111415583144,0.0159444634739463,0.2391669521091976,-6903439.471310527,15.3871092565361,0.0002996733560748008
2025,Strategy 1,Zambia,9.351076785896545,0.2816785747153622,0.0176049109197098,0.264073663795652,-8990243.88456298,16.48800185084762,0.0003308811705911599
2025,Strategy 1,Zimbabwe,24.520129717995957,0.7220761939928255,0.0451297621245513,0.6769464318682739,-12671877.830307592,43.43309270972793,0.0008482058550807069
2025,Strategy 2,Australia,1966.9587423382181,57.956393968309044,50.17864589776196,7.777748070547073,-29446987.819690827,4528.449536371021,0.2729674946725569
2025,Strategy 2,Belgium,12834.149954599285,400.830964527314,347.03944908774844,53.79151543956552,12487738.133142076,29799.279539454816,1.8878645940952374
2025,Strategy 2,Brazil,3333.6879194779126,97.45924455250444,84.38021393355834,13.079030618946096,-27057961.807091143,7664.376498535732,0.45902106733424436
2025,Strategy 2,Canada,36549.70882876435,1013.9256782297425,877.8568522113111,136.06882601843145,199164967.59458312,83397.50913836173,4.775465366632109
2025,Strategy 2,China,138726.9938207069,4090.4783484815925,3541.5361541153625,548.9421943662297,663294786.7203368,228758.84235000404,19.265650437256422
2025,Strategy 2,Czechia,367.0873054617778,11.426153414516419,9.892763626288316,1.533389788228103,-24531910.418215428,851.7699822484703,0.053815778687167845
2025,Strategy 2,Finland,4900.455155196927,151.2315539005672,130.9362793671111,20.29527453345612,-25892512.591796383,11359.854456001056,0.7122820375306388
2025,Strategy 2,France,37796.574795857436,1179.3226530993152,1021.057553053387,158.2651000459281,173188083.94940287,87741.76315541989,5.554464796466449
2025,Strategy 2,Germany,90044.95360521655,2803.380226509221,2427.1666001116837,376.2136263975374,555211846.1218145,208934.86069431037,13.203576424427668
2025,Strategy 2,Hungary,112.75808920261981,3.5093579734411904,2.8566246777329676,0.6527332957082221,-9558373.585530939,271.6586976379715,0.015539791230901809
2025,Strategy 2,India,1442.7784570185104,42.50093492851871,36.797309461111496,5.70362546740721,-42839424.57163091,3321.3481593193023,0.20017418155834246
2025,Strategy 2,Italy,21442.942358406108,666.3124682084564,576.8933349748816,89.41913323357481,64108722.7307171,49739.55894323642,3.138249857563675
2025,Strategy 2,Japan,6866.336433694679,208.13315032601454,180.20168155226338,27.93146877375115,-6186894.486202587,15884.32048365094,0.9802815653759431
2025,Strategy 2,Korea,150705.8549252816,4445.183009261179,3848.639449418329,596.5435598428503,717286439.0916774,256360.91023059597,20.936265808092404
2025,Strategy 2,Netherlands,16015.478779451245,500.4048183447767,433.2504917229076,67.15432662186902,29031075.792977493,37185.77747755086,2.3568452112521063
2025,Strategy 2,Norway,15274.275480188566,456.5501477142452,395.2811178909936,61.26902982325169,30515999.01743137,35252.694549136155,2.1502951008664937
2025,Strategy 2,Poland,3512.3918279320383,109.14579641979259,94.49843054025642,14.647365879536162,-30606624.2176677,8147.50119922406,0.5140632907396356
