year,Strategy type,country,recycling_m,scrap,contained_lithium,recycled_lithium,primary_lithium_gap,dynamic_total_netprofits,recycling_CO2_em
2025,Strategy 1,Bolivia (Plurinational State of),Pyro,40.78694240995179,1.2117252873098374,0.0757328304568646,1.1359924568529722,-15854528.896734973,72.11891049639117
2025,Strategy 1,Bosnia Herzegovina,Pyro,5.105049427261089,0.1516680859635854,0.0094792553727238,0.1421888305908613,-5545171.980861325,9.026251045781047
2025,Strategy 1,Botswana,Pyro,15.675486385149387,0.47206444991612,0.0295040281197573,0.4425604217963624,-10759412.279504655,27.635194399593484
2025,Strategy 1,Brazil,Hydro,833.420568523054,24.36476987788831,21.0950177602757,3.2697521176126103,-30087663.175140567,1916.09087985199
2025,Strategy 1,Brunei Darussalam,Pyro,1.3794523465035962,0.041199785522513604,0.0025749865951567997,0.0386247989273564,-26812491.257774036,2.4368551439180655
2025,Strategy 1,Bulgaria,Pyro,6.555488002687612,0.2040641416776602,0.012754008854853635,0.1913101328228064,-8147446.937253023,11.506922011767138
2025,Strategy 1,Burkina Faso,Pyro,10.04538518198132,0.302063353821609,0.0188789596138504,0.2831843942077582,-9333825.080005886,17.72163954007935
2025,Strategy 1,Burundi,Pyro,6.829633703611431,0.2197118440506565,0.0137319902531657,0.2059798537974904,-7920214.300324359,11.882123512943494
2025,Strategy 1,C?te d'Ivoire,Pyro,8.498055531619077,0.2610477384424137,0.0163154836526507,0.2447322547897629,-8463867.01144285,14.911235551948154
2025,Strategy 1,Cabo Verde,Pyro,0.15953485354992009,0.0048849786557753,0.00030531116598589555,0.0045796674897893,-1932904.4386088212,0.2801302985565515
2025,Strategy 1,Cambodia,Pyro,15.19739551394644,0.454951309364381,0.0284344568352736,0.4265168525291071,-36443818.491482876,26.822820870742277
2025,Strategy 1,Cameroon,Pyro,1.95487234881963,0.061641163094609,0.003852572693412948,0.0577885904011959,-4867173.008267927,3.4114187109324967
2025,Strategy 1,Canada,Direct,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Canada,Hydro,2773.658536771826,82.13112876170078,71.10913128188054,11.021997479820245,-28726434.09296549,6391.21140886808
2025,Strategy 1,Cayman Isds,Pyro,0.0237399135827552,0.0006891105718458,4.3069410740370966e-05,0.0006460411611055,-932857.0673965971,0.0420674395511759
2025,Strategy 1,Chile,Pyro,7.901259730684583,0.2340918578477941,0.014630741115487001,0.2194611167323069,-9161336.192383735,13.9790762321442
2025,Strategy 1,China,Hydro,89611.39125430456,2642.264822495796,2287.6728833168604,354.5919391789359,396050777.5858046,147767.9113496956
2025,Strategy 1,Colombia,Pyro,119.59495852733308,3.584801439317203,0.2240500899573249,3.360751349359878,-22758575.42929399,211.1470268471277
2025,Strategy 1,Comoros,Pyro,0.0240534597106667,0.0006981183095672999,4.363239434796523e-05,0.0006544859152194001,-824523.8709436402,0.0426235849329014
2025,Strategy 1,Congo,Pyro,5.446436565798218,0.16394211665649588,0.0102463822910307,0.1536957343654649,-7490445.796054509,9.603163771517758
2025,Strategy 1,Costa Rica,Pyro,31.04534348308774,0.9406527600384041,0.0587907975024001,0.8818619625360039,-14306898.929502899,54.64970798275098
2025,Strategy 1,Croatia,Pyro,5.401967565266657,0.1681508883225917,0.010509430520161815,0.1576414578024298,-6077318.295771992,9.482211699874465
2025,Strategy 1,Cyprus,Direct,3.589472061550068,0.1117713732902722,0.0885788133325407,0.023192559957731198,-1080363.0658318154,8.92084005128453
2025,Strategy 1,Cyprus,Hydro,0.0044493339856489,0.0001112333496412,9.630583411937044e-05,1.4927515521852056e-05,-216209.63404817463,0.0035678532002241
2025,Strategy 1,Czechia,Hydro,91.82673553848643,2.8582474855595934,2.474670672997496,0.3835768125620974,-16330890.360071085,213.0699039051776
2025,Strategy 1,Denmark,Hydro,1893.0287527280404,58.869534050082535,50.96924258056146,7.9002914695210755,-32300368.23820856,4391.372349885827
2025,Strategy 1,Dominican Rep.,Pyro,22.510431254680626,0.6652230597147364,0.0415764412321708,0.6236466184825654,-12991224.197321588,39.83905384230972
2025,Strategy 1,Ecuador,Pyro,22.13486107225532,0.6635513067062664,0.0414719566691413,0.6220793500371247,-12904829.144910516,39.06409130725774
2025,Strategy 1,Egypt,Pyro,54.58599088503168,1.6057709959293764,0.1003606872455857,1.5054103086837902,-16463966.414533287,96.66676622565653
2025,Strategy 1,El Salvador,Pyro,16.860087031995327,0.5048008272540228,0.0315500517033762,0.4732507755506465,-11814220.185800128,29.76507680137842
2025,Strategy 1,Estonia,Direct,4.4315167432897,0.1379946344387826,0.10936074779273511,0.0286338866460472,-1136449.2767259234,11.01359489839395
2025,Strategy 1,Estonia,Hydro,0.0054935488698955,0.0001373387217473,0.0001189078652888,1.84308564584994e-05,-174616.53796825212,0.0044051932220112
2025,Strategy 1,Eswatini,Pyro,0.4384834491116419,0.0133217838019184,0.0008326114876197293,0.0124891723142986,-3094742.5518876268,0.7719031143767047
2025,Strategy 1,Ethiopia,Pyro,20.21548020436058,0.614503420189251,0.0384064637618279,0.5760969564274228,-11743702.825984232,35.57607165511366
2025,Strategy 1,Fiji,Pyro,7.449488637353356,0.2211514554525094,0.0138219659657815,0.2073294894867275,-8359672.475068696,13.17222772498364
2025,Strategy 1,Finland,Direct,45.988658739320464,1.2646881153313128,1.0022653314000654,0.2624227839312474,-1648485.2046040485,110.25864687297376
2025,Strategy 1,Finland,Hydro,766.1287882069261,24.117938005894324,20.881310725503305,3.236627280391018,-24488438.833366282,1781.7816412521206
2025,Strategy 1,France,Hydro,10246.111456647386,319.6975231821549,276.7941155711097,42.90340761104518,-2952332.194559495,23785.5384925441
2025,Strategy 1,French Polynesia,Pyro,7.256146875893826,0.2180896469172729,0.0136306029323293,0.2044590439849433,-8258547.058814566,12.79852176592389
2025,Strategy 1,Georgia,Pyro,2.6876944889194023,0.0809006454969023,0.0050562903435561,0.0758443551533458,-4493301.48502757,4.740782377870104
2025,Strategy 1,Germany,Hydro,22522.181190669668,701.1857397872375,607.0866135077902,94.09912627944726,69746102.8089827,52259.10615974786
2025,Strategy 1,Ghana,Pyro,32.44286950531917,0.9879324346227881,0.0617457771639241,0.9261866574588639,-13528642.346446374,57.05267548582372
2025,Strategy 1,Greece,Direct,68.82000903296753,2.106467650224316,1.6693756128027704,0.43709203742154545,-2993967.2681502923,168.47507919386183
2025,Strategy 1,Greece,Hydro,300.54170959326837,9.355229914551355,8.099758060018564,1.2554718545327916,-16682516.289335063,697.6576640520038
2025,Strategy 1,Greenland,Pyro,0.0799667561322527,0.0025023338848714997,0.00015639586780448166,0.0023459380170670003,-1421357.504202916,0.1396960338963908
2025,Strategy 1,Grenada,Pyro,0.5812746347821012,0.0171914771340209,0.0010744673208761984,0.0161170098131446,-3754081.3846300677,1.0285850794048905
2025,Strategy 1,Guatemala,Pyro,56.522315986791114,1.7127732394315474,0.1070483274644715,1.6057249119670758,-17633811.07439661,99.53631462782982
2025,Strategy 1,Guinea,Pyro,0.3207327077656536,0.0089934748838034,0.0005620921802376001,0.0084313827035657,-1596120.5730437818,0.5701785282964786
2025,Strategy 1,Guyana,Pyro,4.053466974150438,0.118534718237776,0.0074084198898608,0.1111262983479149,-7286221.295771284,7.1896991989523835
2025,Strategy 1,Honduras,Pyro,11.724803682830977,0.3564680799224702,0.0222792549951542,0.3341888249273159,-10194017.17373268,20.624249295047495
2025,Strategy 1,Hungary,Direct,28.17172344281067,0.8769985636742799,0.6950213617118668,0.1819772019624129,-3138886.616521408,70.01168469262099
2025,Strategy 1,Hungary,Hydro,0.0347911122939849,0.0008697778073496,0.0007530536256033,0.0001167241817463,-407731.1930162379,0.0278984633965053
2025,Strategy 1,Iceland,Direct,83.61407424945114,2.9171043028272505,2.3118051599905964,0.6052991428366545,-4913593.2252977425,209.6993104744964
2025,Strategy 1,Iceland,Hydro,85.38444184756793,2.1346110461891983,1.848146243790608,0.2864648023985903,-4898729.726611038,192.0716073336696
2025,Strategy 1,India,Hydro,360.5889516142748,10.622121153770772,9.196632494934734,1.425488658836037,-46741700.27808784,830.0937991476977
2025,Strategy 1,Indonesia,Pyro,1439.145006900984,43.011619056751634,2.6882261910469767,40.323392865704655,-60199756.20874136,2541.3625084193486
2025,Strategy 1,Iran,Pyro,74.19252941206275,2.332325527204664,0.1457703454502913,2.1865551817543727,-42431699.03927266,129.53630546998883
2025,Strategy 1,Ireland,Direct,38.581614489718554,1.337146913380111,1.0596889288537379,0.2774579845263729,-3319622.2056219233,96.61237128359824
2025,Strategy 1,Ireland,Hydro,22.165914899402885,0.5541478724850721,0.4797812279975754,0.07436664448749661,-3727644.103978383,49.753141368792114
2025,Strategy 1,Israel,Direct,148.2154596018986,5.045596839084995,3.998635494974858,1.0469613441101362,-5520992.93903272,370.90538639742397
2025,Strategy 1,Israel,Hydro,358.7888541151399,9.851333239458349,8.52928431872304,1.3220489207353099,-11651052.95364007,816.650072770034
2025,Strategy 1,Italy,Hydro,5364.005193862649,166.67971589283655,144.31129802001792,22.368417872818664,-25361161.193564788,12442.473987594558
2025,Strategy 1,Jamaica,Pyro,9.769556270749776,0.2909043160246929,0.0181815197515432,0.27272279627314927,-9621893.76631543,17.25669958182422
2025,Strategy 1,Japan,Direct,59.18585001524368,1.6276108754192011,1.2898816187697169,0.3377292566494843,-2392672.093914308,141.8991533042472
2025,Strategy 1,Japan,Hydro,1655.5874107740067,50.350786092064624,43.593710598509546,6.757075493555073,-27697693.102356322,3833.0438517803896
2025,Strategy 1,Jordan,Pyro,33.086799640645935,1.0106463230562568,0.0631653951910159,0.9474809278652409,-11602581.602405785,58.15649844596532
2025,Strategy 1,Kazakhstan,Pyro,94.05349727827104,2.8769866518094807,0.17981166573809232,2.6971749860713885,-19935420.558272354,165.32405543917451
2025,Strategy 1,Kenya,Pyro,62.24733273809844,1.831076975192213,0.1144423109495131,1.7166346642426997,-17412503.44652438,110.26992301026687
2025,Strategy 1,Kiribati,Pyro,0.038007601739664096,0.0011282545017724,7.051590636078684e-05,0.0010577385954116001,-961726.1171587337,0.0669709413165977
2025,Strategy 1,Korea,Direct,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Korea,Hydro,2994.434655379214,88.66785576612912,76.7686295223146,11.899226243814526,-29689886.534358032,6899.8703549713255
2025,Strategy 1,Kuwait,Pyro,22.982404060782173,0.7084177716491442,0.0442761107280713,0.6641416609210726,-10037233.317083891,40.31715351581198
2025,Strategy 1,Kyrgyzstan,Pyro,4.520006180410891,0.1386520615104856,0.008665753844405056,0.1299863076660803,-6741915.210403946,7.931234888095835
2025,Strategy 1,Lao People's Dem. Rep.,Pyro,9.722668019655615,0.2843826708214426,0.0177739169263399,0.2666087538951024,-34732898.86244929,17.249434703519213
2025,Strategy 1,Latvia,Direct,4.885077904286939,0.1521155928973251,0.12055160737113,0.0315639855261947,-1197729.09544538,12.140791961393615
2025,Strategy 1,Latvia,Hydro,0.0060554303589213,0.000151385758973,0.0001310697901188,2.0315968854180963e-05,-180849.41497825133,0.004855757435719
2025,Strategy 1,Lebanon,Pyro,12.568839540552839,0.3691644143140143,0.0230727758946257,0.3460916384193886,-8171773.621657198,22.277028245897924
2025,Strategy 1,Lesotho,Pyro,1.6794455952731229,0.0494706855940782,0.0030919178496297,0.046378767744448296,-4926615.530158433,2.9736922686208738
2025,Strategy 1,Lithuania,Direct,8.192004981494508,0.2550917575665929,0.2021602178715247,0.0529315396950678,-1579389.8041047174,20.359464538491576
2025,Strategy 1,Lithuania,Hydro,0.0101549166036682,0.0002538729150917,0.0002198031698863,3.406974520530682e-05,-217861.4747505583,0.0081430730575113
2025,Strategy 1,Luxembourg,Direct,10.361225692669535,0.3226736316994375,0.2557188531218041,0.066954778577633,-1751461.5410703807,25.751022293644596
2025,Strategy 1,Luxembourg,Hydro,0.0128490722824288,0.0003212268070607,0.0002781181695531,4.310863750754863e-05,-233254.5198828148,0.0103034754888353
2025,Strategy 1,Madagascar,Pyro,4.55843330368714,0.1363751385917559,0.0085234461619845,0.1278516924297711,-6957505.004132013,8.045817651828747
2025,Strategy 1,Malawi,Pyro,24.904485166497448,0.7482689670241667,0.0467668104390103,0.7015021565851562,-12627151.93544589,43.9250402213334
2025,Strategy 1,Malaysia,Pyro,2.180949963212825,0.0659499571420838,0.0041218723213800905,0.0618280848207036,-25308751.665323693,3.8273446395616
2025,Strategy 1,Maldives,Pyro,2.907008685131602,0.0894277099522474,0.005589231872015312,0.083838478080232,-29055123.94471241,5.102034050410134
2025,Strategy 1,Mali,Pyro,1.418428544980134,0.0426811393479112,0.0026675712092443043,0.040013568138666696,-4582642.823839791,2.500383801264328
2025,Strategy 1,Malta,Direct,2.1245389570823106,0.0661609661267467,0.0524325656554466,0.0137284004712997,-795201.5158313143,5.2801427953805025
2025,Strategy 1,Mauritania,Pyro,0.1974647558482168,0.00581125495380688,0.0003632034346129306,0.005448051519193975,-2261927.662716619,0.349536618352972
2025,Strategy 1,Mauritius,Pyro,9.297507757150306,0.2791384832903065,0.0174461552056439,0.2616923280846625,-8964437.25676075,16.40090270806841
2025,Strategy 1,Mexico,Pyro,103.60157525982936,3.0578897280878135,0.1911181080054882,2.8667716200823254,-21699461.84073747,183.45044411384225
2025,Strategy 1,Mongolia,Pyro,5.510419901151209,0.1674359006634463,0.010464743791465201,0.1569711568719807,-17347307.887075786,9.69617312499438
2025,Strategy 1,Montenegro,Pyro,1.7960817315190984,0.0542400790671685,0.0033900049416978216,0.0508500741254703,-3651359.5484250695,3.164697698434662
2025,Strategy 1,Morocco,Pyro,20.28931580896986,0.6024250633532773,0.0376515664595795,0.5647734968936975,-11779756.333339298,35.87066075294401
2025,Strategy 1,Mozambique,Pyro,1.5580065828487781,0.0477661454143165,0.0029853840883945605,0.0447807613259218,-4679193.196759441,2.7357700829183815
2025,Strategy 1,Myanmar,Pyro,32.77642301894429,0.9749217563897647,0.0609326097743602,0.9139891466154045,-40524795.330577984,57.93827717085603
2025,Strategy 1,Namibia,Pyro,8.553277567062791,0.2537511545290106,0.015859447158063,0.23789170737094728,-8773027.885992823,15.12696827870698
2025,Strategy 1,Nepal,Pyro,10.63195021911282,0.3266006220356827,0.02041253887723,0.30618808315845253,-34310997.982858494,18.66358225608512
2025,Strategy 1,Netherlands,Hydro,4008.5709818039736,125.24809664419479,108.43980207454385,16.80829456965094,-29543928.053834803,9307.360122357677
2025,Strategy 1,New Caledonia,Pyro,0.1042035529649063,0.0030450263674182,0.0001903141479636264,0.0028547122194545,-1097869.303476334,0.183871893236846
2025,Strategy 1,New Zealand,Direct,133.9231739941289,4.665198064547848,3.697169466154169,0.9680285983936785,-6147933.552923348,335.7477463108396
2025,Strategy 1,New Zealand,Hydro,142.9089337086538,3.572723342716345,3.0932638701238115,0.4794594725925334,-5810557.960836135,321.472483813441
2025,Strategy 1,Nicaragua,Pyro,16.616985719868076,0.4941686675667844,0.0308855417229238,0.4632831258438605,-11697952.27732934,29.371368828546142
2025,Strategy 1,Niger,Pyro,3.6486928070749474,0.1077666337573861,0.0067354146098365,0.1010312191475495,-6459888.717381,6.4568682849298815
2025,Strategy 1,Nigeria,Pyro,175.49839207663962,5.160881145900699,0.3225550716187936,4.838326074281906,-24673174.447854057,310.9113507208644
2025,Strategy 1,North Macedonia,Pyro,6.277797693470505,0.1931862608443539,0.0120741413027719,0.1811121195415819,-5950241.04306612,11.018442896706498
2025,Strategy 1,Norway,Direct,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Norway,Hydro,3816.781525279909,114.08411295316198,98.77402499484765,15.310087958314337,-26060668.16517616,8809.04848455814
2025,Strategy 1,Oman,Pyro,13.388100358159324,0.3997742862009577,0.0249858928875597,0.3747883933133977,-8369519.385169408,23.650646430601764
2025,Strategy 1,Pakistan,Pyro,97.80717020742081,2.8813764840957,0.1800860302559811,2.7012904538397184,-46586452.047811896,173.2399322858157
2025,Strategy 1,Palau,Pyro,0.041317753684617396,0.0012214222681945,7.633889176216864e-05,0.0011450833764323,-980184.7160179911,0.0728405499753064
2025,Strategy 1,Panama,Pyro,16.635756766451877,0.500265860914016,0.0312666163071257,0.46899924460689013,-11714140.739628466,29.339761552856388
2025,Strategy 1,Papua New Guinea,Pyro,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Paraguay,Pyro,14.00209201138251,0.41956129605907927,0.0262225810036922,0.3933387150553868,-11035280.008935696,24.712773220521157
2025,Strategy 1,Peru,Pyro,103.13177615033366,3.1027793939231736,0.1939237121201981,2.908855681802975,-21347928.30755032,181.83738405954205
2025,Strategy 1,Philippines,Pyro,451.1439703755154,13.314446071214757,0.8321528794509222,12.482293191763835,-55610943.27618998,798.9059759578334
2025,Strategy 1,Poland,Direct,59.10725995124122,1.6254496486591334,1.2881688465623633,0.3372808020967701,-1852381.0015834784,141.71073219451907
2025,Strategy 1,Poland,Hydro,819.5260928695968,25.677636610679055,22.231697777525927,3.4459388331531287,-25450048.27589986,1904.447833773998
2025,Strategy 1,Portugal,Direct,58.73682668702008,1.615262733893052,1.2800957166102438,0.3351670172828083,-1841986.639780154,140.82261169721826
2025,Strategy 1,Portugal,Hydro,996.6643421719305,31.375457727674714,27.164871300620767,4.210586427053947,-26078605.925902795,2317.918335186535
2025,Strategy 1,Qatar,Pyro,17.671947238048006,0.534620485078973,0.0334137803174356,0.5012067047615372,-9262003.375143953,31.132578843102717
2025,Strategy 1,Rep. of Moldova,Pyro,6.4561757495500025,0.1929957184564775,0.0120622324035295,0.1809334860529476,-7521232.350430437,11.400442078956365
2025,Strategy 1,Romania,Hydro,41.721598417454345,1.2984404259676428,1.1241897208027851,0.1742507051648574,-13072907.50905445,96.80573229376019
2025,Strategy 1,Russian Federation,Hydro,825.0075655151364,24.82198037966493,21.4908706127139,3.331109766951034,-46096183.98704542,1906.0947656819471
2025,Strategy 1,Rwanda,Pyro,8.70266885248228,0.2631123315567279,0.0164445207222952,0.2466678108344323,-8711020.81171901,15.32129475680247
2025,Strategy 1,Saint Lucia,Pyro,0.5375291531988214,0.0165358624310679,0.0010334914019416185,0.0155023710291262,-3573960.184051579,0.9433493686652196
2025,Strategy 1,Samoa,Pyro,0.048865532148817205,0.0014838793406239,9.274245878900433e-05,0.0013911368818348999,-1274835.1925825728,0.0859544208091612
2025,Strategy 1,Saudi Arabia,Pyro,207.07703893437423,6.173809658757055,0.3858631036723158,5.787946555084739,-23363607.954927813,365.8279608481896
2025,Strategy 1,Senegal,Pyro,10.26549573698258,0.3033134560222477,0.0189570910013903,0.284356365020857,-9395335.176675955,18.17382425921999
2025,Strategy 1,Serbia,Hydro,29.324115064958114,0.8819213752375002,0.7635675266806277,0.1183538485568723,-10911584.316233216,67.75272996875296
2025,Strategy 1,Seychelles,Pyro,0.6008738358960068,0.0178908744570629,0.001118179653566267,0.0167726948034966,-3466017.7029185705,1.0620269869463836
2025,Strategy 1,Sierra Leone,Pyro,0.6073899950196596,0.0186824927005322,0.0011676557937831292,0.017514836906749102,-3378865.398340153,1.0659370854096315
2025,Strategy 1,Singapore,Direct,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Slovakia,Direct,66.55301739678183,2.3058452213724934,1.827382337937701,0.47846288343479215,-4521862.367130967,166.64459785818315
2025,Strategy 1,Slovakia,Hydro,38.279674714196084,0.9569918678549021,0.8285635591887742,0.12842830866612778,-4742414.178272715,85.92268263062451
2025,Strategy 1,Slovenia,Direct,7.76368041445559,0.24175409693757852,0.191590121823031,0.0501639751145474,-1586098.3056646641,19.294955874973464
2025,Strategy 1,Slovenia,Hydro,0.0096239628032153,0.0002405990700803,0.0002083106748755,3.2288395204787325e-05,-250165.0964486701,0.0077173092865229
2025,Strategy 1,Solomon Isds,Pyro,0.0968767869905411,0.0029863590300766,0.00018664743937980713,0.002799711590697,-1585706.7273977026,0.1696844471401813
2025,Strategy 1,South Africa,Pyro,6.0241492510963806,0.1804464041029824,0.0112779002564361,0.169168503846546,-7754661.9302777285,10.632897552356841
2025,Strategy 1,Spain,Hydro,2760.158866348546,86.07303585373113,74.52203444216042,11.551001411570716,-32049161.942456633,6406.6382780721815
2025,Strategy 1,Sri Lanka,Pyro,26.285889770374975,0.7681762912984302,0.0480110182061516,0.7201652730922783,-39456929.6411916,46.64051193125358
2025,Strategy 1,State of Palestine,Pyro,0.780581994769534,0.0237895395310245,0.0014868462206889751,0.022302693310335502,-2739623.7270230497,1.3725842638057066
2025,Strategy 1,Sudan,Pyro,0.46249729318389204,0.0133409283759673,0.0008338080234978098,0.0125071203524693,-2492734.2012535846,0.818861807585201
2025,Strategy 1,Sweden,Hydro,4422.635556125687,138.03868548769793,119.51389389524886,18.524791592449063,-29296418.302107245,10266.430401750227
2025,Strategy 1,Switzerland,Direct,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Switzerland,Hydro,1278.142894664478,37.711544379527865,32.650655123795225,5.060889255732639,-27896864.965075262,2943.2616876710613
2025,Strategy 1,Tajikistan,Pyro,1.18928370046762,0.0359510919534063,0.0022469432470877656,0.0337041487063184,-4352275.910756309,2.094948438880336
2025,Strategy 1,Thailand,Hydro,885.1386303428217,26.629583880616806,23.055893723838032,3.5736901567787758,-45634915.4866399,2045.0646225813348
2025,Strategy 1,Togo,Pyro,6.534791650399882,0.196990826825894,0.0123119266766182,0.1846789001492756,-7921592.59008332,11.51766107422709
2025,Strategy 1,Tonga,Pyro,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Trinidad and Tobago,Pyro,5.361101576053267,0.1595232459831927,0.0099702028739493,0.14955304310924308,-8025793.288210805,9.476144272545138
2025,Strategy 1,Tunisia,Pyro,5.602940468639729,0.1694922526580076,0.0105932657911252,0.1588989868668822,-7497793.571957569,9.868889272797647
2025,Strategy 1,Turkey,Hydro,1362.5944635714716,40.691164912579644,35.23041058131145,5.4607543312681885,-29439027.77707657,3144.007063283483
2025,Strategy 1,USA,Hydro,27324.971808853563,748.8739933475676,648.3751034403241,100.49888990724355,132860940.95176752,62238.85965635064
2025,Strategy 1,Uganda,Pyro,101.60353595376631,2.9873214667538286,0.18670759167211398,2.8006138750817144,-20559351.57900568,180.00827073787545
2025,Strategy 1,Ukraine,Pyro,190.420043227591,5.791651833650406,0.36197823960315023,5.429673594047255,-24523239.28006128,335.03205504315315
2025,Strategy 1,United Arab Emirates,Pyro,421.68716705465465,12.772736308459532,0.7982960192787206,11.97444028918081,-30275645.30217454,742.8585323464463
2025,Strategy 1,United Kingdom,Direct,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,United Kingdom,Hydro,7514.5432250623535,221.87047922825562,192.0954609158237,29.775018312431904,-9569196.234457992,17306.24416848307
2025,Strategy 1,United Rep. of Tanzania,Pyro,36.64209503513172,1.0931502308356487,0.06832188942722779,1.0248283414084205,-14542791.455502165,64.73287731066948
2025,Strategy 1,Uruguay,Pyro,9.114266624506797,0.2754072378908321,0.017212952368176798,0.2581942855226551,-9544362.286534054,16.059121084608545
2025,Strategy 1,Uzbekistan,Pyro,10.770737630959161,0.32053329940157393,0.0200333312125981,0.3004999681889755,-9477399.032147678,19.03531992329831
2025,Strategy 1,Viet Nam,Hydro,5223.597948169708,157.6976147530114,136.53459485315727,21.16301989985412,128964129.72979088,12076.959577956768
2025,Strategy 1,Yemen,Pyro,8.687640825560825,0.255111415583144,0.0159444634739463,0.2391669521091976,-6903439.471310527,15.3871092565361
2025,Strategy 1,Zambia,Pyro,9.351076785896545,0.2816785747153622,0.0176049109197098,0.264073663795652,-8990243.88456298,16.48800185084762
2025,Strategy 1,Zimbabwe,Pyro,24.520129717995957,0.7220761939928255,0.0451297621245513,0.6769464318682739,-12671877.830307592,43.43309270972793
2025,Strategy 2,Australia,Direct,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 2,Australia,Hydro,1966.9587423382181,57.956393968309044,50.17864589776196,7.777748070547073,-29446987.819690827,4528.449536371021
2025,Strategy 2,Belgium,Hydro,12834.149954599285,400.830964527314,347.03944908774844,53.79151543956552,12487738.133142076,29799.279539454816
2025,Strategy 2,Brazil,Hydro,3333.6879194779126,97.45924455250444,84.38021393355834,13.079030618946096,-27057961.807091143,7664.376498535732
2025,Strategy 2,Canada,Hydro,36549.70882876435,1013.9256782297425,877.8568522113111,136.06882601843145,199164967.59458312,83397.50913836173
2025,Strategy 2,China,Hydro,138726.9938207069,4090.4783484815925,3541.5361541153625,548.9421943662297,663294786.7203368,228758.84235000404
2025,Strategy 2,Czechia,Hydro,367.0873054617778,11.426153414516419,9.892763626288316,1.533389788228103,-24531910.418215428,851.7699822484703
2025,Strategy 2,Finland,Hydro,4900.455155196927,151.2315539005672,130.9362793671111,20.29527453345612,-25892512.591796383,11359.854456001056
2025,Strategy 2,France,Hydro,37796.574795857436,1179.3226530993152,1021.057553053387,158.2651000459281,173188083.94940287,87741.76315541989
