year,Strategy type,choice_mode,country,recycling_m,scrap,contained_lithium,recycled_lithium,primary_lithium_offset,primary_lithium_gap,recycling_CO2_em,total_netprofits,total_costs
2025,Strategy 1,Optimal_lithium,Afghanistan,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Afghanistan,Hydro,0.14380968223961121,0.004219576729380753,0.0036533095322978555,0.0036533095322978555,0.000566267197082897,0.33098049742862695,-22914254.273113325,22915431.058162987
2025,Strategy 1,Optimal_lithium,Albania,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Albania,Hydro,1.4245099444513891,0.04435318571171832,0.03840098818920572,0.03840098818920572,0.005952197522512597,3.3080529344557736,-3884632.637856959,3896056.812154133
2025,Strategy 1,Optimal_lithium,Algeria,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Algeria,Hydro,34.67245637057438,1.0940041730201184,0.9471888130008186,0.9471888130008186,0.1468153600192999,80.83627403553558,-12705252.942665428,12987545.331661278
2025,Strategy 1,Optimal_lithium,Andorra,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Andorra,Hydro,0.3275790859021364,0.010236543154486783,0.008862799063154658,0.008862799063154658,0.0013737440913321264,0.7624191377998975,-1975396.3906215888,1978066.3663730405
2025,Strategy 1,Optimal_lithium,Angola,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Angola,Hydro,9.014646413009256,0.2733282614240586,0.23664760874094992,0.23664760874094992,0.03668065268310866,20.864223122687026,-8861004.62818563,8934533.912438976
2025,Strategy 1,Optimal_lithium,Argentina,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Argentina,Hydro,166.1859007316648,5.1538921176684305,4.462239795477327,4.462239795477327,0.6916523221911031,386.010767803279,-21846562.991391167,23193572.50770103
2025,Strategy 1,Optimal_lithium,Armenia,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Armenia,Hydro,5.13701669124996,0.15362900861167422,0.13301199565598754,0.13301199565598754,0.020617012955686683,11.858706689147287,-6149760.916830404,6191640.414474636
2025,Strategy 1,Optimal_lithium,Aruba,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Aruba,Hydro,2.967587665652468,0.09070255018906107,0.07853026795368907,0.07853026795368907,0.012172282235371994,6.87530615815966,-7291767.382228036,7315875.979953008
2025,Strategy 1,Optimal_lithium,Australia,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Australia,Hydro,491.66745973966965,14.486970359223864,12.54281893701602,12.54281893701602,1.9441514222078424,1131.9461014520762,-24957869.026588827,28941621.9011215
2025,Strategy 1,Optimal_lithium,Austria,Hydro,1331.269727500657,41.600344965853004,36.01757867143553,36.01757867143553,5.582766294417473,3091.240462137967,-31607901.498049103,42163397.82370805
2025,Strategy 1,Optimal_lithium,Azerbaijan,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Azerbaijan,Hydro,15.119833065166574,0.45387343685096976,0.39296362162556964,0.39296362162556964,0.06090981522540015,34.923634468591985,-8805957.892195283,8929102.94184407
2025,Strategy 1,Optimal_lithium,Bahamas,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Bahrain,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Bahrain,Hydro,4.739021525770675,0.14652363057390722,0.12686015935088887,0.12686015935088887,0.019663471223018345,11.004324069366715,-5795786.370997654,5834323.145479597
2025,Strategy 1,Optimal_lithium,Bangladesh,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Bangladesh,Hydro,0.2379483441081218,0.0071978865038789626,0.0062319301350584055,0.0062319301350584055,0.0009659563688205566,0.5514861100433923,-17995062.607908953,17997030.91769209
2025,Strategy 1,Optimal_lithium,Barbados,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Barbados,Hydro,0.7197689357949268,0.021034162215199,0.018211377645919295,0.018211377645919295,0.002822784569279706,1.654715234218733,-4856366.779162865,4862237.150336864
2025,Strategy 1,Optimal_lithium,Belarus,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Belarus,Hydro,45.70859716989144,1.3634848652029532,1.1805051962927169,1.1805051962927169,0.18297966891023626,105.45739004702894,-14275760.185962582,14648095.810043015
2025,Strategy 1,Optimal_lithium,Belgium,Hydro,2417.615369959804,75.52953762537803,65.39347367605231,65.39347367605231,10.136063949325727,5613.756979570606,-33526022.645023964,52625494.36544779
2025,Strategy 1,Optimal_lithium,Benin,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Strategy 1,Optimal_lithium,Benin,Hydro,5.5871918058117265,0.1638932453324311,0.14189877180881885,0.14189877180881885,0.02199447352361225,12.854526816427796,-7947192.907448238,7992795.690339329
