year,Strategy type,choice_mode,recycling_m,scrap,contained_lithium,recycled_lithium,primary_lithium_offset,primary_lithium_gap,recycling_CO2_em,total_netprofits,total_costs
2030,Strategy 2,Optimal_multiobjective,Direct,375590.79035085323,10354.862057996846,8436.10611865003,8436.10611865003,1918.755939346816,900952.2898326633,3576339767.5829706,245386775.23706195
2030,Strategy 2,Optimal_multiobjective,Hydro,7320671.535511871,214715.8883171722,189400.8850845776,189400.8850845776,25315.003232594598,14280272.541898783,43295450360.58458,3441167330.7192597
2030,Strategy 2,Optimal_profit,Direct,5442607.8684118185,143730.78478556123,117097.47036479673,117097.47036479673,26633.3144207645,12980111.195756854,38707685091.50226,3291751106.0704207
2030,Strategy 2,Optimal_profit,Hydro,2253654.457450906,81339.96558960782,71749.98364659306,71749.98364659306,9589.981943014762,5376611.528903027,15602908052.305323,1773737542.0089097
2030,Strategy 2,Realistic_multiobjective,Direct,481.3964018051934,14.810991060166664,12.066514416717782,12.066514416717782,2.744476643448883,1178.3046333786992,-14131904.225845216,17993298.632953912
2030,Strategy 2,Realistic_multiobjective,Hydro,7695780.929460919,225055.93938410887,198521.84413072246,198521.84413072246,26534.095253386437,15128957.097026505,45937785683.583954,3671087779.147952
2030,Strategy 3,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,Strategy 3,Optimal_lithium,Hydro,7932779.889057801,232189.4186708268,204814.2862095363,204814.2862095363,27375.13246129048,15676101.099708574,47692429074.16035,3778414569.767528
2030,Strategy 3,Optimal_multiobjective,Direct,383604.37440318684,10575.23561943602,8615.644459154526,8615.644459154526,1959.5911602814945,920165.0035415258,3652123548.5494514,245908546.8813988
2030,Strategy 3,Optimal_multiobjective,Hydro,7549175.514654614,221614.18305139078,195485.87086963182,195485.87086963182,26128.31218175897,14808182.34637312,45027325333.46566,3511748644.9561954
2030,Strategy 3,Optimal_profit,Direct,5577043.662332208,147208.75741485754,119930.97466588442,119930.97466588442,27277.782748973103,13309088.235834168,39989868335.68814,3362782415.050196
2030,Strategy 3,Optimal_profit,Hydro,2355736.2267255937,84980.66125596927,74961.4412938905,74961.4412938905,10019.219962078778,5619341.493925275,16352403299.300323,1804582516.3202777
2030,Strategy 3,Realistic_multiobjective,Direct,481.3964018051934,14.810991060166664,12.066514416717782,12.066514416717782,2.744476643448883,1178.3046333786992,-14131904.225845216,17993298.632953912
2030,Strategy 3,Realistic_multiobjective,Hydro,7932298.492655996,232174.60767976663,204801.22143432216,204801.22143432216,27373.386245444486,15674989.394850425,47725444755.92561,3741700014.9090343
2035,Strategy 1,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,Strategy 1,Optimal_lithium,Hydro,11089127.410337523,322205.88620231755,290533.0475886297,290533.0475886297,31672.83861368782,20855105.010569397,57260524148.73668,10463538358.97108
2035,Strategy 1,Optimal_multiobjective,Direct,729660.5815022463,20210.561785403097,17280.03032651965,17280.03032651965,2930.5314588834503,1752801.9938973994,5782429758.075272,1556013368.225396
2035,Strategy 1,Optimal_multiobjective,Hydro,10359466.828835277,301995.32441691443,272309.18402673176,272309.18402673176,29686.140390182692,19202540.022349108,54497054857.987816,7634685311.117411
2035,Strategy 1,Optimal_profit,Direct,8028039.652002208,212787.71887016564,181933.49963399163,181933.49963399163,30854.219236174016,19034014.28741601,49910733650.456436,7871611156.027825
2035,Strategy 1,Optimal_profit,Hydro,3061087.7583353147,109418.1673321519,98662.36148340137,98662.36148340137,10755.805848750535,7292099.203541354,20221449558.892113,3667061183.4809895
2035,Strategy 1,Realistic_multiobjective,Direct,3523.628634700835,105.94079393441494,90.57937881392478,90.57937881392478,15.36141512049017,8589.616837656064,-73498633.03153469,104588323.52115385
2035,Strategy 1,Realistic_multiobjective,Hydro,11085597.774712954,322099.7367912803,290437.33266469743,290437.33266469743,31662.40412658286,20846987.358548168,57491369619.4463,10205233866.437763
2035,Strategy 1,Realistic_multiobjective,Pyro,6.0069898697238395,0.20861710283238688,0.020131550423325335,0.020131550423325335,0.18848555240906154,10.332770545844797,-65487254.756779425,65514145.17976836
2035,Strategy 2,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,Strategy 2,Optimal_lithium,Hydro,31919983.078846794,926873.9686252893,835762.2575094233,835762.2575094233,91111.71111586598,59299112.29606598,185934996108.23315,4364251268.43608
2035,Strategy 2,Optimal_multiobjective,Direct,2591028.3752354505,71272.46553269982,60937.95803045834,60937.95803045834,10334.507502241477,6212396.162415643,25747040330.22446,636575178.153049
2035,Strategy 2,Optimal_multiobjective,Hydro,29328954.703611344,855601.5030925894,771495.8753385878,771495.8753385878,84105.62775400159,53439269.940642014,166513538871.06708,4015723804.189067
2035,Strategy 2,Optimal_profit,Direct,24038244.4617513,639899.3916313325,547113.9798447893,547113.9798447893,92785.41178654322,56975474.28347534,166006055659.27213,4721193757.551731
2035,Strategy 2,Optimal_profit,Hydro,7881738.617095493,286974.5769939568,258764.97607545083,258764.97607545083,28209.600918505974,18846960.64575861,58838935161.02985,2135155178.0821085
2035,Strategy 2,Realistic_multiobjective,Direct,1533.986432447408,47.8724278718978,40.93092583047262,40.93092583047262,6.941502041425181,3769.8310404559425,-25508975.767802287,38912145.687492676
2035,Strategy 2,Realistic_multiobjective,Hydro,31918449.092414346,926826.0961974174,835719.0909412112,835719.0909412112,91107.00525620618,59295556.21928785,185988829165.49802,4298505474.524235
2035,Strategy 3,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,Strategy 3,Optimal_lithium,Hydro,33258033.15758212,966371.8696459734,871377.5148597743,871377.5148597743,94994.35478619926,62379579.245684244,196293148359.17596,4414536573.642175
2035,Strategy 3,Optimal_multiobjective,Direct,2672619.026494668,73516.2084423283,62856.35821819068,62856.35821819068,10659.850224137608,6408011.234738557,26538040422.51423,639616092.4230542
2035,Strategy 3,Optimal_multiobjective,Hydro,30585414.131087452,892855.6612036452,805087.9497073267,805087.9497073267,87767.71149631838,56335221.94349276,176286607179.56357,4065681240.0595436
2035,Strategy 3,Optimal_profit,Direct,24919570.447992045,662949.0593639112,566821.4457561441,566821.4457561441,96127.61360776714,59134639.96919854,174617362796.6918,4799729877.155046
2035,Strategy 3,Optimal_profit,Hydro,8338462.7095900765,303422.8102820623,273596.3480313355,273596.3480313355,29826.46225072674,19934851.967839364,62273571333.516335,2152909804.1567254
2035,Strategy 3,Realistic_multiobjective,Direct,1533.986432447408,47.8724278718978,40.93092583047262,40.93092583047262,6.941502041425181,3769.8310404559425,-25508975.767802287,38912145.687492676
2035,Strategy 3,Realistic_multiobjective,Hydro,33256499.17114967,966323.9972181015,871334.3482915622,871334.3482915622,94989.64892653945,62376023.168906115,196346981416.4408,4348790779.73033
2040,Strategy 1,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,Strategy 1,Optimal_lithium,Hydro,24766804.738675475,719377.7598979543,659381.6547224649,659381.6547224649,59996.105175489414,48850041.707389414,148259086298.20996,14115867647.658224
2040,Strategy 1,Optimal_multiobjective,Direct,1500728.5410745004,41439.11907281834,37100.44330589427,37100.44330589427,4338.675766924081,3601778.4690682883,13294579819.39316,1922933251.9954448
2040,Strategy 1,Optimal_multiobjective,Hydro,23266076.197600972,677938.640825136,621398.5581803196,621398.5581803196,56540.082644816364,45453362.482584715,139593032707.49866,11281510932.398354
2040,Strategy 1,Optimal_profit,Direct,17812821.26540414,469397.982678886,420252.0138924066,420252.0138924066,49145.96878647939,42528295.95530799,127052897346.515,13309443788.124245
2040,Strategy 1,Optimal_profit,Hydro,6944635.788719871,249696.74585383342,228872.0372496237,228872.0372496237,20824.708604209707,16557121.673519505,48474761812.217834,5675151479.647398
2040,Strategy 1,Optimal_profit,Pyro,9347.684551461989,283.0313652349373,35.378920654367164,35.378920654367164,247.65244458057015,16722.258743115868,394396328.21568894,-351810476.1333593
2040,Strategy 1,Realistic_multiobjective,Direct,1262036.1007816386,34795.735289091535,31152.621804323648,31152.621804323648,3643.1134847678836,3027242.675078889,11968674484.787947,846686185.770042
2040,Strategy 1,Realistic_multiobjective,Hydro,23504768.637893833,684582.0246088628,627487.8837564837,627487.8837564837,57094.140852379176,45994627.287485726,140261000959.19763,12467715783.404247
2040,Strategy 2,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,Strategy 2,Optimal_lithium,Hydro,72751454.01896718,2106193.671540539,1930537.1193340581,1930537.1193340581,175656.55220648105,142267713.6850461,464838936762.62915,5168893357.068668
2040,Strategy 2,Optimal_multiobjective,Direct,14013148.750406388,365133.9673704809,326904.44098679157,326904.44098679157,38229.52638368937,34041756.455003045,144232203400.6395,1304575665.3621135
2040,Strategy 2,Optimal_multiobjective,Hydro,58738305.26856079,1741059.7041700582,1595855.3248422751,1595855.3248422751,145204.37932778292,110674252.622917,351853127293.10126,4751667902.722311
2040,Strategy 2,Optimal_profit,Direct,55053523.30836992,1461439.7276517309,1308426.9881665946,1308426.9881665946,153012.7394851363,131503174.33402413,423373490238.9079,6847973482.981008
2040,Strategy 2,Optimal_profit,Hydro,17697930.71059726,644753.943888808,590981.4649684813,590981.4649684813,53772.47892032663,42313249.71394199,134703328084.47205,2586037561.2838287
2040,Strategy 2,Realistic_multiobjective,Direct,5344649.237433364,146982.7432514331,131593.65003300805,131593.65003300805,15389.093218425058,12813972.34457916,54102191079.437485,489697682.6735979
2040,Strategy 2,Realistic_multiobjective,Hydro,67406804.78153382,1959210.9282891059,1795812.7368697943,1795812.7368697943,163398.1914193115,130180866.07408662,424061149986.87823,5020387765.108403
2040,Strategy 3,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,Strategy 3,Optimal_lithium,Hydro,79096817.35649396,2292339.6357856044,2101158.5101610846,2101158.5101610846,191181.12562451942,156863008.90826616,514377421583.67584,5183835751.742883
2040,Strategy 3,Optimal_multiobjective,Direct,17748459.0745104,459587.14604089694,411468.371850415,411468.371850415,48118.774190481934,43179035.28088243,182795001842.09625,1363209746.2061324
2040,Strategy 3,Optimal_multiobjective,Hydro,61348358.28198356,1832752.4897447072,1679900.9320999987,1679900.9320999987,152851.55764470858,116861868.28480555,370806759769.3387,4764498811.527667
2040,Strategy 3,Optimal_profit,Direct,59391213.383041434,1575065.4170915796,1410156.067922091,1410156.067922091,164909.3491694884,142132124.56504306,466254178406.0808,6920993062.138005
2040,Strategy 3,Optimal_profit,Hydro,19705603.973452527,717274.2186940246,657453.5488549429,657453.5488549429,59820.669839081675,47097951.65547932,149784692479.91605,2587654559.677532
2040,Strategy 3,Realistic_multiobjective,Direct,5772377.67209688,158745.2752046798,142124.64489074983,142124.64489074983,16620.63031392998,13839459.056475192,58299338591.31715,496769840.1474443
2040,Strategy 3,Realistic_multiobjective,Hydro,73324439.68439709,2133594.3605809244,1955652.5909084752,1955652.5909084752,177941.76967244913,143808865.55772305,470489447769.23535,5034999205.724125
2045,Strategy 1,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,Strategy 1,Optimal_lithium,Hydro,46219679.44786939,1345147.570792261,1243588.9291974453,1243588.9291974453,101558.64159481571,98826340.06289338,320283041717.7845,19441063326.773487
2045,Strategy 1,Optimal_multiobjective,Direct,18825010.452822905,480071.2012959161,440465.327189003,440465.327189003,39605.8741069131,45992132.72319206,187656453071.84253,8554730233.93239
2045,Strategy 1,Optimal_multiobjective,Hydro,27394668.995046485,865076.3694963449,799763.1035993709,799763.1035993709,65313.26589697405,56426090.90478378,175108044120.67245,8837464351.372814
2045,Strategy 1,Optimal_profit,Direct,33101408.296345312,871256.9567832726,799378.2578486525,799378.2578486525,71878.69893462003,80094992.64214776,283707675804.56,15754836562.442581
2045,Strategy 1,Optimal_profit,Hydro,13118271.151524076,473890.6140089884,438111.8726513098,438111.8726513098,35778.74135767862,31284802.95907586,97179038330.45514,4733809074.8347225
2045,Strategy 1,Realistic_multiobjective,Direct,2481927.4648736627,68973.91580921454,63283.56775495433,63283.56775495433,5690.348054260202,5961445.646833123,20978302892.549232,3825477555.741713
2045,Strategy 1,Realistic_multiobjective,Hydro,43737751.982995726,1276173.6549830465,1179822.5440318265,1179822.5440318265,96351.11095122002,93203110.03987478,307893355825.56476,12791993603.051058
2045,Strategy 2,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,Strategy 2,Optimal_lithium,Hydro,115016818.8238411,3334839.2110578734,3083058.850623004,3083058.850623004,251780.36043486948,241089539.75452808,812228235874.3324,5577741344.650523
2045,Strategy 2,Optimal_multiobjective,Direct,53944132.05083896,1370681.4757717801,1257600.2540206083,1257600.2540206083,113081.22175117186,131812143.63289137,555950764564.5535,3961804239.7224894
2045,Strategy 2,Optimal_multiobjective,Hydro,61072686.77300213,1964157.7352860935,1815863.8262719933,1815863.8262719933,148293.9090141001,119636827.84170915,370476086654.0473,4671380688.270581
2045,Strategy 2,Optimal_profit,Direct,84819043.51774277,2238614.6090669273,2053928.9038189058,2053928.9038189058,184685.7052480215,204674321.3103598,733231882092.6735,8107996942.882669
2045,Strategy 2,Optimal_profit,Hydro,30197775.30609832,1096224.601990946,1013459.6445406297,1013459.6445406297,82764.95745031648,72103874.2023898,230364918572.95392,2771302013.171231
2045,Strategy 2,Realistic_multiobjective,Direct,8662948.914130814,238233.8320055969,218579.54086513515,218579.54086513515,19654.291140461737,20769622.287046894,87404934977.57909,964998680.1658427
2045,Strategy 2,Realistic_multiobjective,Hydro,106353869.90971027,3096605.3790522767,2862811.6729338295,2862811.6729338295,233793.7061184469,221498484.28268626,746260533621.988,5327159922.926097
2045,Strategy 3,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,Strategy 3,Optimal_lithium,Hydro,133305110.11329336,3869955.5151391183,3577773.873746115,3577773.873746115,292181.64139300346,283139926.663164,956015652007.6244,5592321902.488429
2045,Strategy 3,Optimal_multiobjective,Direct,64994824.1236711,1650023.9958265636,1513897.0161708721,1513897.0161708721,136126.9796556915,158846249.5372611,669696629277.7358,4026939914.646658
2045,Strategy 3,Optimal_multiobjective,Hydro,68310285.98962225,2219931.519312555,2052326.689604457,2052326.689604457,167604.8297080979,136814036.6178286,424206922406.0918,4684282404.565997
2045,Strategy 3,Optimal_profit,Direct,97426067.07716417,2568534.692896486,2356630.580732526,2356630.580732526,211904.11216396012,235566177.0247874,858969682644.4254,8192102026.963977
2045,Strategy 3,Optimal_profit,Hydro,35879043.036129184,1301420.8222426325,1203163.550163314,1203163.550163314,98257.27207931876,85643062.9266722,273048960647.929,2773106135.08048
2045,Strategy 3,Realistic_multiobjective,Direct,9893036.20772287,272061.23257937847,249616.18089157974,249616.18089157974,22445.05168779872,23718778.975783642,99663945364.49425,979113115.2882805
2045,Strategy 3,Realistic_multiobjective,Hydro,123412073.90557049,3597894.28255974,3326253.2642264795,3326253.2642264795,271641.0183332604,260767063.61908638,880920646967.917,5341233533.615848
2050,Strategy 1,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Strategy 1,Optimal_lithium,Hydro,60871024.90044918,1772802.5196618286,1644983.4579942108,1644983.4579942108,127819.0616676179,132250335.15794912,443893618108.59235,13683250707.755318
2050,Strategy 1,Optimal_multiobjective,Direct,26651561.369276777,677209.1976676207,627095.7170402168,627095.7170402168,50113.480627403915,65129795.000735424,274385292009.77173,4602035965.466463
2050,Strategy 1,Optimal_multiobjective,Hydro,34219463.53117241,1095593.3219942078,1016601.0434784255,1016601.0434784255,78992.27851578241,72243585.2183683,225899947332.4847,10508404204.98488
2050,Strategy 1,Optimal_profit,Direct,42939541.04234158,1126282.2452405803,1042937.3590927775,1042937.3590927775,83344.8861478029,104155598.99960558,386912816798.5685,13124808050.233051
2050,Strategy 1,Optimal_profit,Hydro,17931483.858107604,646520.2744212482,599906.1626354762,599906.1626354762,46614.11178577202,42740575.801879376,133266102387.34436,6019881963.881364
2050,Strategy 1,Realistic_multiobjective,Direct,3250521.140396292,89453.96303134545,82834.3697670259,82834.3697670259,6619.593264319559,7794391.310555113,32288607801.83331,932241645.862707
2050,Strategy 1,Realistic_multiobjective,Hydro,57620503.7600529,1683348.5566304831,1561979.1256974253,1561979.1256974253,121369.4309330579,124898353.30010067,420266294614.3848,12363509757.201942
2050,Strategy 2,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Strategy 2,Optimal_lithium,Hydro,137057054.38080177,3976846.6921599098,3690116.0456551802,3690116.0456551802,286730.64650472975,290916530.6535161,985607940352.2174,5681329500.642554
2050,Strategy 2,Optimal_multiobjective,Direct,66928435.836267926,1699156.9949102509,1573419.3772868926,1573419.3772868926,125737.61762335847,163570879.99384314,690795599482.899,4274390696.342662
2050,Strategy 2,Optimal_multiobjective,Hydro,70128618.54453383,2277689.697249659,2113468.2700779582,2113468.2700779582,164221.42717170055,140237226.96813545,436731026239.5042,4707985037.403259
2050,Strategy 2,Optimal_profit,Direct,100366385.97229733,2645900.7930161795,2450104.134332983,2450104.134332983,195796.65868319714,242658407.53900293,886673279443.3455,8467770886.984256
2050,Strategy 2,Optimal_profit,Hydro,36690668.408504434,1330945.8991437303,1234984.699815467,1234984.699815467,95961.19932826304,87582832.11864626,280181505787.26245,2817951543.063887
2050,Strategy 2,Realistic_multiobjective,Direct,10173152.531504642,279761.69461637764,259059.3292147657,259059.3292147657,20702.365401611944,24390318.46773628,102762244836.6182,1008590211.4598701
2050,Strategy 2,Realistic_multiobjective,Hydro,126883901.84929712,3697084.997543532,3430525.169220643,3430525.169220643,266559.8283228889,267910234.35806382,908098970141.3259,5434425889.980316
2050,Strategy 3,Optimal_lithium,Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Strategy 3,Optimal_lithium,Hydro,167467209.6299702,4866143.7734716255,4515294.807404321,4515294.807404321,350848.9660673045,360833091.10160464,1224881312491.1543,5695048066.126516
2050,Strategy 3,Optimal_multiobjective,Direct,85351419.02800469,2164841.267093865,2004643.0133289192,2004643.0133289192,160198.25376494587,208640730.15520564,880200318085.9625,4357799652.854978
2050,Strategy 3,Optimal_multiobjective,Hydro,82115790.60196552,2701302.5063777603,2506538.595667924,2506538.595667924,194763.91070983667,168686951.3397832,526114051339.5598,4719761459.877398
2050,Strategy 3,Optimal_profit,Direct,121367955.68156481,3195385.901481962,2958927.344772297,2958927.344772297,236458.55670966496,294119980.83602506,1096359429732.4854,8572981843.537578
2050,Strategy 3,Optimal_profit,Hydro,46099253.948405385,1670757.8719896637,1550296.2294192088,1550296.2294192088,120461.64257045483,110004524.27294305,350849730351.63464,2819956795.020484
2050,Strategy 3,Realistic_multiobjective,Direct,12217029.48758264,335968.31090852263,311106.65590129193,311106.65590129193,24861.655007230667,29290550.69302041,123171983931.39682,1028232793.230687
2050,Strategy 3,Realistic_multiobjective,Hydro,155250180.14238754,4530175.462563103,4203549.811712302,4203549.811712302,326625.6508508,333204624.9627967,1132169740763.7285,5447517783.939322
