year,policy_scenario,destination_iso3,Hydro,Direct,Pyro,destination_recovered_lithium_t,destination_scrap_t,dominant_technology,direct_capable_observed,hydro_dominated_observed,reference_destination_recovered_lithium_t,reference_destination_scrap_t,reference_dominant_technology,reference_direct_share_pct,reference_hydro_share_pct,reference_pyro_share_pct,destination_recovered_li_delta_vs_reference_t,destination_scrap_delta_vs_reference_t,shift_from_reference_direct_capable_to_current_hydro_dominated
2030,critical_route_policy,AUS,100.0,0.0,0.0,52.92292628445212,11000.0,Hydro,False,True,61.35681957939812,11000.0,Hydro,0.0,100.0,0.0,-8.433893294946003,0.0,False
2030,critical_route_policy,BEL,100.0,0.0,0.0,153.152142227672,9000.0,Hydro,False,True,216.40982368099384,9000.0,Hydro,0.0,100.0,0.0,-63.25768145332185,0.0,False
2030,critical_route_policy,BRA,100.0,0.0,0.0,330.7875,10000.0,Hydro,False,True,308.73500000000007,10000.0,Hydro,0.0,100.0,0.0,22.052499999999952,0.0,False
2030,critical_route_policy,CAN,100.0,0.0,0.0,1041.5591249780339,80824.34208789561,Hydro,False,True,1041.5591249780339,80824.34208789561,Hydro,0.0,100.0,0.0,0.0,0.0,False
2030,critical_route_policy,CHE,100.0,0.0,0.0,269.64575898247386,20923.953559190428,Hydro,False,True,269.64575898247386,20923.953559190428,Hydro,0.0,100.0,0.0,0.0,0.0,False
2030,critical_route_policy,CHN,100.0,0.0,0.0,32035.78327296675,1917796.717660539,Hydro,False,True,42967.51324564399,2674650.5734128556,Hydro,0.0,100.0,0.0,-10931.72997267724,-756853.8557523165,False
2030,critical_route_policy,CZE,0.0,0.0,0.0,0.0,1000.0,Direct,False,False,32.77269451035252,1000.0,Hydro,0.0,100.0,0.0,-32.77269451035252,0.0,False
2030,critical_route_policy,DEU,100.0,0.0,0.0,1561.6294799540951,185000.0,Hydro,False,True,2842.9576583425655,185000.0,Hydro,0.0,100.0,0.0,-1281.3281783884704,0.0,False
2030,critical_route_policy,ESP,100.0,0.0,0.0,1122.7730334508647,92000.0,Hydro,False,True,1367.1118706448422,92000.0,Hydro,0.0,100.0,0.0,-244.3388371939775,0.0,False
2030,critical_route_policy,FIN,100.0,0.0,0.0,103.87977562629041,7000.000000000002,Hydro,False,True,42.38381314502119,7000.0,Hydro,0.0,100.0,0.0,61.49596248126922,1.8189894035458565e-12,False
