source_run,year,policy_scenario,target_region,target_share_of_max,draws,direct_share_mean_pct,direct_share_p05_pct,direct_share_p50_pct,direct_share_p95_pct,route_cost_mean,route_cost_p50,route_cost_p95
root,2040,strict_policy,China,0.9,1,0.0,0.0,0.0,0.0,64397018.73337498,64397018.73337498,64397018.73337498
root,2040,strict_policy,China,0.95,1,0.0,0.0,0.0,0.0,64397018.73337498,64397018.73337498,64397018.73337498
root,2040,strict_policy,China,0.99,1,52.02020202020192,52.02020202020192,52.02020202020192,52.02020202020192,68302807.85703118,68302807.85703118,68302807.85703118
root,2040,strict_policy,China,1.0,1,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,73282235.92668514,73282235.92668514,73282235.92668514
root,2050,critical_route_policy,China,0.0,1,0.0,0.0,0.0,0.0,181335200.27050245,181335200.27050245,181335200.27050245
root,2050,critical_route_policy,China,0.75,1,0.0,0.0,0.0,0.0,181335200.27050245,181335200.27050245,181335200.27050245
root,2050,critical_route_policy,China,0.9,1,0.0,0.0,0.0,0.0,181335200.27050245,181335200.27050245,181335200.27050245
root,2050,critical_route_policy,China,0.95,1,0.0,0.0,0.0,0.0,181335200.27050245,181335200.27050245,181335200.27050245
root,2050,critical_route_policy,China,0.99,1,52.01540403561208,52.01540403561208,52.01540403561208,52.01540403561208,186500291.8347754,186500291.8347754,186500291.8347754
root,2050,critical_route_policy,China,1.0,1,99.99524999525218,99.99524999525218,99.99524999525218,99.99524999525218,193150546.4868632,193150546.4868632,193150546.4868632
root,2050,current_policy,China,0.0,1,0.0,0.0,0.0,0.0,178824526.0419748,178824526.0419748,178824526.0419748
root,2050,current_policy,China,0.75,1,0.0,0.0,0.0,0.0,178824526.0419748,178824526.0419748,178824526.0419748
root,2050,current_policy,China,0.9,1,0.0,0.0,0.0,0.0,178824526.0419748,178824526.0419748,178824526.0419748
root,2050,current_policy,China,0.95,1,0.0,0.0,0.0,0.0,178824526.0419748,178824526.0419748,178824526.0419748
root,2050,current_policy,China,0.99,1,52.01540403560342,52.01540403560342,52.01540403560342,52.01540403560342,195555686.9779688,195555686.9779688,195555686.9779688
root,2050,current_policy,China,1.0,1,99.99524999525096,99.99524999525096,99.99524999525096,99.99524999525096,217193917.58446303,217193917.58446303,217193917.58446303
root,2050,reference_policy,China,0.0,1,0.0,0.0,0.0,0.0,162841428.4423679,162841428.4423679,162841428.4423679
root,2050,reference_policy,China,0.75,1,0.0,0.0,0.0,0.0,162841428.4423679,162841428.4423679,162841428.4423679
root,2050,reference_policy,China,0.9,1,0.0,0.0,0.0,0.0,162841428.4423679,162841428.4423679,162841428.4423679
root,2050,reference_policy,China,0.95,1,0.0,0.0,0.0,0.0,162841428.4423679,162841428.4423679,162841428.4423679
root,2050,reference_policy,China,0.99,1,52.0154040356034,52.0154040356034,52.0154040356034,52.0154040356034,179572589.37836188,179572589.37836188,179572589.37836188
root,2050,reference_policy,China,1.0,1,99.99524999525096,99.99524999525096,99.99524999525096,99.99524999525096,201210819.9848562,201210819.9848562,201210819.9848562
root,2050,strict_policy,China,0.0,1,0.0,0.0,0.0,0.0,187785740.7335122,187785740.7335122,187785740.7335122
root,2050,strict_policy,China,0.75,1,0.0,0.0,0.0,0.0,187785740.73351225,187785740.73351225,187785740.73351225
root,2050,strict_policy,China,0.9,1,0.0,0.0,0.0,0.0,187785740.73351225,187785740.73351225,187785740.73351225
root,2050,strict_policy,China,0.95,1,0.0,0.0,0.0,0.0,187785740.73351225,187785740.73351225,187785740.73351225
root,2050,strict_policy,China,0.99,1,52.02020202020311,52.02020202020311,52.02020202020311,52.02020202020311,191685848.1205562,191685848.1205562,191685848.1205562
root,2050,strict_policy,China,1.0,1,100.0,100.0,100.0,100.0,196684606.9313798,196684606.9313798,196684606.9313798
