source_run,year,policy_scenario,target_region,target_share_of_max,draws,direct_share_mean_pct,direct_share_p05_pct,direct_share_p50_pct,direct_share_p95_pct,route_cost_mean,route_cost_p50,route_cost_p95
aggregate_us_eu,2030,reference_policy,United States,0.75,1,0.0,0.0,0.0,0.0,7424680.344611992,7424680.344611992,7424680.344611992
aggregate_us_eu,2030,reference_policy,United States,0.9,1,0.0,0.0,0.0,0.0,7424680.344611992,7424680.344611992,7424680.344611992
aggregate_us_eu,2030,reference_policy,United States,0.95,1,0.0,0.0,0.0,0.0,7424680.344611992,7424680.344611992,7424680.344611992
aggregate_us_eu,2030,reference_policy,United States,0.99,1,52.02020202020232,52.02020202020232,52.02020202020232,52.02020202020232,7560333.319625778,7560333.319625778,7560333.319625778
aggregate_us_eu,2030,reference_policy,United States,1.0,1,100.0,100.0,100.0,100.0,7714332.5518359,7714332.5518359,7714332.5518359
aggregate_us_eu,2030,strict_policy,European Union,0.0,1,0.0,0.0,0.0,0.0,7573935.0440972,7573935.0440972,7573935.0440972
aggregate_us_eu,2030,strict_policy,European Union,0.75,1,0.0,0.0,0.0,0.0,7607867.628615035,7607867.628615035,7607867.628615035
aggregate_us_eu,2030,strict_policy,European Union,0.9,1,0.0,0.0,0.0,0.0,7683424.864789446,7683424.864789446,7683424.864789446
aggregate_us_eu,2030,strict_policy,European Union,0.95,1,0.0,0.0,0.0,0.0,7718137.86337195,7718137.86337195,7718137.86337195
aggregate_us_eu,2030,strict_policy,European Union,0.99,1,52.01540403560664,52.01540403560664,52.01540403560664,52.01540403560664,8045087.403439242,8045087.403439242,8045087.403439242
aggregate_us_eu,2030,strict_policy,European Union,1.0,1,99.9952499952532,99.9952499952532,99.9952499952532,99.9952499952532,8409605.969125688,8409605.969125688,8409605.969125688
aggregate_us_eu,2030,strict_policy,United States,0.0,1,0.0,0.0,0.0,0.0,7573935.0440972,7573935.0440972,7573935.0440972
aggregate_us_eu,2030,strict_policy,United States,0.75,1,0.0,0.0,0.0,0.0,7573935.044097202,7573935.044097202,7573935.044097202
aggregate_us_eu,2030,strict_policy,United States,0.9,1,0.0,0.0,0.0,0.0,7573935.044097202,7573935.044097202,7573935.044097202
aggregate_us_eu,2030,strict_policy,United States,0.95,1,0.0,0.0,0.0,0.0,7573935.044097202,7573935.044097202,7573935.044097202
aggregate_us_eu,2030,strict_policy,United States,0.99,1,52.0202020202037,52.0202020202037,52.0202020202037,52.0202020202037,7709588.019110992,7709588.019110992,7709588.019110992
aggregate_us_eu,2030,strict_policy,United States,1.0,1,100.0,100.0,100.0,100.0,7863587.251321118,7863587.251321118,7863587.251321118
aggregate_us_eu,2040,critical_route_policy,European Union,0.0,1,0.0,0.0,0.0,0.0,63180339.07940394,63180339.07940394,63180339.07940394
aggregate_us_eu,2040,critical_route_policy,European Union,0.75,1,0.0,0.0,0.0,0.0,65611671.26142481,65611671.26142481,65611671.26142481
aggregate_us_eu,2040,critical_route_policy,European Union,0.9,1,0.0,0.0,0.0,0.0,66588476.74082566,66588476.74082566,66588476.74082566
aggregate_us_eu,2040,critical_route_policy,European Union,0.95,1,0.0,0.0,0.0,0.0,66984588.41013301,66984588.41013301,66984588.41013301
aggregate_us_eu,2040,critical_route_policy,European Union,0.99,1,52.010606046199534,52.010606046199534,52.010606046199534,52.010606046199534,69414392.21774541,69414392.21774541,69414392.21774541
aggregate_us_eu,2040,critical_route_policy,European Union,1.0,1,99.99049998573857,99.99049998573857,99.99049998573857,99.99049998573857,72303569.02908581,72303569.02908581,72303569.02908581
aggregate_us_eu,2040,critical_route_policy,United States,0.0,1,0.0,0.0,0.0,0.0,63180339.07940394,63180339.07940394,63180339.07940394
aggregate_us_eu,2040,critical_route_policy,United States,0.75,1,0.0,0.0,0.0,0.0,63180339.07940394,63180339.07940394,63180339.07940394
aggregate_us_eu,2040,critical_route_policy,United States,0.9,1,0.0,0.0,0.0,0.0,63180339.07940394,63180339.07940394,63180339.07940394
aggregate_us_eu,2040,critical_route_policy,United States,0.95,1,0.0,0.0,0.0,0.0,63180339.07940394,63180339.07940394,63180339.07940394
aggregate_us_eu,2040,critical_route_policy,United States,0.99,1,52.01540403560851,52.01540403560851,52.01540403560851,52.01540403560851,64977080.99196814,64977080.99196814,64977080.99196814
aggregate_us_eu,2040,critical_route_policy,United States,1.0,1,99.99524999525256,99.99524999525256,99.99524999525256,99.99524999525256,67017151.61940256,67017151.61940256,67017151.61940256
aggregate_us_eu,2040,current_policy,European Union,0.0,1,0.0,0.0,0.0,0.0,63614351.875352666,63614351.875352666,63614351.875352666
aggregate_us_eu,2040,current_policy,European Union,0.75,1,0.0,0.0,0.0,0.0,66218781.326160505,66218781.326160505,66218781.326160505
aggregate_us_eu,2040,current_policy,European Union,0.9,1,0.0,0.0,0.0,0.0,67195808.72182627,67195808.72182627,67195808.72182627
aggregate_us_eu,2040,current_policy,European Union,0.95,1,0.0,0.0,0.0,0.0,67617354.77411899,67617354.77411899,67617354.77411899
aggregate_us_eu,2040,current_policy,European Union,0.99,1,52.010606046199726,52.010606046199726,52.010606046199726,52.010606046199726,70024858.49759144,70024858.49759144,70024858.49759144
aggregate_us_eu,2040,current_policy,European Union,1.0,1,99.9904999857386,99.9904999857386,99.9904999857386,99.9904999857386,72914035.30893184,72914035.30893184,72914035.30893184
aggregate_us_eu,2040,current_policy,United States,0.0,1,0.0,0.0,0.0,0.0,63614351.875352666,63614351.875352666,63614351.875352666
aggregate_us_eu,2040,current_policy,United States,0.75,1,0.0,0.0,0.0,0.0,63614351.875352666,63614351.875352666,63614351.875352666
aggregate_us_eu,2040,current_policy,United States,0.9,1,0.0,0.0,0.0,0.0,63614351.875352666,63614351.875352666,63614351.875352666
aggregate_us_eu,2040,current_policy,United States,0.95,1,0.0,0.0,0.0,0.0,63614351.875352666,63614351.875352666,63614351.875352666
aggregate_us_eu,2040,current_policy,United States,0.99,1,52.015404035607126,52.015404035607126,52.015404035607126,52.015404035607126,65411093.78791682,65411093.78791682,65411093.78791682
aggregate_us_eu,2040,current_policy,United States,1.0,1,99.99524999525124,99.99524999525124,99.99524999525124,99.99524999525124,67451164.41535124,67451164.41535124,67451164.41535124
aggregate_us_eu,2040,reference_policy,European Union,0.0,1,0.0,0.0,0.0,0.0,61923272.83589765,61923272.83589765,61923272.83589765
aggregate_us_eu,2040,reference_policy,European Union,0.75,1,0.0,0.0,0.0,0.0,65088578.22189882,65088578.22189882,65088578.22189882
aggregate_us_eu,2040,reference_policy,European Union,0.9,1,0.0,0.0,0.0,0.0,66251363.88751442,66251363.88751442,66251363.88751442
aggregate_us_eu,2040,reference_policy,European Union,0.95,1,0.0,0.0,0.0,0.0,66736593.23896846,66736593.23896846,66736593.23896846
aggregate_us_eu,2040,reference_policy,European Union,0.99,1,52.01060604619892,52.01060604619892,52.01060604619892,52.01060604619892,69181521.60212228,69181521.60212228,69181521.60212228
aggregate_us_eu,2040,reference_policy,European Union,1.0,1,99.99049998573835,99.99049998573835,99.99049998573835,99.99049998573835,72070698.41346268,72070698.41346268,72070698.41346268
aggregate_us_eu,2040,reference_policy,United States,0.0,1,0.0,0.0,0.0,0.0,61923272.83589765,61923272.83589765,61923272.83589765
aggregate_us_eu,2040,reference_policy,United States,0.75,1,0.0,0.0,0.0,0.0,61923272.83589764,61923272.83589764,61923272.83589764
aggregate_us_eu,2040,reference_policy,United States,0.9,1,0.0,0.0,0.0,0.0,61923272.83589764,61923272.83589764,61923272.83589764
aggregate_us_eu,2040,reference_policy,United States,0.95,1,0.0,0.0,0.0,0.0,61923272.83589764,61923272.83589764,61923272.83589764
aggregate_us_eu,2040,reference_policy,United States,0.99,1,52.02020202020549,52.02020202020549,52.02020202020549,52.02020202020549,63720216.71565597,63720216.71565597,63720216.71565597
aggregate_us_eu,2040,reference_policy,United States,1.0,1,99.99524999525228,99.99524999525228,99.99524999525228,99.99524999525228,65760085.375896245,65760085.375896245,65760085.375896245
aggregate_us_eu,2040,strict_policy,European Union,0.0,1,0.0,0.0,0.0,0.0,64397018.73337498,64397018.73337498,64397018.73337498
aggregate_us_eu,2040,strict_policy,European Union,0.75,1,0.0,0.0,0.0,0.0,66606282.53102855,66606282.53102855,66606282.53102855
aggregate_us_eu,2040,strict_policy,European Union,0.9,1,0.0,0.0,0.0,0.0,67461207.88045892,67461207.88045892,67461207.88045892
aggregate_us_eu,2040,strict_policy,European Union,0.95,1,0.0,0.0,0.0,0.0,67845687.49462241,67845687.49462241,67845687.49462241
aggregate_us_eu,2040,strict_policy,European Union,0.99,1,52.01060604619895,52.01060604619895,52.01060604619895,52.01060604619895,70231326.71433881,70231326.71433881,70231326.71433881
aggregate_us_eu,2040,strict_policy,European Union,1.0,1,99.99049998573746,99.99049998573746,99.99049998573746,99.99049998573746,73120503.52567914,73120503.52567914,73120503.52567914
aggregate_us_eu,2040,strict_policy,United States,0.0,1,0.0,0.0,0.0,0.0,64397018.73337498,64397018.73337498,64397018.73337498
aggregate_us_eu,2040,strict_policy,United States,0.75,1,0.0,0.0,0.0,0.0,64397018.73337498,64397018.73337498,64397018.73337498
aggregate_us_eu,2040,strict_policy,United States,0.9,1,0.0,0.0,0.0,0.0,64397018.73337498,64397018.73337498,64397018.73337498
aggregate_us_eu,2040,strict_policy,United States,0.95,1,0.0,0.0,0.0,0.0,64397018.73337498,64397018.73337498,64397018.73337498
aggregate_us_eu,2040,strict_policy,United States,0.99,1,52.01540403560879,52.01540403560879,52.01540403560879,52.01540403560879,66193760.6459392,66193760.6459392,66193760.6459392
aggregate_us_eu,2040,strict_policy,United States,1.0,1,99.99524999525228,99.99524999525228,99.99524999525228,99.99524999525228,68233831.27337359,68233831.27337359,68233831.27337359
aggregate_us_eu,2050,critical_route_policy,European Union,0.0,1,0.0,0.0,0.0,0.0,181335200.27050245,181335200.27050245,181335200.27050245
aggregate_us_eu,2050,critical_route_policy,European Union,0.75,1,0.0,0.0,0.0,0.0,197439233.52533287,197439233.52533287,197439233.52533287
aggregate_us_eu,2050,critical_route_policy,European Union,0.9,1,0.0,0.0,0.0,0.0,202411404.4987976,202411404.4987976,202411404.4987976
aggregate_us_eu,2050,critical_route_policy,European Union,0.95,1,0.0,0.0,0.0,0.0,204282777.9996273,204282777.9996273,204282777.9996273
aggregate_us_eu,2050,critical_route_policy,European Union,0.99,1,52.01060604620008,52.01060604620008,52.01060604620008,52.01060604620008,216615084.25231305,216615084.25231305,216615084.25231305
aggregate_us_eu,2050,critical_route_policy,European Union,1.0,1,99.99049998574286,99.99049998574286,99.99049998574286,99.99049998574286,230524472.25512195,230524472.25512195,230524472.25512195
aggregate_us_eu,2050,critical_route_policy,United States,0.0,1,0.0,0.0,0.0,0.0,181335200.27050245,181335200.27050245,181335200.27050245
aggregate_us_eu,2050,critical_route_policy,United States,0.75,1,0.0,0.0,0.0,0.0,181335200.27050245,181335200.27050245,181335200.27050245
aggregate_us_eu,2050,critical_route_policy,United States,0.9,1,0.0,0.0,0.0,0.0,181335200.27050245,181335200.27050245,181335200.27050245
aggregate_us_eu,2050,critical_route_policy,United States,0.95,1,0.0,0.0,0.0,0.0,181335200.27050245,181335200.27050245,181335200.27050245
aggregate_us_eu,2050,critical_route_policy,United States,0.99,1,52.015404035606416,52.015404035606416,52.015404035606416,52.015404035606416,184160910.3347514,184160910.3347514,184160910.3347514
aggregate_us_eu,2050,critical_route_policy,United States,1.0,1,99.99524999525072,99.99524999525072,99.99524999525072,99.99524999525072,187369409.7439728,187369409.7439728,187369409.7439728
aggregate_us_eu,2050,current_policy,European Union,0.0,1,0.0,0.0,0.0,0.0,178824526.0419748,178824526.0419748,178824526.0419748
aggregate_us_eu,2050,current_policy,European Union,0.75,1,0.0,0.0,0.0,0.0,197184227.64175844,197184227.64175844,197184227.64175844
aggregate_us_eu,2050,current_policy,European Union,0.9,1,0.0,0.0,0.0,0.0,202504675.44573915,202504675.44573915,202504675.44573915
aggregate_us_eu,2050,current_policy,European Union,0.95,1,0.0,0.0,0.0,0.0,204485850.93708983,204485850.93708983,204485850.93708983
aggregate_us_eu,2050,current_policy,European Union,0.99,1,52.01060604620847,52.01060604620847,52.01060604620847,52.01060604620847,216849518.0958324,216849518.0958324,216849518.0958324
aggregate_us_eu,2050,current_policy,European Union,1.0,1,99.99049998575003,99.99049998575003,99.99049998575003,99.99049998575003,230757681.07857108,230757681.07857108,230757681.07857108
aggregate_us_eu,2050,current_policy,United States,0.0,1,0.0,0.0,0.0,0.0,178824526.0419748,178824526.0419748,178824526.0419748
aggregate_us_eu,2050,current_policy,United States,0.75,1,0.0,0.0,0.0,0.0,178824526.0419748,178824526.0419748,178824526.0419748
aggregate_us_eu,2050,current_policy,United States,0.9,1,0.0,0.0,0.0,0.0,178824526.0419748,178824526.0419748,178824526.0419748
aggregate_us_eu,2050,current_policy,United States,0.95,1,0.0,0.0,0.0,0.0,178824526.0419748,178824526.0419748,178824526.0419748
aggregate_us_eu,2050,current_policy,United States,0.99,1,52.015404035605705,52.015404035605705,52.015404035605705,52.015404035605705,181650236.1062237,181650236.1062237,181650236.1062237
aggregate_us_eu,2050,current_policy,United States,1.0,1,99.99524999525003,99.99524999525003,99.99524999525003,99.99524999525003,184858735.51544508,184858735.51544508,184858735.51544508
aggregate_us_eu,2050,reference_policy,European Union,0.0,1,0.0,0.0,0.0,0.0,162841428.4423679,162841428.4423679,162841428.4423679
aggregate_us_eu,2050,reference_policy,European Union,0.75,1,0.0,0.0,0.0,0.0,184714430.36325824,184714430.36325824,184714430.36325824
aggregate_us_eu,2050,reference_policy,European Union,0.9,1,0.0,0.0,0.0,0.0,191039246.7953684,191039246.7953684,191039246.7953684
aggregate_us_eu,2050,reference_policy,European Union,0.95,1,0.0,0.0,0.0,0.0,193339550.00741595,193339550.00741595,193339550.00741595
aggregate_us_eu,2050,reference_policy,European Union,0.99,1,52.010606046208565,52.010606046208565,52.010606046208565,52.010606046208565,205892433.8243065,205892433.8243065,205892433.8243065
aggregate_us_eu,2050,reference_policy,European Union,1.0,1,99.99049998575047,99.99049998575047,99.99049998575047,99.99049998575047,219800596.80704528,219800596.80704528,219800596.80704528
aggregate_us_eu,2050,reference_policy,United States,0.0,1,0.0,0.0,0.0,0.0,162841428.4423679,162841428.4423679,162841428.4423679
aggregate_us_eu,2050,reference_policy,United States,0.75,1,0.0,0.0,0.0,0.0,162841428.4423679,162841428.4423679,162841428.4423679
aggregate_us_eu,2050,reference_policy,United States,0.9,1,0.0,0.0,0.0,0.0,162841428.4423679,162841428.4423679,162841428.4423679
aggregate_us_eu,2050,reference_policy,United States,0.95,1,0.0,0.0,0.0,0.0,162841428.4423679,162841428.4423679,162841428.4423679
aggregate_us_eu,2050,reference_policy,United States,0.99,1,52.015404035605705,52.015404035605705,52.015404035605705,52.015404035605705,165667138.50661677,165667138.50661677,165667138.50661677
aggregate_us_eu,2050,reference_policy,United States,1.0,1,99.99524999525003,99.99524999525003,99.99524999525003,99.99524999525003,168875637.91583818,168875637.91583818,168875637.91583818
aggregate_us_eu,2050,strict_policy,European Union,0.0,1,0.0,0.0,0.0,0.0,187785740.7335122,187785740.7335122,187785740.7335122
aggregate_us_eu,2050,strict_policy,European Union,0.75,1,0.0,0.0,0.0,0.0,203500603.15454632,203500603.15454632,203500603.15454632
aggregate_us_eu,2050,strict_policy,European Union,0.9,1,0.0,0.0,0.0,0.0,208166316.7072991,208166316.7072991,208166316.7072991
aggregate_us_eu,2050,strict_policy,European Union,0.95,1,0.0,0.0,0.0,0.0,209911249.69497585,209911249.69497585,209911249.69497585
aggregate_us_eu,2050,strict_policy,European Union,0.99,1,52.01060604620496,52.01060604620496,52.01060604620496,52.01060604620496,222138325.7329911,222138325.7329911,222138325.7329911
aggregate_us_eu,2050,strict_policy,European Union,1.0,1,99.99049998574591,99.99049998574591,99.99049998574591,99.99049998574591,236046488.7157289,236046488.7157289,236046488.7157289
aggregate_us_eu,2050,strict_policy,United States,0.0,1,0.0,0.0,0.0,0.0,187785740.7335122,187785740.7335122,187785740.7335122
aggregate_us_eu,2050,strict_policy,United States,0.75,1,0.0,0.0,0.0,0.0,187785740.73351225,187785740.73351225,187785740.73351225
aggregate_us_eu,2050,strict_policy,United States,0.9,1,0.0,0.0,0.0,0.0,187785740.73351225,187785740.73351225,187785740.73351225
aggregate_us_eu,2050,strict_policy,United States,0.95,1,0.0,0.0,0.0,0.0,187785740.73351225,187785740.73351225,187785740.73351225
aggregate_us_eu,2050,strict_policy,United States,0.99,1,52.01540403560576,52.01540403560576,52.01540403560576,52.01540403560576,190611450.79776108,190611450.79776108,190611450.79776108
aggregate_us_eu,2050,strict_policy,United States,1.0,1,99.99524999525008,99.99524999525008,99.99524999525008,99.99524999525008,193819950.2069825,193819950.2069825,193819950.2069825
mc_smoke_china_2050_strict_fallback,2050,strict_policy,China,0.95,3,41.71198158189507,2.5135944745685213,25.13594474568521,92.51359447456852,171587049.35803685,164064149.42220226,204697402.2814766
mc_smoke_china_2050_strict_fallback,2050,strict_policy,China,0.99,3,67.26146063633281,29.474719005769295,77.66403089041164,97.76640308904116,174061026.993142,164661198.4421664,212101529.2835965
mc_smoke_china_2050_strict_v2,2050,strict_policy,China,0.95,3,50.0,5.0,50.0,95.0,186638178.7884658,186638178.7884658,206954805.21810296
mc_smoke_china_2050_strict_v2,2050,strict_policy,China,0.99,3,88.83201544520583,78.78082934589105,88.83201544520583,98.88320154452057,191016937.79851645,191016937.79851645,214737103.2192315
root,2030,critical_route_policy,China,0.0,1,0.0,0.0,0.0,0.0,7471076.157113247,7471076.157113247,7471076.157113247
root,2030,critical_route_policy,China,0.75,1,0.0,0.0,0.0,0.0,7471076.157113247,7471076.157113247,7471076.157113247
root,2030,critical_route_policy,China,0.9,1,0.0,0.0,0.0,0.0,7471076.157113247,7471076.157113247,7471076.157113247
root,2030,critical_route_policy,China,0.95,1,0.0,0.0,0.0,0.0,7471076.157113247,7471076.157113247,7471076.157113247
root,2030,critical_route_policy,China,0.99,1,52.02020202020211,52.02020202020211,52.02020202020211,52.02020202020211,7878016.149378455,7878016.149378455,7878016.149378455
root,2030,critical_route_policy,China,1.0,1,100.0,100.0,100.0,100.0,8394273.814710272,8394273.814710272,8394273.814710272
root,2030,current_policy,China,0.0,1,0.0,0.0,0.0,0.0,7541686.070601147,7541686.070601147,7541686.070601147
root,2030,current_policy,China,0.75,1,0.0,0.0,0.0,0.0,7541686.070601147,7541686.070601147,7541686.070601147
root,2030,current_policy,China,0.9,1,0.0,0.0,0.0,0.0,7541686.070601147,7541686.070601147,7541686.070601147
root,2030,current_policy,China,0.95,1,0.0,0.0,0.0,0.0,7557033.1185253,7557033.1185253,7557033.1185253
root,2030,current_policy,China,0.99,1,52.01540403560684,52.01540403560684,52.01540403560684,52.01540403560684,8068679.443974845,8068679.443974845,8068679.443974845
root,2030,current_policy,China,1.0,1,99.99524999525318,99.99524999525318,99.99524999525318,99.99524999525318,8691537.659127709,8691537.659127709,8691537.659127709
root,2030,reference_policy,China,0.0,1,0.0,0.0,0.0,0.0,7424680.344611991,7424680.344611991,7424680.344611991
root,2030,reference_policy,China,0.75,1,0.0,0.0,0.0,0.0,7424680.344611991,7424680.344611991,7424680.344611991
root,2030,reference_policy,China,0.9,1,0.0,0.0,0.0,0.0,7424680.344611991,7424680.344611991,7424680.344611991
root,2030,reference_policy,China,0.95,1,0.0,0.0,0.0,0.0,7433060.544193809,7433060.544193809,7433060.544193809
root,2030,reference_policy,China,0.99,1,52.0154040356075,52.0154040356075,52.0154040356075,52.0154040356075,7933640.233708241,7933640.233708241,7933640.233708241
root,2030,reference_policy,China,1.0,1,99.99524999525336,99.99524999525336,99.99524999525336,99.99524999525336,8556498.4488611,8556498.4488611,8556498.4488611
root,2030,strict_policy,China,0.0,1,0.0,0.0,0.0,0.0,7573935.0440972,7573935.0440972,7573935.0440972
root,2030,strict_policy,China,0.75,1,0.0,0.0,0.0,0.0,7573935.044097201,7573935.044097201,7573935.044097201
root,2030,strict_policy,China,0.9,1,0.0,0.0,0.0,0.0,7573935.044097201,7573935.044097201,7573935.044097201
root,2030,strict_policy,China,0.95,1,0.0,0.0,0.0,0.0,7573935.044097201,7573935.044097201,7573935.044097201
root,2030,strict_policy,China,0.99,1,52.020202020202,52.020202020202,52.020202020202,52.020202020202,7963430.387293799,7963430.387293799,7963430.387293799
root,2030,strict_policy,China,1.0,1,100.0,100.0,100.0,100.0,8457011.869952045,8457011.869952045,8457011.869952045
root,2040,critical_route_policy,China,0.0,1,0.0,0.0,0.0,0.0,63180339.07940394,63180339.07940394,63180339.07940394
root,2040,critical_route_policy,China,0.75,1,0.0,0.0,0.0,0.0,63180339.07940394,63180339.07940394,63180339.07940394
root,2040,critical_route_policy,China,0.9,1,0.0,0.0,0.0,0.0,63180339.07940394,63180339.07940394,63180339.07940394
root,2040,critical_route_policy,China,0.95,1,0.0,0.0,0.0,0.0,63180339.07940394,63180339.07940394,63180339.07940394
root,2040,critical_route_policy,China,0.99,1,52.02020202020062,52.02020202020062,52.02020202020062,52.02020202020062,67420132.65160413,67420132.65160413,67420132.65160413
root,2040,critical_route_policy,China,1.0,1,100.0,100.0,100.0,100.0,72841971.47284177,72841971.47284177,72841971.47284177
root,2040,current_policy,China,0.0,1,0.0,0.0,0.0,0.0,63614351.875352666,63614351.875352666,63614351.875352666
root,2040,current_policy,China,0.75,1,0.0,0.0,0.0,0.0,63614351.875352666,63614351.875352666,63614351.875352666
root,2040,current_policy,China,0.9,1,0.0,0.0,0.0,0.0,63614351.875352666,63614351.875352666,63614351.875352666
root,2040,current_policy,China,0.95,1,0.0,0.0,0.0,0.0,63616231.92991371,63616231.92991371,63616231.92991371
root,2040,current_policy,China,0.99,1,52.01540403560387,52.01540403560387,52.01540403560387,52.01540403560387,68827766.08935413,68827766.08935413,68827766.08935413
root,2040,current_policy,China,1.0,1,99.99524999524904,99.99524999524904,99.99524999524904,99.99524999524904,75490942.34744917,75490942.34744917,75490942.34744917
root,2040,reference_policy,China,0.0,1,0.0,0.0,0.0,0.0,61923272.83589765,61923272.83589765,61923272.83589765
root,2040,reference_policy,China,0.75,1,0.0,0.0,0.0,0.0,61923272.83589765,61923272.83589765,61923272.83589765
root,2040,reference_policy,China,0.9,1,0.0,0.0,0.0,0.0,61923272.83589764,61923272.83589764,61923272.83589764
root,2040,reference_policy,China,0.95,1,0.0,0.0,0.0,0.0,61925152.89045869,61925152.89045869,61925152.89045869
root,2040,reference_policy,China,0.99,1,52.01540403560416,52.01540403560416,52.01540403560416,52.01540403560416,67136687.04989915,67136687.04989915,67136687.04989915
root,2040,reference_policy,China,1.0,1,99.9952499952491,99.9952499952491,99.9952499952491,99.9952499952491,73799863.30799416,73799863.30799416,73799863.30799416
root,2040,strict_policy,China,0.0,1,0.0,0.0,0.0,0.0,64397018.73337498,64397018.73337498,64397018.73337498
root,2040,strict_policy,China,0.75,1,0.0,0.0,0.0,0.0,64397018.73337498,64397018.73337498,64397018.73337498
