,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Pyro,0.0
11,Afghanistan,NCA,Pyro,-2308.6275224649744
7,Afghanistan,NMC111,Pyro,-5376.1274224730605
10,Afghanistan,NMC523,Pyro,-4708.986438594807
8,Afghanistan,NMC622,Pyro,-7255.864706026884
9,Afghanistan,NMC811,Pyro,-19618.592967628414
18,Albania,LFP,Pyro,-458.98682200941505
23,Albania,NCA,Pyro,-302.7832222734432
19,Albania,NMC111,Pyro,-427.9331016204374
22,Albania,NMC523,Pyro,-398.4956154624464
20,Albania,NMC622,Pyro,-611.9788292117538
21,Albania,NMC811,Pyro,-827.0284086347467
258,Algeria,LFP,Pyro,-605.6575597055516
263,Algeria,NCA,Pyro,-85.3815797791619
259,Algeria,NMC111,Pyro,-125.35177963788803
262,Algeria,NMC523,Pyro,-172.44429657674777
260,Algeria,NMC622,Pyro,-325.90640556051824
261,Algeria,NMC811,Pyro,-485.9066397812821
24,Andorra,LFP,Pyro,-10935.208629871337
29,Andorra,NCA,Pyro,-1419.0094050876978
25,Andorra,NMC111,Pyro,-2044.233280951408
28,Andorra,NMC523,Pyro,-2852.151885615355
26,Andorra,NMC622,Pyro,-5257.400232908914
27,Andorra,NMC811,Pyro,-8330.768453685992
12,Angola,LFP,Pyro,-25226.783361788668
17,Angola,NCA,Pyro,-211.9664051983916
13,Angola,NMC111,Pyro,-379.2732808916854
16,Angola,NMC523,Pyro,-419.6598936475947
14,Angola,NMC622,Pyro,-709.2330768967782
15,Angola,NMC811,Pyro,-1956.324567583462
36,Argentina,LFP,Pyro,-253.77280541828915
41,Argentina,NCA,Pyro,-23.41565604049994
37,Argentina,NMC111,Pyro,-48.88911290231734
40,Argentina,NMC523,Pyro,-51.41312928625721
38,Argentina,NMC622,Pyro,-84.92654287410421
39,Argentina,NMC811,Pyro,-110.7155023179218
42,Armenia,LFP,Pyro,0.0
47,Armenia,NCA,Pyro,-240.2970901007342
43,Armenia,NMC111,Pyro,-542.9070855439093
46,Armenia,NMC523,Pyro,-477.088269902142
44,Armenia,NMC622,Pyro,-749.3947499396774
45,Armenia,NMC811,Pyro,-998.8544688892121
0,Aruba,LFP,Pyro,0.0
5,Aruba,NCA,Pyro,-335.80164026093325
1,Aruba,NMC111,Pyro,-752.5886648027422
4,Aruba,NMC523,Pyro,-701.9964266324545
2,Aruba,NMC622,Pyro,-1139.3023634249366
3,Aruba,NMC811,Pyro,-1357.4157368502722
48,Australia,LFP,Pyro,-64.10432645419225
53,Australia,NCA,Pyro,-7.151920504565824
49,Australia,NMC111,Pyro,-22.718170671173954
52,Australia,NMC523,Pyro,-19.824789680471007
50,Australia,NMC622,Pyro,-31.918001718249016
51,Australia,NMC811,Pyro,-38.42181387960932
54,Austria,LFP,Pyro,-15.794677059372054
59,Austria,NCA,Pyro,-3.7706632663741946
55,Austria,NMC111,Pyro,-7.633736878940503
58,Austria,NMC523,Pyro,-7.14380462202945
56,Austria,NMC622,Pyro,-12.65357548650983
57,Austria,NMC811,Pyro,-18.908299572219867
60,Azerbaijan,LFP,Pyro,-591.2620157154686
65,Azerbaijan,NCA,Pyro,-88.47146475138898
61,Azerbaijan,NMC111,Pyro,-205.22916864540494
64,Azerbaijan,NMC523,Pyro,-181.83456424736173
62,Azerbaijan,NMC622,Pyro,-284.72699686326945
63,Azerbaijan,NMC811,Pyro,-354.0944591183046
108,Bahamas,LFP,Pyro,0.0
113,Bahamas,NCA,Pyro,-61801.42671512291
109,Bahamas,NMC111,Pyro,0.0
112,Bahamas,NMC523,Pyro,0.0
110,Bahamas,NMC622,Pyro,0.0
111,Bahamas,NMC811,Pyro,0.0
102,Bahrain,LFP,Pyro,0.0
107,Bahrain,NCA,Pyro,-354.0352865842861
103,Bahrain,NMC111,Pyro,-546.7345980211323
106,Bahrain,NMC523,Pyro,-631.2570757017864
104,Bahrain,NMC622,Pyro,-1143.7567241869037
105,Bahrain,NMC811,Pyro,-3671.818056543155
90,Bangladesh,LFP,Pyro,-19992.146936959012
95,Bangladesh,NCA,Pyro,-1870.0267999542425
91,Bangladesh,NMC111,Pyro,-2643.887337755659
94,Bangladesh,NMC523,Pyro,-6405.286096181943
92,Bangladesh,NMC622,Pyro,-13099.967249338424
93,Bangladesh,NMC811,Pyro,-15072.512014180837
144,Barbados,LFP,Pyro,0.0
149,Barbados,NCA,Pyro,-742.9767971907222
145,Barbados,NMC111,Pyro,-1842.442837949797
148,Barbados,NMC523,Pyro,-1598.5265642206361
146,Barbados,NMC622,Pyro,-2541.247601111572
147,Barbados,NMC811,Pyro,-3001.1052145117987
120,Belarus,LFP,Pyro,-296.79454321814853
125,Belarus,NCA,Pyro,-39.702389252159776
121,Belarus,NMC111,Pyro,-96.69690127298587
124,Belarus,NMC523,Pyro,-84.54622505383625
122,Belarus,NMC622,Pyro,-132.52578360911264
123,Belarus,NMC811,Pyro,-162.76657520869256
72,Belgium,LFP,Pyro,-41.327068667307316
77,Belgium,NCA,Pyro,-16.358540534435786
73,Belgium,NMC111,Pyro,-25.01041521243382
76,Belgium,NMC523,Pyro,-23.335188474053446
74,Belgium,NMC622,Pyro,-37.140411485958275
75,Belgium,NMC811,Pyro,-52.12222753120792
78,Benin,LFP,Pyro,0.0
83,Benin,NCA,Pyro,-265.5565598793554
79,Benin,NMC111,Pyro,-616.5918634038876
82,Benin,NMC523,Pyro,-544.4646048226385
80,Benin,NMC622,Pyro,-844.6553193397252
81,Benin,NMC811,Pyro,-1252.0139490925899
126,Bermuda,LFP,Pyro,0.0
131,Bermuda,NCA,Pyro,-503.0969276925815
127,Bermuda,NMC111,Pyro,-682.6335611652479
130,Bermuda,NMC523,Pyro,-866.8573622893653
128,Bermuda,NMC622,Pyro,-1770.7862305634521
129,Bermuda,NMC811,Pyro,-5443.0345154799315
132,Bolivia (Plurinational State of),LFP,Pyro,-442.9910389408438
137,Bolivia (Plurinational State of),NCA,Pyro,-48.88046378279636
133,Bolivia (Plurinational State of),NMC111,Pyro,-129.60692986309894
136,Bolivia (Plurinational State of),NMC523,Pyro,-108.46025096552594
134,Bolivia (Plurinational State of),NMC622,Pyro,-175.09617974784334
135,Bolivia (Plurinational State of),NMC811,Pyro,-227.61641547496384
114,Bosnia Herzegovina,LFP,Pyro,-1335.6594676340924
119,Bosnia Herzegovina,NCA,Pyro,-169.5198195205081
115,Bosnia Herzegovina,NMC111,Pyro,-401.9594856918881
118,Bosnia Herzegovina,NMC523,Pyro,-341.8124207464948
116,Bosnia Herzegovina,NMC622,Pyro,-524.4062883994612
117,Bosnia Herzegovina,NMC811,Pyro,-643.1790030833248
