,country,total_costs,scrap_sum,unit_cost
0,Australia,73903826.89827326,5972.976433470561,12.373031724039786
1,Belgium,87381783.36212751,8000.0,10.922722920265938
2,Brazil,85713419.89017919,10000.0,8.571341989017919
3,Canada,106252965.75344932,19456.930682118335,5.46093150504462
4,Czechia,42775507.107062735,1000.0,42.77550710706274
5,Finland,73046497.98560235,4845.918231143652,15.073819759514008
6,France,194758973.97021925,71000.0,2.7430841404256237
7,Germany,253618785.0363707,146999.13175881887,1.7253080477542033
8,Hungary,108296132.74329193,15439.267248752276,7.014331120671797
9,India,89871124.31969744,10863.165521958674,8.273014356453745
10,Italy,189005775.6524561,69999.86660557173,2.700087654701501
11,Japan,74293162.85495704,7330.429576550267,10.134898927699643
12,Korea,92966861.48170131,23070.96726466828,4.029603978679912
13,Netherlands,126538749.95858221,21999.81525954465,5.751809661387187
14,Norway,123735009.45682383,22598.16067412704,5.475446043645925
15,Poland,102516193.20384629,12855.293637543533,7.9746286700484665
16,Romania,42504140.43180398,999.6634377641988,42.51845053657937
17,Russian Federation,68045446.39977165,4825.590159354105,14.100958463675122
18,Serbia,43138006.49335351,999.1806105720912,43.17338230638242
19,Slovakia,42933325.310460545,1000.0000000000002,42.93332531046053
20,Spain,150167861.2455365,37559.93231756441,3.9980865773635186
21,Sweden,125382036.81000347,21711.46127317948,5.774923909193065
22,Switzerland,86304884.79143637,8747.608987554437,9.866111404182067
23,Thailand,137299410.36630392,38995.590957161716,3.5208957473457203
24,Turkey,87524291.61152846,9999.489181779802,8.752876274020837
25,USA,206811735.18692946,164689.21721151966,1.2557697382294888
26,United Kingdom,171423221.50433213,61886.80016071595,2.7699480512671086
27,Viet Nam,63362612.33198553,4000.0,15.840653082996383
