,country,total_costs,scrap_sum,unit_cost
0,Australia,60783064.89663695,5972.976433470561,10.176344335803671
1,Belgium,78573745.21603644,7999.999999999999,9.821718152004555
2,Brazil,75463241.77516164,10000.0,7.546324177516164
3,Canada,100795441.0745562,19456.930682118335,5.1804389254051815
4,Czechia,25317102.29084597,1000.0,25.31710229084597
5,Finland,59147811.44084836,4845.9182311436525,12.205697376550509
6,France,194758973.97021925,71000.0,2.7430841404256237
7,Germany,253618785.0363707,146999.13175881887,1.7253080477542033
8,Hungary,103484147.26439989,15439.267248752276,6.702659238751305
9,India,80036662.21076582,10863.165521958674,7.367710825079547
10,Italy,189036496.66211253,69999.86660557175,2.7005265271043513
11,Japan,60091009.71111485,7330.429576550267,8.197474525005116
12,Korea,88760603.46335621,23070.967264668277,3.847285744247379
13,Netherlands,123857825.6594931,21999.81525954465,5.629948442669637
14,Norway,119047471.44498685,22598.16067412704,5.268015975357057
15,Poland,97778320.74654251,12855.293637543533,7.606074470441003
16,Romania,24922478.67817596,999.6634377641989,24.93086946734436
17,Russian Federation,54399569.15110339,4825.590159354105,11.27314325391957
18,Serbia,25291869.270663068,999.180610572091,25.312610155817524
19,Slovakia,25341614.56895568,1000.0000000000002,25.341614568955674
20,Spain,150028148.6525737,37559.93231756442,3.994366853063124
21,Sweden,122066425.06168512,21711.46127317948,5.622211399122903
22,Switzerland,74892433.76780705,8747.608987554437,8.561474784064929
23,Thailand,134773665.39805132,38995.59095716171,3.4561257334478106
24,Turkey,77087010.13943054,9999.489181779802,7.709094808551998
25,USA,206811735.18692943,164689.21721151966,1.2557697382294886
26,United Kingdom,171423221.50433213,61886.80016071595,2.7699480512671086
27,Viet Nam,49019394.867890574,4000.0,12.254848716972644
