,country,total_costs,scrap_sum,unit_cost
0,Australia,88752420.16340937,10000.0,8.875242016340938
1,Belgium,91502214.53386551,9000.0,10.166912725985057
2,Brazil,85792241.36338796,10000.0,8.579224136338796
3,Canada,168533772.20212382,81999.44403282244,2.0553038400438877
4,Czechia,42791558.91603038,1000.0,42.79155891603038
5,Finland,84301123.97095743,7000.0,12.043017710136775
6,France,207790241.91921055,84000.0,2.473693356181078
7,Germany,269700692.77880317,171999.99999999997,1.5680272835976932
8,Hungary,203698908.4337962,94999.28372775456,2.144215202901414
9,India,197001082.1489751,100543.77371525053,1.9593563566342835
10,Italy,201843342.18042505,84000.0,2.4028969307193457
11,Japan,91268759.51003857,19553.771752792032,4.667578238301085
12,Korea,122019694.20917632,93277.49926735571,1.3081364226911636
13,Netherlands,135743914.74166137,26000.0,5.220919797756206
14,Norway,247362656.6664906,130999.28519481877,1.888274858130861
15,Poland,181500496.34445342,67999.59112676377,2.669140995364267
16,Romania,43180308.5200307,1000.0000000000001,43.18030852003069
17,Russian Federation,156774110.29285204,44999.24288587336,3.483927733861234
18,Serbia,42793345.6035902,999.3612875009478,42.82069571716286
19,Slovakia,42951018.3589985,1000.0,42.9510183589985
20,Spain,195962930.4378179,79999.42536899392,2.4495542253453357
21,Sweden,229191935.3320135,109999.64639117452,2.0835697463696756
22,Switzerland,183630831.49606848,56999.06170936976,3.2216465673132726
23,Thailand,145808075.30027807,44999.66320751065,3.2402037017010836
24,Turkey,88173058.1708301,10000.0,8.81730581708301
25,USA,294853984.8081136,472999.7944398776,0.6233702176494119
26,United Kingdom,209033290.92610452,111000.00000000001,1.8831828011360765
27,Viet Nam,64656615.88033085,3999.999999999999,16.164153970082715
