,country,total_netprofits,scrap_sum,net_profit
0,Australia,5343922.984161959,10000.0,0.534392298416196
1,Belgium,-14182877.00835908,9000.0,-1.575875223151009
2,Brazil,9233913.40566594,10000.0,0.923391340566594
3,Canada,297287994.2075553,52161.44403282243,5.699381980692247
4,Czechia,-19371184.67371857,1000.0,-19.371184673718574
5,Finland,-19037831.346338037,7000.0,-2.719690192334005
6,France,422407909.8233438,84000.0,5.028665593135045
7,Germany,1036814376.9863935,171999.99999999997,6.027990563874381
8,Hungary,498369365.7182633,94961.28372776449,5.248132145590947
9,India,17114231.03731401,11825.773715250521,1.4471975745014884
10,Italy,412266657.52094716,84000.00000000001,4.907936399058894
11,Japan,341153472.8586848,57242.771752790635,5.959765091948981
12,Korea,3063462100.6844597,397854.49926736066,7.6999559042960435
13,Netherlands,67464541.77855329,25999.999999999996,2.594790068405896
14,Norway,40191589.03898337,15853.285194818769,2.5352214727152536
15,Poland,326340354.97044164,67997.59112676216,4.799292880273846
16,Romania,-19433826.882537138,1000.0,-19.433826882537137
17,Russian Federation,-4999030.69068763,7392.242885873361,-0.6762535766026871
18,Serbia,-9721763.315748898,276.3612875009477,-35.17773203207978
19,Slovakia,-19389831.17011432,1000.0,-19.38983117011432
20,Spain,395108000.9628015,79991.42536899394,4.93937942898505
21,Sweden,632811382.7664356,109992.64639118312,5.753215360560331
22,Switzerland,42672357.377617985,17609.06170936975,2.423318066681094
23,Thailand,-4777354.157777756,7422.6632075106545,-0.6436172603040603
24,Turkey,6988144.950239647,10000.0,0.6988144950239646
25,USA,3327836444.2897844,472991.7944398817,7.035717074607221
26,United Kingdom,750490224.5685921,110999.99999999999,6.761173194311641
27,Viet Nam,-16986540.62858541,3999.9999999999995,-4.246635157146353
