draw_id,year,policy_scenario,target_region,share_95,share_100,cost_at_95,cost_at_100,cost_delta_95_to_100,cost_delta_pct,target_constraint_li_delta_t,actual_target_li_delta_t,global_recovered_li_delta_t,cost_per_additional_target_constraint_li_t,cost_per_additional_actual_target_li_t,cost_per_additional_global_li_t,target_li_at_95,target_li_at_100,global_li_at_95,global_li_at_100,target_attainment_at_95_pct,target_attainment_at_100_pct,direct_recovered_lithium_t_global_95,direct_recovered_lithium_t_target_region_95,direct_technology_share_pct_global_95,direct_technology_share_pct_target_region_95,direct_recovered_lithium_t_global_100,direct_recovered_lithium_t_target_region_100,direct_technology_share_pct_global_100,direct_technology_share_pct_target_region_100,reference_cost_delta_95_to_100,cost_delta_95_to_100_vs_reference
0,2030,reference_policy,Germany,0.95,1.0,7424680.344611991,7567914.989994027,143234.64538203552,1.9291691861990978,222.06145742311855,222.0612353616616,91.56729379069293,645.0225403551888,645.0231853783728,1564.2555267544028,4219.163471871558,4441.224707233219,71609.35984021363,71700.92713400432,94.999905,99.9999,0.0,0.0,0.0,0.0,4441.013748848654,4441.013748848654,6.193802404463601,99.99524999524972,143234.64538203552,0.0
