Year,scenario,recovery_efficiency_scenario,recycling_m,retired_lithium,collected_lithium,uncollected_lithium,recycled_lithium,primary_lithium_offset
2012,baseline,low,Direct,0.1302289673780708,0.0724317554592971,0.057797211918773704,0.03291298968070461,0.03291298968070461
2012,baseline,low,Hydro,0.1302289673780708,0.0724317554592971,0.057797211918773704,0.05667784864689998,0.05667784864689998
2012,baseline,low,Pyro,0.1302289673780708,0.0724317554592971,0.057797211918773704,0.00017383621310231305,0.00017383621310231305
2013,baseline,low,Direct,0.76073502703122,0.4250139681350049,0.33572105889621506,0.19342385689824074,0.19342385689824074
2013,baseline,low,Hydro,0.76073502703122,0.4250139681350049,0.33572105889621506,0.3327434356528953,0.3327434356528953
2013,baseline,low,Pyro,0.76073502703122,0.4250139681350049,0.33572105889621506,0.0011050363171510127,0.0011050363171510127
2014,baseline,low,Direct,3.384843003306967,1.890261207327064,1.494581795979903,0.8615810582996757,0.8615810582996757
2014,baseline,low,Hydro,3.384843003306967,1.890261207327064,1.494581795979903,1.480830629820022,1.480830629820022
2014,baseline,low,Pyro,3.384843003306967,1.890261207327064,1.494581795979903,0.005481757501248485,0.005481757501248485
2015,baseline,low,Direct,11.748890683584332,6.544845322307868,5.204045361276463,2.989030858698003,2.989030858698003
2015,baseline,low,Hydro,11.748890683584332,6.544845322307868,5.204045361276463,5.130504248157138,5.130504248157138
2015,baseline,low,Pyro,11.748890683584332,6.544845322307868,5.204045361276463,0.02028902049915439,0.02028902049915439
2016,baseline,low,Direct,33.53966638284606,18.598453413977477,14.941212968868578,8.512512127577493,8.512512127577493
2016,baseline,low,Hydro,33.53966638284606,18.598453413977477,14.941212968868578,14.592346548606729,14.592346548606729
2016,baseline,low,Pyro,33.53966638284606,18.598453413977477,14.941212968868578,0.06509458694892117,0.06509458694892117
2017,baseline,low,Direct,81.96898718515916,45.26320774537083,36.70577943978834,20.766759713576132,20.766759713576132
2017,baseline,low,Hydro,81.96898718515916,45.26320774537083,36.70577943978834,35.54519704243971,35.54519704243971
2017,baseline,low,Pyro,81.96898718515916,45.26320774537083,36.70577943978834,0.17200018943240913,0.17200018943240913
2018,baseline,low,Direct,176.93182079015838,97.38184911763781,79.54997167252057,44.80538877902516,44.80538877902516
2018,baseline,low,Hydro,176.93182079015838,97.38184911763781,79.54997167252057,76.56160977628686,76.56160977628686
2018,baseline,low,Pyro,176.93182079015838,97.38184911763781,79.54997167252057,0.4090037662940788,0.4090037662940788
2019,baseline,low,Direct,349.62241460526644,192.013384739816,157.60902986545045,88.61417705742508,88.61417705742508
2019,baseline,low,Hydro,349.62241460526644,192.013384739816,157.60902986545045,151.15293646718314,151.15293646718314
2019,baseline,low,Pyro,349.62241460526644,192.013384739816,157.60902986545045,0.8832615698031535,0.8832615698031535
2020,baseline,low,Direct,645.0211788348668,353.9892291847242,291.0319496501427,163.96781095836423,163.96781095836423
2020,baseline,low,Hydro,645.0211788348668,353.9892291847242,291.0319496501427,279.04970936631804,279.04970936631804
2020,baseline,low,Pyro,645.0211788348668,353.9892291847242,291.0319496501427,1.769946145923621,1.769946145923621
2021,baseline,low,Direct,1124.7505976668335,618.7856457144104,505.964951952423,287.7972038217723,287.7972038217723
2021,baseline,low,Hydro,1124.7505976668335,618.7856457144104,505.964951952423,488.5931458560985,488.5931458560985
2021,baseline,low,Pyro,1124.7505976668335,618.7856457144104,505.964951952423,3.403321051429258,3.403321051429258
2022,baseline,low,Direct,1889.7605867123198,1046.4647178331766,843.295868879143,488.90831617166015,488.90831617166015
2022,baseline,low,Hydro,1889.7605867123198,1046.4647178331766,843.295868879143,827.858238277826,827.858238277826
2022,baseline,low,Pyro,1889.7605867123198,1046.4647178331766,843.295868879143,6.27878830699906,6.27878830699906
2023,baseline,low,Direct,3121.112743752107,1748.1516879891358,1372.9610557629712,820.9320326796982,820.9320326796982
2023,baseline,low,Hydro,3121.112743752107,1748.1516879891358,1372.9610557629712,1385.9346582377866,1385.9346582377866
2023,baseline,low,Pyro,3121.112743752107,1748.1516879891358,1372.9610557629712,11.362985971929382,11.362985971929382
2024,baseline,low,Direct,5168.757084951465,2942.327719547132,2226.4293654043327,1389.6613819421104,1389.6613819421104
2024,baseline,low,Hydro,5168.757084951465,2942.327719547132,2226.4293654043327,2338.267838724106,2338.267838724106
2024,baseline,low,Pyro,5168.757084951465,2942.327719547132,2226.4293654043327,20.89052680878464,20.89052680878464
2025,baseline,low,Direct,8859.997099826278,5149.963360461226,3710.0337393650516,2448.2925815632666,2448.2925815632666
2025,baseline,low,Hydro,8859.997099826278,5149.963360461226,3710.0337393650516,4103.4908056155045,4103.4908056155045
2025,baseline,low,Pyro,8859.997099826278,5149.963360461226,3710.0337393650516,39.65471787555144,39.65471787555144
2026,baseline,low,Direct,15268.648629202158,9064.2414952906,6204.407133911559,4340.865252094669,4340.865252094669
2026,baseline,low,Hydro,15268.648629202158,9064.2414952906,6204.407133911559,7244.141803036247,7244.141803036247
2026,baseline,low,Pyro,15268.648629202158,9064.2414952906,6204.407133911559,76.13962856044104,76.13962856044104
2027,baseline,low,Direct,25441.15093497635,15764.460251463235,9676.690683513114,7609.504963381304,7609.504963381304
2027,baseline,low,Hydro,25441.15093497635,15764.460251463235,9676.690683513114,12639.944229623221,12639.944229623221
2027,baseline,low,Pyro,25441.15093497635,15764.460251463235,9676.690683513114,143.45658828831546,143.45658828831546
2028,baseline,low,Direct,40349.733626047026,25348.832717096375,15000.900908950649,12344.881533225935,12344.881533225935
2028,baseline,low,Hydro,40349.733626047026,25348.832717096375,15000.900908950649,20395.67080417574,20395.67080417574
2028,baseline,low,Pyro,40349.733626047026,25348.832717096375,15000.900908950649,250.95344389925413,250.95344389925413
2029,baseline,low,Direct,61781.91027752256,39129.297668041065,22652.612609481497,19243.7885931426,19243.7885931426
2029,baseline,low,Hydro,61781.91027752256,39129.297668041065,22652.612609481497,31604.733726476767,31604.733726476767
2029,baseline,low,Pyro,61781.91027752256,39129.297668041065,22652.612609481497,418.6834850480394,418.6834850480394
2030,baseline,low,Direct,91632.03333686558,60366.12544234583,31265.90789451975,30008.00095739011,30008.00095739011
2030,baseline,low,Hydro,91632.03333686558,60366.12544234583,31265.90789451975,48956.92773374247,48956.92773374247
2030,baseline,low,Pyro,91632.03333686558,60366.12544234583,31265.90789451975,700.2470551312116,700.2470551312116
2031,baseline,low,Direct,130011.10713227183,86844.3416106548,43166.765521617046,43682.703830159364,43682.703830159364
2031,baseline,low,Hydro,130011.10713227183,86844.3416106548,43166.765521617046,70734.71624187833,70734.71624187833
2031,baseline,low,Pyro,130011.10713227183,86844.3416106548,43166.765521617046,1085.554270133185,1085.554270133185
2032,baseline,low,Direct,174025.13895563743,118130.95562175002,55894.1833338874,60164.09569815728,60164.09569815728
2032,baseline,low,Hydro,174025.13895563743,118130.95562175002,55894.1833338874,96654.74788971589,96654.74788971589
2032,baseline,low,Pyro,174025.13895563743,118130.95562175002,55894.1833338874,1582.9548053314504,1582.9548053314504
2033,baseline,low,Direct,225881.6783651414,155897.30673907857,69984.3716260628,80489.77946938627,80489.77946938627
2033,baseline,low,Hydro,225881.6783651414,155897.30673907857,69984.3716260628,128163.17587019653,128163.17587019653
2033,baseline,low,Pyro,225881.6783651414,155897.30673907857,69984.3716260628,2260.5109477166393,2260.5109477166393
2034,baseline,low,Direct,288316.7550259849,202393.51587293486,85923.23915305006,106013.72361424328,106013.72361424328
2034,baseline,low,Hydro,288316.7550259849,202393.51587293486,85923.23915305006,167177.04411104418,167177.04411104418
2034,baseline,low,Pyro,288316.7550259849,202393.51587293486,85923.23915305006,3137.0994960304906,3137.0994960304906
2035,baseline,low,Direct,358389.7949348645,256689.80684283853,101699.98809202596,136533.30825970584,136533.30825970584
2035,baseline,low,Hydro,358389.7949348645,256689.80684283853,101699.98809202596,213052.53967955598,213052.53967955598
2035,baseline,low,Pyro,358389.7949348645,256689.80684283853,101699.98809202596,4261.050793591119,4261.050793591119
2036,baseline,low,Direct,433265.9200566268,316113.95961489785,117151.96044172895,170859.59517185227,170859.59517185227
2036,baseline,low,Hydro,433265.9200566268,316113.95961489785,117151.96044172895,263639.0423188248,263639.0423188248
2036,baseline,low,Pyro,433265.9200566268,316113.95961489785,117151.96044172895,5595.217085183692,5595.217085183692
2037,baseline,low,Direct,511878.7097365401,380050.4621263171,131828.247610223,208837.72893841122,208837.72893841122
2037,baseline,low,Hydro,511878.7097365401,380050.4621263171,131828.247610223,318444.28221564105,318444.28221564105
2037,baseline,low,Pyro,511878.7097365401,380050.4621263171,131828.247610223,7182.953734187392,7182.953734187392
2038,baseline,low,Direct,593154.612672331,447371.7033273629,145782.90934496812,250125.5193303286,250125.5193303286
2038,baseline,low,Hydro,593154.612672331,447371.7033273629,145782.90934496812,376597.4998609741,376597.4998609741
2038,baseline,low,Pyro,593154.612672331,447371.7033273629,145782.90934496812,8992.171236879994,8992.171236879994
2039,baseline,low,Direct,677182.4406809907,517831.2681267774,159351.1725542134,294645.99156413623,294645.99156413623
2039,baseline,low,Hydro,677182.4406809907,517831.2681267774,159351.1725542134,437826.33720119024,437826.33720119024
2039,baseline,low,Pyro,677182.4406809907,517831.2681267774,159351.1725542134,11029.806011100358,11029.806011100358
2040,baseline,low,Direct,766490.0623872235,592934.208831693,173555.85355553046,343368.2003344334,343368.2003344334
2040,baseline,low,Hydro,766490.0623872235,592934.208831693,173555.85355553046,503401.1432981073,503401.1432981073
2040,baseline,low,Pyro,766490.0623872235,592934.208831693,173555.85355553046,13341.019698713091,13341.019698713091
2041,baseline,low,Direct,866169.7908064167,676484.480128256,189685.31067816052,398787.60103560693,398787.60103560693
2041,baseline,low,Hydro,866169.7908064167,676484.480128256,189685.31067816052,576567.7224133126,576567.7224133126
2041,baseline,low,Pyro,866169.7908064167,676484.480128256,189685.31067816052,16100.330627052495,16100.330627052495
2042,baseline,low,Direct,981262.6825099285,772641.1951307219,208621.48737920664,463584.7170784331,463584.7170784331
2042,baseline,low,Hydro,981262.6825099285,772641.1951307219,208621.48737920664,660917.2783148196,660917.2783148196
2042,baseline,low,Pyro,981262.6825099285,772641.1951307219,208621.48737920664,19316.029878268047,19316.029878268047
2043,baseline,low,Direct,1114168.6046482907,883603.0554232459,230565.54922504467,539439.6653358917,539439.6653358917
2043,baseline,low,Hydro,1114168.6046482907,883603.0554232459,230565.54922504467,758308.1421642296,758308.1421642296
2043,baseline,low,Pyro,1114168.6046482907,883603.0554232459,230565.54922504467,23150.400052089044,23150.400052089044
2044,baseline,low,Direct,1261625.541881632,1007086.5768288588,254538.96505277333,625300.0555530384,625300.0555530384
2044,baseline,low,Hydro,1261625.541881632,1007086.5768288588,254538.96505277333,866900.1253342816,866900.1253342816
2044,baseline,low,Pyro,1261625.541881632,1007086.5768288588,254538.96505277333,27694.880862793616,27694.880862793616
2045,baseline,low,Direct,1414282.8844574655,1135686.204896523,278596.6795609424,716617.995289706,716617.995289706
2045,baseline,low,Hydro,1414282.8844574655,1135686.204896523,278596.6795609424,980324.3320666786,980324.3320666786
2045,baseline,low,Pyro,1414282.8844574655,1135686.204896523,278596.6795609424,32594.19408053021,32594.19408053021
2046,baseline,low,Direct,1558089.6168661178,1257778.3240681568,300311.2927979609,806110.1278952818,806110.1278952818
2046,baseline,low,Hydro,1558089.6168661178,1257778.3240681568,300311.2927979609,1088355.583816176,1088355.583816176
2046,baseline,low,Pyro,1558089.6168661178,1257778.3240681568,300311.2927979609,37607.57188963789,37607.57188963789
2047,baseline,low,Direct,1678714.8965110779,1361307.0467721773,317407.8497389008,885530.2339253012,885530.2339253012
2047,baseline,low,Hydro,1678714.8965110779,1361307.0467721773,317407.8497389008,1180525.4709608322,1180525.4709608322
2047,baseline,low,Pyro,1678714.8965110779,1361307.0467721773,317407.8497389008,42336.64915461471,42336.64915461471
2048,baseline,low,Direct,1767482.6746036755,1438451.3786587124,329031.2959449631,948658.6842254207,948658.6842254207
2048,baseline,low,Hydro,1767482.6746036755,1438451.3786587124,329031.2959449631,1249870.4029165553,1249870.4029165553
2048,baseline,low,Pyro,1767482.6746036755,1438451.3786587124,329031.2959449631,46461.97953067641,46461.97953067641
2049,baseline,low,Direct,1824143.436519216,1488686.6228660725,335456.8136531437,994591.5327368231,994591.5327368231
2049,baseline,low,Hydro,1824143.436519216,1488686.6228660725,335456.8136531437,1295752.8365426294,1295752.8365426294
2049,baseline,low,Pyro,1824143.436519216,1488686.6228660725,335456.8136531437,49722.13320372682,49722.13320372682
2050,baseline,low,Direct,1856501.841004832,1518186.1597691379,338315.68123569374,1026597.4812358911,1026597.4812358911
2050,baseline,low,Hydro,1856501.841004832,1518186.1597691379,338315.68123569374,1323402.8754707577,1323402.8754707577
2050,baseline,low,Pyro,1856501.841004832,1518186.1597691379,338315.68123569374,52377.422512035264,52377.422512035264
2010,high_collection,baseline,Direct,0.0,0.0,0.0,0.0,0.0
2010,high_collection,baseline,Hydro,0.0,0.0,0.0,0.0,0.0
2010,high_collection,baseline,Pyro,0.0,0.0,0.0,0.0,0.0
2011,high_collection,baseline,Direct,0.011818761097603653,0.007986042459477984,0.0038327186381256696,0.004809194769097642,0.004809194769097642
2011,high_collection,baseline,Hydro,0.011818761097603653,0.007986042459477984,0.0038327186381256696,0.00679771934150766,0.00679771934150766
2011,high_collection,baseline,Pyro,0.011818761097603653,0.007986042459477984,0.0038327186381256696,0.0004104825824171684,0.0004104825824171684
2012,high_collection,baseline,Direct,0.1302289673780708,0.08830008191503091,0.04192888546303989,0.053209629361997635,0.053209629361997635
2012,high_collection,baseline,Hydro,0.1302289673780708,0.08830008191503091,0.04192888546303989,0.07517868974245732,0.07517868974245732
2012,high_collection,baseline,Pyro,0.1302289673780708,0.08830008191503091,0.04192888546303989,0.004565114235007098,0.004565114235007098
2013,high_collection,baseline,Direct,0.76073502703122,0.5159424862803343,0.24479254075088563,0.31116491347566966,0.31116491347566966
2013,high_collection,baseline,Hydro,0.76073502703122,0.5159424862803343,0.24479254075088563,0.4394798098135888,0.4394798098135888
2013,high_collection,baseline,Pyro,0.76073502703122,0.5159424862803343,0.24479254075088563,0.026829009286577384,0.026829009286577384
2014,high_collection,baseline,Direct,3.384843003306967,2.28885462057806,1.0959883827289068,1.381781534442975,1.381781534442975
2014,high_collection,baseline,Hydro,3.384843003306967,2.28885462057806,1.0959883827289068,1.950333022194565,1.950333022194565
2014,high_collection,baseline,Pyro,3.384843003306967,2.28885462057806,1.0959883827289068,0.11970709665623255,0.11970709665623255
2015,high_collection,baseline,Direct,11.748890683584332,7.916266315855955,3.8326243677283762,4.784591361303339,4.784591361303339
2015,high_collection,baseline,Hydro,11.748890683584332,7.916266315855955,3.8326243677283762,6.749408660898788,6.749408660898788
2015,high_collection,baseline,Pyro,11.748890683584332,7.916266315855955,3.8326243677283762,0.4171872348456088,0.4171872348456088
2016,high_collection,baseline,Direct,33.53966638284606,22.520336522794455,11.019329860051602,13.629307663595204,13.629307663595204
2016,high_collection,baseline,Hydro,33.53966638284606,22.520336522794455,11.019329860051602,19.212099087595952,19.212099087595952
2016,high_collection,baseline,Pyro,33.53966638284606,22.520336522794455,11.019329860051602,1.198081903012665,1.198081903012665
2017,high_collection,baseline,Direct,81.96898718515916,54.92076691549546,27.048220269663698,33.29296890417335,33.29296890417335
2017,high_collection,baseline,Hydro,81.96898718515916,54.92076691549546,27.048220269663698,46.89135079245003,46.89135079245003
2017,high_collection,baseline,Pyro,81.96898718515916,54.92076691549546,27.048220269663698,2.9492451833621063,2.9492451833621063
2018,high_collection,baseline,Direct,176.93182079015838,118.45584040311246,58.47598038704592,71.95007746085052,71.95007746085052
2018,high_collection,baseline,Hydro,176.93182079015838,118.45584040311246,58.47598038704592,101.23236120849992,101.23236120849992
2018,high_collection,baseline,Pyro,176.93182079015838,118.45584040311246,58.47598038704592,6.432152133889008,6.432152133889008
2019,high_collection,baseline,Direct,349.62241460526644,234.22042965729332,115.40198494797313,142.6168196183259,142.6168196183259
2019,high_collection,baseline,Hydro,349.62241460526644,234.22042965729332,115.40198494797313,200.37557757181443,200.37557757181443
2019,high_collection,baseline,Pyro,349.62241460526644,234.22042965729332,115.40198494797313,12.882123631151131,12.882123631151131
2020,high_collection,baseline,Direct,645.0211788348668,433.12830107747163,211.8928777573952,264.4681406379042,264.4681406379042
2020,high_collection,baseline,Hydro,645.0211788348668,433.12830107747163,211.8928777573952,371.0610155330699,371.0610155330699
2020,high_collection,baseline,Pyro,645.0211788348668,433.12830107747163,211.8928777573952,24.211872030230662,24.211872030230662
2021,high_collection,baseline,Direct,1124.7505976668335,758.6318507130162,366.1187469538172,464.6620085617225,464.6620085617225
2021,high_collection,baseline,Hydro,1124.7505976668335,758.6318507130162,366.1187469538172,650.906127911768,650.906127911768
2021,high_collection,baseline,Pyro,1124.7505976668335,758.6318507130162,366.1187469538172,43.09028912049932,43.09028912049932
2022,high_collection,baseline,Direct,1889.7605867123198,1283.8484830834282,605.9121036288913,789.438432248,789.438432248
2022,high_collection,baseline,Hydro,1889.7605867123198,1283.8484830834282,605.9121036288913,1103.4677712102066,1103.4677712102066
2022,high_collection,baseline,Pyro,1889.7605867123198,1283.8484830834282,605.9121036288913,74.46321201883885,74.46321201883885
2023,high_collection,baseline,Direct,3121.112743752107,2142.9180212296633,978.1947225224436,1323.4661699114404,1323.4661699114404
2023,high_collection,baseline,Hydro,3121.112743752107,2142.9180212296633,978.1947225224436,1845.695291685109,1845.695291685109
2023,high_collection,baseline,Pyro,3121.112743752107,2142.9180212296633,978.1947225224436,127.07503865891906,127.07503865891906
2024,high_collection,baseline,Direct,5168.757084951465,3599.6687583633566,1569.0883265881082,2235.0343320678085,2235.0343320678085
2024,high_collection,baseline,Hydro,5168.757084951465,3599.6687583633566,1569.0883265881082,3107.9540059709216,3107.9540059709216
2024,high_collection,baseline,Pyro,5168.757084951465,3599.6687583633566,1569.0883265881082,218.8598605084921,218.8598605084921
2025,high_collection,baseline,Direct,8859.997099826278,6282.786976202022,2577.210123624256,3924.2287453357826,3924.2287453357826
2025,high_collection,baseline,Hydro,8859.997099826278,6282.786976202022,2577.210123624256,5439.63696399571,5439.63696399571
2025,high_collection,baseline,Pyro,8859.997099826278,6282.786976202022,2577.210123624256,392.67418601262636,392.67418601262636
2026,high_collection,baseline,Direct,15268.648629202158,11046.49111805166,4222.1575111505,6948.242913254494,6948.242913254494
2026,high_collection,baseline,Hydro,15268.648629202158,11046.49111805166,4222.1575111505,9593.877536027867,9593.877536027867
2026,high_collection,baseline,Pyro,15268.648629202158,11046.49111805166,4222.1575111505,711.3940280025269,711.3940280025269
2027,high_collection,baseline,Direct,25441.15093497635,19296.801440361327,6144.349494615024,12234.17211318908,12234.17211318908
2027,high_collection,baseline,Hydro,25441.15093497635,19296.801440361327,6144.349494615024,16817.162455274898,16817.162455274898
2027,high_collection,baseline,Pyro,25441.15093497635,19296.801440361327,6144.349494615024,1287.0966560721004,1287.0966560721004
2028,high_collection,baseline,Direct,40349.733626047026,31175.655419218303,9174.078206828717,19943.06677167395,19943.06677167395
2028,high_collection,baseline,Hydro,40349.733626047026,31175.655419218303,9174.078206828717,27272.463360732174,27272.463360732174
2028,high_collection,baseline,Pyro,40349.733626047026,31175.655419218303,9174.078206828717,2157.3553550099064,2157.3553550099064
2029,high_collection,baseline,Direct,61781.91027752256,48454.3514597203,13327.558817802264,31316.04734841723,31316.04734841723
2029,high_collection,baseline,Hydro,61781.91027752256,48454.3514597203,13327.558817802264,42557.45688707234,42557.45688707234
2029,high_collection,baseline,Pyro,61781.91027752256,48454.3514597203,13327.558817802264,3488.7133050998614,3488.7133050998614
2030,high_collection,baseline,Direct,91632.03333686558,75378.62862563446,16253.404711231118,49267.47166971468,49267.47166971468
2030,high_collection,baseline,Hydro,91632.03333686558,75378.62862563446,16253.404711231118,66491.48831067215,66491.48831067215
2030,high_collection,baseline,Pyro,91632.03333686558,75378.62862563446,16253.404711231118,5668.4728726477115,5668.4728726477115
2031,high_collection,baseline,Direct,130011.10713227183,109017.73182369703,20993.375308574814,72158.83669410506,72158.83669410506
2031,high_collection,baseline,Hydro,130011.10713227183,109017.73182369703,20993.375308574814,96589.71039579557,96589.71039579557
2031,high_collection,baseline,Pyro,130011.10713227183,109017.73182369703,20993.375308574814,8579.695494524956,8579.695494524956
2032,high_collection,baseline,Direct,174025.13895563743,148736.48096354323,25288.65799209421,99802.17872653752,99802.17872653752
2032,high_collection,baseline,Hydro,174025.13895563743,148736.48096354323,25288.65799209421,132375.46805755346,132375.46805755346
2032,high_collection,baseline,Pyro,174025.13895563743,148736.48096354323,25288.65799209421,12285.633327588672,12285.633327588672
2033,high_collection,baseline,Direct,225881.6783651414,196509.45262454022,29372.22574060113,133803.28629204942,133803.28629204942
2033,high_collection,baseline,Hydro,225881.6783651414,196509.45262454022,29372.22574060113,175679.45064633898,175679.45064633898
2033,high_collection,baseline,Pyro,225881.6783651414,196509.45262454022,29372.22574060113,17076.671433072548,17076.671433072548
2034,high_collection,baseline,Direct,288316.7550259849,254849.44059829667,33467.314427688245,176279.3580618418,176279.3580618418
2034,high_collection,baseline,Hydro,288316.7550259849,254849.44059829667,33467.314427688245,228829.31271321062,228829.31271321062
2034,high_collection,baseline,Pyro,288316.7550259849,254849.44059829667,33467.314427688245,23318.723814744146,23318.723814744146
2035,high_collection,baseline,Direct,358389.7949348645,322205.8869121947,36183.9080226698,226542.95908796406,226542.95908796406
2035,high_collection,baseline,Hydro,358389.7949348645,322205.8869121947,36183.9080226698,290533.04822872597,290533.04822872597
2035,high_collection,baseline,Pyro,358389.7949348645,322205.8869121947,36183.9080226698,31092.86808702679,31092.86808702679
2036,high_collection,baseline,Direct,433265.9200566268,394688.1153056999,38577.80475092694,282241.4712551059,282241.4712551059
2036,high_collection,baseline,Hydro,433265.9200566268,394688.1153056999,38577.80475092694,357271.6819747195,357271.6819747195
2036,high_collection,baseline,Pyro,433265.9200566268,394688.1153056999,38577.80475092694,40179.250138120246,40179.250138120246
2037,high_collection,baseline,Direct,511878.7097365401,471443.4246828398,40435.28505370028,342927.9471142977,342927.9471142977
2037,high_collection,baseline,Hydro,511878.7097365401,471443.4246828398,40435.28505370028,428306.35132435994,428306.35132435994
2037,high_collection,baseline,Pyro,511878.7097365401,471443.4246828398,40435.28505370028,50585.87946846872,50585.87946846872
2038,high_collection,baseline,Direct,593154.612672331,551091.9653520008,42062.64732033024,407808.0543604806,407808.0543604806
2038,high_collection,baseline,Hydro,593154.612672331,551091.9653520008,42062.64732033024,502320.32641834865,502320.32641834865
2038,high_collection,baseline,Pyro,593154.612672331,551091.9653520008,42062.64732033024,62328.501281311284,62328.501281311284
2039,high_collection,baseline,Direct,677182.4406809907,632791.1123057037,44391.328375287136,476238.5911212726,476238.5911212726
2039,high_collection,baseline,Hydro,677182.4406809907,632791.1123057037,44391.328375287136,578497.6348698743,578497.6348698743
2039,high_collection,baseline,Pyro,677182.4406809907,632791.1123057037,44391.328375287136,75302.14236437873,75302.14236437873
2040,high_collection,baseline,Direct,766490.0623872235,719377.7605188858,47112.30186833763,550252.0490208957,550252.0490208957
2040,high_collection,baseline,Hydro,766490.0623872235,719377.7605188858,47112.30186833763,659381.6552916107,659381.6552916107
2040,high_collection,baseline,Pyro,766490.0623872235,719377.7605188858,47112.30186833763,89922.22006486072,89922.22006486072
2041,high_collection,baseline,Direct,866169.7908064167,815785.8145565153,50383.97624990125,633783.9993289568,633783.9993289568
2041,high_collection,baseline,Hydro,866169.7908064167,815785.8145565153,50383.97624990125,749462.4278330706,749462.4278330706
2041,high_collection,baseline,Pyro,866169.7908064167,815785.8145565153,50383.97624990125,106867.94170690351,106867.94170690351
2042,high_collection,baseline,Direct,981262.6825099285,926837.9998704129,54424.68263951574,730626.3952978464,730626.3952978464
2042,high_collection,baseline,Hydro,981262.6825099285,926837.9998704129,54424.68263951574,853154.378880715,853154.378880715
2042,high_collection,baseline,Pyro,981262.6825099285,926837.9998704129,54424.68263951574,126884.12218225951,126884.12218225951
2043,high_collection,baseline,Direct,1114168.6046482907,1055058.9647930171,59109.63985527356,843097.6187660998,843097.6187660998
2043,high_collection,baseline,Hydro,1114168.6046482907,1055058.9647930171,59109.63985527356,972764.3655391617,972764.3655391617
2043,high_collection,baseline,Pyro,1114168.6046482907,1055058.9647930171,59109.63985527356,150556.91427596353,150556.91427596353
2044,high_collection,baseline,Direct,1261625.541881632,1197482.8165193093,64142.725362322686,968763.5985641214,968763.5985641214
2044,high_collection,baseline,Hydro,1261625.541881632,1197482.8165193093,64142.725362322686,1105635.8844922783,1105635.8844922783
2044,high_collection,baseline,Pyro,1261625.541881632,1197482.8165193093,64142.725362322686,177466.95340816164,177466.95340816164
2045,high_collection,baseline,Direct,1414282.8844574655,1345147.5713615508,69135.31309591467,1100465.2281308847,1100465.2281308847
2045,high_collection,baseline,Hydro,1414282.8844574655,1345147.5713615508,69135.31309591467,1243588.9297237536,1243588.9297237536
2045,high_collection,baseline,Pyro,1414282.8844574655,1345147.5713615508,69135.31309591467,206480.15220399803,206480.15220399803
2046,high_collection,baseline,Direct,1558089.6168661178,1484481.6774822995,73607.9393838182,1226775.6582713723,1226775.6582713723
2046,high_collection,baseline,Hydro,1558089.6168661178,1484481.6774822995,73607.9393838182,1373739.34434212,1373739.34434212
2046,high_collection,baseline,Pyro,1558089.6168661178,1484481.6774822995,73607.9393838182,235290.34588094446,235290.34588094446
2047,high_collection,baseline,Direct,1678714.8965110779,1601380.6110712483,77334.28543982965,1335071.0154501,1335071.0154501
2047,high_collection,baseline,Hydro,1678714.8965110779,1601380.6110712483,77334.28543982965,1483198.7219741903,1483198.7219741903
2047,high_collection,baseline,Pyro,1678714.8965110779,1601380.6110712483,77334.28543982965,261185.1776657206,261185.1776657206
2048,high_collection,baseline,Direct,1767482.6746036755,1687317.5016016406,80165.17300203495,1417852.8965958585,1417852.8965958585
2048,high_collection,baseline,Hydro,1767482.6746036755,1687317.5016016406,80165.17300203495,1563974.5922345605,1563974.5922345605
2048,high_collection,baseline,Pyro,1767482.6746036755,1687317.5016016406,80165.17300203495,282456.9497681146,282456.9497681146
2049,high_collection,baseline,Direct,1824143.436519216,1742025.6596842823,82117.77683493395,1473753.7080929028,1473753.7080929028
2049,high_collection,baseline,Hydro,1824143.436519216,1742025.6596842823,82117.77683493395,1615554.5967912031,1615554.5967912031
2049,high_collection,baseline,Pyro,1824143.436519216,1742025.6596842823,82117.77683493395,298408.99550391757,298408.99550391757
2050,high_collection,baseline,Direct,1856501.841004832,1772802.5202866702,83699.3207181615,1508654.9447639564,1508654.9447639564
2050,high_collection,baseline,Hydro,1856501.841004832,1772802.5202866702,83699.3207181615,1644983.4585740014,1644983.4585740014
2050,high_collection,baseline,Pyro,1856501.841004832,1772802.5202866702,83699.3207181615,309885.88054611,309885.88054611
2010,high_collection,high,Direct,0.0,0.0,0.0,0.0,0.0
2010,high_collection,high,Hydro,0.0,0.0,0.0,0.0,0.0
2010,high_collection,high,Pyro,0.0,0.0,0.0,0.0,0.0
2011,high_collection,high,Direct,0.011818761097603653,0.007986042459477984,0.0038327186381256696,0.005994323470084175,0.005994323470084175
2011,high_collection,high,Hydro,0.011818761097603653,0.007986042459477984,0.0038327186381256696,0.00719302844325182,0.00719302844325182
2011,high_collection,high,Pyro,0.011818761097603653,0.007986042459477984,0.0038327186381256696,0.0008041944756694329,0.0008041944756694329
2012,high_collection,high,Direct,0.1302289673780708,0.08830008191503091,0.04192888546303989,0.06629570150180522,0.06629570150180522
2012,high_collection,high,Hydro,0.1302289673780708,0.08830008191503091,0.04192888546303989,0.07954954379725135,0.07954954379725135
2012,high_collection,high,Pyro,0.1302289673780708,0.08830008191503091,0.04192888546303989,0.008900648257035116,0.008900648257035116
