Year,scenario,recovery_efficiency_scenario,recycling_m,retired_lithium,collected_lithium,uncollected_lithium,recycled_lithium,primary_lithium_offset
2016,baseline,baseline,Direct,33.53966638284606,18.598453413977477,14.941212968868578,11.25578400613917,11.25578400613917
2016,baseline,baseline,Hydro,33.53966638284606,18.598453413977477,14.941212968868578,15.866340607464187,15.866340607464187
2016,baseline,baseline,Pyro,33.53966638284606,18.598453413977477,14.941212968868578,0.9894377216236018,0.9894377216236018
2017,baseline,baseline,Direct,81.96898718515916,45.26320774537083,36.70577943978834,27.438556535243794,27.438556535243794
2017,baseline,baseline,Hydro,81.96898718515916,45.26320774537083,36.70577943978834,38.64572677299761,38.64572677299761
2017,baseline,baseline,Pyro,81.96898718515916,45.26320774537083,36.70577943978834,2.4306342559264134,2.4306342559264134
2018,baseline,baseline,Direct,176.93182079015838,97.38184911763781,79.54997167252057,59.14973515405322,59.14973515405322
2018,baseline,baseline,Hydro,176.93182079015838,97.38184911763781,79.54997167252057,83.22252825593328,83.22252825593328
2018,baseline,baseline,Pyro,176.93182079015838,97.38184911763781,79.54997167252057,5.2878344070877334,5.2878344070877334
2019,baseline,baseline,Direct,349.62241460526644,192.013384739816,157.60902986545045,116.91694996807395,116.91694996807395
2019,baseline,baseline,Hydro,349.62241460526644,192.013384739816,157.60902986545045,164.2674506449126,164.2674506449126
2019,baseline,baseline,Pyro,349.62241460526644,192.013384739816,157.60902986545045,10.56073616068988,10.56073616068988
2020,baseline,baseline,Direct,645.0211788348668,353.9892291847242,291.0319496501427,216.14582334019258,216.14582334019258
2020,baseline,baseline,Hydro,645.0211788348668,353.9892291847242,291.0319496501427,303.2625726425532,303.2625726425532
2020,baseline,baseline,Pyro,645.0211788348668,353.9892291847242,291.0319496501427,19.78799791142608,19.78799791142608
2021,baseline,baseline,Direct,1124.7505976668335,618.7856457144104,505.964951952423,379.00620800007647,379.00620800007647
2021,baseline,baseline,Hydro,1124.7505976668335,618.7856457144104,505.964951952423,530.9180840229642,530.9180840229642
2021,baseline,baseline,Pyro,1124.7505976668335,618.7856457144104,505.964951952423,35.14702467657852,35.14702467657852
2022,baseline,baseline,Direct,1889.7605867123198,1046.4647178331766,843.295868879143,643.4711549956203,643.4711549956203
2022,baseline,baseline,Hydro,1889.7605867123198,1046.4647178331766,843.295868879143,899.4364249776154,899.4364249776154
2022,baseline,baseline,Pyro,1889.7605867123198,1046.4647178331766,843.295868879143,60.69495363432424,60.69495363432424
2023,baseline,baseline,Direct,3121.112743752107,1748.1516879891358,1372.9610557629712,1079.6584825020902,1079.6584825020902
2023,baseline,baseline,Hydro,3121.112743752107,1748.1516879891358,1372.9610557629712,1505.6830488650426,1505.6830488650426
2023,baseline,baseline,Pyro,3121.112743752107,1748.1516879891358,1372.9610557629712,103.66539509775575,103.66539509775575
2024,baseline,baseline,Direct,5168.757084951465,2942.327719547132,2226.4293654043327,1826.8912810668144,1826.8912810668144
2024,baseline,baseline,Hydro,5168.757084951465,2942.327719547132,2226.4293654043327,2540.4057530569935,2540.4057530569935
2024,baseline,baseline,Pyro,5168.757084951465,2942.327719547132,2226.4293654043327,178.89352534846563,178.89352534846563
2025,baseline,baseline,Direct,8859.997099826278,5149.963360461226,3710.0337393650516,3216.6671149440817,3216.6671149440817
2025,baseline,baseline,Hydro,8859.997099826278,5149.963360461226,3710.0337393650516,4458.838277487329,4458.838277487329
2025,baseline,baseline,Pyro,8859.997099826278,5149.963360461226,3710.0337393650516,321.87271002882665,321.87271002882665
2026,baseline,baseline,Direct,15268.648629202158,9064.2414952906,6204.407133911559,5701.407900537788,5701.407900537788
2026,baseline,baseline,Hydro,15268.648629202158,9064.2414952906,6204.407133911559,7872.293738659887,7872.293738659887
2026,baseline,baseline,Pyro,15268.648629202158,9064.2414952906,6204.407133911559,583.7371522967146,583.7371522967146
2027,baseline,baseline,Direct,25441.15093497635,15764.460251463235,9676.690683513114,9994.667799427692,9994.667799427692
2027,baseline,baseline,Hydro,25441.15093497635,15764.460251463235,9676.690683513114,13738.727109150212,13738.727109150212
2027,baseline,baseline,Pyro,25441.15093497635,15764.460251463235,9676.690683513114,1051.4894987725977,1051.4894987725977
2028,baseline,baseline,Direct,40349.733626047026,25348.832717096375,15000.900908950649,16215.648289126551,16215.648289126551
2028,baseline,baseline,Hydro,40349.733626047026,25348.832717096375,15000.900908950649,22175.158860915908,22175.158860915908
2028,baseline,baseline,Pyro,40349.733626047026,25348.832717096375,15000.900908950649,1754.1392240230691,1754.1392240230691
2029,baseline,baseline,Direct,61781.91027752256,39129.297668041065,22652.612609481497,25289.26508285494,25289.26508285494
2029,baseline,baseline,Hydro,61781.91027752256,39129.297668041065,22652.612609481497,34367.26214184047,34367.26214184047
2029,baseline,baseline,Pyro,61781.91027752256,39129.297668041065,22652.612609481497,2817.3094320989567,2817.3094320989567
2030,baseline,baseline,Direct,91632.03333686558,60366.12544234583,31265.90789451975,39455.29958911723,39455.29958911723
2030,baseline,baseline,Hydro,91632.03333686558,60366.12544234583,31265.90789451975,53248.959252693254,53248.959252693254
2030,baseline,baseline,Pyro,91632.03333686558,60366.12544234583,31265.90789451975,4539.532633264406,4539.532633264406
2031,baseline,baseline,Direct,130011.10713227183,86844.3416106548,43166.765521617046,57482.26971209241,57482.26971209241
2031,baseline,baseline,Hydro,130011.10713227183,86844.3416106548,43166.765521617046,76944.08666704014,76944.08666704014
2031,baseline,baseline,Pyro,130011.10713227183,86844.3416106548,43166.765521617046,6834.649684758532,6834.649684758532
2032,baseline,baseline,Direct,174025.13895563743,118130.95562175002,55894.1833338874,79265.87122219427,79265.87122219427
2032,baseline,baseline,Hydro,174025.13895563743,118130.95562175002,55894.1833338874,105136.55050335753,105136.55050335753
2032,baseline,baseline,Pyro,174025.13895563743,118130.95562175002,55894.1833338874,9757.616934356553,9757.616934356553
2033,baseline,baseline,Direct,225881.6783651414,155897.30673907857,69984.3716260628,106150.4761586386,106150.4761586386
2033,baseline,baseline,Hydro,225881.6783651414,155897.30673907857,69984.3716260628,139372.19222473624,139372.19222473624
2033,baseline,baseline,Pyro,225881.6783651414,155897.30673907857,69984.3716260628,13547.475955625929,13547.475955625929
2034,baseline,baseline,Direct,288316.7550259849,202393.51587293486,85923.23915305006,139995.59492930904,139995.59492930904
2034,baseline,baseline,Hydro,288316.7550259849,202393.51587293486,85923.23915305006,181729.13790230823,181729.13790230823
2034,baseline,baseline,Pyro,288316.7550259849,202393.51587293486,85923.23915305006,18519.006702373543,18519.006702373543
2035,baseline,baseline,Direct,358389.7949348645,256689.80684283853,101699.98809202596,180478.60319119977,180478.60319119977
2035,baseline,baseline,Hydro,358389.7949348645,256689.80684283853,101699.98809202596,231457.1988301875,231457.1988301875
2035,baseline,baseline,Pyro,358389.7949348645,256689.80684283853,101699.98809202596,24770.566360333916,24770.566360333916
2036,baseline,baseline,Direct,433265.9200566268,316113.95961489785,117151.96044172895,226053.09252061343,226053.09252061343
2036,baseline,baseline,Hydro,433265.9200566268,316113.95961489785,117151.96044172895,286146.3562434055,286146.3562434055
2036,baseline,baseline,Pyro,433265.9200566268,316113.95961489785,117151.96044172895,32180.4010887966,32180.4010887966
2037,baseline,baseline,Direct,511878.7097365401,380050.4621263171,131828.247610223,276448.70615068305,276448.70615068305
2037,baseline,baseline,Hydro,511878.7097365401,380050.4621263171,131828.247610223,345275.844841759,345275.844841759
2037,baseline,baseline,Pyro,511878.7097365401,380050.4621263171,131828.247610223,40779.41458615382,40779.41458615382
2038,baseline,baseline,Direct,593154.612672331,447371.7033273629,145782.90934496812,331055.0604622485,331055.0604622485
2038,baseline,baseline,Hydro,593154.612672331,447371.7033273629,145782.90934496812,407779.30758289126,407779.30758289126
2038,baseline,baseline,Pyro,593154.612672331,447371.7033273629,145782.90934496812,50597.73964632474,50597.73964632474
2039,baseline,baseline,Direct,677182.4406809907,517831.2681267774,159351.1725542134,389719.8123922127,389719.8123922127
2039,baseline,baseline,Hydro,677182.4406809907,517831.2681267774,159351.1725542134,473401.34532149986,473401.34532149986
2039,baseline,baseline,Pyro,677182.4406809907,517831.2681267774,159351.1725542134,61621.9209070865,61621.9209070865
2040,baseline,baseline,Direct,766490.0623872235,592934.208831693,173555.85355553046,453535.376335362,453535.376335362
2040,baseline,baseline,Hydro,766490.0623872235,592934.208831693,173555.85355553046,543483.4958151297,543483.4958151297
2040,baseline,baseline,Pyro,766490.0623872235,592934.208831693,173555.85355553046,74116.77610396163,74116.77610396163
2041,baseline,baseline,Direct,866169.7908064167,676484.480128256,189685.31067816052,525560.7926116422,525560.7926116422
2041,baseline,baseline,Hydro,866169.7908064167,676484.480128256,189685.31067816052,621486.2918938289,621486.2918938289
2041,baseline,baseline,Pyro,866169.7908064167,676484.480128256,189685.31067816052,88619.46689680155,88619.46689680155
2042,baseline,baseline,Direct,981262.6825099285,772641.1951307219,208621.48737920664,609073.0541215481,609073.0541215481
2042,baseline,baseline,Hydro,981262.6825099285,772641.1951307219,208621.48737920664,711216.2201178295,711216.2201178295
2042,baseline,baseline,Pyro,981262.6825099285,772641.1951307219,208621.48737920664,105774.57961339582,105774.57961339582
2043,baseline,baseline,Direct,1114168.6046482907,883603.0554232459,230565.54922504467,706087.2015887159,706087.2015887159
2043,baseline,baseline,Hydro,1114168.6046482907,883603.0554232459,230565.54922504467,814682.0171002328,814682.0171002328
2043,baseline,baseline,Pyro,1114168.6046482907,883603.0554232459,230565.54922504467,126090.15600889717,126090.15600889717
2044,baseline,baseline,Direct,1261625.541881632,1007086.5768288588,254538.96505277333,814733.0406545468,814733.0406545468
2044,baseline,baseline,Hydro,1261625.541881632,1007086.5768288588,254538.96505277333,929843.0363860852,929843.0363860852
2044,baseline,baseline,Pyro,1261625.541881632,1007086.5768288588,254538.96505277333,149250.23068603687,149250.23068603687
2045,baseline,baseline,Direct,1414282.8844574655,1135686.204896523,278596.6795609424,929104.8842258455,929104.8842258455
2045,baseline,baseline,Hydro,1414282.8844574655,1135686.204896523,278596.6795609424,1049941.8964268356,1049941.8964268356
2045,baseline,baseline,Pyro,1414282.8844574655,1135686.204896523,278596.6795609424,174327.83245161627,174327.83245161627
2046,baseline,baseline,Direct,1558089.6168661178,1257778.3240681568,300311.2927979609,1039428.0070099249,1039428.0070099249
2046,baseline,baseline,Hydro,1558089.6168661178,1257778.3240681568,300311.2927979609,1163948.0610926724,1163948.0610926724
2046,baseline,baseline,Pyro,1558089.6168661178,1257778.3240681568,300311.2927979609,199357.86436480284,199357.86436480284
2047,baseline,baseline,Direct,1678714.8965110779,1361307.0467721773,317407.8497389008,1134921.684893964,1134921.684893964
2047,baseline,baseline,Hydro,1678714.8965110779,1361307.0467721773,317407.8497389008,1260842.5867203907,1260842.5867203907
2047,baseline,baseline,Pyro,1678714.8965110779,1361307.0467721773,317407.8497389008,222029.1793285421,222029.1793285421
2048,baseline,baseline,Direct,1767482.6746036755,1438451.3786587124,329031.2959449631,1208730.693486916,1208730.693486916
2048,baseline,baseline,Hydro,1767482.6746036755,1438451.3786587124,329031.2959449631,1333300.5828787603,1333300.5828787603
2048,baseline,baseline,Pyro,1767482.6746036755,1438451.3786587124,329031.2959449631,240796.76078746843,240796.76078746843
2049,baseline,baseline,Direct,1824143.436519216,1488686.6228660725,335456.8136531437,1259428.8829446973,1259428.8829446973
2049,baseline,baseline,Hydro,1824143.436519216,1488686.6228660725,335456.8136531437,1380607.9740459956,1380607.9740459956
2049,baseline,baseline,Pyro,1824143.436519216,1488686.6228660725,335456.8136531437,255012.01849695822,255012.01849695822
2050,baseline,baseline,Direct,1856501.841004832,1518186.1597691379,338315.68123569374,1291976.4219635364,1291976.4219635364
2050,baseline,baseline,Hydro,1856501.841004832,1518186.1597691379,338315.68123569374,1408724.9376497832,1408724.9376497832
2050,baseline,baseline,Pyro,1856501.841004832,1518186.1597691379,338315.68123569374,265378.94072764536,265378.94072764536
2010,baseline,high,Direct,0.0,0.0,0.0,0.0,0.0
2010,baseline,high,Hydro,0.0,0.0,0.0,0.0,0.0
2010,baseline,high,Pyro,0.0,0.0,0.0,0.0,0.0
2011,baseline,high,Direct,0.011818761097603653,0.006520645258716499,0.005298115838887154,0.004894396331192604,0.004894396331192604
2011,baseline,high,Hydro,0.011818761097603653,0.006520645258716499,0.005298115838887154,0.00587314518452595,0.00587314518452595
2011,baseline,high,Pyro,0.011818761097603653,0.006520645258716499,0.005298115838887154,0.0006566289775527514,0.0006566289775527514
2012,baseline,high,Direct,0.1302289673780708,0.0724317554592971,0.057797211918773704,0.05438176199884027,0.05438176199884027
2012,baseline,high,Hydro,0.1302289673780708,0.0724317554592971,0.057797211918773704,0.06525376849328077,0.06525376849328077
2012,baseline,high,Pyro,0.1302289673780708,0.0724317554592971,0.057797211918773704,0.007301120950297148,0.007301120950297148
2013,baseline,high,Direct,0.76073502703122,0.4250139681350049,0.33572105889621506,0.3191854900693887,0.3191854900693887
2013,baseline,high,Hydro,0.76073502703122,0.4250139681350049,0.33572105889621506,0.38302258808326645,0.38302258808326645
2013,baseline,high,Pyro,0.76073502703122,0.4250139681350049,0.33572105889621506,0.0429264107816355,0.0429264107816355
2014,baseline,high,Direct,3.384843003306967,1.890261207327064,1.494581795979903,1.4199642189440904,1.4199642189440904
2014,baseline,high,Hydro,3.384843003306967,1.890261207327064,1.494581795979903,1.7040704784053482,1.7040704784053482
2014,baseline,high,Pyro,3.384843003306967,1.890261207327064,1.494581795979903,0.1914834603022316,0.1914834603022316
2015,baseline,high,Direct,11.748890683584332,6.544845322307868,5.204045361276463,4.919105744246593,4.919105744246593
2015,baseline,high,Hydro,11.748890683584332,6.544845322307868,5.204045361276463,5.902795996189466,5.902795996189466
2015,baseline,high,Pyro,11.748890683584332,6.544845322307868,5.204045361276463,0.6649562847464794,0.6649562847464794
2016,baseline,high,Direct,33.53966638284606,18.598453413977477,14.941212968868578,13.986036967311064,13.986036967311064
2016,baseline,high,Hydro,33.53966638284606,18.598453413977477,14.941212968868578,16.781384515431878,16.781384515431878
2016,baseline,high,Pyro,33.53966638284606,18.598453413977477,14.941212968868578,1.8970422482257028,1.8970422482257028
2017,baseline,high,Direct,81.96898718515916,45.26320774537083,36.70577943978834,34.060563828391544,34.060563828391544
2017,baseline,high,Hydro,81.96898718515916,45.26320774537083,36.70577943978834,40.87267659406986,40.87267659406986
2017,baseline,high,Pyro,81.96898718515916,45.26320774537083,36.70577943978834,4.634952473125973,4.634952473125973
2018,baseline,high,Direct,176.93182079015838,97.38184911763781,79.54997167252057,73.3480087554048,73.3480087554048
2018,baseline,high,Hydro,176.93182079015838,97.38184911763781,79.54997167252057,88.00397704760928,88.00397704760928
2018,baseline,high,Pyro,176.93182079015838,97.38184911763781,79.54997167252057,10.030330459116694,10.030330459116694
2019,baseline,high,Direct,349.62241460526644,192.013384739816,157.60902986545045,144.77809209382127,144.77809209382127
2019,baseline,high,Hydro,349.62241460526644,192.013384739816,157.60902986545045,173.71450917411153,173.71450917411153
2019,baseline,high,Pyro,349.62241460526644,192.013384739816,157.60902986545045,19.9309893359929,19.9309893359929
2020,baseline,high,Direct,645.0211788348668,353.9892291847242,291.0319496501427,267.2972669573852,267.2972669573852
2020,baseline,high,Hydro,645.0211788348668,353.9892291847242,291.0319496501427,320.6434437955232,320.6434437955232
2020,baseline,high,Pyro,645.0211788348668,353.9892291847242,291.0319496501427,37.062672295640624,37.062672295640624
2021,baseline,high,Direct,1124.7505976668335,618.7856457144104,505.964951952423,468.0494624183801,468.0494624183801
2021,baseline,high,Hydro,1124.7505976668335,618.7856457144104,505.964951952423,561.3623377921132,561.3623377921132
2021,baseline,high,Pyro,1124.7505976668335,618.7856457144104,505.964951952423,65.46752131658464,65.46752131658464
2022,baseline,high,Direct,1889.7605867123198,1046.4647178331766,843.295868879143,793.2202561175478,793.2202561175478
2022,baseline,high,Hydro,1889.7605867123198,1046.4647178331766,843.295868879143,951.2364285103575,951.2364285103575
2022,baseline,high,Pyro,1889.7605867123198,1046.4647178331766,843.295868879143,112.18101775171654,112.18101775171654
2023,baseline,high,Direct,3121.112743752107,1748.1516879891358,1372.9610557629712,1328.770098040542,1328.770098040542
2023,baseline,high,Hydro,3121.112743752107,1748.1516879891358,1372.9610557629712,1592.5661877581026,1592.5661877581026
2023,baseline,high,Pyro,3121.112743752107,1748.1516879891358,1372.9610557629712,190.37371882201685,190.37371882201685
2024,baseline,high,Direct,5168.757084951465,2942.327719547132,2226.4293654043327,2244.113351698598,2244.113351698598
2024,baseline,high,Hydro,5168.757084951465,2942.327719547132,2226.4293654043327,2687.5221390343504,2687.5221390343504
2024,baseline,high,Pyro,5168.757084951465,2942.327719547132,2226.4293654043327,326.5983768697317,326.5983768697317
2025,baseline,high,Direct,8859.997099826278,5149.963360461226,3710.0337393650516,3943.841941441207,3943.841941441207
2025,baseline,high,Hydro,8859.997099826278,5149.963360461226,3710.0337393650516,4718.396430854576,4718.396430854576
2025,baseline,high,Pyro,8859.997099826278,5149.963360461226,3710.0337393650516,584.5208414123491,584.5208414123491
2026,baseline,high,Direct,15268.648629202158,9064.2414952906,6204.407133911559,6975.840254775646,6975.840254775646
2026,baseline,high,Hydro,15268.648629202158,9064.2414952906,6204.407133911559,8333.663630770177,8333.663630770177
2026,baseline,high,Pyro,15268.648629202158,9064.2414952906,6204.407133911559,1057.796982500413,1057.796982500413
2027,baseline,high,Direct,25441.15093497635,15764.460251463235,9676.690683513114,12206.421572707985,12206.421572707985
2027,baseline,high,Hydro,25441.15093497635,15764.460251463235,9676.690683513114,14549.020366075421,14549.020366075421
2027,baseline,high,Pyro,25441.15093497635,15764.460251463235,9676.690683513114,1898.0410142761734,1898.0410142761734
2028,baseline,high,Direct,40349.733626047026,25348.832717096375,15000.900908950649,19767.019752791755,19767.019752791755
2028,baseline,high,Hydro,40349.733626047026,25348.832717096375,15000.900908950649,23493.29816220492,23493.29816220492
2028,baseline,high,Pyro,40349.733626047026,25348.832717096375,15000.900908950649,3166.069206365337,3166.069206365337
2029,baseline,high,Direct,61781.91027752256,39129.297668041065,22652.612609481497,30771.279686147493,30771.279686147493
2029,baseline,high,Hydro,61781.91027752256,39129.297668041065,22652.612609481497,36421.550269412626,36421.550269412626
2029,baseline,high,Pyro,61781.91027752256,39129.297668041065,22652.612609481497,5098.547486145751,5098.547486145751
2030,baseline,high,Direct,91632.03333686558,60366.12544234583,31265.90789451975,47930.70360122259,47930.70360122259
2030,baseline,high,Hydro,91632.03333686558,60366.12544234583,31265.90789451975,56442.327288593355,56442.327288593355
2030,baseline,high,Pyro,91632.03333686558,60366.12544234583,31265.90789451975,8252.049347968674,8252.049347968674
2031,baseline,high,Direct,130011.10713227183,86844.3416106548,43166.765521617046,69701.26857671153,69701.26857671153
2031,baseline,high,Hydro,130011.10713227183,86844.3416106548,43166.765521617046,81564.205640727,81564.205640727
2031,baseline,high,Pyro,130011.10713227183,86844.3416106548,43166.765521617046,12514.269626095356,12514.269626095356
2032,baseline,high,Direct,174025.13895563743,118130.95562175002,55894.1833338874,95945.96215598538,95945.96215598538
2032,baseline,high,Hydro,174025.13895563743,118130.95562175002,55894.1833338874,111421.11734243463,111421.11734243463
2032,baseline,high,Pyro,174025.13895563743,118130.95562175002,55894.1833338874,18038.59692344123,18038.59692344123
2033,baseline,high,Direct,225881.6783651414,155897.30673907857,69984.3716260628,128241.12452356605,128241.12452356605
2033,baseline,high,Hydro,225881.6783651414,155897.30673907857,69984.3716260628,147650.33921258134,147650.33921258134
2033,baseline,high,Pyro,225881.6783651414,155897.30673907857,69984.3716260628,25317.72261442636,25317.72261442636
2034,baseline,high,Direct,288316.7550259849,202393.51587293486,85923.23915305006,168735.4741832658,168735.4741832658
2034,baseline,high,Hydro,288316.7550259849,202393.51587293486,85923.23915305006,192395.27618881187,192395.27618881187
2034,baseline,high,Pyro,288316.7550259849,202393.51587293486,85923.23915305006,35074.79630077961,35074.79630077961
2035,baseline,high,Direct,358389.7949348645,256689.80684283853,101699.98809202596,216902.88678219853,216902.88678219853
2035,baseline,high,Hydro,358389.7949348645,256689.80684283853,101699.98809202596,244830.7377666994,244830.7377666994
2035,baseline,high,Pyro,358389.7949348645,256689.80684283853,101699.98809202596,47538.952227293696,47538.952227293696
2036,baseline,high,Direct,433265.9200566268,316113.95961489785,117151.96044172895,270688.383618237,270688.383618237
2036,baseline,high,Hydro,433265.9200566268,316113.95961489785,117151.96044172895,302394.61376761127,302394.61376761127
2036,baseline,high,Pyro,433265.9200566268,316113.95961489785,117151.96044172895,62558.95260778828,62558.95260778828
2037,baseline,high,Direct,511878.7097365401,380050.4621263171,131828.247610223,329655.77084836736,329655.77084836736
2037,baseline,high,Hydro,511878.7097365401,380050.4621263171,131828.247610223,364468.393179138,364468.393179138
2037,baseline,high,Pyro,511878.7097365401,380050.4621263171,131828.247610223,80304.66264729078,80304.66264729078
2038,baseline,high,Direct,593154.612672331,447371.7033273629,145782.90934496812,392702.88118075917,392702.88118075917
2038,baseline,high,Hydro,593154.612672331,447371.7033273629,145782.90934496812,429924.2068975957,429924.2068975957
2038,baseline,high,Pyro,593154.612672331,447371.7033273629,145782.90934496812,100658.63324865665,100658.63324865665
2039,baseline,high,Direct,677182.4406809907,517831.2681267774,159351.1725542134,459523.4673357022,459523.4673357022
2039,baseline,high,Hydro,677182.4406809907,517831.2681267774,159351.1725542134,498567.9449524612,498567.9449524612
2039,baseline,high,Pyro,677182.4406809907,517831.2681267774,159351.1725542134,123606.32370186175,123606.32370186175
2040,baseline,high,Direct,766490.0623872235,592934.208831693,173555.85355553046,531269.051113197,531269.051113197
2040,baseline,high,Hydro,766490.0623872235,592934.208831693,173555.85355553046,571707.1641555183,571707.1641555183
2040,baseline,high,Pyro,766490.0623872235,592934.208831693,173555.85355553046,149478.7140464698,149478.7140464698
2041,baseline,high,Direct,866169.7908064167,676484.480128256,189685.31067816052,611271.3762438921,611271.3762438921
2041,baseline,high,Hydro,866169.7908064167,676484.480128256,189685.31067816052,653010.4686678057,653010.4686678057
2041,baseline,high,Pyro,866169.7908064167,676484.480128256,189685.31067816052,179133.09033796217,179133.09033796217
2042,baseline,high,Direct,981262.6825099285,772641.1951307219,208621.48737920664,703258.0158079831,703258.0158079831
2042,baseline,high,Hydro,981262.6825099285,772641.1951307219,208621.48737920664,746603.1868548166,746603.1868548166
2042,baseline,high,Pyro,981262.6825099285,772641.1951307219,208621.48737920664,213789.81869267073,213789.81869267073
2043,baseline,high,Direct,1114168.6046482907,883603.0554232459,230565.54922504467,809115.3178510662,809115.3178510662
2043,baseline,high,Hydro,1114168.6046482907,883603.0554232459,230565.54922504467,854444.1545942788,854444.1545942788
2043,baseline,high,Pyro,1114168.6046482907,883603.0554232459,230565.54922504467,254124.23873972555,254124.23873972555
2044,baseline,high,Direct,1261625.541881632,1007086.5768288588,254538.96505277333,926922.4853132816,926922.4853132816
2044,baseline,high,Hydro,1261625.541881632,1007086.5768288588,254538.96505277333,974557.6803972867,974557.6803972867
2044,baseline,high,Pyro,1261625.541881632,1007086.5768288588,254538.96505277333,299406.8392912197,299406.8392912197
2045,baseline,high,Direct,1414282.8844574655,1135686.204896523,278596.6795609424,1049601.1905653665,1049601.1905653665
2045,baseline,high,Hydro,1414282.8844574655,1135686.204896523,278596.6795609424,1099457.814960324,1099457.814960324
2045,baseline,high,Pyro,1414282.8844574655,1135686.204896523,278596.6795609424,347406.4100778464,347406.4100778464
2046,baseline,high,Direct,1558089.6168661178,1257778.3240681568,300311.2927979609,1166337.839908402,1166337.839908402
2046,baseline,high,Hydro,1558089.6168661178,1257778.3240681568,300311.2927979609,1218158.30686001,1218158.30686001
2046,baseline,high,Pyro,1558089.6168661178,1257778.3240681568,300311.2927979609,394061.94893055357,394061.94893055357
2047,baseline,high,Direct,1678714.8965110779,1361307.0467721773,317407.8497389008,1265879.4227934475,1265879.4227934475
2047,baseline,high,Hydro,1678714.8965110779,1361307.0467721773,317407.8497389008,1318834.2669128855,1318834.2669128855
2047,baseline,high,Pyro,1678714.8965110779,1361307.0467721773,317407.8497389008,435209.862853065,435209.862853065
2048,baseline,high,Direct,1767482.6746036755,1438451.3786587124,329031.2959449631,1340636.68490992,1340636.68490992
2048,baseline,high,Hydro,1767482.6746036755,1438451.3786587124,329031.2959449631,1394003.231058158,1394003.231058158
2048,baseline,high,Pyro,1767482.6746036755,1438451.3786587124,329031.2959449631,467640.5432019474,467640.5432019474
2049,baseline,high,Direct,1824143.436519216,1488686.6228660725,335456.8136531437,1389837.8311077652,1389837.8311077652
2049,baseline,high,Hydro,1824143.436519216,1488686.6228660725,335456.8136531437,1442983.9435440842,1442983.9435440842
2049,baseline,high,Pyro,1824143.436519216,1488686.6228660725,335456.8136531437,490671.1108966575,490671.1108966575
2050,baseline,high,Direct,1856501.841004832,1518186.1597691379,338315.68123569374,1419352.2407681672,1419352.2407681672
2050,baseline,high,Hydro,1856501.841004832,1518186.1597691379,338315.68123569374,1471729.6632802025,1471729.6632802025
2050,baseline,high,Pyro,1856501.841004832,1518186.1597691379,338315.68123569374,506011.44705105363,506011.44705105363
2010,baseline,low,Direct,0.0,0.0,0.0,0.0,0.0
2010,baseline,low,Hydro,0.0,0.0,0.0,0.0,0.0
2010,baseline,low,Pyro,0.0,0.0,0.0,0.0,0.0
2011,baseline,low,Direct,0.011818761097603653,0.006520645258716499,0.005298115838887154,0.002959720882931419,0.002959720882931419
2011,baseline,low,Hydro,0.011818761097603653,0.006520645258716499,0.005298115838887154,0.005099796656842174,0.005099796656842174
2011,baseline,low,Pyro,0.011818761097603653,0.006520645258716499,0.005298115838887154,1.4345419569176298e-05,1.4345419569176298e-05
