,country,total_costs,scrap_sum,unit_cost
0,Australia,45656897.69169202,3407.207249134721,13.400094080947625
1,Belgium,78991457.06564556,8000.000000000003,9.873932133205692
2,Brazil,76364611.93468544,9121.491910815083,8.371943173478254
3,Canada,84830299.12142573,11218.086175682838,7.56192257689286
4,Czechia,17674840.847814724,519.0502362911369,34.05227396505962
5,Finland,46537090.32172313,3200.412811373005,14.540964889388228
6,France,196860826.79788452,42785.06910531035,4.601157153990685
7,Germany,301258810.26695085,92658.61579724788,3.25127682595814
8,Hungary,67974478.17351156,6291.589536639254,10.804023017976654
9,India,55123882.52563272,4947.52968228839,11.141698193943157
10,Italy,171105082.4013273,33315.57043573417,5.135889320322145
11,Japan,54539833.40258178,5471.322519039198,9.968308980651967
12,Korea,81611650.24843538,13155.138529804111,6.203784936474602
13,Netherlands,114041079.17810433,16225.190655985432,7.028643397545214
14,Norway,90482071.12180787,12511.179450108732,7.232097619782883
15,Poland,67475732.74667409,6178.113844621266,10.92173670535696
16,Romania,25342477.671292268,999.9346476567462,25.344133969834935
17,Russian Federation,46122508.384873904,3586.6216481750685,12.859596832116871
18,Serbia,25280435.818164118,999.4624204968336,25.294033372057342
19,Slovakia,25191395.26012402,999.4527131586736,25.205189728795727
20,Spain,129180766.85394199,20302.1403881806,6.36291368220209
21,Sweden,109403759.0800622,15196.970551699222,7.199050541545559
22,Switzerland,57879941.90597173,5254.826940034489,11.014623805211716
23,Thailand,136883553.80143142,27080.90281562202,5.054615598800057
24,Turkey,81084380.20793614,9999.649949238137,8.10872186722035
25,USA,252536760.12792826,95297.61720053418,2.6499797953658875
26,United Kingdom,152504553.37699068,31121.96317176502,4.900222795564143
27,Viet Nam,48368478.536338165,4000.0,12.092119634084542
