,country,total_netprofits,scrap_sum,net_profit
0,Afghanistan,-2696738.383606489,0.7126343864593843,-3784.1822326380066
1,Albania,-9592903.28000632,13.721351077523751,-699.1223550660377
2,Algeria,-21050062.27275888,136.0154884048904,-154.76224450334018
3,Andorra,-3346782.370857558,1.3453670654903733,-2487.6351270258638
4,Angola,-12184330.204066487,36.929406761361264,-329.93571445114
5,Argentina,-44412076.116053715,797.9940644224494,-55.65464468485375
6,Armenia,-10580626.222231336,24.9014658551949,-424.8997341666143
7,Aruba,-11904591.762610395,16.729262778273437,-711.6028913163514
8,Australia,-55297939.573770486,2102.2072491347208,-26.30470406594374
9,Austria,-82444873.55960858,6470.227069159485,-12.742191684830402
10,Azerbaijan,-18521598.102118656,89.02014331311582,-208.0607535866522
11,Bahamas,-256770.96249066447,0.003964140717737061,-64773.422734913096
12,Bahrain,-9128735.14000608,18.491925877530583,-493.660595465524
13,Bangladesh,-2773978.3682539416,0.8887378544041843,-3121.2560087402094
14,Barbados,-7768026.657174502,4.812013490419755,-1614.2986034099608
15,Belarus,-28306040.14368953,287.71935800356835,-98.38072884667869
16,Belgium,-469888349.4799026,9645.390682251498,-48.7163625569408
17,Benin,-10151917.76007788,21.3586699157017,-475.30664597306026
18,Bermuda,-10218589.367185008,15.746422986523672,-648.9467084639112
19,Bolivia (Plurinational State of),-30922006.01048766,245.26859731187318,-126.0740524852782
20,Bosnia Herzegovina,-12017088.754671946,31.189092441121648,-385.29780170287563
21,Botswana,-18334519.291069023,84.66049496323595,-216.5652267805762
22,Brazil,-71755296.50514868,6421.491910815084,-11.174240737467617
23,Brunei Darussalam,-7448177.280739069,7.8254769757122125,-951.7857255034854
24,Bulgaria,-17530484.376434058,62.94887931356195,-278.48763262505327
25,Burkina Faso,-17368402.745324247,70.10048309768808,-247.76438018437932
26,Burundi,-12664910.47198583,30.88794158920469,-410.02766194080755
27,C?te d'Ivoire,-13684790.538491208,39.66042912804107,-345.04897802065545
28,Cabo Verde,-3164723.5419531567,0.8385342821429048,-3774.1134850987737
29,Cambodia,-18868602.800762933,89.82385600981513,-210.06226674015358
30,Cameroon,-6206273.662509372,6.895549607972924,-900.0404631029581
31,Canada,-70192730.5659788,11218.08617568283,-6.25710388266885
32,Cayman Isds,-2622284.7624550825,0.19734986383647074,-13287.492129348395
33,Chile,-19737872.979639728,59.27042061760562,-333.01388405832927
34,Colombia,-42590301.776720025,701.1031443569527,-60.747554934707324
35,Comoros,-1742794.4180133734,0.17624469117635122,-9888.49313066415
36,Congo,-11094017.972230542,25.998655725106936,-426.7150613297685
37,Costa Rica,-26506529.568527177,152.63655152732292,-173.65781199388755
38,Croatia,-16134253.37321428,52.05294931617537,-309.95848621781334
39,Cyprus,-11955480.593882414,22.367555295448184,-534.5009964640777
40,Czechia,-38531903.336453415,519.050236291137,-74.23540274595067
41,Denmark,-82307226.44717707,6891.507133006289,-11.943283937554616
42,Dominican Rep.,-26237713.339944236,144.33177871044597,-181.7875008149213
43,Ecuador,-25425285.84194253,131.7771224370365,-192.9415772004796
44,Egypt,-31360466.73365492,362.00485407836965,-86.62996194759798
45,El Salvador,-20470800.891262323,86.83889218338686,-235.73309581186237
46,Estonia,-12107145.462297864,27.52413151167798,-439.8738415110764
47,Eswatini,-4782161.953475869,2.3914715477888833,-1999.673363413995
