,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Hydro,0.0
11,Afghanistan,NCA,Hydro,-2429.119289629733
7,Afghanistan,NMC111,Hydro,-6061.639898452175
10,Afghanistan,NMC523,Hydro,-5252.537939544087
8,Afghanistan,NMC622,Hydro,-8383.386852159127
9,Afghanistan,NMC811,Hydro,-24573.138763746992
18,Albania,LFP,Hydro,-849.6819007780238
23,Albania,NCA,Hydro,-466.9233541664054
19,Albania,NMC111,Hydro,-672.6535683013822
22,Albania,NMC523,Hydro,-624.0712436747613
20,Albania,NMC622,Hydro,-998.7918135373333
21,Albania,NMC811,Hydro,-1417.8660365695248
258,Algeria,LFP,Hydro,-1053.062466633683
263,Algeria,NCA,Hydro,-79.85975091395912
259,Algeria,NMC111,Hydro,-99.93367222975799
262,Algeria,NMC523,Hydro,-161.92888280373796
260,Algeria,NMC622,Hydro,-375.0620115611652
261,Algeria,NMC811,Hydro,-841.7166588888043
24,Andorra,LFP,Hydro,-23844.562189527926
29,Andorra,NCA,Hydro,-1705.606578004556
25,Andorra,NMC111,Hydro,-2224.1241622468874
28,Andorra,NMC523,Hydro,-3345.5892168296064
26,Andorra,NMC622,Hydro,-7122.44915174505
27,Andorra,NMC811,Hydro,-16833.80756956872
12,Angola,LFP,Hydro,0.0
17,Angola,NCA,Hydro,-181.0728888613132
13,Angola,NMC111,Hydro,-328.57584188500886
16,Angola,NMC523,Hydro,-368.402308429721
14,Angola,NMC622,Hydro,-663.9577317809112
15,Angola,NMC811,Hydro,-2180.707101876674
36,Argentina,LFP,Hydro,-428.7639083590407
41,Argentina,NCA,Hydro,-19.070587648870767
37,Argentina,NMC111,Hydro,-37.18110696541991
40,Argentina,NMC523,Hydro,-43.598008566760996
38,Argentina,NMC622,Hydro,-83.64998441655312
39,Argentina,NMC811,Hydro,-132.86073839702172
42,Armenia,LFP,Hydro,0.0
47,Armenia,NCA,Hydro,-232.2710548694933
43,Armenia,NMC111,Hydro,-512.0962467535005
46,Armenia,NMC523,Hydro,-484.09144444101264
44,Armenia,NMC622,Hydro,-818.0582381004882
45,Armenia,NMC811,Hydro,-1238.7458344430377
0,Aruba,LFP,Hydro,0.0
5,Aruba,NCA,Hydro,-392.97431041076993
1,Aruba,NMC111,Hydro,-796.7156086423303
4,Aruba,NMC523,Hydro,-819.7520781594477
2,Aruba,NMC622,Hydro,-1468.9207276158158
3,Aruba,NMC811,Hydro,-1888.9709293640008
48,Australia,LFP,Hydro,-100.04245253234006
53,Australia,NCA,Hydro,-4.266707983749665
49,Australia,NMC111,Hydro,-22.474230101732342
52,Australia,NMC523,Hydro,-19.43220768811604
