,HUN,IND,JPN,KOR,NOR,RUS,YUG,SWE,CHE,THA,Virtual_Demand
ABW,0.0,0.0,21.285344420709244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,0.0,1321.3365549753996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,0.0,0.0,0.0,68879.61555897535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.995943218871368,0.0,0.0
ARE,0.0,1730.3678541422496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15049.890379330483
ARM,0.0,25.147819169745564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,0.0,0.0,0.0,18653.345786464797,0.0,18422.65441944222,0.0,0.0,0.0,0.0,0.0
AZE,0.0,17268.77925580992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDI,0.0,3260.007708909117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEN,0.0,150.1017375780072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFA,0.0,25253.742288123238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD,0.0,0.0,0.0,5.402903095871406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGR,0.0,0.0,0.0,140525.07257056615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHR,0.0,4.574326314765634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIH,0.0,0.0,0.0,0.0,0.0,0.0,2296.7715795109016,0.0,0.0,0.0,0.0
BLR,0.0,0.0,0.0,45162.304980764784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMU,0.0,0.0,0.0,3.177787374928353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOL,0.0,0.0,21018.371656990425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRN,0.0,0.0,0.0,78.61029020188845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BWA,0.0,1627.109650284505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHL,0.0,0.0,64351.74318128988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIV,0.0,1809.823191118206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMR,0.0,2.1980357471110126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
