year,policy_scenario,target_region,target_share_of_max,target_constraint_li_t,solver_target_constraint_li_t,max_target_recovered_lithium_t,global_recovered_lithium_t,target_recovered_lithium_t,target_max_attainment_pct,route_modeled_cost,processed_scrap_t,solver_method,draw_id,random_seed,solve_status,solve_message,direct_cost_multiplier,direct_recovery_efficiency,hydro_cost_multiplier,hydro_recovery_efficiency,pyro_cost_multiplier,pyro_recovery_efficiency
2030,reference_policy,Germany,0.95,4219.167691039249,4219.163471871558,4441.229148462367,71609.35984021363,4219.163471871558,94.999905,7424680.344611991,4553741.048207439,highs,0,20260507,success,,1.0,0.97,1.0,0.95,1.0,0.35
2030,reference_policy,Germany,1.0,4441.229148462367,4441.224707233219,4441.229148462367,71700.92713400432,4441.224707233219,99.99990000000001,7567914.989994027,4553741.048207439,highs,0,20260507,success,,1.0,0.97,1.0,0.95,1.0,0.35
