,country,total_costs,scrap,unit_cost,collection_scenario,recovery_efficiency_scenario
0,Argentina,116959895.49550493,13473.322793960207,8.680850097938384,baseline,baseline
1,Australia,297557672.167591,105809.03898409697,2.812214107835472,baseline,baseline
2,Belgium,228031163.09729773,45130.93798096328,5.052657296719242,baseline,baseline
3,Brazil,631620994.4085983,1891356.4645403111,0.33395132342866524,baseline,baseline
4,Canada,580209888.3773829,1159547.6411302092,0.5003760671806923,baseline,baseline
5,China,271281367.611963,15764994.053395621,0.017207831902323598,baseline,baseline
6,Czechia,137214166.33841956,14154.669121657387,9.693915495945763,baseline,baseline
7,Finland,222366628.3601096,45350.507148947545,4.903288680538385,baseline,baseline
8,France,439509147.6823946,243090.97110086528,1.8080027641175942,baseline,baseline
9,Germany,480467464.18871725,301996.99160858203,1.5909677166964982,baseline,baseline
10,Hungary,402051066.94650286,219728.64140349693,1.8297617660512433,baseline,baseline
11,India,243500054.92308152,16246208.588532241,0.0149881157561255,baseline,baseline
12,Italy,390246704.0497725,191280.94608574192,2.0401755221079045,baseline,baseline
13,Japan,409819305.60730654,2534704.013031408,0.16168329852335636,baseline,baseline
14,Korea,597257644.493402,10611075.523334198,0.05628624951165483,baseline,baseline
15,Netherlands,262314598.25236815,67814.78076439635,3.8681036095022927,baseline,baseline
16,Norway,401912778.787321,205619.9382698417,1.9546391374744887,baseline,baseline
17,Paraguay,86256757.51077914,5521.72321492601,15.621347567298331,baseline,baseline
18,Poland,327821123.58106583,130789.99042250107,2.5064695128585894,baseline,baseline
19,Romania,136605875.08118105,14154.669121657389,9.650940894984743,baseline,baseline
20,Russian Federation,134378132.0848074,135546.8649746107,0.9913776472069477,baseline,baseline
21,Serbia,86602318.03835541,5226.354817742899,16.5703097203332,baseline,baseline
22,Slovakia,137044999.20005044,14154.669121657387,9.681964164769093,baseline,baseline
23,Spain,354421360.3601216,152848.98015546135,2.318768237770659,baseline,baseline
24,Sweden,438852583.270984,241314.77549446572,1.8185897750013593,baseline,baseline
25,Switzerland,331436367.0045701,120939.1498242325,2.740521720933749,baseline,baseline
26,Thailand,132467449.47028548,237007.30134372998,0.5589171671895833,baseline,baseline
27,Turkey,313254449.7620775,141546.69121657388,2.213082107887508,baseline,baseline
28,USA,1106867148.078216,8286238.8896370195,0.1335789569695477,baseline,baseline
29,United Kingdom,398592467.75339395,238399.1723608895,1.671954075201248,baseline,baseline
30,Uruguay,63456887.918504775,2245.3307861774706,28.261710171682985,baseline,baseline
31,Viet Nam,115679774.77846244,84928.0147299443,1.3620920628640993,baseline,baseline
