From Region,To Region,Amount Transported,Remaining Storage
Brazil,China,0.010000000000000002,240.18719564584583
Czechia,China,0.004,240.19519564584584
Romania,Germany,0.001,6.994756526799404
Serbia,Germany,0.005,6.984756526799404
Slovakia,China,0.004,240.18919564584584
Turkey,Germany,0.19500000000000015,6.794756526799404
Viet Nam,China,0.5230000000000004,239.67219564584585
