Australia,Belgium,Brazil,Canada,Czechia,Finland,France,Germany,Hungary,India,Italy,Japan,Korea,Netherlands,Norway,Poland,Romania,Russian Federation,Serbia,Slovakia,Spain,Sweden,Switzerland,Thailand,Turkey,USA,United Kingdom,Viet Nam,Year
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
0.0,1.8163517612899968e-07,6.203361421230008e-09,2.067787140410002e-09,2.47122688610884e-09,0.0,2.900396621996408e-06,8.937603904760305e-07,6.697386874983817e-10,9.305042131845009e-07,7.236576064822053e-07,4.9626891369840044e-06,1.3647395126706016e-07,4.670618814745708e-07,7.464711576880109e-07,5.4778862642079296e-08,1.0725241283829861e-09,0.0,0.0,2.47122688610884e-09,2.1911545056831718e-07,1.1532392135174585e-08,0.0,0.0,0.0,1.1029005957407557e-05,1.0421647187666413e-06,0.0,2011
5.1442096749024236e-08,2.287151938849376e-06,5.6074358932701844e-08,5.656576849745168e-07,3.615698850856058e-08,6.870958465720262e-08,3.486185035420193e-05,1.2022769127488075e-05,9.7708387415674e-09,9.416291039825546e-06,6.622980952232017e-06,5.689862247845551e-05,1.4520198065191152e-06,6.174408737292937e-06,8.512488887675678e-06,5.727152076973292e-07,1.569230360962884e-08,0.0,0.0,3.605280663744478e-08,2.835956869069792e-06,5.312620699136296e-07,4.629788707412181e-07,0.0,0.0,0.00014164080888502223,1.0396975619621976e-05,0.0,2012
1.3578948867162515e-06,1.536381735360712e-05,9.092028103874051e-07,1.1805197131830675e-05,2.943382265722516e-07,1.1646171620979878e-06,0.0002031841822731704,7.765992964028115e-05,7.898899161858824e-08,4.0620747217495365e-05,2.7716641655183004e-05,0.000367342185152398,8.343278276690246e-06,4.975566386503079e-05,5.594389954426956e-05,2.7117263885265595e-06,1.2774417908720275e-07,3.421553098411855e-05,8.208023909496938e-07,2.914565388533758e-07,1.704419020949678e-05,7.898422456723484e-06,7.111344857065488e-06,4.935227554538268e-05,7.827287631303369e-05,0.0009901724059373028,5.447094855839687e-05,0.0,2013
1.034991384503332e-05,7.120928060634432e-05,7.493283252370105e-06,8.724600726891618e-05,1.469610297679175e-06,8.715811565943292e-06,0.0008820849574805264,0.0003675040162125487,3.924093109238088e-07,0.00011366534992048998,9.450390479615906e-05,0.0017014898105936383,3.582195524729063e-05,0.000426795282185865,0.000277253669045402,8.92837762230726e-06,6.378178031491349e-07,0.00033936530669816,8.122898211904217e-06,1.4479265684001603e-06,7.102201322130395e-05,6.042796690186894e-05,4.566264346016884e-05,0.0004539603930223679,0.0006847944826236522,0.005134297926901386,0.00022260657359968782,4.1803347185048776e-05,2014
4.4430154303900386e-05,0.0002484199873292654,3.0350158856958098e-05,0.0003572605562931355,5.077358036489775e-06,4.122696207581714e-05,0.003153607772184045,0.0014657008864679415,1.3510584862598304e-06,0.0002477796204414553,0.0002951189508270525,0.005488402716700986,0.00011420710402086405,0.002431415918275401,0.0010402518053088557,2.5121793245138163e-05,2.2035973439691304e-06,0.0014799670896107327,3.5643279844255635e-05,4.985186190186857e-06,0.0002479659270307994,0.00031366085324328245,0.00017980404343622788,0.0017787246707188387,0.0025426851368911584,0.019613393534134656,0.000731418242456816,0.0007758407850733754,2015
0.000159058442907791,0.0007567794507639092,8.125852416583243e-05,0.0010958880817056997,1.5093979245787978e-05,0.0001456733731135231,0.009192832206181863,0.004893491631298964,4.00812089327978e-06,0.0004610566513396952,0.0008164612257169921,0.013677467214728787,0.00032029123083870557,0.008758622847442719,0.00339097701258572,6.808553592915079e-05,6.550858209506641e-06,0.004397549079802388,0.0001098546807920025,1.4789314547804888e-05,0.0007527682733921519,0.001261290228143367,0.0005725184079845069,0.004822746180623542,0.006800652081750077,0.056460547650543626,0.002302062253622097,0.005227875514325882,2016
0.0004849907373495513,0.002093994458729919,0.00016923977058914846,0.002870655897476512,3.8701268765715894e-05,0.0004157965898106739,0.022537280425187604,0.013597541294589848,1.029219427159277e-05,0.0007655763786169994,0.0019871951387483455,0.028233728609288345,0.0008838095315973476,0.02430663681664019,0.009963287239333414,0.00017111458104679639,1.6796533245728447e-05,0.010266553104086723,0.00028182328126894835,3.797652379320986e-05,0.0019506992438606825,0.004014971297995404,0.0016343516210545154,0.010565427295569627,0.01500044940445444,0.13208217790668111,0.0070734136717402986,0.019342977069403213,2017
0.001209754512050068,0.005351333911910483,0.00029600467507557226,0.006674751007258689,8.735064653973667e-05,0.0010380226193401356,0.04760141716107514,0.03198400534802646,2.3351620099394786e-05,0.0011930853536485007,0.0042758477460799645,0.05016880154881897,0.0023414405754884327,0.05385983707680948,0.02536830553571815,0.00040153523484906203,3.791059273850712e-05,0.0201679587808594,0.0006390583352045839,8.616368219577191e-05,0.0044226539572293205,0.010479308350818457,0.004032434241844015,0.019916681271514,0.028662852464894906,0.26511308746584117,0.019068603910128015,0.051927614957762123,2018
0.002563202707306237,0.012519796331809203,0.00045661259373042313,0.014234424466101863,0.00018356689807068165,0.002426383310721713,0.08883214995386494,0.06694486212923913,4.945454357825956e-05,0.0018698509997623354,0.008364700708305558,0.07967971583315848,0.0063436137251209074,0.09841955322107063,0.056073985006445295,0.0009000025757692486,7.966889987314384e-05,0.034538125522034065,0.0012595203294001234,0.00018247922661796591,0.009184731794280027,0.02363215190487556,0.008635545662951669,0.03338393213839123,0.0484806238729147,0.47454044736069756,0.04407608096680922,0.11373484687781203,2019
0.0048461009074116665,0.02631505646651144,0.0006710401676560227,0.029012610982292682,0.00037717287731837073,0.0054753605979938665,0.15029205885026772,0.12899559608357394,0.00010227629573508741,0.003037766744988272,0.015582563444103192,0.11650504523290124,0.017444876930505917,0.15400547205685924,0.10891332910839781,0.0019389029917913376,0.00016369480834378225,0.05298036740898318,0.0021641461258299147,0.0003773829055272807,0.018131581805539962,0.047950424211961266,0.01635175233767301,0.0507054441715765,0.07397265372216348,0.7918599691195116,0.08851255335407188,0.21351602453737115,2020
0.00863613842249798,0.050574594517145195,0.0011164505959673483,0.05678219939149585,0.0007914223889326394,0.012038208506389928,0.23980130793807572,0.24205829223652545,0.00021493493226357448,0.00503507893823298,0.02979901975056211,0.16069288390536335,0.0428226428601058,0.21687853140678798,0.18905771778045374,0.004173439896222735,0.00034348105090799627,0.074636787898205,0.0032788605927681325,0.0007930749608592842,0.03521800182521144,0.09133329811880653,0.02849600795147046,0.0716409999985931,0.10407866428188141,1.2589706842418704,0.15943905551984586,0.3554662742962716,2021
0.01511970663958927,0.09264104649250585,0.0024807634459989712,0.10662187905338026,0.0017102119151214442,0.025978637066972045,0.38512831320012414,0.4791801030811066,0.00046309529467752767,0.008727460925086193,0.0638927147570744,0.21282814294493718,0.09367371973202583,0.2928305787707363,0.3016932481855123,0.009403913453027686,0.0007422400403323543,0.0990080467275681,0.004424580735531757,0.0017087463579448174,0.06925053052024423,0.17055201168984946,0.04877015106999152,0.09766877528548056,0.13853910195035724,1.9188287117172018,0.27486264439139374,0.5395138091895657,2022
0.027622086442774467,0.16715382954321295,0.009683624595559777,0.1942070667554918,0.0038372905637706367,0.054258838753731296,0.6587454240045305,1.0159039953445475,0.001042962917773529,0.016712671920162746,0.16117746880859732,0.2730357491783413,0.19036794217307662,0.4068394677728455,0.4551725442812691,0.023644973463807083,0.0016737877271590256,0.12665488226059599,0.005420672532380093,0.0038437241239074843,0.13991710990469072,0.3157130497668577,0.08633820363494488,0.12956751595019467,0.17968084324783135,2.8305817703127802,0.48378766622351477,0.7573100580765111,2023
0.05393653569847063,0.3037893096908179,0.047041585605813716,0.3505738158806777,0.009189390260039775,0.10629731617768802,1.2176170837676874,2.202297801010113,0.0025558321787078663,0.03565668166026719,0.45977063643233723,0.3420554434922119,0.3730267685980484,0.606947176797184,0.6581497549666877,0.06841872833731162,0.00407626776658467,0.16036468446163168,0.006316051785261414,0.009381846142075772,0.2961413442669967,0.568302634317722,0.1596195230605578,0.16891670218872656,0.23646256636009094,4.126371066494052,0.8948910236445021,0.9966517300184145,2024
0.10790383879835141,0.551214913485562,0.18614671680371092,0.630824890156423,0.022233053322667284,0.19134063874664864,2.3199221124206555,4.562770467455059,0.006355842714076024,0.07862571619051346,1.2557194825869349,0.42686314594284697,0.7118622612785358,0.9477411736041907,0.9100748300588192,0.1947735550791817,0.010046370142327692,0.2068272307055331,0.007576950068688785,0.023154558526701362,0.6347150574615338,0.9674246898383133,0.296388211973717,0.22116062975995146,0.32640519565898163,6.103040268848374,1.6874473113453508,1.2453597570144994,2025
0.21022072491347207,0.96453906822515,0.6421491910815084,1.1218086175682835,0.0519050236291137,0.3143412811373005,4.272206910531035,8.576761579724787,0.01505895366392542,0.16795296822883896,3.003657043573417,0.5471322519039198,1.3126138529804112,1.4580190655985432,1.1872179450108733,0.5015113844621266,0.023693464765674615,0.2771621648175069,0.009946242049683356,0.053945271315867356,1.31141403881806,1.5196970551699223,0.5254826940034489,0.2948902815622021,0.4698649949238136,9.340661720053419,3.074996317176502,1.5002310600623225,2026
0.38819764334705603,1.5742037404494649,2.0410872744269413,1.9456930682118332,0.11526806709249267,0.47189182311436517,7.293364411131293,14.306213175881886,0.03342672487522761,0.3389165521958673,6.161286660557175,0.7330429576550266,2.3029967264668283,2.1257815259544652,1.4333160674127043,1.1519293637543533,0.05276634377641989,0.38435901593541055,0.01401806105720913,0.11581727500723155,2.5263932317564413,2.171146127317948,0.8613608987554436,0.39895909571617133,0.6802489181779803,14.751621721151967,5.215080016071594,1.78859481184107,2027
0.6739755361057586,2.348648941451753,5.909499274682197,3.2538361669470537,0.2441056086374439,0.6519106145858993,11.330346477254706,21.054725695212415,0.0698884024052577,0.6466239010934832,10.86298325528336,1.0088475664692784,3.7843656030458863,2.9125571582123198,1.5772678128071826,2.3624002052966406,0.11184530241559716,0.5378564690799167,0.01996609731588374,0.2281906157424804,4.459982715663757,2.807109049646008,1.2891823184689613,0.5434259864937039,0.9601578088617544,23.39977238644335,8.099358205473077,2.1778777994694445,2028
1.1018673221938302,3.1770530496095786,14.964977694709384,5.216144403282243,0.49655249130696977,0.8403472136207978,15.92791239065158,27.350151435312256,0.13912837277545623,1.182577371525052,16.569828276458402,1.3756771752792034,5.764449926735571,3.7630756419488187,1.5853285194818767,4.330759112676378,0.2289167789038845,0.7392242885873361,0.02763612875009477,0.41278409765661156,7.160142536899392,3.296264639117452,1.760906170936975,0.7422663207510656,1.3074829059437079,36.097179443987756,11.493963914758035,2.7404792854995015,2029
1.7069841698260353,3.8961863471826232,32.36759582989684,8.02925076671006,0.9748602597215024,1.0313159741096796,20.285576585386092,31.49797587154322,0.26560556998121726,2.1098025877693307,22.000242721065185,1.8141930614477584,8.124144300153889,4.593900012393363,1.5053079902205158,7.106499772815068,0.45838146355806286,0.9838145883602265,0.03680382489039443,0.6860655778510822,10.436053380796213,3.5597465058622335,2.208216524739064,1.0061686414123152,1.7245056437458672,53.099024516762505,14.985272777956675,3.483287725531919,2030
