,HUN,IND,JPN,KOR,NOR,RUS,YUG,SWE,CHE,THA,Virtual_Demand
ABW,0.0,0.0,2.3934939847090675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,0.0,2864.732046632056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,0.0,0.0,0.0,55872.888988893435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.60562482035333,0.0,0.0
ARE,0.0,314.62346625876586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27801.030154837536
ARM,0.0,4.062551505361076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,0.0,0.0,0.0,0.0,0.0,35529.670307918364,0.0,0.0,0.0,0.0,0.0
AZE,0.0,68998.58921861993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDI,0.0,11635.995145574885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEN,0.0,557.839077732555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFA,0.0,142541.06303830628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD,0.0,0.0,0.0,6.343147459492155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGR,0.0,0.0,0.0,121006.73525692282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHR,0.0,2.9002938305024912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIH,0.0,0.0,0.0,0.0,0.0,0.0,7724.499527845957,0.0,0.0,0.0,0.0
BLR,0.0,0.0,0.0,123827.46899446068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMU,0.0,0.0,0.0,2.1305094150055877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOL,0.0,0.0,55952.35340366473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRN,0.0,0.0,0.0,116.42033653791891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BWA,0.0,2692.3262305937983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHL,0.0,0.0,144353.4511722839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIV,0.0,4657.077097824679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMR,0.0,1.589371795841559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
