,country,total_costs,scrap_sum,unit_cost
0,Argentina,78973494.17202702,3164.0,24.9600171213739
1,Australia,134891140.63332444,12000.0,11.24092838611037
2,Belgium,127984645.9643056,9000.0,14.220516218256178
3,Brazil,383182751.79251724,316683.00000000006,1.2099883852070277
4,Canada,276624467.5948282,107000.0,2.5852753980825063
5,Czechia,52780606.671608225,1000.0000000000002,52.78060667160821
6,Finland,114492766.30372852,6999.999999999998,16.356109471961222
7,France,327555128.9698067,94000.0,3.484629031593688
8,Germany,434939290.5989512,189000.0,2.3012660878251388
9,Hungary,341548810.44223565,114999.32824159578,2.97000700495132
10,India,485914738.3055693,345999.1149604643,1.4043814486666895
11,Italy,325875252.08547986,96999.99999999999,3.359538681293607
12,Japan,261622205.02386683,265999.3439482603,0.9835445499247364
13,Korea,382477010.36905783,1114999.002827468,0.34302901563064564
14,Netherlands,206295621.44695008,30000.0,6.876520714898336
15,Norway,399743159.6687786,164999.5922481165,2.422691803187421
16,Paraguay,40418008.89847202,439.00000000000006,92.06835739970846
17,Poland,286999985.7712549,74000.00000000003,3.8783781860980375
18,Romania,53028195.24975276,1000.0000000000001,53.028195249752756
19,Russian Federation,246372713.45355868,50999.44167893489,4.830890404734017
20,Serbia,51102303.77440539,999.0657880460118,51.150088798808795
21,Slovakia,52884233.40141592,1000.0000000000001,52.88423340141591
22,Spain,332999294.2047279,103999.99999999999,3.2019162904300766
23,Sweden,411663977.3126893,164999.23617077735,2.494944745602393
24,Switzerland,298858739.20090234,72999.32146791153,4.093993385024439
25,Thailand,229146334.84704465,50999.08980309672,4.4931455783183525
26,Turkey,122586895.82910222,10000.0,12.258689582910222
27,USA,498162569.4392137,606000.0,0.8220504446191645
28,United Kingdom,357690418.6814809,143000.00000000003,2.5013315991711944
29,Uruguay,32456162.999371868,231.00000000000003,140.50287012715094
30,Viet Nam,93180817.99599981,5000.0,18.63616359919996
