,country,type,recycling_m,scrap_sum,unit_cost,net_profit
0,Argentina,LFP,Direct,114.84957335145684,31.963299093585366,-28.685836540050765
1,Argentina,LFP,Hydro,114.84957335145684,61.9320032373853,-60.361255980268965
2,Argentina,LFP,Pyro,114.84957335145684,74.39981942730908,-73.62776073358062
3,Argentina,NCA,Direct,1638.6374326239218,8.899958846211657,1.6383819621566027
4,Argentina,NCA,Hydro,1638.6374326239218,9.336380041763192,-0.8982643816415519
5,Argentina,NCA,Pyro,1638.6374326239218,12.912330266725967,-7.887880172018293
6,Argentina,NMC111,Direct,451.17801415020045,16.55093008195748,-11.223223386982191
7,Argentina,NMC111,Hydro,451.17801415020045,23.383820625324546,-15.291666912568164
8,Argentina,NMC111,Pyro,451.17801415020045,30.20368603564668,-25.66144659844966
9,Argentina,NMC523,Direct,512.1053888063902,15.572594658361428,-15.470470415489501
10,Argentina,NMC523,Hydro,512.1053888063902,21.367568905414114,-13.856659181588375
11,Argentina,NMC523,Pyro,512.1053888063902,27.785271959307373,-23.593983030984404
12,Argentina,NMC622,Direct,251.24563220297446,21.934143499156097,-13.359914667642915
13,Argentina,NMC622,Hydro,251.24563220297446,35.47358913478614,-27.512671392340497
14,Argentina,NMC622,Pyro,251.24563220297446,44.41983045959078,-39.844951054973116
15,Argentina,NMC811,Direct,195.98395886505628,24.7179144574507,-14.406689498622468
16,Argentina,NMC811,Hydro,195.98395886505628,42.33494731631699,-34.58193345439501
17,Argentina,NMC811,Pyro,195.98395886505628,52.318383727592554,-47.7859232174251
18,Brazil,LFP,Direct,20451.767327143454,2.6428598640277756,0.642452050052225
19,Brazil,LFP,Hydro,20451.767327143454,1.5481207527810632,0.025421062790937032
20,Brazil,LFP,Pyro,20451.767327143454,2.4474919269898714,-1.6701581638378715
21,Brazil,NCA,Direct,211290.94837939754,0.8595096667386117,9.68737804373639
22,Brazil,NCA,Hydro,211290.94837939754,0.29367925259841504,8.152275858621588
23,Brazil,NCA,Pyro,211290.94837939754,0.5254478904910217,4.505315904072979
24,Brazil,NMC111,Direct,53589.13300880585,1.6628101618950806,3.673808855756919
25,Brazil,NMC111,Hydro,53589.13300880585,0.7798330914983768,7.320734463923625
26,Brazil,NMC111,Pyro,53589.13300880585,1.297437068955225,3.2506296722847754
27,Brazil,NMC523,Direct,66462.47040325562,1.4992280710833357,-1.3884052497033357
28,Brazil,NMC523,Hydro,66462.47040325562,0.6690260795608162,6.8501008992927845
29,Brazil,NMC523,Pyro,66462.47040325562,1.1258544634844565,3.071451083869543
30,Brazil,NMC622,Direct,32926.99760853148,2.101791293364193,6.481076152640809
31,Brazil,NMC622,Hydro,32926.99760853148,1.1030045206515189,6.866061065297281
32,Brazil,NMC622,Pyro,32926.99760853148,1.788352872189915,2.792639303690085
33,Brazil,NMC811,Direct,26215.683272866125,2.345340561144522,7.974239718755478
34,Brazil,NMC811,Hydro,26215.683272866125,1.29731328318305,6.463581779325749
35,Brazil,NMC811,Pyro,26215.683272866125,2.07814212041385,2.46070479948715
36,Paraguay,LFP,Direct,18.654693278543192,76.6192921931729,-73.3339802790929
37,Paraguay,LFP,Hydro,18.654693278543192,225.84714475499322,-224.2736029394212
38,Paraguay,LFP,Pyro,18.654693278543192,246.40190154372385,-245.62456778057185
39,Paraguay,NCA,Direct,227.22034734159334,23.020656064604463,-12.473768354129461
40,Paraguay,NCA,Hydro,227.22034734159334,38.10471268677585,-29.658757575555846
41,Paraguay,NCA,Pyro,227.22034734159334,47.4610528239563,-42.4302890293923
