,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Direct,0.0
11,Afghanistan,NCA,Direct,-791.7801903073537
7,Afghanistan,NMC111,Direct,-1506.0560124868362
10,Afghanistan,NMC523,Direct,-1368.2991435022263
8,Afghanistan,NMC622,Direct,-1883.8292002460933
9,Afghanistan,NMC811,Direct,-3980.0580171653014
18,Albania,LFP,Direct,-28.567001392712804
23,Albania,NCA,Direct,-15.881473315737775
19,Albania,NMC111,Direct,-28.862283292094435
22,Albania,NMC523,Direct,-32.3123496994178
20,Albania,NMC622,Direct,-36.05822960287062
21,Albania,NMC811,Direct,-45.07249025123096
258,Algeria,LFP,Direct,-63.5525378350527
263,Algeria,NCA,Direct,-9.713876191141349
259,Algeria,NMC111,Direct,-30.665145342751906
262,Algeria,NMC523,Direct,-34.387749491889885
260,Algeria,NMC622,Direct,-39.839188030384896
261,Algeria,NMC811,Direct,-44.24226397932582
24,Andorra,LFP,Direct,-609.3829035792819
29,Andorra,NCA,Direct,-167.95790166983588
25,Andorra,NMC111,Direct,-303.6920136438887
28,Andorra,NMC523,Direct,-305.19421171538914
26,Andorra,NMC622,Direct,-418.8172947507187
27,Andorra,NMC811,Direct,-472.6791954775948
12,Angola,LFP,Direct,-219.95472495235205
17,Angola,NCA,Direct,-48.28554383562647
13,Angola,NMC111,Direct,-96.88916701719019
16,Angola,NMC523,Direct,-101.51330548151587
14,Angola,NMC622,Direct,-134.70301699591252
15,Angola,NMC811,Direct,-160.97878691780414
36,Argentina,LFP,Direct,-28.617335138311198
41,Argentina,NCA,Direct,1.6574557021546217
37,Argentina,NMC111,Direct,-11.187752645761513
40,Argentina,NMC523,Direct,-15.437096371098882
38,Argentina,NMC622,Direct,-13.312907017673808
39,Argentina,NMC811,Direct,-14.353715874608985
42,Armenia,LFP,Direct,0.0
47,Armenia,NCA,Direct,-113.58629274811919
43,Armenia,NMC111,Direct,-211.3992294282933
46,Armenia,NMC523,Direct,-208.43785958617994
44,Armenia,NMC622,Direct,-285.7778447932754
45,Armenia,NMC811,Direct,-348.4999218208436
0,Aruba,LFP,Direct,0.0
5,Aruba,NCA,Direct,-121.4908054111734
1,Aruba,NMC111,Direct,-233.45463682755397
4,Aruba,NMC523,Direct,-226.6670530442796
2,Aruba,NMC622,Direct,-315.9073634606862
3,Aruba,NMC811,Direct,-359.6270257067787
48,Australia,LFP,Direct,-26.063709560682152
53,Australia,NCA,Direct,0.31208451176413604
49,Australia,NMC111,Direct,-13.397205746499326
52,Australia,NMC523,Direct,-16.934865977091373
50,Australia,NMC622,Direct,-14.667925069008312
51,Australia,NMC811,Direct,-15.419354022978558
54,Austria,LFP,Direct,-2.106049341812841
59,Austria,NCA,Direct,6.304050640896557
55,Austria,NMC111,Direct,-0.08743514050811962
58,Austria,NMC523,Direct,-5.04655976693109
56,Austria,NMC622,Direct,1.5672950716432223
