,country,total_netprofits,scrap,net_profit
0,Angola,-13343821.412776558,682.5339169606372,-19.550415123980013
1,Argentina,15343175.178468982,9508.322838341117,1.6136573651663946
2,Aruba,-2171808.703650378,11.833661058687124,-183.5280470582726
3,Australia,683317265.1994628,97463.85802263112,7.010981086350967
4,Belgium,239198979.4606806,45948.00306223084,5.20586235568748
5,Benin,-3593545.8271292234,30.99237087659347,-115.94936836030173
6,Bermuda,-1274964.0976909234,4.9714215451394415,-256.4586579742882
7,Bolivia (Plurinational State of),13704434.942570105,9217.199867144096,1.4868327843710258
8,Botswana,-15154501.329357367,1074.1839821323597,-14.107919668727705
9,Brazil,9187229989.040802,1030475.5786868396,8.915524228869467
10,Burkina Faso,2356789.008095136,7253.765000309286,0.3249056190812147
11,C?te d'Ivoire,-14625724.000447227,933.037050237037,-15.675394665979855
12,Cabo Verde,-4521227.451220311,50.26895886222981,-89.94074183257833
13,Cameroon,-1032935.9163982047,2.838253886870066,-363.9335864830939
14,Canada,8690633919.35396,997130.2397699953,8.715645732856924
15,Chile,74927205.9639511,18374.040299916724,4.077884054945209
16,China,115638680693.65973,18760106.00624549,6.164073947938357
17,Colombia,33769802.15743925,12407.083401042186,2.7218163258741863
18,Congo,-1967907.1269014464,8.849640585007872,-222.371418138186
19,Costa Rica,-12379718.124981996,4059.3770077352306,-3.0496596155991855
20,Czechia,-5266008.127176946,7497.219847894699,-0.7023947855358273
21,Dominican Rep.,38961458.17460524,13156.63074473024,2.9613552991301266
22,Ecuador,1377011.9067246108,7105.871752001338,0.19378507729706512
23,El Salvador,-4372599.515338388,49.83421261926843,-87.74292369671593
24,Eswatini,-5667481.286245572,81.82534896548546,-69.26314837515888
25,Finland,180078066.7011781,37686.19158223285,4.778356717426333
26,France,1852039251.1012337,249484.36519603062,7.423468198682537
27,Germany,2288579527.977464,302589.37686178903,7.563317495520663
28,Ghana,-4289386.660208507,47.75793950653973,-89.81515334473634
29,Grenada,-11640976.09129832,474.6369743836948,-24.526062484731323
30,Guatemala,77695074.29601793,18729.59661593436,4.148251341938577
31,Guinea,-1930277.5129080454,8.8026073057103,-219.28474665180894
32,Guyana,-6049818.850413414,5651.9695177582935,-1.0703912735914607
33,Honduras,-16417629.457511835,1685.074670396478,-9.742968514059358
34,Hungary,1209618521.398242,167294.34354876407,7.230480694917545
35,India,36732871439.125175,3892150.340373124,9.437680517655377
36,Italy,1391488019.9042294,192745.20011341784,7.219313472322167
37,Jamaica,-2313968.156129786,14.022642176863547,-165.01655871585197
38,Japan,9377421280.192272,1059063.2766717551,8.854448536504867
39,Korea,66509877710.455246,7209480.760157954,9.225335349809308
40,Lesotho,-16642157.68670448,1867.1621528025357,-8.913075739953955
41,Mali,-14542730.360245548,914.6996661192369,-15.89891294258963
42,Mexico,529342721.46901476,74969.00310087367,7.060821133725946
43,Mozambique,-10871961.552589055,389.67239308914793,-27.900261207628855
44,Namibia,-7066336.75904184,5369.925217442761,-1.3159097143641296
45,Netherlands,420430066.62474304,70766.11830972858,5.941120929999411
46,Nicaragua,-1151331.3193518664,6645.084996777077,-0.17326058581798004
47,Niger,-10863417.16912102,4432.079032639471,-2.451088324264706
48,Nigeria,6587926501.780291,747357.5375828356,8.814959601648624
49,Norway,77606555.15801704,21002.11267218645,3.6951784979609728
50,Panama,-4138402.2807578007,44.324463894771185,-93.36609892412021
51,Paraguay,-15826720.358394245,2910.3843122021135,-5.438017340884824
52,Peru,108620437.30339454,22966.09711242913,4.729599320757454
53,Poland,1026230855.0001756,143731.1256615917,7.13993472378689
54,Romania,-4972702.431504558,7497.2198478947,-0.6632728574580811
55,Russian Federation,534659156.8368296,66250.71767730147,8.070239471836125
56,Saint Lucia,-5809362.013767357,90.98610914137409,-63.84888933695119
57,Senegal,773242677.2903557,103429.82993621244,7.4760122661637585
58,Serbia,-17131371.148847956,2389.7350381182096,-7.168732464306172
59,Slovakia,-5116875.618839951,7497.219847894701,-0.6825030774943627
60,South Africa,-16009839.99765955,1377.6390149340377,-11.62121558993893
61,Spain,1195200368.5059457,165885.78867959286,7.20495937608294
62,Sweden,1770189307.185873,245458.97794858724,7.2117521305602805
63,Switzerland,143026109.4453309,31100.910803510284,4.598775590494536
64,Thailand,579702195.7468647,71205.11292924482,8.14130013841708
65,Togo,-16772203.576554194,2206.17361727712,-7.602395135725812
66,Trinidad and Tobago,-8268038.365202285,5130.896834066012,-1.6114216739474423
67,Turkey,499276711.0192271,74972.19847894699,6.659491400127869
68,USA,53069504197.07515,5532948.247746289,9.591541764138443
69,United Kingdom,1962226703.5310607,246649.82711855066,7.955516233092387
70,Uruguay,-16166340.632270219,1272.9060460607595,-12.7003408321454
71,Viet Nam,340372026.4119247,44983.3190873682,7.566627659262805
72,Zambia,-10421977.193004955,337.88390795698496,-30.844846255098208
73,Zimbabwe,-4504877.5059102615,49.45958571911216,-91.08199028382657
