,country,total_netprofits,scrap,net_profit
0,Angola,-28756436.114262793,682.5339169606372,-42.13187857728281
1,Argentina,2456194.2496150928,9508.322838341117,0.2583204516059129
2,Aruba,-10855419.108744713,11.833661058687124,-917.3339556464412
3,Australia,618718796.5534338,97463.85802263112,6.348187000865154
4,Belgium,215896634.96707588,45948.00306223084,4.698716387623437
5,Benin,-13276751.918389952,30.99237087659347,-428.3877464959295
6,Bermuda,-6733932.014675633,4.9714215451394415,-1354.5284690773
7,Bolivia (Plurinational State of),873746.6932042995,9217.199867144096,0.09479524213409789
8,Botswana,-30585548.495412238,1074.1839821323597,-28.473286703360582
9,Brazil,8113944249.789433,1030475.5786868396,7.873980148204222
10,Burkina Faso,-10774472.257322282,7253.765000309286,-1.4853627401580944
11,C?te d'Ivoire,-30103789.446440067,933.037050237037,-32.26430230052733
12,Cabo Verde,-15240406.553586565,50.26895886222981,-303.1772867099825
13,Cameroon,-6031121.460940465,2.838253886870066,-2124.940791534118
14,Canada,7667102069.714028,997130.2397699953,7.689168138640117
15,Chile,58997748.41053052,18374.040299916724,3.210929520536532
16,China,92986147620.73087,18760106.00624549,4.956589669044222
17,Colombia,20044838.49547457,12407.083401042186,1.6155963369917234
18,Congo,-9257937.989372343,8.849640585007872,-1046.137173644788
19,Costa Rica,-25552449.86842385,4059.3770077352306,-6.294672758832969
20,Czechia,-19028412.927961547,7497.219847894699,-2.538062550387252
21,Dominican Rep.,24978530.644102074,13156.63074473024,1.8985507101890033
22,Ecuador,-10977356.360988475,7105.871752001338,-1.5448289448647523
23,El Salvador,-16117565.54161525,49.83421261926843,-323.4237022013945
24,Eswatini,-17456270.97459861,81.82534896548546,-213.33573513950785
25,Finland,156103391.46410677,37686.19158223285,4.142190678075884
26,France,1698065783.9573665,249484.36519603062,6.806301399380771
27,Germany,2098041102.761274,302589.37686178903,6.933624453443972
28,Ghana,-14448382.866530979,47.75793950653973,-302.53363138819026
29,Grenada,-27731837.348241106,474.6369743836948,-58.42746950814411
30,Guatemala,61605842.66490286,18729.59661593436,3.289224211721206
31,Guinea,-9139074.707438888,8.8026073057103,-1038.2236069431747
32,Guyana,-18433200.79926806,5651.9695177582935,-3.261376541637668
33,Honduras,-31786115.468779545,1685.074670396478,-18.863327558831948
34,Hungary,1105372993.232296,167294.34354876407,6.607354258275293
35,India,31640638890.788715,3892150.340373124,8.129346536946839
36,Italy,1276446462.5957227,192745.20011341784,6.622455250997784
37,Jamaica,-11087602.043247895,14.022642176863547,-790.6927883777653
38,Japan,8119034182.134874,1059063.2766717551,7.6662408762297956
39,Korea,57059109721.4253,7209480.760157954,7.914454815768893
40,Lesotho,-31245011.85027027,1867.1621528025357,-16.733957360571367
41,Mali,-30027531.744658437,914.6996661192369,-32.82774975971638
42,Mexico,474793792.61343664,74969.00310087367,6.3332013628963875
43,Mozambique,-24851289.802953098,389.67239308914793,-63.77482789053445
44,Namibia,-20083047.67612617,5369.925217442761,-3.7399119844149373
45,Netherlands,379282501.59169817,70766.11830972858,5.359662373053409
46,Nicaragua,-13415681.103392307,6645.084996777077,-2.0188878110511794
47,Niger,-24144006.422664072,4432.079032639471,-5.447557736416402
48,Nigeria,5812108706.110132,747357.5375828356,7.776878420077391
49,Norway,57694756.14217392,21002.11267218645,2.7470929731074305
50,Panama,-15626412.676732397,44.324463894771185,-352.54600515485976
51,Paraguay,-29558795.47152058,2910.3843122021135,-10.15632036896021
52,Peru,90638196.86769386,22966.09711242913,3.94660862156857
53,Poland,942628725.1190624,143731.1256615917,6.558278318493367
54,Romania,-18745445.057661314,7497.2198478947,-2.5003195101615217
55,Russian Federation,467839713.8799514,66250.71767730147,7.061655032308286
56,Saint Lucia,-18892385.420063667,90.98610914137409,-207.64032662072302
57,Senegal,687794016.596624,103429.82993621244,6.6498612346245025
58,Serbia,-30175613.870026585,2389.7350381182096,-12.627179745327872
59,Slovakia,-18855490.639039923,7497.219847894701,-2.514997695356999
60,South Africa,-31204540.427773386,1377.6390149340377,-22.650738030432073
61,Spain,1097136704.0302317,165885.78867959286,6.613807685173941
62,Sweden,1580401157.0797145,245458.97794858724,6.43855511127704
63,Switzerland,116869095.50903668,31100.910803510284,3.757738679982515
64,Thailand,507429374.3965291,71205.11292924482,7.126305310417134
65,Togo,-30875371.473749876,2206.17361727712,-13.994987172340746
66,Trinidad and Tobago,-20908975.80493448,5130.896834066012,-4.075111326759035
67,Turkey,443873503.6780169,74972.19847894699,5.9205080374248515
68,USA,44740995545.62645,5532948.247746289,8.086284841693685
69,United Kingdom,1748338752.6862888,246649.82711855066,7.0883437183435
70,Uruguay,-32102220.77617083,1272.9060460607595,-25.21963099752493
71,Viet Nam,295966012.8826948,44983.3190873682,6.579461428976796
72,Zambia,-24739771.017658267,337.88390795698496,-73.21973741586953
73,Zimbabwe,-15211876.820961023,49.45958571911216,-307.561751676437
