policy_scenario,source_iso3,destination_iso3,baseline_policy,comparison_policy,delta_route_value
reference_policy,AUT,KOR,525.8931029349964,0.0,-525.8931029349964
reference_policy,AUT,RUS,0.0,525.8931029349964,525.8931029349964
reference_policy,BRA,CHN,22160.11062835556,14589.926026896603,-7570.184601458957
reference_policy,CZE,KOR,2615.710615254282,0.0,-2615.710615254282
reference_policy,CZE,RUS,0.0,2558.077198403991,2558.077198403991
reference_policy,DNK,CHN,0.0,371.6301101031556,371.6301101031556
reference_policy,DNK,KOR,371.6301101031556,0.0,-371.6301101031556
reference_policy,GRC,CHN,0.0,533.8795410861071,533.8795410861071
reference_policy,GRC,KOR,533.8795410861071,0.0,-533.8795410861071
reference_policy,IND,CHN,347711.61136358697,239693.3857674071,-108018.22559617987
reference_policy,IRL,CHN,0.0,363.75445916387616,363.75445916387616
reference_policy,IRL,KOR,363.75445916387616,0.0,-363.75445916387616
reference_policy,ISL,CHN,0.0,21.378932417483043,21.378932417483043
reference_policy,ISL,KOR,21.378932417483043,0.0,-21.378932417483043
reference_policy,LUX,CHN,0.0,48.995524358199674,48.995524358199674
reference_policy,LUX,KOR,48.995524358199674,0.0,-48.995524358199674
reference_policy,NZL,CHN,0.0,325.33872906026363,325.33872906026363
reference_policy,NZL,KOR,325.33872906026363,0.0,-325.33872906026363
reference_policy,PRT,CHN,0.0,557.1132965110264,557.1132965110264
reference_policy,PRT,KOR,557.1132965110264,0.0,-557.1132965110264
reference_policy,ROM,CHN,4935.398170349164,5080.62132354459,145.22315319542668
reference_policy,SEN,CHN,143.04290726641165,6871.615629378947,6728.572722112535
reference_policy,SEN,RUS,7814.050437016951,1085.477714904416,-6728.572722112535
reference_policy,TUR,CHN,0.0,9431.514467644485,9431.514467644485
reference_policy,TUR,KOR,11447.989294676143,0.0,-11447.989294676143
reference_policy,VNM,CHN,1898.2547155149537,1060.5625585200055,-837.6921569949482
strict_policy,ABW,CAN,0.0,0.0351635123476989,0.0351635123476989
strict_policy,ABW,CHN,0.0351635123476989,0.0,-0.0351635123476989
strict_policy,AFG,CHN,0.0012139834584811583,0.0,-0.0012139834584811583
strict_policy,AFG,KOR,0.0,0.0012139834584811583,0.0012139834584811583
strict_policy,AGO,CHN,37.89401948362834,0.0,-37.89401948362834
strict_policy,AGO,KOR,0.0,37.89401948362834,37.89401948362834
strict_policy,ALB,CHN,716.8385084292795,0.0,-716.8385084292795
strict_policy,ALB,RUS,0.0,716.8385084292795,716.8385084292795
strict_policy,AND,POL,0.0,0.3258064316060228,0.3258064316060228
strict_policy,AND,RUS,0.3258064316060228,0.0,-0.3258064316060228
strict_policy,ARE,CHN,4.215408571132482,0.0,-4.215408571132482
strict_policy,ARE,KOR,0.0,4.215408571132482,4.215408571132482
strict_policy,ARG,CAN,0.0,363.7404928498543,363.7404928498543
strict_policy,ARG,RUS,363.7404928498543,0.0,-363.7404928498543
strict_policy,ARM,CHN,0.0493930755357357,0.0,-0.0493930755357357
strict_policy,ARM,JPN,0.0,0.0493930755357357,0.0493930755357357
strict_policy,AUT,KOR,525.8931029349964,0.0,-525.8931029349964
strict_policy,AUT,POL,0.0,525.8931029349964,525.8931029349964
strict_policy,AZE,CHN,985.8117275074743,0.0,-985.8117275074743
strict_policy,AZE,JPN,0.0,985.8117275074743,985.8117275074743
strict_policy,BDI,CHN,168.89052381525022,0.0,-168.89052381525022
strict_policy,BDI,KOR,0.0,168.89052381525022,168.89052381525022
strict_policy,BEN,CHN,6133.070760599016,0.0,-6133.070760599016
strict_policy,BEN,JPN,0.0,6133.070760599016,6133.070760599016
strict_policy,BFA,CHN,2172.9889412005436,0.0,-2172.9889412005436
strict_policy,BFA,RUS,0.0,1981.9805451012803,1981.9805451012803
strict_policy,BFA,YUG,0.0,191.0083960992633,191.0083960992633
strict_policy,BGD,CHN,0.0942257663647345,0.0,-0.0942257663647345
strict_policy,BGD,KOR,0.0,0.0942257663647345,0.0942257663647345
strict_policy,BGR,CHN,1565.08936009488,0.0,-1565.08936009488
strict_policy,BGR,RUS,0.0,1565.08936009488,1565.08936009488
strict_policy,BHR,CHN,0.0439758424933433,0.0,-0.0439758424933433
strict_policy,BHR,KOR,0.0,0.0439758424933433,0.0439758424933433
strict_policy,BHS,CAN,0.0,0.0008719044462166807,0.0008719044462166807
strict_policy,BHS,CHN,0.0008719044462166807,0.0,-0.0008719044462166807
strict_policy,BIH,CHN,110.07454186273343,0.0,-110.07454186273343
strict_policy,BIH,RUS,0.0,110.07454186273343,110.07454186273343
strict_policy,BMU,CAN,0.0,0.0330409730297658,0.0330409730297658
strict_policy,BMU,CHN,0.0330409730297658,0.0,-0.0330409730297658
strict_policy,BOL,CAN,0.0,747.0002448982602,747.0002448982602
strict_policy,BOL,CHN,747.0002448982602,0.0,-747.0002448982602
strict_policy,BRA,CAN,0.0,14778.041691547769,14778.041691547769
strict_policy,BRA,CHN,22160.11062835556,0.0,-22160.11062835556
strict_policy,BRB,CAN,0.0,0.0085149591662363,0.0085149591662363
strict_policy,BRB,CHN,0.0085149591662363,0.0,-0.0085149591662363
strict_policy,BRN,CHN,1.4768605881859278,0.0,-1.4768605881859278
strict_policy,BRN,JPN,0.0,1.4768605881859278,1.4768605881859278
strict_policy,BWA,CHN,34.35492460904642,0.0,-34.35492460904642
strict_policy,BWA,THA,0.0,34.35492460904642,34.35492460904642
strict_policy,CHL,CHN,1737.496734204104,0.0,-1737.496734204104
strict_policy,CHL,JPN,0.0,1737.496734204104,1737.496734204104
strict_policy,CIV,CHN,64.31017905961204,0.0,-64.31017905961204
strict_policy,CIV,YUG,0.0,64.31017905961204,64.31017905961204
