year,policy_scenario,strategy,processed_scrap_t,unprocessed_scrap_t,contained_lithium_t,recovered_lithium_t,recycling_CO2_t,total_objective_cost,cross_border_scrap_t
2030,route_access_open,Strategy 3,4553741.048207438,24.27808190303014,75378.27351601436,66491.17506847627,2347195.862224568,31273106.87077857,1174702.2073570746
