Year,scenario,country,retired_li_t,collected_li_t,capture_loss_t,capture_loss_kt,collection_rate_weighted
2030,baseline,Afghanistan,0.0,0.0,0.0,0.0,
2030,baseline,Albania,4.308826014940331,1.6227038772265283,2.6861221377138023,0.002686122137713802,0.37659999999999993
2030,baseline,Algeria,6.461443681561986,2.4333796904762437,4.028063991085742,0.004028063991085742,0.3766
2030,baseline,Andorra,0.0552673609069923,0.0208136881175731,0.034453672789419,3.4453672789419e-05,0.3765999999999964
2030,baseline,Angola,0.5508409829848447,0.20744671419209249,0.343394268792752,0.00034339426879275196,0.37659999999999993
2030,baseline,Argentina,37.3720968684666,14.074331680664523,23.29776518780208,0.02329776518780208,0.37660000000000005
2030,baseline,Armenia,0.3790078820143205,0.142734368366593,0.2362735136477273,0.0002362735136477273,0.37659999999999977
2030,baseline,Aruba,1.0351768296268267,0.3898475940374627,0.6453292355893636,0.0006453292355893636,0.3765999999999998
2030,baseline,Australia,292.967766025299,217.76294048660472,75.20482553869427,0.07520482553869426,0.7433
2030,baseline,Austria,466.9414719886223,347.07759612914293,119.86387585947935,0.11986387585947934,0.7433
2030,baseline,Azerbaijan,6.506796760602191,2.450459660042785,4.056337100559406,0.004056337100559406,0.3766
2030,baseline,Bahamas,0.00021998768742467948,8.284736308413713e-05,0.0001371403243405499,1.371403243405499e-07,0.37660000000001287
2030,baseline,Bahrain,0.10889600937037061,0.0410102371288815,0.067885772241489,6.788577224148901e-05,0.3765999999999993
2030,baseline,Bangladesh,0.029135212251261,0.010972320933824801,0.0181628913174361,1.8162891317436097e-05,0.3765999999999969
2030,baseline,Barbados,1.912840466002738,0.7203757194966309,1.192464746506107,0.001192464746506107,0.3765999999999999
2030,baseline,Belarus,20.15813356640868,7.5915531011095085,12.56658046529917,0.01256658046529917,0.3766
2030,baseline,Belgium,667.0522109002172,495.81990836213146,171.23230253808578,0.17123230253808577,0.7433
2030,baseline,Benin,5.855424976311278,2.2051530460788267,3.6502719302324507,0.0036502719302324506,0.3765999999999999
2030,baseline,Bermuda,0.0664158457998245,0.0250122075282139,0.0414036382716106,4.14036382716106e-05,0.37659999999999993
2030,baseline,Bolivia (Plurinational State of),14.811795515029374,5.5781221909600625,9.233673324069311,0.00923367332406931,0.3766
2030,baseline,Bosnia Herzegovina,1.704186803848391,0.6417967503293038,1.0623900535190869,0.0010623900535190868,0.3765999999999999
2030,baseline,Botswana,4.085236491170796,1.5385000625749214,2.546736428595874,0.002546736428595874,0.37659999999999993
2030,baseline,Brazil,8534.863618574016,5269.424798107597,3265.438820466419,3.2654388204664193,0.6174
2030,baseline,Brunei Darussalam,0.2645019711022958,0.0996114423171246,0.1648905287851711,0.00016489052878517112,0.37660000000000005
2030,baseline,Bulgaria,19.650521774075283,7.400386500116752,12.250135273958534,0.012250135273958533,0.3766
2030,baseline,Burkina Faso,5.700233006692044,2.1467077503202234,3.5535252563718203,0.00355352525637182,0.37659999999999993
