policy_scenario,source_iso3,destination_iso3,baseline_policy,comparison_policy,delta_scrap_t
reference_policy,AUT,KOR,36540.23979287098,0.0,-36540.23979287098
reference_policy,AUT,RUS,0.0,36540.23979287098,36540.23979287098
reference_policy,CZE,KOR,213146.2534856802,0.0,-213146.2534856802
reference_policy,CZE,RUS,0.0,213146.2534856802,213146.2534856802
reference_policy,DNK,CHN,0.0,25822.071662732433,25822.071662732433
reference_policy,DNK,KOR,25822.071662732433,0.0,-25822.071662732433
reference_policy,GRC,CHN,0.0,37096.6106708006,37096.6106708006
reference_policy,GRC,KOR,37096.6106708006,0.0,-37096.6106708006
reference_policy,IND,CHN,32429258.112219334,32429258.112219337,3.725290298461914e-09
reference_policy,IRL,CHN,0.0,25275.170203004447,25275.170203004447
reference_policy,IRL,KOR,25275.170203004447,0.0,-25275.170203004447
reference_policy,ISL,CHN,0.0,1576.599415106024,1576.599415106024
reference_policy,ISL,KOR,1576.599415106024,0.0,-1576.599415106024
reference_policy,LUX,CHN,0.0,3404.411795948211,3404.411795948211
reference_policy,LUX,KOR,3404.411795948211,0.0,-3404.411795948211
reference_policy,NZL,CHN,0.0,23999.65911414342,23999.65911414342
reference_policy,NZL,KOR,23999.65911414342,0.0,-23999.65911414342
reference_policy,PRT,CHN,0.0,38709.86060463638,38709.86060463638
reference_policy,PRT,KOR,38709.86060463638,0.0,-38709.86060463638
reference_policy,SEN,CHN,6166.307027326722,255852.80030587778,249686.49327855106
reference_policy,SEN,RUS,580831.1350073791,331144.641728828,-249686.4932785511
reference_policy,TUR,CHN,0.0,594740.0337508576,594740.0337508576
reference_policy,TUR,KOR,594740.0337508576,0.0,-594740.0337508576
strict_policy,ABW,CAN,0.0,2.4921942455965556,2.4921942455965556
strict_policy,ABW,CHN,2.4921942455965556,0.0,-2.4921942455965556
strict_policy,AFG,CHN,0.0892774712390345,0.0,-0.0892774712390345
strict_policy,AFG,KOR,0.0,0.0892774712390345,0.0892774712390345
strict_policy,AGO,CHN,2795.3194477768984,0.0,-2795.3194477768984
strict_policy,AGO,KOR,0.0,2795.3194477768984,2795.3194477768984
strict_policy,ALB,CHN,49810.83428712223,0.0,-49810.83428712223
strict_policy,ALB,RUS,0.0,49810.83428712223,49810.83428712223
strict_policy,AND,POL,0.0,24.024155613072452,24.024155613072452
strict_policy,AND,RUS,24.024155613072452,0.0,-24.024155613072452
strict_policy,ARE,CHN,301.7999345605884,0.0,-301.7999345605884
strict_policy,ARE,KOR,0.0,301.7999345605884,301.7999345605884
strict_policy,ARG,CAN,0.0,26824.707388370793,26824.707388370793
strict_policy,ARG,RUS,26824.707388370793,0.0,-26824.707388370793
strict_policy,ARM,CHN,3.5800351624893185,0.0,-3.5800351624893185
strict_policy,ARM,JPN,0.0,3.5800351624893185,3.5800351624893185
strict_policy,AUT,KOR,36540.23979287098,0.0,-36540.23979287098
strict_policy,AUT,POL,0.0,36540.23979287098,36540.23979287098
strict_policy,AZE,CHN,72723.590840817,0.0,-72723.590840817
strict_policy,AZE,JPN,0.0,72723.590840817,72723.590840817
strict_policy,BDI,CHN,12458.74583532832,0.0,-12458.74583532832
strict_policy,BDI,KOR,0.0,12458.74583532832,12458.74583532832
strict_policy,BEN,CHN,452438.69749762,0.0,-452438.69749762
strict_policy,BEN,JPN,0.0,452438.69749762,452438.69749762
strict_policy,BFA,CHN,160302.00790142728,0.0,-160302.00790142728
strict_policy,BFA,RUS,0.0,154420.57375368156,154420.57375368156
strict_policy,BFA,YUG,0.0,5881.434147745702,5881.434147745702
strict_policy,BGD,CHN,6.942310982476501,0.0,-6.942310982476501
strict_policy,BGD,KOR,0.0,6.942310982476501,6.942310982476501
strict_policy,BGR,CHN,108753.07793197254,0.0,-108753.07793197254
strict_policy,BGR,RUS,0.0,108753.07793197254,108753.07793197254
strict_policy,BHR,CHN,3.0704416563699155,0.0,-3.0704416563699155
strict_policy,BHR,KOR,0.0,3.0704416563699155,3.0704416563699155
strict_policy,BHS,CAN,0.0,0.0643172498489922,0.0643172498489922
strict_policy,BHS,CHN,0.0643172498489922,0.0,-0.0643172498489922
strict_policy,BIH,CHN,8120.217590102134,0.0,-8120.217590102134
strict_policy,BIH,RUS,0.0,8120.217590102134,8120.217590102134
strict_policy,BMU,CAN,0.0,2.2917457947517565,2.2917457947517565
strict_policy,BMU,CHN,2.2917457947517565,0.0,-2.2917457947517565
strict_policy,BOL,CAN,0.0,55106.33674825531,55106.33674825531
strict_policy,BOL,CHN,55106.33674825531,0.0,-55106.33674825531
strict_policy,BRA,CAN,0.0,1384979.0657156243,1384979.0657156243
strict_policy,BRA,CHN,1384979.0657156243,0.0,-1384979.0657156243
strict_policy,BRB,CAN,0.0,0.628068432004371,0.628068432004371
strict_policy,BRB,CHN,0.628068432004371,0.0,-0.628068432004371
strict_policy,BRN,CHN,108.9293437304117,0.0,-108.9293437304117
strict_policy,BRN,JPN,0.0,108.9293437304117,108.9293437304117
strict_policy,BWA,CHN,2534.250225906101,0.0,-2534.250225906101
strict_policy,BWA,THA,0.0,2534.250225906101,2534.250225906101
strict_policy,CHL,CHN,128175.7014033128,0.0,-128175.7014033128
strict_policy,CHL,JPN,0.0,128175.7014033128,128175.7014033128
strict_policy,CIV,CHN,4743.911123046262,0.0,-4743.911123046262
strict_policy,CIV,YUG,0.0,4743.911123046262,4743.911123046262
strict_policy,CMR,CHN,1.4748116032663487,0.0,-1.4748116032663487
strict_policy,CMR,KOR,0.0,1.4748116032663487,1.4748116032663487
strict_policy,COG,CHN,3.9797132387788308,0.0,-3.9797132387788308
strict_policy,COG,KOR,0.0,3.9797132387788308,3.9797132387788308
strict_policy,COL,CAN,0.0,58131.71809429997,58131.71809429997
strict_policy,COL,CHN,58131.71809429997,0.0,-58131.71809429997
strict_policy,COM,CHN,1907.3348911487806,0.0,-1907.3348911487806
strict_policy,COM,THA,0.0,1907.3348911487806,1907.3348911487806
strict_policy,CPV,POL,0.0,731.7151933193195,731.7151933193195
strict_policy,CPV,RUS,731.7151933193195,0.0,-731.7151933193195
strict_policy,CRI,CAN,0.0,17167.47458675198,17167.47458675198
strict_policy,CRI,CHN,17167.47458675198,0.0,-17167.47458675198
strict_policy,CYM,CAN,0.0,0.025814695444060398,0.025814695444060398
strict_policy,CYM,CHN,0.025814695444060398,0.0,-0.025814695444060398
strict_policy,CYP,CHN,6298.806792324112,0.0,-6298.806792324112
strict_policy,CYP,JPN,0.0,6298.806792324112,6298.806792324112
strict_policy,CZE,KOR,213146.2534856802,0.0,-213146.2534856802
strict_policy,CZE,POL,0.0,213146.2534856802,213146.2534856802
strict_policy,DNK,JPN,0.0,25822.071662732433,25822.071662732433
strict_policy,DNK,KOR,25822.071662732433,0.0,-25822.071662732433
strict_policy,DOM,CAN,0.0,71805.10520029304,71805.10520029304
strict_policy,DOM,CHN,71805.10520029304,0.0,-71805.10520029304
strict_policy,DZA,CHN,6310.290083836397,0.0,-6310.290083836397
strict_policy,DZA,POL,0.0,6310.290083836397,6310.290083836397
strict_policy,ECU,CAN,0.0,62328.43252914695,62328.43252914695
strict_policy,ECU,CHN,62328.43252914695,0.0,-62328.43252914695
strict_policy,EGY,CHN,1880898.832268489,0.0,-1880898.832268489
strict_policy,EGY,JPN,0.0,1880898.832268489,1880898.832268489
strict_policy,EST,CHN,5450.964406401257,0.0,-5450.964406401257
strict_policy,EST,JPN,0.0,5450.964406401257,5450.964406401257
strict_policy,ETH,CHN,18845.563698475962,0.0,-18845.563698475962
strict_policy,ETH,KOR,0.0,18845.563698475962,18845.563698475962
strict_policy,FJI,CHN,5.670418751833079,0.0,-5.670418751833079
strict_policy,FJI,JPN,0.0,5.670418751833079,5.670418751833079
strict_policy,GEO,CHN,1771.2342384434166,0.0,-1771.2342384434166
strict_policy,GEO,JPN,0.0,1771.2342384434166,1771.2342384434166
strict_policy,GHA,CHN,22.518423077481096,0.0,-22.518423077481096
strict_policy,GHA,JPN,0.0,22.518423077481096,22.518423077481096
strict_policy,GIN,CHN,11.558547138532951,0.0,-11.558547138532951
strict_policy,GIN,POL,0.0,11.558547138532951,11.558547138532951
strict_policy,GRC,JPN,0.0,37096.6106708006,37096.6106708006
strict_policy,GRC,KOR,37096.6106708006,0.0,-37096.6106708006
strict_policy,GRD,CAN,0.0,820.4819086262232,820.4819086262232
strict_policy,GRD,CHN,820.4819086262232,0.0,-820.4819086262232
strict_policy,GRL,CHN,7.11848447364039,0.0,-7.11848447364039
strict_policy,GRL,JPN,0.0,7.11848447364039,7.11848447364039
strict_policy,GTM,CAN,0.0,5673.2307246599285,5673.2307246599285
strict_policy,GTM,CHN,108714.31958210116,0.0,-108714.31958210116
strict_policy,GTM,JPN,0.0,103041.08885744122,103041.08885744122
strict_policy,GUY,CAN,0.0,5550.138219315796,5550.138219315796
strict_policy,GUY,CHN,5550.138219315796,0.0,-5550.138219315796
strict_policy,HND,CAN,0.0,11317.953598867636,11317.953598867636
strict_policy,HND,CHN,11317.953598867636,0.0,-11317.953598867636
strict_policy,HRV,CHN,70150.86405809507,0.0,-70150.86405809507
strict_policy,HRV,POL,0.0,26469.490549246355,26469.490549246355
strict_policy,HRV,RUS,0.0,39881.81191627516,39881.81191627516
strict_policy,HRV,SVK,0.0,3799.56159257356,3799.56159257356
strict_policy,IDN,JPN,0.0,251835.5271228627,251835.5271228627
strict_policy,IDN,THA,251835.5271228627,0.0,-251835.5271228627
strict_policy,IND,CHN,32429258.112219334,0.0,-32429258.112219334
strict_policy,IND,KOR,0.0,32429258.112219334,32429258.112219334
strict_policy,IRL,JPN,0.0,25275.170203004447,25275.170203004447
strict_policy,IRL,KOR,25275.170203004447,0.0,-25275.170203004447
