source_iso3,destination_iso3,route_access_open_li_t,policy_accessible_li_t,route_access_delta_li_t,route_access_loss_li_t,year,policy_scenario
BDI,IND,1.0144621912519038,0.0,-1.0144621912519038,1.0144621912519038,2030,critical_route_policy
BEL,BEL,153.62919079751546,153.152142227672,-0.47704856984347543,0.47704856984347543,2030,critical_route_policy
BEL,CHN,364.1687538093563,0.0,-364.1687538093563,364.1687538093563,2030,critical_route_policy
BEN,IND,2.7596970995481125,0.0,-2.7596970995481125,2.7596970995481125,2030,critical_route_policy
BFA,IND,2.6865541884589907,0.0,-2.6865541884589907,2.6865541884589907,2030,critical_route_policy
BGD,THA,0.0137316012193491,0.0,-0.0137316012193491,0.0137316012193491,2030,critical_route_policy
BHR,IND,0.0513233458591921,0.0,-0.0513233458591921,0.0513233458591921,2030,critical_route_policy
BLR,RUS,9.500649903393816,0.0,-9.500649903393816,9.500649903393816,2030,critical_route_policy
BRA,CHN,944.4452556931342,0.0,-944.4452556931342,944.4452556931342,2030,critical_route_policy
BRN,THA,0.12466137392739769,0.0,-0.12466137392739769,0.12466137392739769,2030,critical_route_policy
BWA,THA,1.9253965922648373,0.0,-1.9253965922648373,1.9253965922648373,2030,critical_route_policy
CHL,THA,3.1928906471147047,0.0,-3.1928906471147047,3.1928906471147047,2030,critical_route_policy
CIV,IND,1.0854487379077518,0.0,-1.0854487379077518,1.0854487379077518,2030,critical_route_policy
CMR,IND,0.02602201379540631,0.0,-0.02602201379540631,0.02602201379540631,2030,critical_route_policy
COG,IND,0.0918650609473483,0.0,-0.0918650609473483,0.0918650609473483,2030,critical_route_policy
COM,THA,0.0081498982050407,0.0,-0.0081498982050407,0.0081498982050407,2030,critical_route_policy
CPV,RUS,0.0269509200626992,0.0,-0.0269509200626992,0.0269509200626992,2030,critical_route_policy
CYP,IND,4.882764094642915,0.0,-4.882764094642915,4.882764094642915,2030,critical_route_policy
CZE,CHN,52.91351937403885,0.0,-52.91351937403885,52.91351937403885,2030,critical_route_policy
CZE,CZE,30.8735,0.0,-30.8735,30.8735,2030,critical_route_policy
CZE,RUS,42.80633373094216,0.0,-42.80633373094216,42.80633373094216,2030,critical_route_policy
DEU,CHN,2265.729079347825,0.0,-2265.729079347825,2265.729079347825,2030,critical_route_policy
