Year,country,scenario,retired_lithium_t,collected_lithium_t,capture_loss_lithium_t,avg_collection_rate,capture_loss_share_of_retired,collected_share_of_retired
2040,Peru,high_collection,419.79692075694675,320.17911146132326,99.61780929562343,0.7627,0.23729999999999993,0.7626999999999999
2040,Turkey,high_collection,2499.203680327825,2401.984657163073,97.21902316475246,0.9611,0.038900000000000025,0.9611000000000001
2040,Chile,high_collection,384.2436678886052,293.06264549863926,91.181022389966,0.7627,0.23729999999999996,0.7627000000000002
2040,Uzbekistan,high_collection,352.504682444836,268.85532130067645,83.64936114415957,0.7627,0.23729999999999996,0.7627
2040,Guatemala,high_collection,348.05206523162707,265.459310152162,82.59275507946509,0.7627,0.23729999999999996,0.7627000000000002
2040,Belarus,high_collection,329.1556867460838,251.04704228123813,78.10864446484567,0.7627,0.23729999999999996,0.7627
2040,Morocco,high_collection,320.0205195339759,244.0796502485634,75.94086928541248,0.7627,0.23729999999999998,0.7626999999999999
2040,Viet Nam,high_collection,1866.943227635593,1794.3191360805686,72.62409155502473,0.9611,0.03890000000000009,0.9611000000000001
2040,Dominican Rep.,high_collection,251.5785989492169,191.87899741856774,59.69960153064916,0.7627,0.23729999999999996,0.7627
2040,Malawi,high_collection,239.14456079325225,182.3955565170135,56.74900427623875,0.7627,0.23729999999999996,0.7626999999999999
2040,Colombia,high_collection,216.0180477502883,164.7569650191449,51.26108273114341,0.7627,0.23729999999999998,0.7627
2040,Thailand,high_collection,1239.8556452283165,1191.6252606289347,48.23038459938161,0.9611,0.03890000000000008,0.9610999999999998
2040,Russian Federation,high_collection,1151.6596839430438,1106.8601222376594,44.79956170538448,0.9611,0.038900000000000066,0.9611000000000001
2040,Cambodia,high_collection,179.51271906514222,136.91435083098398,42.598368234158244,0.7627,0.23729999999999998,0.7627
2040,Jordan,high_collection,176.08649102346817,134.30116670359916,41.785324319868984,0.7627,0.23729999999999993,0.7626999999999999
2040,Bolivia (Plurinational State of),high_collection,168.13176225916538,128.23409507506545,39.89766718409994,0.7627,0.23729999999999996,0.7627
2040,Argentina,high_collection,158.2846491614148,120.72370191541107,37.56094724600373,0.7627,0.23729999999999998,0.7627
2040,Yemen,high_collection,154.6739108121358,117.96979177641597,36.70411903571981,0.7627,0.23729999999999993,0.7626999999999999
2040,Burkina Faso,high_collection,146.2144409436529,111.51775410772409,34.69668683592882,0.7627,0.23729999999999993,0.7627000000000002
2040,Ecuador,high_collection,133.71072728449727,101.98117169988606,31.729555584611195,0.7627,0.23729999999999996,0.7626999999999999
2040,Nicaragua,high_collection,125.24550314651773,95.52474524984909,29.72075789666865,0.7627,0.23729999999999996,0.7627000000000002
2040,Kazakhstan,high_collection,122.01911729608996,93.06398076172782,28.955136534362147,0.7627,0.23729999999999998,0.7627
2040,Azerbaijan,high_collection,115.87605779308426,88.37866927878537,27.49738851429889,0.7627,0.23729999999999996,0.7627
2040,Namibia,high_collection,105.27995409090595,80.29702098513398,24.982933105771977,0.7627,0.23729999999999996,0.7627000000000002
2040,Niger,high_collection,93.02967286793958,70.95373149637753,22.075941371562063,0.7627,0.2373,0.7627000000000002
