policy_scenario,source_iso3,destination_iso3,baseline_policy,comparison_policy,delta_route_value
critical_route_policy,SVN,RUS,126.13388884571248,0.0,-126.13388884571248
critical_route_policy,SWZ,CHN,0.0,1.0855953167067136,1.0855953167067136
critical_route_policy,SWZ,THA,1.0855953167067136,0.0,-1.0855953167067136
critical_route_policy,TUR,KOR,1019.6644532218758,0.0,-1019.6644532218758
critical_route_policy,UGA,CHN,4212.491936341636,0.0,-4212.491936341636
critical_route_policy,UGA,KOR,0.0,873.8958517713866,873.8958517713866
critical_route_policy,UGA,THA,0.0,3338.5960845702493,3338.5960845702493
critical_route_policy,URY,CHN,0.0,15.920321025647084,15.920321025647084
critical_route_policy,URY,RUS,15.920321025647084,0.0,-15.920321025647084
critical_route_policy,USA,JPN,0.0,9104.808074033981,9104.808074033981
critical_route_policy,USA,KOR,6069.893619880137,0.0,-6069.893619880137
critical_route_policy,VNM,CHN,1252.4532769698553,762.0965386120622,-490.3567383577931
critical_route_policy,ZAF,CHN,0.0,17.736905233957366,17.736905233957366
critical_route_policy,ZAF,THA,17.736905233957366,0.0,-17.736905233957366
