year,policy_scenario,frontier_step,target_share_of_cost_to_max_li_gap,target_recovered_lithium_t,recovered_lithium_t,cost_min_recovered_lithium_t,max_lithium_t,processed_scrap_t,unprocessed_scrap_t,route_modeled_cost,transport_cost,recycling_cost,carbon_cost,policy_cost,scenario_description
2030,reference_policy,0,0.0,71609.35984021363,71609.35984021358,71609.35984021363,73116.92523741702,4553741.048207436,24.27808190303014,7424680.344611989,462529.20769375935,6746480.798751821,56242.0776199234,159428.2605464855,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,reference_policy,1,0.2,71910.8729196543,71910.87291965424,71609.35984021363,73116.92523741702,4553741.048207438,24.27808190303014,7733063.539630247,462529.878883246,7054863.322580591,56242.07761992342,159428.26054648592,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,reference_policy,2,0.4,72212.38599909499,72212.38599909501,71609.35984021363,73116.92523741702,4553741.048207438,24.27808190303014,8110654.4966278495,462530.1863619856,7432453.972099455,56242.07761992342,159428.26054648595,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,reference_policy,3,0.6000000000000001,72513.89907853566,72513.8990785357,71609.35984021363,73116.92523741702,4553741.048207438,24.27808190303014,8546065.175052311,462530.1863619855,7867864.650523918,56242.077619923424,159428.26054648598,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,reference_policy,4,0.8,72815.41215797635,72815.4121579764,71609.35984021363,73116.92523741702,4553741.048207438,24.27808190303014,8993253.32242065,462530.902826585,8315052.081427654,56242.07761992342,159428.260546486,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,reference_policy,5,1.0,73116.92523741702,73116.92523741705,71609.35984021363,73116.92523741702,4553741.048207439,24.27808190303014,9594515.768773774,462530.9028265848,8916314.527780779,56242.077619923424,159428.26054648604,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,strict_policy,0,0.0,71609.35984021363,71609.35984021358,71609.35984021363,73116.92523741705,4553741.048207437,24.27808190303014,7573935.044097197,465726.1313196284,6851475.9700988745,53588.11140034069,203144.83127835375,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,strict_policy,1,0.2,71910.87291965431,71910.87291965426,71609.35984021363,73116.92523741705,4553741.048207438,24.27808190303014,7882741.335360272,465908.42893537803,7160099.9637461975,53588.11140034069,203144.83127835408,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,strict_policy,2,0.4,72212.385999095,72212.385999095,71609.35984021363,73116.92523741705,4553741.048207439,24.27808190303014,8260610.18090469,466174.9414315241,7537702.296794472,53588.11140034069,203144.83127835402,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,strict_policy,3,0.6000000000000001,72513.89907853567,72513.89907853572,71609.35984021363,73116.92523741705,4553741.048207438,24.27808190303014,8696054.250118928,466211.3921359718,7973109.915304261,53588.11140034069,203144.83127835402,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,strict_policy,4,0.8,72815.41215797636,72815.4121579764,71609.35984021363,73116.92523741705,4553741.048207438,24.27808190303014,9144172.89917679,466563.5404610622,8420876.416037032,53588.11140034069,203144.83127835396,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,strict_policy,5,1.0,73116.92523741705,73116.9252374171,71609.35984021363,73116.92523741705,4553741.048207439,24.27808190303014,9745628.041367201,467214.44453377306,9021680.654154735,53588.11140034069,203144.83127835396,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,critical_route_policy,0,0.0,71609.35984021364,71609.35984021363,71609.35984021364,73116.92523741705,4553741.048207438,24.27808190303014,7471076.157113247,466960.89167780284,6804044.285935913,54804.7345953005,145266.2449042306,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,critical_route_policy,1,0.2,71910.87291965433,71910.87291965437,71609.35984021364,73116.92523741705,4553741.048207438,24.27808190303014,7779682.454847613,467018.7424499016,7112592.732898179,54804.734595300506,145266.2449042307,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,critical_route_policy,2,0.4,72212.385999095,72212.38599909501,71609.35984021364,73116.92523741705,4553741.048207439,24.27808190303014,8157418.83222225,467187.8486243454,7490160.004098374,54804.734595300506,145266.2449042307,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,critical_route_policy,3,0.6000000000000001,72513.89907853569,72513.89907853572,71609.35984021364,73116.92523741705,4553741.048207438,24.27808190303014,8592819.630532358,467187.8486243455,7925560.802408481,54804.734595300506,145266.2449042307,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,critical_route_policy,4,0.8,72815.41215797636,72815.41215797639,71609.35984021364,73116.92523741705,4553741.048207439,24.27808190303014,9040284.23758364,467313.6930671552,8372899.565016953,54804.73459530051,145266.24490423076,Cost-recovery frontier under advanced technology and key destination capacity expansion.
2030,critical_route_policy,5,1.0,73116.92523741705,73116.9252374171,71609.35984021364,73116.92523741705,4553741.048207439,24.27808190303014,9641601.93030889,467507.8554311488,8974023.095378213,54804.734595300506,145266.24490423079,Cost-recovery frontier under advanced technology and key destination capacity expansion.
