,country,type,scrap_sum,year,Strategy type,recycling_m,CO2,CO2_em
101,Serbia,NCA,26.566859935496048,2023,Strategy 2,Pyro,1.811685064,48.13078334251819
102,Turkey,LFP,0.34976318270456824,2023,Strategy 2,Pyro,1.513655179,0.5294208529242929
103,Turkey,NMC111,520.1434446678104,2023,Strategy 2,Pyro,1.672116182,869.7402707902673
104,Turkey,NMC622,96.34370161870154,2023,Strategy 2,Pyro,1.7540295940000001,168.98970383470822
105,Turkey,NMC811,25.561555986754293,2023,Strategy 2,Pyro,1.832548805,46.842798877467175
106,Turkey,NMC523,282.68988972657735,2023,Strategy 2,Pyro,1.7264391850000003,488.0469028272922
107,Turkey,NCA,871.7200772957652,2023,Strategy 2,Pyro,1.811685064,1579.2822440256634
108,USA,LFP,72.67105443111456,2023,Strategy 2,Pyro,1.513655179,109.99891790304744
109,USA,NMC111,4402.3260298815,2023,Strategy 2,Pyro,1.672116182,7361.200593004672
110,USA,NMC622,948.4664024691829,2023,Strategy 2,Pyro,1.7540295940000001,1663.6381388456616
111,USA,NMC811,278.55530164344793,2023,Strategy 2,Pyro,1.832548805,510.4661851531151
112,USA,NMC523,2817.436444018835,2023,Strategy 2,Pyro,1.7264391850000003,4864.1326782011765
113,USA,NCA,21752.362470683718,2023,Strategy 2,Pyro,1.811685064,39408.430194851826
114,Canada,LFP,1.479902374069103,2023,Strategy 2,Pyro,1.513655179,2.240061892924093
115,Canada,NMC111,475.87351833346827,2023,Strategy 2,Pyro,1.672116182,795.7158105906659
116,Canada,NMC622,129.9374654866231,2023,Strategy 2,Pyro,1.7540295940000001,227.91415983289053
117,Canada,NMC811,43.02047123609268,2023,Strategy 2,Pyro,1.832548805,78.83711315423852
118,Canada,NMC523,343.0089614010258,2023,Strategy 2,Pyro,1.7264391850000003,592.1841117688834
119,Canada,NCA,948.7503487236388,2023,Strategy 2,Pyro,1.811685064,1718.8368362474077
120,Brazil,LFP,1.4229203475426893,2023,Strategy 2,Pyro,1.513655179,2.1538107533624715
121,Brazil,NMC111,15.905190283314633,2023,Strategy 2,Pyro,1.672116182,26.59532605051956
122,Brazil,NMC622,7.675899848056379,2023,Strategy 2,Pyro,1.7540295940000001,13.463755494070993
123,Brazil,NMC811,4.777010401029409,2023,Strategy 2,Pyro,1.832548805,8.754104701879015
124,Brazil,NMC523,16.600186517818152,2023,Strategy 2,Pyro,1.7264391850000003,28.65921248266996
125,Brazil,NCA,50.4550385578365,2023,Strategy 2,Pyro,1.811685064,91.40863975877649
126,Australia,LFP,0.4556539479806317,2023,Strategy 2,Pyro,1.513655179,0.6897029581926797
127,Australia,NMC111,139.32007765308379,2023,Strategy 2,Pyro,1.672116182,232.95935632121797
128,Australia,NMC622,37.25592911304248,2023,Strategy 2,Pyro,1.7540295940000001,65.34800221624268
129,Australia,NMC811,12.206000755032893,2023,Strategy 2,Pyro,1.832548805,22.368092097464626
130,Australia,NMC523,99.11879738336108,2023,Strategy 2,Pyro,1.7264391850000003,171.12257577271006
131,Australia,NCA,273.8644055752438,2023,Strategy 2,Pyro,1.811685064,496.1560531419075
132,Czechia,LFP,0.44587484266791455,2023,Strategy 2,Pyro,1.513655179,0.674900764790099
133,Czechia,NMC111,9.943073340664807,2023,Strategy 2,Pyro,1.672116182,16.62597383173842
134,Czechia,NMC622,3.854963436444261,2023,Strategy 2,Pyro,1.7540295940000001,6.761719951311172
135,Czechia,NMC811,1.4120081301101546,2023,Strategy 2,Pyro,1.832548805,2.587573811483648
136,Czechia,NMC523,9.176726471973627,2023,Strategy 2,Pyro,1.7264391850000003,15.843060171242076
137,Czechia,NCA,13.540259415845606,2023,Strategy 2,Pyro,1.811685064,24.53068574637285
138,Netherlands,LFP,9.383732719553086,2023,Strategy 2,Pyro,1.513655179,14.203735629303281
139,Netherlands,NMC111,1296.649774993484,2023,Strategy 2,Pyro,1.672116182,2168.1490711532633
140,Netherlands,NMC622,320.0912188813738,2023,Strategy 2,Pyro,1.7540295940000001,561.4494706974613
141,Netherlands,NMC811,93.2991513594621,2023,Strategy 2,Pyro,1.832548805,170.9752483312964
142,Netherlands,NMC523,801.3651007706793,2023,Strategy 2,Pyro,1.7264391850000003,1383.5081114619747
143,Netherlands,NCA,1547.6056990039028,2023,Strategy 2,Pyro,1.811685064,2803.7741298466503
144,Belgium,LFP,6.510830101648675,2023,Strategy 2,Pyro,1.513655179,9.855151702949613
145,Belgium,NMC111,488.47985945987506,2023,Strategy 2,Pyro,1.672116182,816.7950775839428
146,Belgium,NMC622,146.7014665525706,2023,Strategy 2,Pyro,1.7540295940000001,257.31871381641
147,Belgium,NMC811,46.34652010844001,2023,Strategy 2,Pyro,1.832548805,84.93226004063021
148,Belgium,NMC523,383.7429299203142,2023,Strategy 2,Pyro,1.7264391850000003,662.5088311811395
149,Belgium,NCA,603.7566892892808,2023,Strategy 2,Pyro,1.811685064,1093.8169762754787
150,Finland,LFP,1.6304813980311421,2023,Strategy 2,Pyro,1.513655179,2.4679866123929983
151,Finland,NMC111,148.27710158676558,2023,Strategy 2,Pyro,1.672116182,247.93654098328858
152,Finland,NMC622,54.00554971795156,2023,Strategy 2,Pyro,1.7540295940000001,94.72733244552539
153,Finland,NMC811,18.185576498945398,2023,Strategy 2,Pyro,1.832548805,33.325956481378476
154,Finland,NMC523,133.29143619002528,2023,Strategy 2,Pyro,1.7264391850000003,230.1195584633868
155,Finland,NCA,191.19824214559398,2023,Strategy 2,Pyro,1.811685064,346.3909995582279
156,Switzerland,LFP,0.6092355996996099,2023,Strategy 2,Pyro,1.513655179,0.9221726207164854
157,Switzerland,NMC111,211.85973449341603,2023,Strategy 2,Pyro,1.672116182,354.25409036066446
158,Switzerland,NMC622,55.45067657893915,2023,Strategy 2,Pyro,1.7540295940000001,97.26212772678196
159,Switzerland,NMC811,23.12911873031292,2023,Strategy 2,Pyro,1.832548805,42.385238889938066
160,Switzerland,NMC523,144.6889801148194,2023,Strategy 2,Pyro,1.7264391850000003,249.79672490791006
161,Switzerland,NCA,427.6442908322617,2023,Strategy 2,Pyro,1.811685064,774.7567744056806
162,Romania,LFP,0.21001907051125548,2023,Strategy 2,Pyro,1.513655179,0.31789645376812803
163,Romania,NMC111,4.329400859148668,2023,Strategy 2,Pyro,1.672116182,7.2392612349471905
164,Romania,NMC622,1.6809038890632193,2023,Strategy 2,Pyro,1.7540295940000001,2.94835516608658
165,Romania,NMC811,0.6176955017386859,2023,Strategy 2,Pyro,1.832548805,1.1319571535651043
166,Romania,NMC523,3.998550420447996,2023,Strategy 2,Pyro,1.7264391850000003,6.903254129059646
167,Romania,NCA,5.901307530680433,2023,Strategy 2,Pyro,1.811685064,10.691310711404462
168,India,LFP,0.2774006172682399,2023,Strategy 3,Pyro,1.513655179,0.41988888098586813
169,India,NMC111,39.85269195425063,2023,Strategy 3,Pyro,1.672116182,66.63833111296368
170,India,NMC622,11.19896132404273,2023,Strategy 3,Pyro,1.7540295940000001,19.643309584432373
171,India,NMC811,4.969954086116613,2023,Strategy 3,Pyro,1.832548805,9.107683421417866
172,India,NMC523,30.0651296506344,2023,Strategy 3,Pyro,1.7264391850000003,51.905617930960595
173,India,NCA,80.76258156931486,2023,Strategy 3,Pyro,1.811685064,146.3163627592094
174,Japan,LFP,0.39267696085916365,2023,Strategy 3,Pyro,1.513655179,0.5943775154784533
175,Japan,NMC111,838.4227588363309,2023,Strategy 3,Pyro,1.672116182,1401.9402624073123
176,Japan,NMC622,145.78917286278863,2023,Strategy 3,Pyro,1.7540295940000001,255.71852368611297
177,Japan,NMC811,27.017023810428597,2023,Strategy 3,Pyro,1.832548805,49.510014698457475
178,Japan,NMC523,480.91852038359184,2023,Strategy 3,Pyro,1.7264391850000003,830.2765783824543
179,Japan,NCA,1237.8173389294136,2023,Strategy 3,Pyro,1.811685064,2242.5351848986443
180,Korea,LFP,4.342182466608213,2023,Strategy 3,Pyro,1.513655179,6.572566978744515
181,Korea,NMC111,2709.201327178395,2023,Strategy 3,Pyro,1.672116182,4530.09937947087
182,Korea,NMC622,622.5232867866337,2023,Strategy 3,Pyro,1.7540295940000001,1091.9242679779047
183,Korea,NMC811,168.03609144313896,2023,Strategy 3,Pyro,1.832548805,307.934338570995
184,Korea,NMC523,1781.4498145512598,2023,Strategy 3,Pyro,1.7264391850000003,3075.564765952279
185,Korea,NCA,4707.126719304735,2023,Strategy 3,Pyro,1.811685064,8527.831171719708
186,Thailand,LFP,0.2163575283362519,2023,Strategy 3,Pyro,1.513655179,0.3274906932818069
187,Thailand,NMC111,386.49796447423677,2023,Strategy 3,Pyro,1.672116182,646.2695007074324
188,Thailand,NMC622,70.49564964314196,2023,Strategy 3,Pyro,1.7540295940000001,123.65145572232655
189,Thailand,NMC811,19.61790307794037,2023,Strategy 3,Pyro,1.832548805,35.95076484208545
190,Thailand,NMC523,215.51698139099906,2023,Strategy 3,Pyro,1.7264391850000003,372.07696170633665
191,Thailand,NCA,603.3303033872922,2023,Strategy 3,Pyro,1.811685064,1093.0444993053459
192,Viet Nam,LFP,0.3043063680273929,2023,Strategy 3,Pyro,1.513655179,0.4606149099673433
193,Viet Nam,NMC111,867.613338323516,2023,Strategy 3,Pyro,1.672116182,1450.7503027297919
194,Viet Nam,NMC622,169.58133644348143,2023,Strategy 3,Pyro,1.7540295940000001,297.4506827119372
195,Viet Nam,NMC811,36.4267486233314,2023,Strategy 3,Pyro,1.832548805,66.75379465972135
196,Viet Nam,NMC523,510.639165255263,2023,Strategy 3,Pyro,1.7264391850000003,881.5874642923767
197,Viet Nam,NCA,1415.4351049863808,2023,Strategy 3,Pyro,1.811685064,2564.322638765098
198,France,LFP,30.82865907948463,2023,Strategy 3,Pyro,1.513655179,46.66395947728728
199,France,NMC111,1934.5415240208572,2023,Strategy 3,Pyro,1.672116182,3234.778187066217
200,France,NMC622,572.422007215759,2023,Strategy 3,Pyro,1.7540295940000001,1004.0451409133228
201,France,NMC811,191.58947696609516,2023,Strategy 3,Pyro,1.832548805,351.0970670647927
202,France,NMC523,1461.4590501316059,2023,Strategy 3,Pyro,1.7264391850000003,2523.1201714200843
203,France,NCA,2396.6135226315027,2023,Strategy 3,Pyro,1.811685064,4341.908923131919
204,Germany,LFP,73.31202966394625,2023,Strategy 3,Pyro,1.513655179,110.96913338383386
205,Germany,NMC111,4970.940427383997,2023,Strategy 3,Pyro,1.672116182,8311.989928386778
206,Germany,NMC622,1482.2550478394137,2023,Strategy 3,Pyro,1.7540295940000001,2599.919219766218
207,Germany,NMC811,527.9810362496346,2023,Strategy 3,Pyro,1.832548805,967.5510170419296
208,Germany,NMC523,3766.128224571796,2023,Strategy 3,Pyro,1.7264391850000003,6501.99134263523
209,Germany,NCA,7211.423187736689,2023,Strategy 3,Pyro,1.811685064,13064.827679405827
210,Hungary,LFP,0.1360482157713156,2023,Strategy 3,Pyro,1.513655179,0.2059300863959613
211,Hungary,NMC111,2.7118136486623126,2023,Strategy 3,Pyro,1.672116182,4.534467484496715
212,Hungary,NMC622,1.0405530667633878,2023,Strategy 3,Pyro,1.7540295940000001,1.82516087323044
213,Hungary,NMC811,0.38078683931865287,2023,Strategy 3,Pyro,1.832548805,0.6978104673531244
214,Hungary,NMC523,2.484769990468736,2023,Strategy 3,Pyro,1.7264391850000003,4.289804277257303
215,Hungary,NCA,3.6756574167508846,2023,Strategy 3,Pyro,1.811685064,6.659133642308401
216,Italy,LFP,28.81573232112863,2023,Strategy 3,Pyro,1.513655179,43.61708246455404
217,Italy,NMC111,404.0327715229658,2023,Strategy 3,Pyro,1.672116182,675.5897353218598
218,Italy,NMC622,163.2829751500727,2023,Strategy 3,Pyro,1.7540295940000001,286.40317060959416
219,Italy,NMC811,70.30297309065507,2023,Strategy 3,Pyro,1.832548805,128.83362932522712
220,Italy,NMC523,374.3371386354456,2023,Strategy 3,Pyro,1.7264391850000003,646.2703045410109
221,Italy,NCA,571.0030973657052,2023,Strategy 3,Pyro,1.811685064,1034.4777829951859
222,Poland,LFP,4.824105237398018,2023,Strategy 3,Pyro,1.513655179,7.302031876628534
223,Poland,NMC111,59.38606312645838,2023,Strategy 3,Pyro,1.672116182,99.30039713902457
224,Poland,NMC622,23.718762179365708,2023,Strategy 3,Pyro,1.7540295940000001,41.60341079565539
225,Poland,NMC811,9.810822594312693,2023,Strategy 3,Pyro,1.832548805,17.978811221274725
226,Poland,NMC523,55.34542703540138,2023,Strategy 3,Pyro,1.7264391850000003,95.55051394447534
227,Poland,NCA,83.36455446513465,2023,Strategy 3,Pyro,1.811685064,151.03031819149894
228,Slovakia,LFP,0.4928715649001103,2023,Strategy 3,Pyro,1.513655179,0.7460375967928865
229,Slovakia,NMC111,9.998370575050227,2023,Strategy 3,Pyro,1.672116182,16.71843723217413
230,Slovakia,NMC622,3.8351376232863075,2023,Strategy 3,Pyro,1.7540295940000001,6.726944888307007
231,Slovakia,NMC811,1.4023424002149287,2023,Strategy 3,Pyro,1.832548805,2.5698608897146995
232,Slovakia,NMC523,9.159649184727083,2023,Strategy 3,Pyro,1.7264391850000003,15.813577273366143
233,Slovakia,NCA,13.548869890896187,2023,Strategy 3,Pyro,1.811685064,24.54628521541593
234,Spain,LFP,10.826955053572878,2023,Strategy 3,Pyro,1.513655179,16.388276589640807
235,Spain,NMC111,383.19773385974963,2023,Strategy 3,Pyro,1.672116182,640.7511316926167
236,Spain,NMC622,134.1568494241995,2023,Strategy 3,Pyro,1.7540295940000001,235.3150841278478
237,Spain,NMC811,45.83749172359635,2023,Strategy 3,Pyro,1.832548805,83.99944068227389
238,Spain,NMC523,331.8741375457232,2023,Strategy 3,Pyro,1.7264391850000003,572.9605155470164
239,Spain,NCA,493.27793144006574,2023,Strategy 3,Pyro,1.811685064,893.6642607907831
240,Sweden,LFP,7.760562923606021,2023,Strategy 3,Pyro,1.513655179,11.746816261271634
241,Sweden,NMC111,904.5428374098277,2023,Strategy 3,Pyro,1.672116182,1512.5007157451678
242,Sweden,NMC622,290.1082675524963,2023,Strategy 3,Pyro,1.7540295940000001,508.85848675114846
243,Sweden,NMC811,93.33611014241305,2023,Strategy 3,Pyro,1.832548805,171.04297710482743
244,Sweden,NMC523,734.1833800204485,2023,Strategy 3,Pyro,1.7264391850000003,1267.5229562430486
245,Sweden,NCA,1127.1993396197854,2023,Strategy 3,Pyro,1.811685064,2042.1302077398286
246,United Kingdom,LFP,3.8806601896734723,2023,Strategy 3,Pyro,1.513655179,5.873981394038373
247,United Kingdom,NMC111,1220.1888938739614,2023,Strategy 3,Pyro,1.672116182,2040.2975945433313
248,United Kingdom,NMC622,305.6132470587095,2023,Strategy 3,Pyro,1.7540295940000001,536.0546796594099
249,United Kingdom,NMC811,125.6996021601504,2023,Strategy 3,Pyro,1.832548805,230.35065572755906
250,United Kingdom,NMC523,812.3556188032019,2023,Strategy 3,Pyro,1.7264391850000003,1402.4825724567706
251,United Kingdom,NCA,2370.138640149451,2023,Strategy 3,Pyro,1.811685064,4293.944773968031
252,Norway,LFP,0.1428908903500856,2023,Strategy 3,Pyro,1.513655179,0.21628753621032817
253,Norway,NMC111,1286.2061790245186,2023,Strategy 3,Pyro,1.672116182,2150.6861653352867
254,Norway,NMC622,262.83088980241456,2023,Strategy 3,Pyro,1.7540295940000001,461.013158930788
255,Norway,NMC811,74.5026014850135,2023,Strategy 3,Pyro,1.832548805,136.52965332075271
256,Norway,NMC523,767.3790115375862,2023,Strategy 3,Pyro,1.7264391850000003,1324.833195265056
257,Norway,NCA,2160.663870072808,2023,Strategy 3,Pyro,1.811685064,3914.442461735343
258,Russian Federation,LFP,0.20513004660703463,2023,Strategy 3,Pyro,1.513655179,0.31049615741524933
259,Russian Federation,NMC111,375.6087518856816,2023,Strategy 3,Pyro,1.672116182,628.0614721288712
260,Russian Federation,NMC622,68.5264323459787,2023,Strategy 3,Pyro,1.7540295940000001,120.19739030608551
261,Russian Federation,NMC811,14.409423188691186,2023,Strategy 3,Pyro,1.832548805,26.405971245175323
262,Russian Federation,NMC523,208.66502797671168,2023,Strategy 3,Pyro,1.7264391850000003,360.24748083811636
263,Russian Federation,NCA,599.1340571622897,2023,Strategy 3,Pyro,1.811685064,1085.4422226946424
264,Serbia,LFP,0.007413689333023927,2023,Strategy 3,Pyro,1.513655179,0.011221769254428722
265,Serbia,NMC111,16.765545349481396,2023,Strategy 3,Pyro,1.672116182,28.033939678922685
266,Serbia,NMC622,2.656190337144038,2023,Strategy 3,Pyro,1.7540295940000001,4.65903645864748
267,Serbia,NMC811,0.5055875309878543,2023,Strategy 3,Pyro,1.832548805,0.9265138257346928
268,Serbia,NMC523,7.7051284813585745,2023,Strategy 3,Pyro,1.7264391850000003,13.302435735676987
269,Serbia,NCA,26.566859935496048,2023,Strategy 3,Pyro,1.811685064,48.13078334251819
270,Turkey,LFP,0.34976318270456824,2023,Strategy 3,Pyro,1.513655179,0.5294208529242929
271,Turkey,NMC111,520.1434446678104,2023,Strategy 3,Pyro,1.672116182,869.7402707902673
272,Turkey,NMC622,96.34370161870154,2023,Strategy 3,Pyro,1.7540295940000001,168.98970383470822
273,Turkey,NMC811,25.561555986754293,2023,Strategy 3,Pyro,1.832548805,46.842798877467175
274,Turkey,NMC523,282.68988972657735,2023,Strategy 3,Pyro,1.7264391850000003,488.0469028272922
275,Turkey,NCA,871.7200772957652,2023,Strategy 3,Pyro,1.811685064,1579.2822440256634
276,USA,LFP,70.838781991733,2023,Strategy 3,Pyro,1.513655179,107.22548923583858
277,USA,NMC111,3826.2832205831037,2023,Strategy 3,Pyro,1.672116182,6397.990090052082
278,USA,NMC622,840.0079014644235,2023,Strategy 3,Pyro,1.7540295940000001,1473.398718362435
