,country,type,recycling_m,scrap_sum,year,Strategy type,CO2,CO2_em
66,Japan,LFP,Direct,0.39267696085916365,2023,Strategy 2,2.252335332,0.8844401930054753
67,Japan,NCA,Direct,1237.8173389294136,2023,Strategy 2,2.452491446,3035.7364354348692
68,Japan,NMC111,Direct,838.4227588363309,2023,Strategy 2,2.5573470780000003,2144.1379924387898
69,Japan,NMC523,Hydro,480.91852038359184,2023,Strategy 2,2.357900841,1133.958183664947
70,Japan,NMC622,Direct,145.78917286278863,2023,Strategy 2,2.478807863,361.3833480325467
71,Japan,NMC811,Direct,27.017023810428597,2023,Strategy 2,2.397518212,64.7738066195402
72,Korea,LFP,Direct,1.8431197305513423,2023,Strategy 2,2.252335332,4.151323690227108
73,Korea,NCA,Direct,919.4560041601239,2023,Strategy 2,2.452491446,2254.957985176044
74,Korea,NMC111,Direct,459.7457088403141,2023,Strategy 2,2.5573470780000003,1175.729345125816
75,Korea,NMC523,Direct,353.84397243685976,2023,Strategy 2,2.496014242,883.1995946482575
76,Korea,NMC622,Direct,132.93301071924395,2023,Strategy 2,2.478807863,329.5153922231252
77,Korea,NMC811,Direct,46.85760584367299,2023,Strategy 2,2.397518212,112.34196338092363
78,Netherlands,LFP,Direct,9.383732719553086,2023,Strategy 2,2.252335332,21.13531275029386
79,Netherlands,NCA,Direct,1547.6056990039028,2023,Strategy 2,2.452491446,3795.489738587922
80,Netherlands,NMC111,Hydro,1296.649774993484,2023,Strategy 2,2.414310695,3130.515419436112
81,Netherlands,NMC523,Hydro,801.3651007706793,2023,Strategy 2,2.357900841,1889.5394450552346
82,Netherlands,NMC622,Direct,320.0912188813738,2023,Strategy 2,2.478807863,793.4446302404034
83,Netherlands,NMC811,Direct,93.2991513594621,2023,Strategy 2,2.397518212,223.68641454845496
84,Norway,LFP,Direct,0.15982236544698558,2023,Strategy 2,2.252335332,0.3599735605400616
85,Norway,NCA,Direct,2243.473724100714,2023,Strategy 2,2.452491446,5502.100117682765
86,Norway,NMC111,Hydro,1336.5268500905245,2023,Strategy 2,2.414310695,3226.7910683282153
87,Norway,NMC523,Hydro,801.178521160136,2023,Strategy 2,2.357900841,1889.0995088346212
88,Norway,NMC622,Direct,274.28833509299784,2023,Strategy 2,2.478807863,679.9080817577019
89,Norway,NMC811,Direct,78.09819000287145,2023,Strategy 2,2.397518212,187.24183285612062
90,Poland,LFP,Direct,4.886604257436245,2023,Strategy 2,2.252335332,11.006271422525277
91,Poland,NCA,Direct,347.64899758167905,2023,Strategy 2,2.452491446,852.6061927795425
92,Poland,NMC111,Direct,228.7335084456388,2023,Strategy 2,2.5573470780000003,584.9509694641428
93,Poland,NMC523,Direct,160.34800723315337,2023,Strategy 2,2.496014242,400.23090973026984
94,Poland,NMC622,Direct,58.218085914423085,2023,Strategy 2,2.478807863,144.3114491334815
95,Poland,NMC811,Direct,16.6145312057403,2023,Strategy 2,2.397518212,39.83364114960469
96,Romania,LFP,Direct,0.21001907051125548,2023,Strategy 2,2.252335332,0.4730333729063
97,Romania,NCA,Direct,5.901307530680433,2023,Strategy 2,2.452491446,14.472906239209143
98,Romania,NMC111,Direct,4.329400859148668,2023,Strategy 2,2.5573470780000003,11.071780636634537
99,Romania,NMC523,Direct,3.998550420447996,2023,Strategy 2,2.496014242,9.980438796793287
100,Romania,NMC622,Direct,1.6809038890632193,2023,Strategy 2,2.478807863,4.166637777157188
101,Romania,NMC811,Direct,0.6176955017386859,2023,Strategy 2,2.397518212,1.480936214888977
102,Russian Federation,LFP,Direct,0.24724030033696848,2023,Strategy 2,2.252335332,0.5568680639432456
103,Russian Federation,NCA,Direct,967.8367845372354,2023,Strategy 2,2.452491446,2373.611435201715
104,Russian Federation,NMC111,Direct,615.176495494838,2023,Strategy 2,2.5573470780000003,1573.2198132080043
105,Russian Federation,NMC523,Direct,313.6565899898164,2023,Strategy 2,2.496014242,782.8913157117364
106,Russian Federation,NMC622,Direct,98.8867680554965,2023,Strategy 2,2.478807863,245.12129820262197
107,Russian Federation,NMC811,Direct,17.74494422823665,2023,Strategy 2,2.397518212,42.543826958121656
108,Serbia,LFP,Direct,0.007413689333023927,2023,Strategy 2,2.252335332,0.016698114425241304
109,Serbia,NCA,Direct,26.566859935496048,2023,Strategy 2,2.452491446,65.15499673888417
110,Serbia,NMC111,Direct,16.765545349481396,2023,Strategy 2,2.5573470780000003,42.87531841057274
111,Serbia,NMC523,Direct,7.7051284813585745,2023,Strategy 2,2.496014242,19.232110425910836
112,Serbia,NMC622,Direct,2.656190337144038,2023,Strategy 2,2.478807863,6.584185493337263
113,Serbia,NMC811,Direct,0.5055875309878543,2023,Strategy 2,2.397518212,1.212155313303495
114,Slovakia,LFP,Direct,0.4928715649001103,2023,Strategy 2,2.252335332,1.1101120397626494
115,Slovakia,NCA,Direct,13.548869890896187,2023,Strategy 2,2.452491446,33.22848751038985
116,Slovakia,NMC111,Direct,9.998370575050227,2023,Strategy 2,2.5573470780000003,25.569303774865883
117,Slovakia,NMC523,Direct,9.159649184727083,2023,Strategy 2,2.496014242,22.86261481680249
118,Slovakia,NMC622,Direct,3.8351376232863075,2023,Strategy 2,2.478807863,9.506569296289232
119,Slovakia,NMC811,Direct,1.4023424002149287,2023,Strategy 2,2.397518212,3.3621414439750845
120,Spain,LFP,Direct,15.083492237198392,2023,Strategy 2,2.252335332,33.97308249578966
121,Spain,NCA,Direct,1038.0291713436736,2023,Strategy 2,2.452491446,2545.7576634188276
122,Spain,NMC111,Direct,741.340420913219,2023,Strategy 2,2.5573470780000003,1895.8647592257107
123,Spain,NMC523,Hydro,604.8268894266007,2023,Strategy 2,2.357900841,1426.121831238396
124,Spain,NMC622,Direct,239.68850843874802,2023,Strategy 2,2.478807863,594.1417593887105
125,Spain,NMC811,Direct,76.20261668746745,2023,Strategy 2,2.397518212,182.69716131025834
126,Sweden,LFP,Direct,7.760562923606021,2023,Strategy 2,2.252335332,17.479390069047056
127,Sweden,NCA,Direct,1127.1993396197854,2023,Strategy 2,2.452491446,2764.4467383543724
128,Sweden,NMC111,Hydro,904.5428374098277,2023,Strategy 2,2.414310695,2183.8474464441933
129,Sweden,NMC523,Hydro,734.1833800204485,2023,Strategy 2,2.357900841,1731.1316091984381
130,Sweden,NMC622,Direct,290.1082675524963,2023,Strategy 2,2.478807863,719.1226547304356
131,Sweden,NMC811,Direct,93.33611014241305,2023,Strategy 2,2.397518212,223.7750239036732
132,Switzerland,LFP,Direct,0.6092355996996099,2023,Strategy 2,2.252335332,1.37220286671564
133,Switzerland,NCA,Direct,427.6442908322617,2023,Strategy 2,2.452491446,1048.793965196858
134,Switzerland,NMC111,Direct,211.85973449341603,2023,Strategy 2,2.5573470780000003,541.7988729525933
135,Switzerland,NMC523,Direct,144.6889801148194,2023,Strategy 2,2.496014242,361.14575502704406
136,Switzerland,NMC622,Direct,55.45067657893915,2023,Strategy 2,2.478807863,137.4515731125443
137,Switzerland,NMC811,Direct,23.12911873031292,2023,Strategy 2,2.397518212,55.45248338343555
138,Thailand,LFP,Direct,2.0526184351984047,2023,Strategy 2,2.252335332,4.623185024711919
139,Thailand,NCA,Direct,4171.514966767775,2023,Strategy 2,2.452491446,10230.604772858942
140,Thailand,NMC111,Hydro,2513.9218036565935,2023,Strategy 2,2.414310695,6069.388296961804
141,Thailand,NMC523,Hydro,1557.996114043831,2023,Strategy 2,2.357900841,3673.6003475786815
142,Thailand,NMC622,Direct,528.6296549286125,2023,Strategy 2,2.478807863,1310.3713452520215
143,Thailand,NMC811,Direct,131.56000166993647,2023,Strategy 2,2.397518212,315.4174999744231
144,Turkey,LFP,Direct,0.34976318270456824,2023,Strategy 2,2.252335332,0.7877839742382703
145,Turkey,NCA,Direct,871.7200772957652,2023,Strategy 2,2.452491446,2137.886032874323
146,Turkey,NMC111,Direct,520.1434446678104,2023,Strategy 2,2.5573470780000003,1330.1873183620798
147,Turkey,NMC523,Direct,282.68988972657735,2023,Strategy 2,2.496014242,705.5979908269466
148,Turkey,NMC622,Direct,96.34370161870154,2023,Strategy 2,2.478807863,238.81752512296322
149,Turkey,NMC811,Direct,25.561555986754293,2023,Strategy 2,2.397518212,61.28429600530105
150,USA,LFP,Direct,72.67105443111456,2023,Strategy 2,2.252335332,163.67958350889447
151,USA,NCA,Direct,21752.362470683718,2023,Strategy 2,2.452491446,53347.48288964324
152,USA,NMC111,Hydro,4402.3260298815,2023,Strategy 2,2.414310695,10628.582816819797
153,USA,NMC523,Hydro,2817.436444018835,2023,Strategy 2,2.357900841,6643.235760816061
154,USA,NMC622,Direct,948.4664024691829,2023,Strategy 2,2.478807863,2351.0659762319333
155,USA,NMC811,Direct,278.55530164344793,2023,Strategy 2,2.397518212,667.84140873932
156,United Kingdom,LFP,Direct,4.201071419150403,2023,Strategy 2,2.252335332,9.462221589607834
157,United Kingdom,NCA,Direct,2380.020437700341,2023,Strategy 2,2.452491446,5836.979764765262
158,United Kingdom,NMC111,Hydro,1227.4916995687183,2023,Strategy 2,2.414310695,2963.5463382924836
159,United Kingdom,NMC523,Hydro,819.0385068110843,2023,Strategy 2,2.357900841,1931.21158402124
160,United Kingdom,NMC622,Direct,308.40833551480756,2023,Strategy 2,2.478807863,764.4850070888472
161,United Kingdom,NMC811,Direct,126.716611221046,2023,Strategy 2,2.397518212,303.80538316538133
162,Viet Nam,LFP,Direct,0.3043063680273929,2023,Strategy 2,2.252335332,0.6853999844606922
163,Viet Nam,NCA,Direct,1415.4351049863808,2023,Strategy 2,2.452491446,3471.3424873472104
164,Viet Nam,NMC111,Hydro,867.613338323516,2023,Strategy 2,2.414310695,2094.688161839118
165,Viet Nam,NMC523,Hydro,510.639165255263,2023,Strategy 2,2.357900841,1204.0365172029226
166,Viet Nam,NMC622,Direct,169.58133644348143,2023,Strategy 2,2.478807863,420.35955019415024
167,Viet Nam,NMC811,Direct,36.4267486233314,2023,Strategy 2,2.397518212,87.33379322838296
168,Australia,LFP,Direct,0.3074850591695931,2023,Strategy 3,2.252335332,0.6925594628297851
169,Australia,NCA,Direct,139.2256597115855,2023,Strategy 3,2.452491446,341.44973950637024
170,Australia,NMC111,Direct,64.68960957252327,2023,Strategy 3,2.5573470780000003,165.43378401725323
171,Australia,NMC523,Direct,46.72953051060813,2023,Strategy 3,2.496014242,116.63757367645142
172,Australia,NMC622,Direct,18.41597867148812,2023,Strategy 3,2.478807863,45.64967273572505
173,Australia,NMC811,Direct,6.852600902370068,2023,Strategy 3,2.397518212,16.429235462999873
174,Belgium,LFP,Direct,12.86400646517126,2023,Strategy 3,2.252335332,28.974056272581656
175,Belgium,NCA,Direct,2228.951854313867,2023,Strategy 3,2.452491446,5466.485356250597
176,Belgium,NMC111,Hydro,1512.8914911599009,2023,Strategy 3,2.414310695,3652.5901074818466
177,Belgium,NMC523,Hydro,1033.7053916299665,2023,Strategy 3,2.357900841,2437.3748122705324
178,Belgium,NMC622,Direct,380.90482938732794,2023,Strategy 3,2.478807863,944.189886139982
179,Belgium,NMC811,Direct,108.22072247589557,2023,Strategy 3,2.397518212,259.4611530517574
180,Brazil,LFP,Direct,1.4229203475426893,2023,Strategy 3,2.252335332,3.204893773392118
181,Brazil,NCA,Direct,50.4550385578365,2023,Strategy 3,2.452491446,123.74055047069419
182,Brazil,NMC111,Direct,15.905190283314633,2023,Strategy 3,2.5573470780000003,40.67509189606867
183,Brazil,NMC523,Direct,16.600186517818152,2023,Strategy 3,2.496014242,41.434301968330495
184,Brazil,NMC622,Direct,7.675899848056379,2023,Strategy 3,2.478807863,19.02708089896266
185,Brazil,NMC811,Direct,4.777010401029409,2023,Strategy 3,2.397518212,11.452969435381434
186,Canada,LFP,Direct,1.479902374069103,2023,Strategy 3,2.252335332,3.3332364050265215
187,Canada,NCA,Direct,948.7503487236388,2023,Strategy 3,2.452491446,2326.802114634241
188,Canada,NMC111,Direct,475.87351833346827,2023,Strategy 3,2.5573470780000003,1216.9737516076746
189,Canada,NMC523,Direct,343.0089614010258,2023,Strategy 3,2.496014242,856.1552527905886
190,Canada,NMC622,Direct,129.9374654866231,2023,Strategy 3,2.478807863,322.09001114653245
191,Canada,NMC811,Direct,43.02047123609268,2023,Strategy 3,2.397518212,103.14236327735436
192,Czechia,LFP,Direct,0.44587484266791455,2023,Strategy 3,2.252335332,1.004259661790885
193,Czechia,NCA,Direct,13.540259415845606,2023,Strategy 3,2.452491446,33.2073703939823
194,Czechia,NMC111,Direct,9.943073340664807,2023,Strategy 3,2.5573470780000003,25.427889554088843
195,Czechia,NMC523,Direct,9.176726471973627,2023,Strategy 3,2.496014242,22.90523996898459
196,Czechia,NMC622,Direct,3.854963436444261,2023,Strategy 3,2.478807863,9.555713677835534
197,Czechia,NMC811,Direct,1.4120081301101546,2023,Strategy 3,2.397518212,3.3853152074311614
198,Finland,LFP,Direct,1.5834094231089357,2023,Strategy 3,2.252335332,3.566368988689993
199,Finland,NCA,Direct,189.78695976659733,2023,Strategy 3,2.452491446,465.4508953899261
200,Finland,NMC111,Direct,147.23449602972622,2023,Strategy 3,2.5573470780000003,376.52970820242297
201,Finland,NMC523,Direct,132.33708930131948,2023,Strategy 3,2.496014242,330.3152596409193
202,Finland,NMC622,Direct,53.60629645581775,2023,Strategy 3,2.478807863,132.87970916099007
203,Finland,NMC811,Direct,18.040136560743242,2023,Strategy 3,2.397518212,43.25155595134897
204,France,LFP,Direct,30.82865907948463,2023,Strategy 3,2.252335332,69.43647808290582
205,France,NCA,Direct,2396.6135226315027,2023,Strategy 3,2.452491446,5877.6741636216875
206,France,NMC111,Hydro,1934.5415240208572,2023,Strategy 3,2.414310695,4670.584291365155
207,France,NMC523,Hydro,1461.4590501316059,2023,Strategy 3,2.357900841,3445.9755233923747
208,France,NMC622,Direct,572.422007215759,2023,Strategy 3,2.478807863,1418.924172440666
209,France,NMC811,Direct,191.58947696609516,2023,Strategy 3,2.397518212,459.3392602537677
210,Germany,LFP,Direct,73.31202966394625,2023,Strategy 3,2.252335332,165.1232746727382
211,Germany,NCA,Direct,7211.423187736689,2023,Strategy 3,2.452491446,17685.95368141028
212,Germany,NMC111,Hydro,4970.940427383997,2023,Strategy 3,2.414310695,12001.394638041056
213,Germany,NMC523,Hydro,3766.128224571796,2023,Strategy 3,2.357900841,8880.156908031675
214,Germany,NMC622,Direct,1482.2550478394137,2023,Strategy 3,2.478807863,3674.22546755578
215,Germany,NMC811,Direct,527.9810362496346,2023,Strategy 3,2.397518212,1265.844149999131
216,Hungary,LFP,Direct,0.1360482157713156,2023,Strategy 3,2.252335332,0.30642620323729375
217,Hungary,NCA,Direct,3.6756574167508846,2023,Strategy 3,2.452491446,9.014518373008
218,Hungary,NMC111,Direct,2.7118136486623126,2023,Strategy 3,2.5573470780000003,6.935048710487084
219,Hungary,NMC523,Direct,2.484769990468736,2023,Strategy 3,2.496014242,6.20202128430417
220,Hungary,NMC622,Direct,1.0405530667633878,2023,Strategy 3,2.478807863,2.5793311237618495
221,Hungary,NMC811,Direct,0.38078683931865287,2023,Strategy 3,2.397518212,0.9129433821563879
222,India,LFP,Direct,0.2774006172682399,2023,Strategy 3,2.252335332,0.624799211391866
223,India,NCA,Direct,80.76258156931486,2023,Strategy 3,2.452491446,198.06954045562193
224,India,NMC111,Direct,39.85269195425063,2023,Strategy 3,2.5573470780000003,101.91716531963696
225,India,NMC523,Direct,30.0651296506344,2023,Strategy 3,2.496014242,75.04299179555996
226,India,NMC622,Direct,11.19896132404273,2023,Strategy 3,2.478807863,27.76007338747001
227,India,NMC811,Direct,4.969954086116613,2023,Strategy 3,2.397518212,11.915555434268397
228,Italy,LFP,Direct,28.81573232112863,2023,Strategy 3,2.252335332,64.90269202433238
229,Italy,NCA,Direct,571.0030973657052,2023,Strategy 3,2.452491446,1400.380211928897
230,Italy,NMC111,Direct,404.0327715229658,2023,Strategy 3,2.5573470780000003,1033.2520276704984
231,Italy,NMC523,Direct,374.3371386354456,2023,Strategy 3,2.496014242,934.3508293436008
232,Italy,NMC622,Direct,163.2829751500727,2023,Strategy 3,2.478807863,404.74712269603384
233,Italy,NMC811,Direct,70.30297309065507,2023,Strategy 3,2.397518212,168.55265834259146
234,Japan,LFP,Direct,0.39267696085916365,2023,Strategy 3,2.252335332,0.8844401930054753
235,Japan,NCA,Direct,1237.8173389294136,2023,Strategy 3,2.452491446,3035.7364354348692
236,Japan,NMC111,Direct,838.4227588363309,2023,Strategy 3,2.5573470780000003,2144.1379924387898
237,Japan,NMC523,Hydro,480.91852038359184,2023,Strategy 3,2.357900841,1133.958183664947
238,Japan,NMC622,Direct,145.78917286278863,2023,Strategy 3,2.478807863,361.3833480325467
239,Japan,NMC811,Direct,27.017023810428597,2023,Strategy 3,2.397518212,64.7738066195402
240,Korea,LFP,Direct,4.342182466608213,2023,Strategy 3,2.252335332,9.780050987532587
241,Korea,NCA,Direct,4707.126719304735,2023,Strategy 3,2.452491446,11544.188014332905
242,Korea,NMC111,Hydro,2709.201327178395,2023,Strategy 3,2.414310695,6540.853739114993
243,Korea,NMC523,Hydro,1781.4498145512598,2023,Strategy 3,2.357900841,4200.48201592971
244,Korea,NMC622,Direct,622.5232867866337,2023,Strategy 3,2.478807863,1543.1156181873116
245,Korea,NMC811,Direct,168.03609144313896,2023,Strategy 3,2.397518212,402.86958950822304
246,Netherlands,LFP,Direct,9.383732719553086,2023,Strategy 3,2.252335332,21.13531275029386
247,Netherlands,NCA,Direct,1547.6056990039028,2023,Strategy 3,2.452491446,3795.489738587922
248,Netherlands,NMC111,Hydro,1296.649774993484,2023,Strategy 3,2.414310695,3130.515419436112
249,Netherlands,NMC523,Hydro,801.3651007706793,2023,Strategy 3,2.357900841,1889.5394450552346
250,Netherlands,NMC622,Direct,320.0912188813738,2023,Strategy 3,2.478807863,793.4446302404034
251,Netherlands,NMC811,Direct,93.2991513594621,2023,Strategy 3,2.397518212,223.68641454845496
252,Norway,LFP,Direct,0.1428908903500856,2023,Strategy 3,2.252335332,0.3218382009564356
253,Norway,NCA,Direct,2160.663870072808,2023,Strategy 3,2.452491446,5299.009659034817
254,Norway,NMC111,Hydro,1286.2061790245186,2023,Strategy 3,2.414310695,3105.3013339939803
255,Norway,NMC523,Hydro,767.3790115375862,2023,Strategy 3,2.357900841,1809.4036166702233
256,Norway,NMC622,Direct,262.83088980241456,2023,Strategy 3,2.478807863,651.5072762815117
257,Norway,NMC811,Direct,74.5026014850135,2023,Strategy 3,2.397518212,178.6213439016981
258,Poland,LFP,Direct,4.824105237398018,2023,Strategy 3,2.252335332,10.865502671477802
259,Poland,NCA,Direct,83.36455446513465,2023,Strategy 3,2.452491446,204.4508567253438
260,Poland,NMC111,Direct,59.38606312645838,2023,Strategy 3,2.5573470780000003,151.87077501037191
261,Poland,NMC523,Direct,55.34542703540138,2023,Strategy 3,2.496014242,138.1429741099337
262,Poland,NMC622,Direct,23.718762179365708,2023,Strategy 3,2.478807863,58.794254190838735
263,Poland,NMC811,Direct,9.810822594312693,2023,Strategy 3,2.397518212,23.52162584456577
264,Romania,LFP,Direct,0.21001907051125548,2023,Strategy 3,2.252335332,0.4730333729063
265,Romania,NCA,Direct,5.901307530680433,2023,Strategy 3,2.452491446,14.472906239209143
266,Romania,NMC111,Direct,4.329400859148668,2023,Strategy 3,2.5573470780000003,11.071780636634537
267,Romania,NMC523,Direct,3.998550420447996,2023,Strategy 3,2.496014242,9.980438796793287
268,Romania,NMC622,Direct,1.6809038890632193,2023,Strategy 3,2.478807863,4.166637777157188
269,Romania,NMC811,Direct,0.6176955017386859,2023,Strategy 3,2.397518212,1.480936214888977
270,Russian Federation,LFP,Direct,0.20513004660703463,2023,Strategy 3,2.252335332,0.4620216516278308
271,Russian Federation,NCA,Direct,599.1340571622897,2023,Strategy 3,2.452491446,1469.3711501977903
272,Russian Federation,NMC111,Direct,375.6087518856816,2023,Strategy 3,2.5573470780000003,960.561944106075
273,Russian Federation,NMC523,Direct,208.66502797671168,2023,Strategy 3,2.496014242,520.8308816372008
274,Russian Federation,NMC622,Direct,68.5264323459787,2023,Strategy 3,2.478807863,169.86385932254956
275,Russian Federation,NMC811,Direct,14.409423188691186,2023,Strategy 3,2.397518212,34.54685451930223
276,Serbia,LFP,Direct,0.007413689333023927,2023,Strategy 3,2.252335332,0.016698114425241304
277,Serbia,NCA,Direct,26.566859935496048,2023,Strategy 3,2.452491446,65.15499673888417
278,Serbia,NMC111,Direct,16.765545349481396,2023,Strategy 3,2.5573470780000003,42.87531841057274
279,Serbia,NMC523,Direct,7.7051284813585745,2023,Strategy 3,2.496014242,19.232110425910836
280,Serbia,NMC622,Direct,2.656190337144038,2023,Strategy 3,2.478807863,6.584185493337263
281,Serbia,NMC811,Direct,0.5055875309878543,2023,Strategy 3,2.397518212,1.212155313303495
282,Slovakia,LFP,Direct,0.4928715649001103,2023,Strategy 3,2.252335332,1.1101120397626494
283,Slovakia,NCA,Direct,13.548869890896187,2023,Strategy 3,2.452491446,33.22848751038985
284,Slovakia,NMC111,Direct,9.998370575050227,2023,Strategy 3,2.5573470780000003,25.569303774865883
285,Slovakia,NMC523,Direct,9.159649184727083,2023,Strategy 3,2.496014242,22.86261481680249
286,Slovakia,NMC622,Direct,3.8351376232863075,2023,Strategy 3,2.478807863,9.506569296289232
287,Slovakia,NMC811,Direct,1.4023424002149287,2023,Strategy 3,2.397518212,3.3621414439750845
