,country,type,recycling_m,scrap_sum,year,Strategy type
1827,Malawi,NMC811,Direct,10.768660914134145,2027,Strategy 1
1836,Malaysia,LFP,Direct,0.178602790776352,2027,Strategy 1
1851,Malaysia,NCA,Direct,5.564530621484392,2027,Strategy 1
1839,Malaysia,NMC111,Direct,2.908253467045052,2027,Strategy 1
1848,Malaysia,NMC523,Direct,0.9334231348149062,2027,Strategy 1
1842,Malaysia,NMC622,Direct,0.3278118369224569,2027,Strategy 1
1845,Malaysia,NMC811,Direct,0.26100016534368337,2027,Strategy 1
1656,Maldives,LFP,Direct,0.4872973808256433,2027,Strategy 1
1671,Maldives,NCA,Direct,9.326327872780446,2027,Strategy 1
1659,Maldives,NMC111,Direct,3.534478723873564,2027,Strategy 1
1668,Maldives,NMC523,Direct,3.234258582569669,2027,Strategy 1
1662,Maldives,NMC622,Direct,1.4302368857791723,2027,Strategy 1
1665,Maldives,NMC811,Direct,0.8931386980357151,2027,Strategy 1
1710,Mali,LFP,Direct,0.3421931849826858,2027,Strategy 1
1725,Mali,NCA,Direct,5.985731919136309,2027,Strategy 1
1713,Mali,NMC111,Direct,1.8453770690179985,2027,Strategy 1
1722,Mali,NMC523,Direct,1.9924666266011897,2027,Strategy 1
1716,Mali,NMC622,Direct,0.9225832292772536,2027,Strategy 1
1719,Mali,NMC811,Direct,0.5140918897354714,2027,Strategy 1
1728,Malta,LFP,Direct,4.497041014215572,2027,Strategy 1
1743,Malta,NCA,Direct,8.856586975762399,2027,Strategy 1
1731,Malta,NMC111,Direct,5.051344767550381,2027,Strategy 1
1740,Malta,NMC523,Direct,5.6810990429050765,2027,Strategy 1
1734,Malta,NMC622,Direct,2.8061851366391397,2027,Strategy 1
1737,Malta,NMC811,Direct,1.708224291121282,2027,Strategy 1
1782,Mauritania,LFP,Direct,0.0,2027,Strategy 1
1797,Mauritania,NCA,Direct,0.4981125744612364,2027,Strategy 1
1785,Mauritania,NMC111,Direct,0.1336853887771814,2027,Strategy 1
1794,Mauritania,NMC523,Direct,0.15903171823683165,2027,Strategy 1
1788,Mauritania,NMC622,Direct,0.07735368646432386,2027,Strategy 1
1791,Mauritania,NMC811,Direct,0.016330451473726283,2027,Strategy 1
1800,Mauritius,LFP,Direct,2.1696295200768083,2027,Strategy 1
1815,Mauritius,NCA,Direct,41.352802845090935,2027,Strategy 1
1803,Mauritius,NMC111,Direct,11.769200623485695,2027,Strategy 1
1812,Mauritius,NMC523,Direct,13.51622653249705,2027,Strategy 1
1806,Mauritius,NMC622,Direct,6.430524568753213,2027,Strategy 1
1809,Mauritius,NMC811,Direct,4.312423933394745,2027,Strategy 1
1674,Mexico,LFP,Direct,57.00235749505464,2027,Strategy 1
1689,Mexico,NCA,Direct,882.0755791901737,2027,Strategy 1
1677,Mexico,NMC111,Direct,226.1155599962788,2027,Strategy 1
1686,Mexico,NMC523,Direct,278.8665874250326,2027,Strategy 1
1680,Mexico,NMC622,Direct,137.56001879467675,2027,Strategy 1
1683,Mexico,NMC811,Direct,106.97535323045796,2027,Strategy 1
1746,Mongolia,LFP,Direct,1.2057234351504265,2027,Strategy 1
1761,Mongolia,NCA,Direct,21.373951052503703,2027,Strategy 1
1749,Mongolia,NMC111,Direct,7.0286477253574535,2027,Strategy 1
1758,Mongolia,NMC523,Direct,7.125722115021702,2027,Strategy 1
1752,Mongolia,NMC622,Direct,3.330879339932689,2027,Strategy 1
1755,Mongolia,NMC811,Direct,2.162018476638318,2027,Strategy 1
2880,Montenegro,LFP,Direct,0.3492004398718322,2027,Strategy 1
2895,Montenegro,NCA,Direct,7.195672520533737,2027,Strategy 1
2883,Montenegro,NMC111,Direct,2.074868957210993,2027,Strategy 1
2892,Montenegro,NMC523,Direct,2.3895304984072183,2027,Strategy 1
2886,Montenegro,NMC622,Direct,1.135789775007921,2027,Strategy 1
2889,Montenegro,NMC811,Direct,0.7716148518138052,2027,Strategy 1
1602,Morocco,LFP,Direct,5.4576939640583815,2027,Strategy 1
1617,Morocco,NCA,Direct,101.73778841751027,2027,Strategy 1
1605,Morocco,NMC111,Direct,27.32525705614047,2027,Strategy 1
1614,Morocco,NMC523,Direct,32.66836969905404,2027,Strategy 1
1608,Morocco,NMC622,Direct,15.865890328533135,2027,Strategy 1
1611,Morocco,NMC811,Direct,10.326842090117514,2027,Strategy 1
1764,Mozambique,LFP,Direct,0.4187155401462728,2027,Strategy 1
1779,Mozambique,NCA,Direct,7.028033642102301,2027,Strategy 1
1767,Mozambique,NMC111,Direct,2.416047920757891,2027,Strategy 1
1776,Mozambique,NMC523,Direct,2.400621682013208,2027,Strategy 1
1770,Mozambique,NMC622,Direct,1.0749587349983278,2027,Strategy 1
1773,Mozambique,NMC811,Direct,0.6418183919976509,2027,Strategy 1
2862,Myanmar,LFP,Direct,11.168876448700885,2027,Strategy 1
2877,Myanmar,NCA,Direct,193.19191050079547,2027,Strategy 1
2865,Myanmar,NMC111,Direct,51.05936300479066,2027,Strategy 1
2874,Myanmar,NMC523,Direct,61.53619021143058,2027,Strategy 1
2868,Myanmar,NMC622,Direct,30.066738463205358,2027,Strategy 1
2871,Myanmar,NMC811,Direct,21.852458074087096,2027,Strategy 1
1854,Namibia,LFP,Direct,2.210945938047808,2027,Strategy 1
1869,Namibia,NCA,Direct,43.75565176885807,2027,Strategy 1
1857,Namibia,NMC111,Direct,11.72218052909608,2027,Strategy 1
1866,Namibia,NMC523,Direct,14.058401217065134,2027,Strategy 1
1860,Namibia,NMC622,Direct,6.832165685380416,2027,Strategy 1
1863,Namibia,NMC811,Direct,4.833022774540619,2027,Strategy 1
1980,Nepal,LFP,Direct,1.5618425100126343,2027,Strategy 1
1995,Nepal,NCA,Direct,32.69880308471415,2027,Strategy 1
1983,Nepal,NMC111,Direct,11.941371658843483,2027,Strategy 1
1992,Nepal,NMC523,Direct,11.434924505372903,2027,Strategy 1
1986,Nepal,NMC622,Direct,4.98722723011236,2027,Strategy 1
1989,Nepal,NMC811,Direct,2.476515490262687,2027,Strategy 1
1944,Netherlands,LFP,Direct,1652.7638104685734,2027,Strategy 1
1959,Netherlands,NCA,Direct,7156.179709852009,2027,Strategy 1
1948,Netherlands,NMC111,Hydro,4017.55717001421,2027,Strategy 1
1957,Netherlands,NMC523,Hydro,4781.728860589973,2027,Strategy 1
1950,Netherlands,NMC622,Direct,2350.5084878460616,2027,Strategy 1
1953,Netherlands,NMC811,Direct,1299.695953248691,2027,Strategy 1
1872,New Caledonia,LFP,Direct,0.0,2027,Strategy 1
1887,New Caledonia,NCA,Direct,0.21859530295963905,2027,Strategy 1
1875,New Caledonia,NMC111,Direct,0.10908784749941533,2027,Strategy 1
1884,New Caledonia,NMC523,Direct,0.008319206020145473,2027,Strategy 1
1878,New Caledonia,NMC622,Direct,0.0,2027,Strategy 1
1881,New Caledonia,NMC811,Direct,0.0,2027,Strategy 1
1998,New Zealand,LFP,Direct,52.84449980183764,2027,Strategy 1
2013,New Zealand,NCA,Direct,1043.0561793305612,2027,Strategy 1
2001,New Zealand,NMC111,Direct,275.48712730180046,2027,Strategy 1
2010,New Zealand,NMC523,Direct,333.34166673055023,2027,Strategy 1
2004,New Zealand,NMC622,Direct,162.73395353991876,2027,Strategy 1
2007,New Zealand,NMC811,Direct,119.20186040553484,2027,Strategy 1
1926,Nicaragua,LFP,Direct,3.7951616211773698,2027,Strategy 1
1941,Nicaragua,NCA,Direct,80.47669672666018,2027,Strategy 1
1929,Nicaragua,NMC111,Direct,21.13421642572066,2027,Strategy 1
1938,Nicaragua,NMC523,Direct,25.98467124898655,2027,Strategy 1
1932,Nicaragua,NMC622,Direct,12.664453909512325,2027,Strategy 1
1935,Nicaragua,NMC811,Direct,8.578472179096773,2027,Strategy 1
1890,Niger,LFP,Direct,1.1223024166672182,2027,Strategy 1
1905,Niger,NCA,Direct,19.731325131277593,2027,Strategy 1
1893,Niger,NMC111,Direct,5.208950040238843,2027,Strategy 1
1902,Niger,NMC523,Direct,6.272411220457849,2027,Strategy 1
1896,Niger,NMC622,Direct,3.0682366118713698,2027,Strategy 1
1899,Niger,NMC811,Direct,2.0298978329808635,2027,Strategy 1
1908,Nigeria,LFP,Direct,78.36267638459897,2027,Strategy 1
1923,Nigeria,NCA,Direct,1209.5717980791196,2027,Strategy 1
1911,Nigeria,NMC111,Direct,314.3245964022811,2027,Strategy 1
1920,Nigeria,NMC523,Direct,382.95362951533616,2027,Strategy 1
1914,Nigeria,NMC622,Direct,188.23997705022887,2027,Strategy 1
1917,Nigeria,NMC811,Direct,135.46797355238246,2027,Strategy 1
1692,North Macedonia,LFP,Direct,0.9145441309204362,2027,Strategy 1
1707,North Macedonia,NCA,Direct,19.56667560020327,2027,Strategy 1
1695,North Macedonia,NMC111,Direct,6.994878868038888,2027,Strategy 1
1704,North Macedonia,NMC523,Direct,6.820367220182789,2027,Strategy 1
1698,North Macedonia,NMC622,Direct,3.050736046514236,2027,Strategy 1
1701,North Macedonia,NMC811,Direct,1.97488614110298,2027,Strategy 1
1962,Norway,LFP,Direct,48.52717683225264,2027,Strategy 1
1977,Norway,NCA,Direct,7655.418687373785,2027,Strategy 1
1966,Norway,NMC111,Hydro,2045.115605893504,2027,Strategy 1
1975,Norway,NMC523,Hydro,2520.989529508558,2027,Strategy 1
1968,Norway,NMC622,Direct,1217.6723056293893,2027,Strategy 1
1971,Norway,NMC811,Direct,845.4373688895537,2027,Strategy 1
2016,Oman,LFP,Direct,2.656708942653553,2027,Strategy 1
2031,Oman,NCA,Direct,68.11683509911293,2027,Strategy 1
2019,Oman,NMC111,Direct,17.559036362820283,2027,Strategy 1
2028,Oman,NMC523,Direct,22.227971894051684,2027,Strategy 1
2022,Oman,NMC622,Direct,10.860788610524681,2027,Strategy 1
2025,Oman,NMC811,Direct,8.008026793914906,2027,Strategy 1
2034,Pakistan,LFP,Direct,51.42093672937102,2027,Strategy 1
2049,Pakistan,NCA,Direct,808.9914507461979,2027,Strategy 1
2037,Pakistan,NMC111,Direct,206.75432417920965,2027,Strategy 1
2046,Pakistan,NMC523,Direct,255.7270852862759,2027,Strategy 1
2040,Pakistan,NMC622,Direct,126.23548194525236,2027,Strategy 1
2043,Pakistan,NMC811,Direct,96.59505441348348,2027,Strategy 1
2124,Palau,LFP,Direct,0.017838747986293587,2027,Strategy 1
2139,Palau,NCA,Direct,0.24655548383622336,2027,Strategy 1
2127,Palau,NMC111,Direct,0.08095104380331443,2027,Strategy 1
2136,Palau,NMC523,Direct,0.06273130607395379,2027,Strategy 1
2130,Palau,NMC622,Direct,0.029519286668714933,2027,Strategy 1
2133,Palau,NMC811,Direct,0.023130311998501168,2027,Strategy 1
2070,Panama,LFP,Direct,0.0,2027,Strategy 1
2085,Panama,NCA,Direct,49.982067125600736,2027,Strategy 1
2073,Panama,NMC111,Direct,13.591139232548542,2027,Strategy 1
2082,Panama,NMC523,Direct,16.4732221355968,2027,Strategy 1
2076,Panama,NMC622,Direct,7.909670796056996,2027,Strategy 1
2079,Panama,NMC811,Direct,5.16539828728403,2027,Strategy 1
2142,Papua New Guinea,LFP,Direct,0.0,2027,Strategy 1
2157,Papua New Guinea,NCA,Direct,0.0,2027,Strategy 1
2145,Papua New Guinea,NMC111,Direct,0.0,2027,Strategy 1
2154,Papua New Guinea,NMC523,Direct,0.0,2027,Strategy 1
2148,Papua New Guinea,NMC622,Direct,0.0,2027,Strategy 1
2151,Papua New Guinea,NMC811,Direct,0.0,2027,Strategy 1
2196,Paraguay,LFP,Direct,2.469278850271607,2027,Strategy 1
2211,Paraguay,NCA,Direct,58.64206959938544,2027,Strategy 1
2199,Paraguay,NMC111,Direct,16.093820640614208,2027,Strategy 1
2208,Paraguay,NMC523,Direct,19.437362232722798,2027,Strategy 1
2202,Paraguay,NMC622,Direct,9.29431852009009,2027,Strategy 1
2205,Paraguay,NMC811,Direct,6.199356426484351,2027,Strategy 1
2088,Peru,LFP,Direct,18.741381760977358,2027,Strategy 1
2103,Peru,NCA,Direct,398.0165465863795,2027,Strategy 1
2091,Peru,NMC111,Direct,116.98258239466112,2027,Strategy 1
2100,Peru,NMC523,Direct,132.00656077068905,2027,Strategy 1
2094,Peru,NMC622,Direct,62.097952234689686,2027,Strategy 1
2097,Peru,NMC811,Direct,38.053780188063975,2027,Strategy 1
2106,Philippines,LFP,Direct,259.282457822192,2027,Strategy 1
2121,Philippines,NCA,Direct,3855.0167944714335,2027,Strategy 1
2110,Philippines,NMC111,Hydro,984.0682075141948,2027,Strategy 1
2119,Philippines,NMC523,Hydro,1214.9779813028208,2027,Strategy 1
2112,Philippines,NMC622,Direct,600.6434039980643,2027,Strategy 1
2115,Philippines,NMC811,Direct,465.77670032744186,2027,Strategy 1
2160,Poland,LFP,Direct,1951.9617238289072,2027,Strategy 1
2175,Poland,NCA,Direct,3517.325892611567,2027,Strategy 1
2164,Poland,NMC111,Hydro,2000.9501370574699,2027,Strategy 1
2173,Poland,NMC523,Hydro,2250.0080397142087,2027,Strategy 1
2166,Poland,NMC622,Direct,1113.127346496784,2027,Strategy 1
2169,Poland,NMC811,Direct,685.9204978345971,2027,Strategy 1
2178,Portugal,LFP,Direct,1115.053227698621,2027,Strategy 1
2193,Portugal,NCA,Direct,2908.8290835352614,2027,Strategy 1
2182,Portugal,NMC111,Hydro,1677.91282984105,2027,Strategy 1
2191,Portugal,NMC523,Hydro,1883.119360075004,2027,Strategy 1
2184,Portugal,NMC622,Direct,924.6570298154433,2027,Strategy 1
2187,Portugal,NMC811,Direct,541.7672572695917,2027,Strategy 1
2232,Qatar,LFP,Direct,0.0,2027,Strategy 1
2247,Qatar,NCA,Direct,45.20314075063427,2027,Strategy 1
2235,Qatar,NMC111,Direct,11.928401789222233,2027,Strategy 1
2244,Qatar,NMC523,Direct,15.80151900623856,2027,Strategy 1
2238,Qatar,NMC622,Direct,7.558326655400339,2027,Strategy 1
2241,Qatar,NMC811,Direct,4.861454660809825,2027,Strategy 1
1620,Rep. of Moldova,LFP,Direct,1.8271845379467249,2027,Strategy 1
1635,Rep. of Moldova,NCA,Direct,32.390436925682074,2027,Strategy 1
1623,Rep. of Moldova,NMC111,Direct,8.539446442940276,2027,Strategy 1
1632,Rep. of Moldova,NMC523,Direct,10.459535746755927,2027,Strategy 1
1626,Rep. of Moldova,NMC622,Direct,5.089223516230323,2027,Strategy 1
1629,Rep. of Moldova,NMC811,Direct,3.673999911088432,2027,Strategy 1
2250,Romania,LFP,Direct,84.90571631724788,2027,Strategy 1
2265,Romania,NCA,Direct,162.72208701591646,2027,Strategy 1
2253,Romania,NMC111,Direct,92.69807955883772,2027,Strategy 1
2262,Romania,NMC523,Direct,104.30983657571328,2027,Strategy 1
2256,Romania,NMC622,Direct,51.5626380917336,2027,Strategy 1
2259,Romania,NMC811,Direct,31.46508020474989,2027,Strategy 1
2268,Russian Federation,LFP,Direct,72.98881107518352,2027,Strategy 1
2283,Russian Federation,NCA,Direct,2018.7250695092664,2027,Strategy 1
2271,Russian Federation,NMC111,Direct,515.4314492573395,2027,Strategy 1
2281,Russian Federation,NMC523,Hydro,676.1124958088614,2027,Strategy 1
2274,Russian Federation,NMC622,Direct,328.70291208785926,2027,Strategy 1
2277,Russian Federation,NMC811,Direct,232.03450548976315,2027,Strategy 1
2286,Rwanda,LFP,Direct,0.0,2027,Strategy 1
2301,Rwanda,NCA,Direct,19.187895808298226,2027,Strategy 1
2289,Rwanda,NMC111,Direct,6.01622983441103,2027,Strategy 1
2298,Rwanda,NMC523,Direct,6.477159676287142,2027,Strategy 1
2292,Rwanda,NMC622,Direct,3.1488489087001743,2027,Strategy 1
2295,Rwanda,NMC811,Direct,2.406346631463637,2027,Strategy 1
1494,Saint Lucia,LFP,Direct,0.08396256977745124,2027,Strategy 1
1509,Saint Lucia,NCA,Direct,1.6642558350482513,2027,Strategy 1
1497,Saint Lucia,NMC111,Direct,0.6200122865008107,2027,Strategy 1
1506,Saint Lucia,NMC523,Direct,0.5911978891588974,2027,Strategy 1
1500,Saint Lucia,NMC622,Direct,0.25440461133223924,2027,Strategy 1
1503,Saint Lucia,NMC811,Direct,0.12974685595323812,2027,Strategy 1
2754,Samoa,LFP,Direct,0.009572179971139549,2027,Strategy 1
2769,Samoa,NCA,Direct,0.2117120618874858,2027,Strategy 1
2757,Samoa,NMC111,Direct,0.06108575911388879,2027,Strategy 1
2766,Samoa,NMC523,Direct,0.06968555103314587,2027,Strategy 1
2760,Samoa,NMC622,Direct,0.032981705421643616,2027,Strategy 1
2763,Samoa,NMC811,Direct,0.02138524483016522,2027,Strategy 1
2304,Saudi Arabia,LFP,Direct,40.20778314297167,2027,Strategy 1
2319,Saudi Arabia,NCA,Direct,895.6591683378205,2027,Strategy 1
2307,Saudi Arabia,NMC111,Direct,245.5040927632254,2027,Strategy 1
2316,Saudi Arabia,NMC523,Direct,291.64185541770365,2027,Strategy 1
2310,Saudi Arabia,NMC622,Direct,140.46494221047956,2027,Strategy 1
2313,Saudi Arabia,NMC811,Direct,91.25336826593607,2027,Strategy 1
2340,Senegal,LFP,Direct,5.9089098410100975,2027,Strategy 1
2355,Senegal,NCA,Direct,89.60726917704821,2027,Strategy 1
2343,Senegal,NMC111,Direct,22.872522175318228,2027,Strategy 1
2352,Senegal,NMC523,Direct,28.245789636336056,2027,Strategy 1
2346,Senegal,NMC622,Direct,13.963057129341074,2027,Strategy 1
2349,Senegal,NMC811,Direct,10.764631362728895,2027,Strategy 1
2790,Serbia,LFP,Direct,2.6697536329929905,2027,Strategy 1
2805,Serbia,NCA,Direct,73.973394240023,2027,Strategy 1
2793,Serbia,NMC111,Direct,19.16437989150931,2027,Strategy 1
2802,Serbia,NMC523,Direct,24.80049554638281,2027,Strategy 1
2796,Serbia,NMC622,Direct,12.178063060895527,2027,Strategy 1
2799,Serbia,NMC811,Direct,8.784808069921791,2027,Strategy 1
2484,Seychelles,LFP,Direct,0.2212933238258484,2027,Strategy 1
2499,Seychelles,NCA,Direct,3.6277738604138654,2027,Strategy 1
2487,Seychelles,NMC111,Direct,1.0114196563402362,2027,Strategy 1
2496,Seychelles,NMC523,Direct,1.1707462761181069,2027,Strategy 1
2490,Seychelles,NMC622,Direct,0.5620896463962932,2027,Strategy 1
2493,Seychelles,NMC811,Direct,0.4236031423645363,2027,Strategy 1
2394,Sierra Leone,LFP,Direct,0.0,2027,Strategy 1
2409,Sierra Leone,NCA,Direct,0.7325074504492145,2027,Strategy 1
2397,Sierra Leone,NMC111,Direct,0.458133115656554,2027,Strategy 1
2406,Sierra Leone,NMC523,Direct,0.3187320944911199,2027,Strategy 1
2400,Sierra Leone,NMC622,Direct,0.10444973762832452,2027,Strategy 1
2403,Sierra Leone,NMC811,Direct,0.01180747568426266,2027,Strategy 1
2358,Singapore,LFP,Direct,0.0,2027,Strategy 1
2373,Singapore,NCA,Direct,0.0,2027,Strategy 1
2361,Singapore,NMC111,Direct,0.0,2027,Strategy 1
2370,Singapore,NMC523,Direct,0.0,2027,Strategy 1
2364,Singapore,NMC622,Direct,0.0,2027,Strategy 1
2367,Singapore,NMC811,Direct,0.0,2027,Strategy 1
2430,Slovakia,LFP,Direct,184.24825993655415,2027,Strategy 1
2445,Slovakia,NCA,Direct,357.8757953303409,2027,Strategy 1
2433,Slovakia,NMC111,Direct,204.0694012444739,2027,Strategy 1
2442,Slovakia,NMC523,Direct,229.50746810506385,2027,Strategy 1
2436,Slovakia,NMC622,Direct,113.38074787968118,2027,Strategy 1
2439,Slovakia,NMC811,Direct,69.09107757620171,2027,Strategy 1
2448,Slovenia,LFP,Direct,16.925537575683368,2027,Strategy 1
2463,Slovenia,NCA,Direct,32.970974637287604,2027,Strategy 1
2451,Slovenia,NMC111,Direct,18.80179242854031,2027,Strategy 1
2460,Slovenia,NMC523,Direct,21.145583049524273,2027,Strategy 1
2454,Slovenia,NMC622,Direct,10.445967500280435,2027,Strategy 1
2457,Slovenia,NMC811,Direct,6.363949508805912,2027,Strategy 1
2376,Solomon Isds,LFP,Direct,0.012347802849825491,2027,Strategy 1
2391,Solomon Isds,NCA,Direct,0.24720279220653155,2027,Strategy 1
2379,Solomon Isds,NMC111,Direct,0.1125419572411799,2027,Strategy 1
2388,Solomon Isds,NMC523,Direct,0.07424970915378518,2027,Strategy 1
2382,Solomon Isds,NMC622,Direct,0.03178066937059173,2027,Strategy 1
2385,Solomon Isds,NMC811,Direct,0.01746463537033968,2027,Strategy 1
2808,South Africa,LFP,Direct,1.1786094174895092,2027,Strategy 1
2823,South Africa,NCA,Direct,26.52272616483932,2027,Strategy 1
2811,South Africa,NMC111,Direct,6.457858708047517,2027,Strategy 1
2820,South Africa,NMC523,Direct,8.743106646208478,2027,Strategy 1
2814,South Africa,NMC622,Direct,4.3165478517614115,2027,Strategy 1
2817,South Africa,NMC811,Direct,3.163263193437726,2027,Strategy 1
828,Spain,LFP,Direct,3540.2332265285295,2027,Strategy 1
843,Spain,NCA,Direct,7970.924626321361,2027,Strategy 1
832,Spain,NMC111,Hydro,4561.566998305549,2027,Strategy 1
841,Spain,NMC523,Hydro,5135.9888147917245,2027,Strategy 1
834,Spain,NMC622,Direct,2531.0168852374445,2027,Strategy 1
837,Spain,NMC811,Direct,1524.2017663798072,2027,Strategy 1
1512,Sri Lanka,LFP,Direct,35.662973038903125,2027,Strategy 1
1527,Sri Lanka,NCA,Direct,415.13048304949416,2027,Strategy 1
1515,Sri Lanka,NMC111,Direct,105.2876423869655,2027,Strategy 1
1524,Sri Lanka,NMC523,Direct,130.58098638491586,2027,Strategy 1
1518,Sri Lanka,NMC622,Direct,64.69286257198439,2027,Strategy 1
1521,Sri Lanka,NMC811,Direct,51.11749138129939,2027,Strategy 1
2052,State of Palestine,LFP,Direct,0.13951070824163986,2027,Strategy 1
2067,State of Palestine,NCA,Direct,2.7404129907152788,2027,Strategy 1
2055,State of Palestine,NMC111,Direct,0.8828560923184167,2027,Strategy 1
2064,State of Palestine,NMC523,Direct,0.92451929647917,2027,Strategy 1
2058,State of Palestine,NMC622,Direct,0.4284124376090464,2027,Strategy 1
2061,State of Palestine,NMC811,Direct,0.27008554517372835,2027,Strategy 1
2322,Sudan,LFP,Direct,0.034029359894152685,2027,Strategy 1
2337,Sudan,NCA,Direct,1.4513608718905537,2027,Strategy 1
2325,Sudan,NMC111,Direct,0.4974211189426245,2027,Strategy 1
2334,Sudan,NMC523,Direct,0.17924684419891745,2027,Strategy 1
2328,Sudan,NMC622,Direct,0.08037249884170547,2027,Strategy 1
2331,Sudan,NMC811,Direct,0.05256114059038319,2027,Strategy 1
2466,Sweden,LFP,Direct,1332.7410381488291,2027,Strategy 1
2481,Sweden,NCA,Direct,7449.439178492804,2027,Strategy 1
2470,Sweden,NMC111,Hydro,4305.499592212532,2027,Strategy 1
2479,Sweden,NMC523,Hydro,4870.533785380296,2027,Strategy 1
2472,Sweden,NMC622,Direct,2383.2523912629795,2027,Strategy 1
2475,Sweden,NMC811,Direct,1369.9952876820405,2027,Strategy 1
504,Switzerland,LFP,Direct,209.10058033503586,2027,Strategy 1
519,Switzerland,NCA,Direct,4541.793718400703,2027,Strategy 1
508,Switzerland,NMC111,Hydro,1163.817851497977,2027,Strategy 1
517,Switzerland,NMC523,Hydro,1444.6902130777262,2027,Strategy 1
510,Switzerland,NMC622,Direct,711.7130101062488,2027,Strategy 1
513,Switzerland,NMC811,Direct,542.4936141367472,2027,Strategy 1
2538,Tajikistan,LFP,Direct,0.29606247353369897,2027,Strategy 1
2553,Tajikistan,NCA,Direct,5.132204998214127,2027,Strategy 1
2541,Tajikistan,NMC111,Direct,1.6205645344937183,2027,Strategy 1
2550,Tajikistan,NMC523,Direct,1.7184005673740828,2027,Strategy 1
2544,Tajikistan,NMC622,Direct,0.7886573242878497,2027,Strategy 1
2547,Tajikistan,NMC811,Direct,0.5164210767566305,2027,Strategy 1
2520,Thailand,LFP,Direct,77.66910948294337,2027,Strategy 1
2535,Thailand,NCA,Direct,2070.6079103708344,2027,Strategy 1
2523,Thailand,NMC111,Direct,603.3658432164331,2027,Strategy 1
2533,Thailand,NMC523,Hydro,692.7511523488727,2027,Strategy 1
2526,Thailand,NMC622,Direct,327.5895259354015,2027,Strategy 1
2529,Thailand,NMC811,Direct,227.3148475503144,2027,Strategy 1
2502,Togo,LFP,Direct,1.4043150303730856,2027,Strategy 1
2517,Togo,NCA,Direct,26.47258853414806,2027,Strategy 1
2505,Togo,NMC111,Direct,7.895740822179311,2027,Strategy 1
2514,Togo,NMC523,Direct,8.728559061453343,2027,Strategy 1
2508,Togo,NMC622,Direct,4.216028010772477,2027,Strategy 1
2511,Togo,NMC811,Direct,2.7745270157472457,2027,Strategy 1
2556,Tonga,LFP,Direct,0.0,2027,Strategy 1
2571,Tonga,NCA,Direct,0.0,2027,Strategy 1
2559,Tonga,NMC111,Direct,0.0,2027,Strategy 1
2568,Tonga,NMC523,Direct,0.0,2027,Strategy 1
2562,Tonga,NMC622,Direct,0.0,2027,Strategy 1
2565,Tonga,NMC811,Direct,0.0,2027,Strategy 1
2574,Trinidad and Tobago,LFP,Direct,1.857039933159225,2027,Strategy 1
2589,Trinidad and Tobago,NCA,Direct,32.28704534060505,2027,Strategy 1
2577,Trinidad and Tobago,NMC111,Direct,8.622318310264227,2027,Strategy 1
2586,Trinidad and Tobago,NMC523,Direct,10.314786990029377,2027,Strategy 1
2580,Trinidad and Tobago,NMC622,Direct,5.0208806215334585,2027,Strategy 1
2583,Trinidad and Tobago,NMC811,Direct,3.742545063559328,2027,Strategy 1
2592,Tunisia,LFP,Direct,0.8741528496983466,2027,Strategy 1
2607,Tunisia,NCA,Direct,22.083666336069907,2027,Strategy 1
2595,Tunisia,NMC111,Direct,6.291569192145238,2027,Strategy 1
2604,Tunisia,NMC523,Direct,7.3039505861024345,2027,Strategy 1
2598,Tunisia,NMC622,Direct,3.4685613842028427,2027,Strategy 1
2601,Tunisia,NMC811,Direct,2.2015253722074344,2027,Strategy 1
2610,Turkey,LFP,Direct,125.58636175695358,2027,Strategy 1
2625,Turkey,NCA,Direct,3591.254790091809,2027,Strategy 1
2614,Turkey,NMC111,Hydro,895.2751980416216,2027,Strategy 1
2623,Turkey,NMC523,Hydro,1183.4595602364798,2027,Strategy 1
2616,Turkey,NMC622,Direct,581.1650289745871,2027,Strategy 1
2619,Turkey,NMC811,Direct,425.74824267834856,2027,Strategy 1
2700,USA,LFP,Direct,23450.565233967358,2027,Strategy 1
2715,USA,NCA,Direct,91266.25365209355,2027,Strategy 1
2704,USA,NMC111,Hydro,9661.321793465759,2027,Strategy 1
2713,USA,NMC523,Hydro,11454.473717630908,2027,Strategy 1
2707,USA,NMC622,Hydro,5558.976245018495,2027,Strategy 1
2709,USA,NMC811,Direct,6124.626569343547,2027,Strategy 1
2646,Uganda,LFP,Direct,42.74890843886148,2027,Strategy 1
2661,Uganda,NCA,Direct,679.5733993418689,2027,Strategy 1
2649,Uganda,NMC111,Direct,175.60972779739402,2027,Strategy 1
2658,Uganda,NMC523,Direct,215.06710972392602,2027,Strategy 1
2652,Uganda,NMC622,Direct,105.88547261378356,2027,Strategy 1
2655,Uganda,NMC811,Direct,75.89425369428028,2027,Strategy 1
2664,Ukraine,LFP,Direct,0.0,2027,Strategy 1
2679,Ukraine,NCA,Direct,416.1018533445444,2027,Strategy 1
2667,Ukraine,NMC111,Direct,134.9785462487384,2027,Strategy 1
2676,Ukraine,NMC523,Direct,142.91774972816702,2027,Strategy 1
2670,Ukraine,NMC622,Direct,66.48039384790775,2027,Strategy 1
2673,Ukraine,NMC811,Direct,38.09833859044111,2027,Strategy 1
90,United Arab Emirates,LFP,Direct,0.0,2027,Strategy 1
105,United Arab Emirates,NCA,Direct,1107.3013305891723,2027,Strategy 1
