,country,type,recycling_m,scrap_sum,year,Strategy type
99,France,NMC811,Direct,2592.7779632551096,2026,Strategy 3
108,Germany,LFP,Direct,9249.717982527114,2026,Strategy 3
123,Germany,NCA,Direct,46436.58303098711,2026,Strategy 3
112,Germany,NMC111,Hydro,24480.03630806664,2026,Strategy 3
121,Germany,NMC523,Hydro,27334.362351147276,2026,Strategy 3
115,Germany,NMC622,Hydro,13227.21180167926,2026,Strategy 3
117,Germany,NMC811,Direct,7684.704322840475,2026,Strategy 3
126,Hungary,LFP,Direct,20.366654033294424,2026,Strategy 3
141,Hungary,NCA,Direct,47.720174896131574,2026,Strategy 3
129,Hungary,NMC111,Direct,27.565942106971306,2026,Strategy 3
138,Hungary,NMC523,Direct,30.881996898338294,2026,Strategy 3
132,Hungary,NMC622,Direct,15.135585385217992,2026,Strategy 3
135,Hungary,NMC811,Direct,8.919183319300616,2026,Strategy 3
0,India,LFP,Direct,45.066837050589484,2026,Strategy 3
15,India,NCA,Direct,877.6761646535108,2026,Strategy 3
3,India,NMC111,Direct,232.8819897841532,2026,Strategy 3
12,India,NMC523,Direct,281.9263795911107,2026,Strategy 3
6,India,NMC622,Direct,137.33958354452068,2026,Strategy 3
9,India,NMC811,Direct,104.63872766450477,2026,Strategy 3
144,Italy,LFP,Direct,4106.161219603399,2026,Strategy 3
159,Italy,NCA,Direct,9514.743555748577,2026,Strategy 3
148,Italy,NMC111,Hydro,5453.760524967382,2026,Strategy 3
157,Italy,NMC523,Hydro,6125.936849778684,2026,Strategy 3
150,Italy,NMC622,Direct,3016.101960388907,2026,Strategy 3
153,Italy,NMC811,Direct,1819.866325247216,2026,Strategy 3
18,Japan,LFP,Direct,58.48676989954278,2026,Strategy 3
33,Japan,NCA,Direct,2739.379259645879,2026,Strategy 3
22,Japan,NMC111,Hydro,924.9612206626484,2026,Strategy 3
31,Japan,NMC523,Hydro,1031.9057651366645,2026,Strategy 3
24,Japan,NMC622,Direct,455.018170592333,2026,Strategy 3
27,Japan,NMC811,Direct,261.5713331021304,2026,Strategy 3
36,Korea,LFP,Direct,624.7628653263771,2026,Strategy 3
51,Korea,NCA,Direct,20449.48927914181,2026,Strategy 3
40,Korea,NMC111,Hydro,6278.128210690574,2026,Strategy 3
49,Korea,NMC523,Hydro,6912.891633713399,2026,Strategy 3
43,Korea,NMC622,Hydro,3199.4209044817485,2026,Strategy 3
45,Korea,NMC811,Direct,2011.4456364501023,2026,Strategy 3
414,Netherlands,LFP,Direct,720.1610797685437,2026,Strategy 3
429,Netherlands,NCA,Direct,5022.18444457951,2026,Strategy 3
418,Netherlands,NMC111,Hydro,2883.2272182960487,2026,Strategy 3
427,Netherlands,NMC523,Hydro,3449.171437120445,2026,Strategy 3
420,Netherlands,NMC622,Direct,1666.7141356961833,2026,Strategy 3
423,Netherlands,NMC811,Direct,838.7323405247034,2026,Strategy 3
252,Norway,LFP,Direct,20.853547471557846,2026,Strategy 3
267,Norway,NCA,Direct,6210.440868010857,2026,Strategy 3
256,Norway,NMC111,Hydro,1905.9760954458545,2026,Strategy 3
265,Norway,NMC523,Hydro,2136.750378605167,2026,Strategy 3
258,Norway,NMC622,Direct,985.0572857156673,2026,Strategy 3
261,Norway,NMC811,Direct,613.1012748596283,2026,Strategy 3
162,Poland,LFP,Direct,749.2876439980002,2026,Strategy 3
177,Poland,NCA,Direct,1565.9412852282092,2026,Strategy 3
166,Poland,NMC111,Hydro,897.6216327374073,2026,Strategy 3
175,Poland,NMC523,Hydro,1006.8239889390481,2026,Strategy 3
168,Poland,NMC622,Direct,495.75215880306666,2026,Strategy 3
171,Poland,NMC811,Direct,299.68713491553467,2026,Strategy 3
486,Romania,LFP,Direct,31.714391334967928,2026,Strategy 3
501,Romania,NCA,Direct,75.2108459484937,2026,Strategy 3
489,Romania,NMC111,Direct,43.399909623525815,2026,Strategy 3
498,Romania,NMC523,Direct,48.675833563268924,2026,Strategy 3
492,Romania,NMC622,Direct,23.872404744059686,2026,Strategy 3
495,Romania,NMC811,Direct,14.06126244243009,2026,Strategy 3
270,Russian Federation,LFP,Direct,30.747849522422563,2026,Strategy 3
285,Russian Federation,NCA,Direct,1418.8815602059165,2026,Strategy 3
273,Russian Federation,NMC111,Direct,432.32602062180723,2026,Strategy 3
283,Russian Federation,NMC523,Hydro,512.7126030726122,2026,Strategy 3
276,Russian Federation,NMC622,Direct,234.522234267654,2026,Strategy 3
279,Russian Federation,NMC811,Direct,142.43138048465613,2026,Strategy 3
288,Serbia,LFP,Direct,1.1064934049046276,2026,Strategy 3
303,Serbia,NCA,Direct,50.85426643109455,2026,Strategy 3
291,Serbia,NMC111,Direct,15.783478333841094,2026,Strategy 3
300,Serbia,NMC523,Direct,18.00979445766731,2026,Strategy 3
294,Serbia,NMC622,Direct,8.417128683826812,2026,Strategy 3
297,Serbia,NMC811,Direct,5.291259185499165,2026,Strategy 3
180,Slovakia,LFP,Direct,71.9640577238243,2026,Strategy 3
195,Slovakia,NCA,Direct,171.29355156095903,2026,Strategy 3
183,Slovakia,NMC111,Direct,98.9972220564227,2026,Strategy 3
192,Slovakia,NMC523,Direct,110.89524007717586,2026,Strategy 3
186,Slovakia,NMC622,Direct,54.334674152055115,2026,Strategy 3
189,Slovakia,NMC811,Direct,31.967967588236533,2026,Strategy 3
198,Spain,LFP,Direct,1442.6244787588143,2026,Strategy 3
213,Spain,NCA,Direct,4260.241918947077,2026,Strategy 3
202,Spain,NMC111,Hydro,2491.1661259096645,2026,Strategy 3
211,Spain,NMC523,Hydro,2786.772307533942,2026,Strategy 3
204,Spain,NMC622,Direct,1355.1023202874849,2026,Strategy 3
207,Spain,NMC811,Direct,778.2332367436179,2026,Strategy 3
216,Sweden,LFP,Direct,609.9183951332585,2026,Strategy 3
231,Sweden,NCA,Direct,5290.081936741933,2026,Strategy 3
220,Sweden,NMC111,Hydro,3166.211088262963,2026,Strategy 3
229,Sweden,NMC523,Hydro,3531.5103344965355,2026,Strategy 3
222,Sweden,NMC622,Direct,1691.3800690483151,2026,Strategy 3
225,Sweden,NMC811,Direct,907.8687280162163,2026,Strategy 3
468,Switzerland,LFP,Direct,89.86475872529809,2026,Strategy 3
483,Switzerland,NCA,Direct,2771.943752069257,2026,Strategy 3
471,Switzerland,NMC111,Direct,745.7898351570451,2026,Strategy 3
481,Switzerland,NMC523,Hydro,897.4425680425521,2026,Strategy 3
474,Switzerland,NMC622,Direct,434.8587166684751,2026,Strategy 3
477,Switzerland,NMC811,Direct,314.92730937186224,2026,Strategy 3
54,Thailand,LFP,Direct,32.512001054728465,2026,Strategy 3
69,Thailand,NCA,Direct,1493.9377972689347,2026,Strategy 3
57,Thailand,NMC111,Direct,499.21572149203666,2026,Strategy 3
67,Thailand,NMC523,Hydro,534.0940626786852,2026,Strategy 3
60,Thailand,NMC622,Direct,240.0534330310669,2026,Strategy 3
63,Thailand,NMC811,Direct,149.08980009656904,2026,Strategy 3
306,Turkey,LFP,Direct,52.67909715710296,2026,Strategy 3
321,Turkey,NCA,Direct,2441.845325087709,2026,Strategy 3
309,Turkey,NMC111,Direct,689.2157270647231,2026,Strategy 3
319,Turkey,NMC523,Hydro,850.3567861543551,2026,Strategy 3
312,Turkey,NMC622,Direct,400.42240703254913,2026,Strategy 3
315,Turkey,NMC811,Direct,264.1306067416969,2026,Strategy 3
324,USA,LFP,Direct,9611.08710896266,2026,Strategy 3
339,USA,NCA,Direct,62303.923118128834,2026,Strategy 3
328,USA,NMC111,Hydro,6644.1292518704195,2026,Strategy 3
337,USA,NMC523,Hydro,7826.7070451468335,2026,Strategy 3
331,USA,NMC622,Hydro,3617.796010172523,2026,Strategy 3
333,USA,NMC811,Direct,3402.9746662529146,2026,Strategy 3
234,United Kingdom,LFP,Direct,580.5261368377759,2026,Strategy 3
249,United Kingdom,NCA,Direct,16167.091246580445,2026,Strategy 3
238,United Kingdom,NMC111,Hydro,4376.589885712655,2026,Strategy 3
247,United Kingdom,NMC523,Hydro,5234.05712126929,2026,Strategy 3
240,United Kingdom,NMC622,Direct,2532.193010514742,2026,Strategy 3
243,United Kingdom,NMC811,Direct,1859.505770850112,2026,Strategy 3
72,Viet Nam,LFP,Direct,30.239464260374245,2026,Strategy 3
87,Viet Nam,NCA,Direct,2024.1889507366086,2026,Strategy 3
75,Viet Nam,NMC111,Direct,727.155221667361,2026,Strategy 3
85,Viet Nam,NMC523,Hydro,739.9379500993572,2026,Strategy 3
78,Viet Nam,NMC622,Direct,322.13553864399177,2026,Strategy 3
81,Viet Nam,NMC811,Direct,156.34287459230708,2026,Strategy 3
378,Australia,LFP,Direct,48.21857247959032,2026,Strategy 1
393,Australia,NCA,Direct,1106.4178476700347,2026,Strategy 1
381,Australia,NMC111,Direct,294.477683578472,2026,Strategy 1
390,Australia,NMC523,Direct,356.1262345272154,2026,Strategy 1
384,Australia,NMC622,Direct,173.32343860681468,2026,Strategy 1
387,Australia,NMC811,Direct,123.643472272594,2026,Strategy 1
432,Belgium,LFP,Direct,589.5289142303893,2026,Strategy 1
447,Belgium,NCA,Direct,2697.929314679829,2026,Strategy 1
436,Belgium,NMC111,Hydro,1598.2126250127583,2026,Strategy 1
445,Belgium,NMC523,Hydro,1779.5799321400877,2026,Strategy 1
438,Belgium,NMC622,Direct,855.9182320383679,2026,Strategy 1
441,Belgium,NMC811,Direct,478.8309818985699,2026,Strategy 1
360,Brazil,LFP,Direct,291.0717237792455,2026,Strategy 1
375,Brazil,NCA,Direct,3317.363121938936,2026,Strategy 1
364,Brazil,NMC111,Hydro,842.6391211975274,2026,Strategy 1
373,Brazil,NMC523,Hydro,1044.4197203687531,2026,Strategy 1
366,Brazil,NMC622,Direct,517.1008779453368,2026,Strategy 1
369,Brazil,NMC811,Direct,408.89734558528477,2026,Strategy 1
342,Canada,LFP,Direct,230.15467446806764,2026,Strategy 1
357,Canada,NCA,Direct,5875.830117857089,2026,Strategy 1
346,Canada,NMC111,Hydro,1645.7570651181716,2026,Strategy 1
355,Canada,NMC523,Hydro,1917.1835779205057,2026,Strategy 1
348,Canada,NMC622,Direct,917.1096611805281,2026,Strategy 1
351,Canada,NMC811,Direct,632.0510791384753,2026,Strategy 1
396,Czechia,LFP,Direct,67.751031224065,2026,Strategy 1
411,Czechia,NCA,Direct,165.36749841964942,2026,Strategy 1
399,Czechia,NMC111,Direct,95.49903678598294,2026,Strategy 1
408,Czechia,NMC523,Direct,107.09608805125428,2026,Strategy 1
402,Czechia,NMC622,Direct,52.49860082159003,2026,Strategy 1
405,Czechia,NMC811,Direct,30.837980988595284,2026,Strategy 1
450,Finland,LFP,Direct,140.5596186880191,2026,Strategy 1
465,Finland,NCA,Direct,1090.7304199122261,2026,Strategy 1
453,Finland,NMC111,Direct,651.8459543563118,2026,Strategy 1
463,Finland,NMC523,Hydro,723.3126018362682,2026,Strategy 1
456,Finland,NMC622,Direct,347.69068811952235,2026,Strategy 1
459,Finland,NMC811,Direct,189.27352846065716,2026,Strategy 1
90,France,LFP,Direct,3521.0480461432044,2026,Strategy 1
105,France,NCA,Direct,14269.660944208144,2026,Strategy 1
94,France,NMC111,Hydro,8335.771929589933,2026,Strategy 1
103,France,NMC523,Hydro,9436.425555434715,2026,Strategy 1
97,France,NMC622,Hydro,4566.384666679243,2026,Strategy 1
99,France,NMC811,Direct,2592.7779632551096,2026,Strategy 1
108,Germany,LFP,Direct,9249.717982527114,2026,Strategy 1
123,Germany,NCA,Direct,46436.58303098711,2026,Strategy 1
112,Germany,NMC111,Hydro,24480.03630806664,2026,Strategy 1
121,Germany,NMC523,Hydro,27334.362351147276,2026,Strategy 1
115,Germany,NMC622,Hydro,13227.21180167926,2026,Strategy 1
117,Germany,NMC811,Direct,7684.704322840475,2026,Strategy 1
126,Hungary,LFP,Direct,20.366654033294424,2026,Strategy 1
141,Hungary,NCA,Direct,47.720174896131574,2026,Strategy 1
129,Hungary,NMC111,Direct,27.565942106971306,2026,Strategy 1
138,Hungary,NMC523,Direct,30.881996898338294,2026,Strategy 1
132,Hungary,NMC622,Direct,15.135585385217992,2026,Strategy 1
135,Hungary,NMC811,Direct,8.919183319300616,2026,Strategy 1
0,India,LFP,Direct,45.066837050589484,2026,Strategy 1
15,India,NCA,Direct,877.6761646535108,2026,Strategy 1
3,India,NMC111,Direct,232.8819897841532,2026,Strategy 1
12,India,NMC523,Direct,281.9263795911107,2026,Strategy 1
6,India,NMC622,Direct,137.33958354452068,2026,Strategy 1
9,India,NMC811,Direct,104.63872766450477,2026,Strategy 1
144,Italy,LFP,Direct,4106.161219603399,2026,Strategy 1
159,Italy,NCA,Direct,9514.743555748577,2026,Strategy 1
148,Italy,NMC111,Hydro,5453.760524967382,2026,Strategy 1
157,Italy,NMC523,Hydro,6125.936849778684,2026,Strategy 1
150,Italy,NMC622,Direct,3016.101960388907,2026,Strategy 1
153,Italy,NMC811,Direct,1819.866325247216,2026,Strategy 1
18,Japan,LFP,Direct,58.48676989954278,2026,Strategy 1
33,Japan,NCA,Direct,2739.379259645879,2026,Strategy 1
22,Japan,NMC111,Hydro,924.9612206626484,2026,Strategy 1
31,Japan,NMC523,Hydro,1031.9057651366645,2026,Strategy 1
24,Japan,NMC622,Direct,455.018170592333,2026,Strategy 1
27,Japan,NMC811,Direct,261.5713331021304,2026,Strategy 1
36,Korea,LFP,Direct,624.7628653263771,2026,Strategy 1
51,Korea,NCA,Direct,20449.48927914181,2026,Strategy 1
40,Korea,NMC111,Hydro,6278.128210690574,2026,Strategy 1
49,Korea,NMC523,Hydro,6912.891633713399,2026,Strategy 1
43,Korea,NMC622,Hydro,3199.4209044817485,2026,Strategy 1
45,Korea,NMC811,Direct,2011.4456364501023,2026,Strategy 1
414,Netherlands,LFP,Direct,720.1610797685437,2026,Strategy 1
429,Netherlands,NCA,Direct,5022.18444457951,2026,Strategy 1
418,Netherlands,NMC111,Hydro,2883.2272182960487,2026,Strategy 1
427,Netherlands,NMC523,Hydro,3449.171437120445,2026,Strategy 1
420,Netherlands,NMC622,Direct,1666.7141356961833,2026,Strategy 1
423,Netherlands,NMC811,Direct,838.7323405247034,2026,Strategy 1
252,Norway,LFP,Direct,20.853547471557846,2026,Strategy 1
267,Norway,NCA,Direct,6210.440868010857,2026,Strategy 1
256,Norway,NMC111,Hydro,1905.9760954458545,2026,Strategy 1
265,Norway,NMC523,Hydro,2136.750378605167,2026,Strategy 1
258,Norway,NMC622,Direct,985.0572857156673,2026,Strategy 1
261,Norway,NMC811,Direct,613.1012748596283,2026,Strategy 1
162,Poland,LFP,Direct,749.2876439980002,2026,Strategy 1
177,Poland,NCA,Direct,1565.9412852282092,2026,Strategy 1
166,Poland,NMC111,Hydro,897.6216327374073,2026,Strategy 1
175,Poland,NMC523,Hydro,1006.8239889390481,2026,Strategy 1
168,Poland,NMC622,Direct,495.75215880306666,2026,Strategy 1
171,Poland,NMC811,Direct,299.68713491553467,2026,Strategy 1
486,Romania,LFP,Direct,31.714391334967928,2026,Strategy 1
501,Romania,NCA,Direct,75.2108459484937,2026,Strategy 1
489,Romania,NMC111,Direct,43.399909623525815,2026,Strategy 1
498,Romania,NMC523,Direct,48.675833563268924,2026,Strategy 1
492,Romania,NMC622,Direct,23.872404744059686,2026,Strategy 1
495,Romania,NMC811,Direct,14.06126244243009,2026,Strategy 1
270,Russian Federation,LFP,Direct,30.747849522422563,2026,Strategy 1
285,Russian Federation,NCA,Direct,1418.8815602059165,2026,Strategy 1
273,Russian Federation,NMC111,Direct,432.32602062180723,2026,Strategy 1
283,Russian Federation,NMC523,Hydro,512.7126030726122,2026,Strategy 1
276,Russian Federation,NMC622,Direct,234.522234267654,2026,Strategy 1
279,Russian Federation,NMC811,Direct,142.43138048465613,2026,Strategy 1
288,Serbia,LFP,Direct,1.1064934049046276,2026,Strategy 1
303,Serbia,NCA,Direct,50.85426643109455,2026,Strategy 1
291,Serbia,NMC111,Direct,15.783478333841094,2026,Strategy 1
300,Serbia,NMC523,Direct,18.00979445766731,2026,Strategy 1
294,Serbia,NMC622,Direct,8.417128683826812,2026,Strategy 1
297,Serbia,NMC811,Direct,5.291259185499165,2026,Strategy 1
180,Slovakia,LFP,Direct,71.9640577238243,2026,Strategy 1
195,Slovakia,NCA,Direct,171.29355156095903,2026,Strategy 1
183,Slovakia,NMC111,Direct,98.9972220564227,2026,Strategy 1
192,Slovakia,NMC523,Direct,110.89524007717586,2026,Strategy 1
186,Slovakia,NMC622,Direct,54.334674152055115,2026,Strategy 1
189,Slovakia,NMC811,Direct,31.967967588236533,2026,Strategy 1
198,Spain,LFP,Direct,1442.6244787588143,2026,Strategy 1
213,Spain,NCA,Direct,4260.241918947077,2026,Strategy 1
202,Spain,NMC111,Hydro,2491.1661259096645,2026,Strategy 1
211,Spain,NMC523,Hydro,2786.772307533942,2026,Strategy 1
204,Spain,NMC622,Direct,1355.1023202874849,2026,Strategy 1
207,Spain,NMC811,Direct,778.2332367436179,2026,Strategy 1
216,Sweden,LFP,Direct,609.9183951332585,2026,Strategy 1
231,Sweden,NCA,Direct,5290.081936741933,2026,Strategy 1
220,Sweden,NMC111,Hydro,3166.211088262963,2026,Strategy 1
229,Sweden,NMC523,Hydro,3531.5103344965355,2026,Strategy 1
222,Sweden,NMC622,Direct,1691.3800690483151,2026,Strategy 1
225,Sweden,NMC811,Direct,907.8687280162163,2026,Strategy 1
468,Switzerland,LFP,Direct,89.86475872529809,2026,Strategy 1
483,Switzerland,NCA,Direct,2771.943752069257,2026,Strategy 1
471,Switzerland,NMC111,Direct,745.7898351570451,2026,Strategy 1
481,Switzerland,NMC523,Hydro,897.4425680425521,2026,Strategy 1
474,Switzerland,NMC622,Direct,434.8587166684751,2026,Strategy 1
477,Switzerland,NMC811,Direct,314.92730937186224,2026,Strategy 1
54,Thailand,LFP,Direct,32.512001054728465,2026,Strategy 1
69,Thailand,NCA,Direct,1493.9377972689347,2026,Strategy 1
57,Thailand,NMC111,Direct,499.21572149203666,2026,Strategy 1
67,Thailand,NMC523,Hydro,534.0940626786852,2026,Strategy 1
60,Thailand,NMC622,Direct,240.0534330310669,2026,Strategy 1
63,Thailand,NMC811,Direct,149.08980009656904,2026,Strategy 1
306,Turkey,LFP,Direct,52.67909715710296,2026,Strategy 1
321,Turkey,NCA,Direct,2441.845325087709,2026,Strategy 1
309,Turkey,NMC111,Direct,689.2157270647231,2026,Strategy 1
319,Turkey,NMC523,Hydro,850.3567861543551,2026,Strategy 1
312,Turkey,NMC622,Direct,400.42240703254913,2026,Strategy 1
315,Turkey,NMC811,Direct,264.1306067416969,2026,Strategy 1
324,USA,LFP,Direct,9611.08710896266,2026,Strategy 1
339,USA,NCA,Direct,62303.923118128834,2026,Strategy 1
328,USA,NMC111,Hydro,6644.1292518704195,2026,Strategy 1
337,USA,NMC523,Hydro,7826.7070451468335,2026,Strategy 1
331,USA,NMC622,Hydro,3617.796010172523,2026,Strategy 1
333,USA,NMC811,Direct,3402.9746662529146,2026,Strategy 1
234,United Kingdom,LFP,Direct,580.5261368377759,2026,Strategy 1
249,United Kingdom,NCA,Direct,16167.091246580445,2026,Strategy 1
238,United Kingdom,NMC111,Hydro,4376.589885712655,2026,Strategy 1
247,United Kingdom,NMC523,Hydro,5234.05712126929,2026,Strategy 1
240,United Kingdom,NMC622,Direct,2532.193010514742,2026,Strategy 1
243,United Kingdom,NMC811,Direct,1859.505770850112,2026,Strategy 1
72,Viet Nam,LFP,Direct,30.239464260374245,2026,Strategy 1
87,Viet Nam,NCA,Direct,2024.1889507366086,2026,Strategy 1
75,Viet Nam,NMC111,Direct,727.155221667361,2026,Strategy 1
85,Viet Nam,NMC523,Hydro,739.9379500993572,2026,Strategy 1
78,Viet Nam,NMC622,Direct,322.13553864399177,2026,Strategy 1
81,Viet Nam,NMC811,Direct,156.34287459230708,2026,Strategy 1
18,Afghanistan,LFP,Direct,0.0,2026,Strategy 1
33,Afghanistan,NCA,Direct,0.4060652954310318,2026,Strategy 1
21,Afghanistan,NMC111,Direct,0.10298844295546328,2026,Strategy 1
30,Afghanistan,NMC523,Direct,0.12772952161013565,2026,Strategy 1
24,Afghanistan,NMC622,Direct,0.06328017995153888,2026,Strategy 1
27,Afghanistan,NMC811,Direct,0.012570946511214593,2026,Strategy 1
54,Albania,LFP,Direct,1.7932937193698681,2026,Strategy 1
69,Albania,NCA,Direct,4.370780307367946,2026,Strategy 1
57,Albania,NMC111,Direct,2.5240100337587226,2026,Strategy 1
66,Albania,NMC523,Direct,2.8305325134242545,2026,Strategy 1
60,Albania,NMC622,Direct,1.3875624047564012,2026,Strategy 1
63,Albania,NMC811,Direct,0.8151720988465586,2026,Strategy 1
774,Algeria,LFP,Direct,1.4313357323407216,2026,Strategy 1
789,Algeria,NCA,Direct,59.628450996651274,2026,Strategy 1
777,Algeria,NMC111,Direct,44.031753422242815,2026,Strategy 1
786,Algeria,NMC523,Direct,22.377934092855483,2026,Strategy 1
780,Algeria,NMC622,Direct,6.564395686703096,2026,Strategy 1
783,Algeria,NMC811,Direct,1.9816184740970133,2026,Strategy 1
72,Andorra,LFP,Direct,0.010981696405496531,2026,Strategy 1
87,Andorra,NCA,Direct,0.6150205723393899,2026,Strategy 1
75,Andorra,NMC111,Direct,0.41067207842133896,2026,Strategy 1
84,Andorra,NMC523,Direct,0.22045024038257846,2026,Strategy 1
78,Andorra,NMC622,Direct,0.06955292809884235,2026,Strategy 1
81,Andorra,NMC811,Direct,0.01868954984272716,2026,Strategy 1
36,Angola,LFP,Direct,0.0,2026,Strategy 1
51,Angola,NCA,Direct,18.910965252979814,2026,Strategy 1
39,Angola,NMC111,Direct,7.9696074013916425,2026,Strategy 1
48,Angola,NMC523,Direct,6.751972471215623,2026,Strategy 1
42,Angola,NMC622,Direct,2.819337201760549,2026,Strategy 1
45,Angola,NMC811,Direct,0.4775244340136369,2026,Strategy 1
108,Argentina,LFP,Direct,7.541596243584814,2026,Strategy 1
123,Argentina,NCA,Direct,359.115917899713,2026,Strategy 1
111,Argentina,NMC111,Direct,178.35347422320618,2026,Strategy 1
120,Argentina,NMC523,Direct,150.42269497532462,2026,Strategy 1
114,Argentina,NMC622,Direct,66.26328468191359,2026,Strategy 1
117,Argentina,NMC811,Direct,36.29709639870713,2026,Strategy 1
126,Armenia,LFP,Direct,0.0,2026,Strategy 1
141,Armenia,NCA,Direct,13.139961543269166,2026,Strategy 1
129,Armenia,NMC111,Direct,4.118737989807532,2026,Strategy 1
138,Armenia,NMC523,Direct,4.484548569555393,2026,Strategy 1
132,Armenia,NMC622,Direct,2.0531505129903977,2026,Strategy 1
135,Armenia,NMC811,Direct,1.1050672395724104,2026,Strategy 1
0,Aruba,LFP,Direct,0.0,2026,Strategy 1
15,Aruba,NCA,Direct,8.31567099761268,2026,Strategy 1
3,Aruba,NMC111,Direct,3.129817332231946,2026,Strategy 1
12,Aruba,NMC523,Direct,3.0111351670631965,2026,Strategy 1
6,Aruba,NMC622,Direct,1.3339778111848486,2026,Strategy 1
9,Aruba,NMC811,Direct,0.938661470180766,2026,Strategy 1
144,Australia,LFP,Direct,48.21857247959033,2026,Strategy 1
159,Australia,NCA,Direct,1106.4178476700347,2026,Strategy 1
147,Australia,NMC111,Direct,294.477683578472,2026,Strategy 1
156,Australia,NMC523,Direct,356.12623452721533,2026,Strategy 1
150,Australia,NMC622,Direct,173.32343860681468,2026,Strategy 1
153,Australia,NMC811,Direct,123.643472272594,2026,Strategy 1
162,Austria,LFP,Direct,527.3309619486924,2026,Strategy 1
177,Austria,NCA,Direct,2160.365699588926,2026,Strategy 1
166,Austria,NMC111,Hydro,1279.493084771275,2026,Strategy 1
175,Austria,NMC523,Hydro,1428.9255470325916,2026,Strategy 1
168,Austria,NMC622,Direct,688.5915615121088,2026,Strategy 1
171,Austria,NMC811,Direct,385.52021430589133,2026,Strategy 1
180,Azerbaijan,LFP,Direct,1.3891819617123613,2026,Strategy 1
195,Azerbaijan,NCA,Direct,46.009969016776225,2026,Strategy 1
183,Azerbaijan,NMC111,Direct,14.389709353129193,2026,Strategy 1
192,Azerbaijan,NMC523,Direct,15.719230963061175,2026,Strategy 1
186,Azerbaijan,NMC622,Direct,7.203156483765151,2026,Strategy 1
189,Azerbaijan,NMC811,Direct,4.308895534671718,2026,Strategy 1
324,Bahamas,LFP,Direct,0.0,2026,Strategy 1
339,Bahamas,NCA,Direct,0.003964140717737061,2026,Strategy 1
327,Bahamas,NMC111,Direct,0.0,2026,Strategy 1
336,Bahamas,NMC523,Direct,0.0,2026,Strategy 1
330,Bahamas,NMC622,Direct,0.0,2026,Strategy 1
333,Bahamas,NMC811,Direct,0.0,2026,Strategy 1
306,Bahrain,LFP,Direct,0.0,2026,Strategy 1
321,Bahrain,NCA,Direct,8.714936219797629,2026,Strategy 1
309,Bahrain,NMC111,Direct,4.666727107928236,2026,Strategy 1
318,Bahrain,NMC523,Direct,3.6096505541141677,2026,Strategy 1
312,Bahrain,NMC622,Direct,1.3158072248789356,2026,Strategy 1
315,Bahrain,NMC811,Direct,0.18480477081161475,2026,Strategy 1
270,Bangladesh,LFP,Direct,0.004910652308217597,2026,Strategy 1
285,Bangladesh,NCA,Direct,0.4999025490361911,2026,Strategy 1
273,Bangladesh,NMC111,Direct,0.3183020615578537,2026,Strategy 1
282,Bangladesh,NMC523,Direct,0.04879417777132302,2026,Strategy 1
276,Bangladesh,NMC622,Direct,0.009368955110098595,2026,Strategy 1
279,Bangladesh,NMC811,Direct,0.007459458620500374,2026,Strategy 1
432,Barbados,LFP,Direct,0.0,2026,Strategy 1
447,Barbados,NCA,Direct,2.6099123622862193,2026,Strategy 1
435,Barbados,NMC111,Direct,0.6619398778155925,2026,Strategy 1
444,Barbados,NMC523,Direct,0.8209587494378646,2026,Strategy 1
438,Barbados,NMC622,Direct,0.4067220880653121,2026,Strategy 1
441,Barbados,NMC811,Direct,0.31248041281476674,2026,Strategy 1
360,Belarus,LFP,Direct,4.19691433508366,2026,Strategy 1
375,Belarus,NCA,Direct,150.07416630830716,2026,Strategy 1
363,Belarus,NMC111,Direct,43.81184684503849,2026,Strategy 1
372,Belarus,NMC523,Direct,50.695127062244815,2026,Strategy 1
366,Belarus,NMC622,Direct,23.78040920871197,2026,Strategy 1
369,Belarus,NMC811,Direct,15.160894244182213,2026,Strategy 1
216,Belgium,LFP,Direct,710.779587029455,2026,Strategy 1
231,Belgium,NCA,Direct,3252.8227841482485,2026,Strategy 1
219,Belgium,NMC111,Direct,1926.9231451943454,2026,Strategy 1
228,Belgium,NMC523,Direct,2145.592961973219,2026,Strategy 1
222,Belgium,NMC622,Direct,1031.958217509006,2026,Strategy 1
225,Belgium,NMC811,Direct,577.3139863972252,2026,Strategy 1
234,Benin,LFP,Direct,0.0,2026,Strategy 1
249,Benin,NCA,Direct,11.785029666837774,2026,Strategy 1
237,Benin,NMC111,Direct,3.1212509886572453,2026,Strategy 1
246,Benin,NMC523,Direct,3.7526915394510567,2026,Strategy 1
240,Benin,NMC622,Direct,1.8326520860352569,2026,Strategy 1
243,Benin,NMC811,Direct,0.8670456347203668,2026,Strategy 1
378,Bermuda,LFP,Direct,0.0,2026,Strategy 1
393,Bermuda,NCA,Direct,7.068593219441997,2026,Strategy 1
381,Bermuda,NMC111,Direct,4.4402892532742175,2026,Strategy 1
390,Bermuda,NMC523,Direct,3.0700845743975718,2026,Strategy 1
384,Bermuda,NMC622,Direct,1.0110077160159243,2026,Strategy 1
387,Bermuda,NMC811,Direct,0.15644822339396325,2026,Strategy 1
396,Bolivia (Plurinational State of),LFP,Direct,3.179352054479888,2026,Strategy 1
411,Bolivia (Plurinational State of),NCA,Direct,129.30421667056513,2026,Strategy 1
399,Bolivia (Plurinational State of),NMC111,Direct,35.2373790683181,2026,Strategy 1
