,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Pyro,0.0
11,Afghanistan,NCA,Pyro,-8415.958398414832
7,Afghanistan,NMC111,Pyro,-19579.419993335792
10,Afghanistan,NMC523,Pyro,-17150.31054232003
8,Afghanistan,NMC622,Pyro,-26421.159965543422
9,Afghanistan,NMC811,Pyro,0.0
18,Albania,LFP,Pyro,-30.500155287968603
23,Albania,NCA,Pyro,-19.412762368978928
19,Albania,NMC111,Pyro,-29.863140775400126
22,Albania,NMC523,Pyro,-27.863591319700813
20,Albania,NMC622,Pyro,-44.427870559798
21,Albania,NMC811,Pyro,-60.71065768052135
258,Algeria,LFP,Pyro,-144.96222699825844
263,Algeria,NCA,Pyro,-25.18306765016075
259,Algeria,NMC111,Pyro,-63.05270060780901
262,Algeria,NMC523,Pyro,-57.566676560805455
260,Algeria,NMC622,Pyro,-91.36330553948287
261,Algeria,NMC811,Pyro,-106.75895622070118
24,Andorra,LFP,Pyro,-2762.2309522331566
29,Andorra,NCA,Pyro,-553.3223125607868
25,Andorra,NMC111,Pyro,-1208.0445967890219
28,Andorra,NMC523,Pyro,-1132.9844399921537
26,Andorra,NMC622,Pyro,-1750.6527836586713
27,Andorra,NMC811,Pyro,-2029.3866350992903
12,Angola,LFP,Pyro,-412.75810519597474
17,Angola,NCA,Pyro,-86.47451628110252
13,Angola,NMC111,Pyro,-202.06452915900513
16,Angola,NMC523,Pyro,-183.99447267208268
14,Angola,NMC622,Pyro,-286.9384267959656
15,Angola,NMC811,Pyro,-336.42895082977486
36,Argentina,LFP,Pyro,-54.71414115511503
41,Argentina,NCA,Pyro,-5.119808904487164
37,Argentina,NMC111,Pyro,-19.726191443437653
40,Argentina,NMC523,Pyro,-17.672734084342448
38,Argentina,NMC622,Pyro,-30.315089411126234
39,Argentina,NMC811,Pyro,-36.29320739303867
42,Armenia,LFP,Pyro,0.0
47,Armenia,NCA,Pyro,-780.245242276813
43,Armenia,NMC111,Pyro,-1411.0149677087188
46,Armenia,NMC523,Pyro,-1566.9524637901063
44,Armenia,NMC622,Pyro,-2583.297022387888
45,Armenia,NMC811,Pyro,-3925.885676897503
0,Aruba,LFP,Pyro,0.0
5,Aruba,NCA,Pyro,-1270.5568389507175
1,Aruba,NMC111,Pyro,-2201.314006104889
4,Aruba,NMC523,Pyro,-2566.7458977123815
2,Aruba,NMC622,Pyro,-4617.808610624913
3,Aruba,NMC811,Pyro,-6091.4988801322625
48,Australia,LFP,Pyro,-37.163717196115314
53,Australia,NCA,Pyro,-4.325638676446271
49,Australia,NMC111,Pyro,-16.485074810754803
